,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
3975,30,0.64,0.0,2.0,0.02,2.0,15,0.3732501210290575
56584,100,1.28,0.2,0.02,0.0,2.0,9,0.4374010426133353
48338,90,0.64,2.0,2.0,0.2,0.02,9,0.28632517513557415
33969,70,0.64,2.0,2.0,0.02,0.0,13,0.29485100885479804
50852,100,0.16,0.02,0.2,0.0,0.0,11,0.14703030484272592
65810,120,0.16,0.2,2.0,0.2,0.02,9,0.24359362593418704
43010,90,0.16,0.0,0.0,0.0,0.0,7,0.12572673411821608
17620,50,0.32,2.0,0.02,0.02,0.02,5,0.2841097584588974
61769,110,0.64,0.02,2.0,0.2,0.0,5,0.1935253477447278
56689,100,1.28,0.2,0.2,0.0,0.2,9,0.3617739449033387
49803,90,1.28,2.0,0.0,0.2,0.2,13,0.38284286457163
34969,70,1.28,0.2,0.0,0.0,2.0,11,0.4174399593646266
7717,40,0.16,0.02,0.0,2.0,0.2,9,0.369838315819786
29300,70,0.16,0.02,0.02,0.2,0.02,13,0.2073471927831827
25052,60,0.32,2.0,2.0,0.2,0.2,15,0.36724370296206
52542,100,0.32,0.02,0.02,0.0,0.2,3,0.1781197505440134
9028,40,0.32,0.0,0.0,0.2,0.02,13,0.19675921633581417
59410,110,0.32,0.0,0.2,0.02,2.0,5,0.3507347387181289
23289,60,0.16,2.0,2.0,2.0,2.0,3,0.3686932458507343
36401,80,0.16,0.02,0.02,0.0,0.0,5,0.1858440160650475
23339,60,0.32,0.0,0.0,0.02,0.2,5,0.3518382831495665
68115,120,0.64,0.0,0.0,0.0,0.2,13,0.25827805215685085
34721,70,1.28,0.02,0.2,0.0,0.0,5,0.150467136312033
21078,50,1.28,2.0,0.0,0.0,2.0,5,0.3710311172638634
15819,50,0.16,2.0,0.02,0.0,2.0,15,0.36272140390931906
42425,80,1.28,0.2,0.2,2.0,0.0,13,0.1968371222605006
66534,120,0.32,0.0,0.2,0.0,0.0,15,0.16222039726992735
61825,110,0.64,0.2,0.0,0.0,0.0,5,0.1614815411713195
63835,110,1.28,0.2,0.02,2.0,2.0,7,0.3703325997848613
3751,30,0.64,0.0,0.02,0.02,2.0,15,0.360577391998483
32352,70,0.64,0.0,0.0,2.0,0.02,13,0.2682492863827009
37655,80,0.32,0.0,0.0,0.0,2.0,7,0.3021920491240254
54294,100,0.64,0.02,0.0,2.0,0.0,7,0.13663909099909038
10315,40,0.32,2.0,0.0,0.0,0.02,11,0.1871729937589568
68537,120,0.64,0.0,2.0,2.0,2.0,3,0.37751801883729125
59137,110,0.32,0.0,0.0,0.0,0.0,5,0.17096807611213402
29011,70,0.16,0.0,2.0,0.0,0.0,9,0.16631209878178904
69912,120,1.28,0.0,0.0,0.0,2.0,9,0.4096407596413769
70527,120,1.28,0.02,0.02,0.2,2.0,7,0.3898109381995434
50870,100,0.16,0.02,0.2,0.0,2.0,5,0.2980234238301223
17981,50,0.64,0.0,0.0,0.2,0.0,13,0.21386980436514266
53290,100,0.32,0.2,2.0,2.0,0.0,15,0.20935518517905918
63725,110,1.28,0.2,0.0,2.0,2.0,11,0.36721053022655575
20980,50,1.28,0.2,2.0,0.02,0.02,5,0.3550574483212259
57378,110,0.16,0.0,0.0,0.02,0.0,15,0.15498682845981843
54793,100,0.64,0.2,0.02,0.0,2.0,11,0.4161676409884363
60569,110,0.32,2.0,0.0,2.0,0.0,13,0.37610711696144267
1089,30,0.16,0.2,0.02,0.2,2.0,11,0.3781375761856194
1948,30,0.32,0.0,0.02,0.02,0.2,7,0.37727945318700884
60044,110,0.32,0.2,0.0,0.0,0.02,13,0.18543329463694255
1529,30,0.16,2.0,0.02,0.2,0.2,9,0.3239194380266745
55683,100,1.28,0.0,0.02,0.0,0.2,13,0.30039093620951357
8275,40,0.16,0.2,0.02,2.0,0.2,5,0.3050108980647708
20704,50,1.28,0.2,0.0,2.0,0.02,13,0.4277326109104496
33964,70,0.64,2.0,2.0,0.02,0.0,3,0.27632736224928806
15223,50,0.16,0.02,2.0,2.0,0.2,13,0.35517359305525353
4252,30,0.64,0.02,0.02,2.0,2.0,9,0.37367821139468743
167,30,0.16,0.0,0.02,0.02,2.0,15,0.3679212877487248
20053,50,1.28,0.0,2.0,0.0,0.0,13,0.2415737953140331
52096,100,0.32,0.0,0.02,0.0,0.2,7,0.17697059741618196
37199,80,0.16,2.0,0.0,0.0,0.2,5,0.18536150290442407
51395,100,0.16,0.2,0.2,2.0,0.2,5,0.37335179706334215
46731,90,0.64,0.0,0.02,0.0,2.0,15,0.3918541320694626
7145,30,1.28,2.0,2.0,2.0,0.0,13,0.3917551389191801
26246,60,0.64,0.2,0.2,0.02,0.02,9,0.24476778170653912
61564,110,0.64,0.02,0.02,0.2,0.2,15,0.316197705135386
16900,50,0.32,0.02,0.2,2.0,0.2,7,0.3341805429624702
40095,80,0.64,0.02,0.02,2.0,2.0,15,0.3693935655797624
3421,30,0.32,2.0,0.2,0.2,0.0,13,0.3364354691948061
36877,80,0.16,0.2,0.02,0.02,0.0,5,0.17708133317588728
5749,30,1.28,0.0,2.0,0.02,0.02,7,0.322224069138515
58024,110,0.16,0.02,0.2,0.0,0.02,5,0.10166774059701983
42352,80,1.28,0.2,0.2,0.0,0.2,7,0.33037768008331864
63702,110,1.28,0.2,0.0,2.0,0.0,7,0.25331712579249466
51718,100,0.16,2.0,0.02,2.0,0.0,7,0.3048638113790499
31118,70,0.32,0.02,0.02,2.0,0.02,9,0.3423121240356811
18090,50,0.64,0.0,0.02,0.2,0.0,7,0.23067455908995307
47282,90,0.64,0.02,0.2,0.0,0.2,11,0.2456137663926814
21516,60,0.16,0.0,0.0,0.0,0.02,13,0.16664813739889567
54982,100,0.64,0.2,0.2,2.0,0.2,11,0.3610341880123397
43564,90,0.16,0.02,0.0,2.0,2.0,9,0.36562955860313184
47583,90,0.64,0.2,0.0,2.0,0.02,11,0.39614171246659186
54634,100,0.64,0.02,2.0,2.0,0.0,15,0.15485651952993598
33720,70,0.64,2.0,0.02,0.0,0.02,5,0.1923494143258646
32151,70,0.32,2.0,2.0,0.0,0.02,3,0.24802241257632976
22404,60,0.16,0.2,0.0,0.0,0.0,11,0.16373106749813515
64599,120,0.16,0.0,0.0,2.0,0.0,9,0.17401854496532343
40659,80,0.64,0.2,2.0,0.0,0.0,9,0.19430098274710336
34564,70,1.28,0.02,0.0,0.2,0.02,13,0.3344071493926603
19495,50,0.64,2.0,0.2,0.0,0.02,3,0.17617705368990302
23697,60,0.32,0.0,2.0,0.2,0.02,7,0.2717058560848485
50077,90,1.28,2.0,2.0,0.0,0.02,15,0.4491612651630886
313,30,0.16,0.0,0.2,2.0,0.0,13,0.16783005401148565
39900,80,0.64,0.02,0.0,0.02,0.0,3,0.19596794901712136
15779,50,0.16,2.0,0.0,2.0,0.2,5,0.38153100586785194
10392,40,0.32,2.0,0.0,2.0,0.0,11,0.45180899468450597
58431,110,0.16,0.2,0.02,0.2,2.0,7,0.3555401614980153
43654,90,0.16,0.02,0.02,2.0,0.0,7,0.20080540619568496
46573,90,0.32,2.0,2.0,2.0,0.02,7,0.38677012934420474
31061,70,0.32,0.02,0.02,0.02,0.02,7,0.22102528210008646
11503,40,0.64,0.02,0.2,0.2,2.0,7,0.3877005968098627
2010,30,0.32,0.0,0.02,2.0,2.0,5,0.36226070917720166
23177,60,0.16,2.0,0.2,2.0,2.0,3,0.36787900686465563
9725,40,0.32,0.02,0.2,2.0,0.02,7,0.32379367566839473
28133,60,1.28,0.2,2.0,0.0,2.0,3,0.37933089569289863
2327,30,0.32,0.02,0.0,2.0,0.0,9,0.14195615893998748
42754,80,1.28,2.0,0.02,0.2,2.0,13,0.3812218479774084
62848,110,1.28,0.0,0.02,0.0,0.2,7,0.31097700523217436
37162,80,0.16,0.2,2.0,2.0,0.0,15,0.14566887490510894
7658,40,0.16,0.02,0.0,0.02,0.2,3,0.28484222117225255
65758,120,0.16,0.2,2.0,0.0,0.2,3,0.22413193285949035
2122,30,0.32,0.0,0.2,2.0,2.0,5,0.3677709930459127
14212,40,1.28,2.0,0.2,2.0,0.2,7,0.3663507273255823
47915,90,0.64,0.2,2.0,2.0,0.02,3,0.3902101492349544
41964,80,1.28,0.02,0.2,0.2,0.2,15,0.39740883603088
34395,70,1.28,0.0,2.0,0.0,0.02,11,0.30845364480650933
70761,120,1.28,0.02,2.0,2.0,0.0,13,0.21260385859258024
19945,50,1.28,0.0,0.2,0.0,0.02,7,0.15320603263963217
66960,120,0.32,0.02,0.02,2.0,0.02,13,0.34217303431413626
61489,110,0.64,0.02,0.02,0.0,0.0,5,0.13279341691705207
13497,40,1.28,0.2,0.0,0.2,0.0,5,0.1587574192775537
15878,50,0.16,2.0,0.02,2.0,0.0,7,0.24559893277189582
14920,50,0.16,0.02,0.02,0.0,2.0,9,0.24974309087168162
58275,110,0.16,0.2,0.0,0.02,0.02,3,0.21312341138909488
44097,90,0.16,0.2,0.02,0.2,2.0,11,0.35797643174723687
23176,60,0.16,2.0,0.2,2.0,0.2,15,0.29935316296854425
48478,90,1.28,0.0,0.0,2.0,0.02,9,0.40091870167731775
41785,80,1.28,0.02,0.02,0.0,0.02,7,0.19105455282809047
37454,80,0.16,2.0,0.2,0.02,0.2,11,0.445367553664625
20802,50,1.28,0.2,0.02,0.2,2.0,13,0.38966434808734446
14347,50,0.16,0.0,0.0,0.0,0.02,11,0.13317376173202944
41934,80,1.28,0.02,0.2,0.02,0.2,11,0.4075826133112465
60751,110,0.32,2.0,0.2,0.02,0.2,13,0.3973515433718235
28043,60,1.28,0.2,0.2,0.02,0.2,5,0.40660342278567946
68471,120,0.64,0.0,2.0,0.02,0.02,11,0.3021235839289184
70202,120,1.28,0.0,0.2,2.0,0.0,15,0.4065056026712064
31564,70,0.32,0.2,0.02,2.0,0.02,5,0.40921619772780704
6218,30,1.28,0.02,2.0,0.2,0.0,7,0.3613532466748391
51862,100,0.16,2.0,2.0,0.0,0.0,15,0.2166522169210724
28969,70,0.16,0.0,0.2,0.2,0.2,9,0.36472089775570826
65621,120,0.16,0.2,0.02,2.0,0.2,9,0.2766444660535332
56723,100,1.28,0.2,0.2,0.02,2.0,7,0.39295052286927007
47785,90,0.64,0.2,0.2,0.2,0.2,9,0.352346835821319
71186,120,1.28,0.2,2.0,0.2,0.02,9,0.4302107156124796
9534,40,0.32,0.02,0.02,0.0,0.2,3,0.16903347657407866
70264,120,1.28,0.0,2.0,0.02,0.02,13,0.3220163672875264
53735,100,0.32,2.0,2.0,2.0,0.0,9,0.3561587297052513
64388,110,1.28,2.0,0.2,2.0,0.2,7,0.372045346174693
36075,80,0.16,0.0,0.2,0.0,0.02,11,0.15931676945291934
9178,40,0.32,0.0,0.02,2.0,2.0,5,0.37644603410336697
21405,50,1.28,2.0,2.0,0.0,0.02,15,0.43266260430084974
22545,60,0.16,0.2,0.02,0.02,0.0,13,0.20196761740781885
31389,70,0.32,0.2,0.0,0.02,0.0,5,0.23183739435309159
56824,100,1.28,0.2,2.0,0.02,0.02,13,0.3980928833160833
61921,110,0.64,0.2,0.0,2.0,0.02,15,0.32165856367049434
10011,40,0.32,0.2,0.02,0.02,0.2,5,0.2906493324512285
43809,90,0.16,0.02,2.0,0.0,0.2,9,0.27249008449078355
28475,60,1.28,2.0,0.2,0.0,2.0,15,0.396277866218442
20949,50,1.28,0.2,2.0,0.0,0.0,13,0.16987559233206953
68923,120,0.64,0.02,2.0,0.02,0.2,5,0.31110693430156916
45458,90,0.32,0.02,0.02,2.0,0.2,3,0.3671159983049388
33073,70,0.64,0.02,2.0,0.02,0.0,13,0.18088554156051403
13288,40,1.28,0.02,0.2,0.2,0.2,7,0.39530643082945655
34565,70,1.28,0.02,0.0,0.2,0.02,15,0.32460900650446683
63077,110,1.28,0.0,2.0,0.0,2.0,3,0.3885662868873557
62895,110,1.28,0.0,0.02,0.2,0.02,3,0.3044713838142996
27400,60,1.28,0.02,0.0,0.2,0.2,7,0.37603783709917243
63067,110,1.28,0.0,2.0,0.0,0.02,11,0.3485704602260168
13726,40,1.28,0.2,0.2,0.2,0.0,15,0.2580053712763824
24350,60,0.32,0.2,0.02,0.02,0.2,11,0.3364146063022412
29949,70,0.16,0.2,2.0,0.02,0.2,9,0.33861832268903447
13567,40,1.28,0.2,0.02,0.0,0.2,5,0.2688606881129698
70482,120,1.28,0.02,0.02,0.02,0.0,15,0.2721658124560479
37870,80,0.32,0.0,0.2,0.0,0.2,3,0.17714463038954886
31164,70,0.32,0.02,0.2,0.02,0.0,3,0.238916823619021
52668,100,0.32,0.02,0.2,0.02,0.0,3,0.23799336665454057
26447,60,0.64,2.0,0.0,0.0,0.2,5,0.1756107748684906
55440,100,0.64,2.0,2.0,0.0,0.0,3,0.2014836707300912
15628,50,0.16,0.2,2.0,0.2,0.0,11,0.2241499491757485
9813,40,0.32,0.02,2.0,0.2,0.02,15,0.18464253187334537
54149,100,0.64,0.0,2.0,0.02,2.0,11,0.3697436025925359
66380,120,0.32,0.0,0.0,0.2,0.2,15,0.3916440059276212
2079,30,0.32,0.0,0.2,0.2,0.02,3,0.22622201015427093
17486,50,0.32,2.0,0.0,0.0,0.2,3,0.22936500820960867
19160,50,0.64,0.2,2.0,0.0,0.02,5,0.19755046329923587
24146,60,0.32,0.02,2.0,0.2,0.02,9,0.23847635071166723
64310,110,1.28,2.0,0.2,0.0,2.0,5,0.42508815114217896
59750,110,0.32,0.02,0.02,0.02,2.0,13,0.36268674512352805
17121,50,0.32,0.2,0.0,2.0,0.02,15,0.37081573431658527
69819,120,0.64,2.0,2.0,0.02,0.2,5,0.351519477080558
64041,110,1.28,0.2,2.0,2.0,0.0,13,0.325513037505045
48440,90,1.28,0.0,0.0,0.2,0.0,3,0.15069059056893402
11423,40,0.64,0.02,0.02,2.0,2.0,15,0.388484900433814
48456,90,1.28,0.0,0.0,0.2,0.2,7,0.3834615605561324
61703,110,0.64,0.02,0.2,2.0,0.2,13,0.38359057983010586
34135,70,1.28,0.0,0.0,2.0,0.0,9,0.13275227322400862
891,30,0.16,0.02,2.0,2.0,2.0,7,0.3597595733716184
55088,100,0.64,0.2,2.0,2.0,0.02,13,0.33486258901963495
66415,120,0.32,0.0,0.0,2.0,2.0,15,0.3422460096860988
28682,70,0.16,0.0,0.0,0.0,0.02,9,0.16261068860513064
21767,60,0.16,0.0,0.2,0.02,0.02,11,0.17114426099648344
4845,30,0.64,0.2,2.0,0.02,0.0,5,0.1623867553367854
2103,30,0.32,0.0,0.2,2.0,0.0,9,0.16784174802839247
22031,60,0.16,0.02,0.0,0.2,2.0,7,0.3478116426638632
39543,80,0.64,0.0,0.02,0.0,0.02,3,0.14760150522198456
919,30,0.16,0.2,0.0,0.0,2.0,7,0.2818797959572175
23823,60,0.32,0.02,0.0,0.2,2.0,7,0.348028556278496
26855,60,0.64,2.0,2.0,2.0,0.0,9,0.2981983590049677
37926,80,0.32,0.0,0.2,0.2,0.2,3,0.3158456094433215
45237,90,0.32,0.0,2.0,2.0,0.2,9,0.3347345162648322
21902,60,0.16,0.0,2.0,0.2,0.0,15,0.20074871546211104
37629,80,0.16,2.0,2.0,2.0,2.0,11,0.355617552109586
56004,100,1.28,0.02,0.0,0.0,0.0,11,0.13869656257142252
71368,120,1.28,2.0,0.02,0.0,2.0,9,0.435003063031449
1447,30,0.16,2.0,0.0,2.0,0.2,13,0.2896672674656414
23206,60,0.16,2.0,2.0,0.0,2.0,5,0.3794715919404337
62461,110,0.64,2.0,0.02,0.2,2.0,3,0.3859977249703115
21647,60,0.16,0.0,0.02,0.02,0.0,9,0.11678605723158902
58127,110,0.16,0.02,0.2,2.0,2.0,15,0.3552053860805609
47557,90,0.64,0.2,0.0,0.2,0.02,15,0.36844497428209205
67208,120,0.32,0.2,0.0,0.0,0.02,5,0.2027824835640903
50354,100,0.16,0.0,0.02,0.2,0.02,9,0.18536447276631526
48475,90,1.28,0.0,0.0,2.0,0.02,3,0.382110318836983
69960,120,1.28,0.0,0.0,0.2,0.2,7,0.38788419678301733
71473,120,1.28,2.0,0.2,0.0,0.2,9,0.3099970244368382
52915,100,0.32,0.2,0.0,0.02,2.0,7,0.36980690578385766
53948,100,0.64,0.0,0.02,0.2,0.2,15,0.3013406636873982
10441,40,0.32,2.0,0.02,0.0,2.0,11,0.2836298373170691
42190,80,1.28,0.2,0.0,0.2,2.0,5,0.3888260174036714
14445,50,0.16,0.0,0.0,2.0,2.0,11,0.36790917097775183
17084,50,0.32,0.2,0.0,0.2,0.0,11,0.20616990430684073
66006,120,0.16,2.0,0.02,0.02,0.02,9,0.24062690604252568
19840,50,1.28,0.0,0.02,0.0,0.2,7,0.31788761297471974
39636,80,0.64,0.0,0.02,2.0,0.2,7,0.375082818065072
63148,110,1.28,0.0,2.0,2.0,0.02,5,0.39334944445397513
50384,100,0.16,0.0,0.02,2.0,0.02,13,0.33083058519745095
4483,30,0.64,0.2,0.0,0.0,0.0,9,0.14166978600802926
27465,60,1.28,0.02,0.02,0.0,2.0,11,0.35444621301166535
21617,60,0.16,0.0,0.02,0.0,0.0,5,0.18979557591608465
67757,120,0.32,2.0,0.0,2.0,2.0,11,0.36244490975307636
69374,120,0.64,0.2,2.0,0.02,0.2,11,0.27193106300489805
1335,30,0.16,0.2,2.0,2.0,0.2,13,0.3539613286266442
33422,70,0.64,0.2,0.2,0.02,0.2,11,0.3638263436882215
27774,60,1.28,0.02,2.0,2.0,2.0,13,0.37744548768576625
42141,80,1.28,0.2,0.0,0.02,0.0,5,0.21431891937533476
38315,80,0.32,0.02,0.2,0.0,0.02,11,0.18020923106343484
63505,110,1.28,0.02,2.0,0.0,0.0,5,0.2757492487178141
1966,30,0.32,0.0,0.02,0.2,0.0,15,0.21939690476914653
51092,100,0.16,0.2,0.0,0.0,0.2,15,0.16568407004616997
4453,30,0.64,0.02,2.0,2.0,0.0,5,0.15963844356705953
33341,70,0.64,0.2,0.02,0.2,2.0,3,0.3796775100724318
32642,70,0.64,0.0,2.0,0.02,2.0,5,0.36916106213294453
25813,60,0.64,0.02,0.2,0.02,2.0,11,0.3823578200294381
29487,70,0.16,0.02,2.0,0.02,0.0,9,0.16784555824888847
16415,50,0.32,0.0,0.2,0.2,0.02,3,0.2473570782219726
11654,40,0.64,0.2,0.0,0.0,0.0,15,0.11290188475903246
9657,40,0.32,0.02,0.2,0.0,2.0,11,0.33618972655160934
43004,80,1.28,2.0,2.0,2.0,2.0,9,0.3699028326343526
48943,90,1.28,0.02,0.0,2.0,2.0,15,0.3752052422007643
70302,120,1.28,0.0,2.0,0.2,2.0,5,0.38360475077430395
14221,40,1.28,2.0,0.2,2.0,2.0,11,0.36928642415313023
848,30,0.16,0.02,2.0,0.2,0.02,5,0.24265987527699562
29242,70,0.16,0.02,0.02,0.0,0.02,9,0.17936340987373028
62352,110,0.64,2.0,0.0,0.2,2.0,9,0.3609672349790604
35169,70,1.28,0.2,0.2,0.0,0.0,5,0.24516367560079527
24687,60,0.32,2.0,0.0,0.02,0.2,13,0.3976558588560877
12029,40,0.64,0.2,2.0,0.02,0.2,9,0.2873148226708897
29456,70,0.16,0.02,2.0,0.0,0.0,3,0.15231492403977365
52389,100,0.32,0.0,2.0,2.0,0.0,5,0.14127372524034656
69149,120,0.64,0.2,0.02,0.02,0.2,9,0.3109916639918577
64471,110,1.28,2.0,2.0,0.2,0.2,5,0.38421857445561175
48250,90,0.64,2.0,0.2,2.0,0.0,15,0.35317809851474197
165,30,0.16,0.0,0.02,0.02,2.0,11,0.4076743468722126
22098,60,0.16,0.02,0.02,0.02,0.0,15,0.1987582177643035
19925,50,1.28,0.0,0.02,2.0,0.2,9,0.39823632453345564
48027,90,0.64,2.0,0.0,2.0,0.02,3,0.3120907938072782
41352,80,1.28,0.0,0.02,0.0,2.0,9,0.4111228368186308
28645,60,1.28,2.0,2.0,2.0,0.0,5,0.36550550365213
68646,120,0.64,0.02,0.0,2.0,0.2,11,0.36942986383179766
31978,70,0.32,2.0,0.02,0.2,0.0,7,0.33300232775169747
71111,120,1.28,0.2,0.2,2.0,0.2,13,0.37139942017980104
67314,120,0.32,0.2,0.02,0.0,0.0,7,0.1460737106040758
19594,50,0.64,2.0,0.2,2.0,2.0,5,0.37424560113172767
64991,120,0.16,0.02,0.0,0.02,0.0,9,0.16545757726071214
3510,30,0.32,2.0,2.0,0.02,0.02,9,0.21710394575010766
39251,80,0.32,2.0,0.2,0.02,2.0,7,0.36219419443749123
28012,60,1.28,0.2,0.2,0.0,0.02,13,0.2391827462774806
61362,110,0.64,0.0,2.0,2.0,0.2,3,0.3657406070660488
12145,40,0.64,2.0,0.0,0.02,2.0,3,0.38059606069950286
21124,50,1.28,2.0,0.0,0.2,0.02,13,0.4044975876307115
18274,50,0.64,0.0,2.0,0.0,0.2,11,0.38720356195066413
4145,30,0.64,0.02,0.02,0.0,0.0,5,0.1717320083817996
59739,110,0.32,0.02,0.02,0.02,0.2,5,0.26880076585731716
36733,80,0.16,0.02,2.0,2.0,2.0,11,0.3667166844112956
43231,90,0.16,0.0,0.02,2.0,2.0,15,0.3642632992942099
49010,90,1.28,0.02,0.02,0.2,0.02,9,0.40822244963019233
18544,50,0.64,0.02,0.02,0.2,0.02,5,0.2776547314158367
9104,40,0.32,0.0,0.02,0.02,0.0,11,0.20574932144169855
34523,70,1.28,0.02,0.0,0.0,2.0,15,0.3834693389303555
58972,110,0.16,2.0,0.2,0.2,0.0,11,0.39196207821128703
19605,50,0.64,2.0,2.0,0.0,0.0,13,0.2740384873187815
65381,120,0.16,0.02,2.0,2.0,0.0,5,0.19102010559545085
3501,30,0.32,2.0,2.0,0.02,0.0,5,0.22553714050296794
34102,70,1.28,0.0,0.0,0.02,2.0,13,0.3960919184422172
64075,110,1.28,2.0,0.0,0.0,0.02,11,0.29439519798972824
52182,100,0.32,0.0,0.02,2.0,0.2,11,0.33795554988432486
1418,30,0.16,2.0,0.0,0.2,0.2,11,0.4117289287656055
24791,60,0.32,2.0,0.02,0.02,0.02,11,0.22885692216648265
29895,70,0.16,0.2,0.2,2.0,0.2,13,0.37389872443431216
31807,70,0.32,0.2,2.0,2.0,2.0,15,0.3666253021556292
17369,50,0.32,0.2,2.0,0.0,0.02,7,0.1291495883257124
58104,110,0.16,0.02,0.2,2.0,0.0,11,0.19839401729575762
57306,100,1.28,2.0,2.0,0.2,0.2,11,0.3841185540831992
27515,60,1.28,0.02,0.02,0.2,0.2,13,0.391759402896138
26361,60,0.64,0.2,2.0,0.02,0.02,15,0.22565405969169705
34482,70,1.28,0.0,2.0,2.0,0.2,3,0.4003537745505543
23229,60,0.16,2.0,2.0,0.02,0.2,9,0.42854659403514783
7227,40,0.16,0.0,0.0,0.2,0.0,9,0.14378697652565672
7266,40,0.16,0.0,0.0,2.0,0.2,3,0.4180328800281203
21259,50,1.28,2.0,0.02,2.0,0.02,3,0.36772463163181196
55312,100,0.64,2.0,0.02,2.0,0.02,13,0.32440418328064513
34605,70,1.28,0.02,0.0,2.0,2.0,11,0.37020475233575845
67048,120,0.32,0.02,0.2,0.2,0.2,7,0.3426221356331223
4479,30,0.64,0.02,2.0,2.0,2.0,15,0.39411407555496575
15695,50,0.16,2.0,0.0,0.0,0.2,5,0.20412712955121076
35159,70,1.28,0.2,0.02,2.0,0.2,13,0.4021610463317542
14041,40,1.28,2.0,0.02,0.02,0.02,15,0.32502909005926794
23142,60,0.16,2.0,0.2,0.2,0.2,3,0.3985092893439965
16656,50,0.32,0.02,0.0,0.2,2.0,9,0.35508399988155653
15528,50,0.16,0.2,0.2,0.2,0.2,7,0.3218261377641734
71425,120,1.28,2.0,0.02,0.2,2.0,11,0.38309224203248016
42116,80,1.28,0.2,0.0,0.0,0.0,11,0.08110815162066023
61366,110,0.64,0.0,2.0,2.0,0.2,11,0.37110085596495657
34794,70,1.28,0.02,0.2,0.2,0.2,11,0.430275049172733
9692,40,0.32,0.02,0.2,0.2,0.0,11,0.16229609182402183
70748,120,1.28,0.02,2.0,0.2,0.2,15,0.3956499907314017
20724,50,1.28,0.2,0.02,0.0,0.0,11,0.19105370174198355
42900,80,1.28,2.0,2.0,0.0,0.0,11,0.26661938129159607
16482,50,0.32,0.0,2.0,0.0,0.2,11,0.28917757396263494
39094,80,0.32,2.0,0.02,0.0,0.0,15,0.13355282579576405
31089,70,0.32,0.02,0.02,0.2,0.02,7,0.2699423861170267
19551,50,0.64,2.0,0.2,0.2,0.02,3,0.33092975311124995
7303,40,0.16,0.0,0.02,0.0,2.0,7,0.2683062862902025
62497,110,0.64,2.0,0.2,0.0,0.0,5,0.2595427187077712
56993,100,1.28,2.0,0.0,2.0,0.02,15,0.3619110447956534
5256,30,0.64,2.0,0.2,2.0,0.2,15,0.3867888717364281
3988,30,0.64,0.0,2.0,0.2,0.02,13,0.20549766686170123
1116,30,0.16,0.2,0.02,2.0,2.0,9,0.35456244044563134
69900,120,1.28,0.0,0.0,0.0,0.02,13,0.24848797093949146
13496,40,1.28,0.2,0.0,0.2,0.0,3,0.27927526380389184
64020,110,1.28,0.2,2.0,0.2,0.02,13,0.39803124267467155
64183,110,1.28,2.0,0.02,0.0,0.02,3,0.23376283092018596
45870,90,0.32,0.2,0.02,0.2,0.0,15,0.16257403378455326
24800,60,0.32,2.0,0.02,0.02,0.2,15,0.3789252296529916
40193,80,0.64,0.02,0.2,2.0,0.02,15,0.4093195798343765
16486,50,0.32,0.0,2.0,0.0,2.0,5,0.34020579284504554
40038,80,0.64,0.02,0.02,0.02,2.0,13,0.38734203921908594
