,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
23759,60,0.32,0.02,0.0,0.0,0.2,5,0.22687831432556185
3387,30,0.32,2.0,0.2,0.0,2.0,15,0.41457075504147245
49631,90,1.28,0.2,2.0,0.0,0.2,5,0.3547470083977592
16222,50,0.32,0.0,0.0,2.0,0.02,9,0.3171532842271425
59261,110,0.32,0.0,0.02,0.0,0.02,15,0.13197212275293335
26542,60,0.64,2.0,0.0,2.0,2.0,13,0.3476583953954234
25948,60,0.64,0.02,2.0,0.2,0.2,15,0.35665293082199473
17849,50,0.32,2.0,2.0,0.02,0.02,15,0.25700873881716824
38204,80,0.32,0.02,0.02,0.0,0.02,13,0.1367722768570332
36272,80,0.16,0.0,2.0,2.0,0.02,13,0.2810193201867667
30278,70,0.16,2.0,0.2,0.02,0.02,9,0.20916750415593485
65459,120,0.16,0.2,0.0,0.02,2.0,7,0.3309825651075212
58035,110,0.16,0.02,0.2,0.0,0.2,13,0.14826336450966976
26507,60,0.64,2.0,0.0,0.2,0.2,13,0.37167739480314566
69226,120,0.64,0.2,0.2,0.0,0.02,9,0.1567555212064735
70413,120,1.28,0.02,0.0,0.2,2.0,3,0.37834998593898184
28035,60,1.28,0.2,0.2,0.02,0.02,3,0.28298287576271175
11799,40,0.64,0.2,0.02,0.02,0.02,11,0.1871344318056175
50979,100,0.16,0.02,2.0,0.0,0.2,13,0.20475290707024746
2453,30,0.32,0.02,0.02,2.0,0.2,9,0.3871031442834646
2307,30,0.32,0.02,0.0,0.2,0.02,11,0.26079493504041307
46912,90,0.64,0.0,0.2,2.0,0.02,13,0.37998385059927486
38267,80,0.32,0.02,0.02,0.2,0.2,13,0.4056323825897644
45053,90,0.32,0.0,0.2,0.02,0.0,5,0.19007751308271306
56279,100,1.28,0.02,0.2,0.02,2.0,15,0.38297095044342894
15214,50,0.16,0.02,2.0,2.0,0.02,9,0.25548142071048874
9057,40,0.32,0.0,0.0,2.0,0.02,15,0.2523096021797026
22749,60,0.16,0.2,2.0,0.0,0.02,15,0.1548236728058805
18497,50,0.64,0.02,0.02,0.0,0.2,9,0.1935120923629579
43807,90,0.16,0.02,2.0,0.0,0.2,5,0.22512473395488128
17058,50,0.32,0.2,0.0,0.02,0.0,15,0.14975814425986053
21834,60,0.16,0.0,0.2,2.0,2.0,5,0.32144264472520234
12963,40,1.28,0.0,2.0,0.2,2.0,15,0.37072794875337167
2501,30,0.32,0.02,0.2,0.02,0.02,7,0.17249063709872106
36542,80,0.16,0.02,0.2,0.02,0.0,7,0.15932723347067207
63747,110,1.28,0.2,0.02,0.0,0.2,13,0.2238473753387526
19035,50,0.64,0.2,0.02,2.0,2.0,7,0.3562886335822183
59877,110,0.32,0.02,0.2,0.2,0.02,15,0.2607825966035867
41679,80,1.28,0.02,0.0,0.0,0.2,5,0.24036225581352763
61241,110,0.64,0.0,0.2,2.0,0.0,13,0.11020050316269356
55394,100,0.64,2.0,0.2,0.2,0.02,9,0.22405897821475235
60797,110,0.32,2.0,0.2,2.0,0.02,7,0.3503014233609148
49776,90,1.28,2.0,0.0,0.02,0.2,15,0.3656743037360072
20564,50,1.28,0.02,2.0,0.2,0.02,13,0.34207039676790146
3940,30,0.64,0.0,2.0,0.0,0.2,15,0.38766392530567323
6944,30,1.28,2.0,0.2,0.0,0.0,3,0.23488454811868623
71327,120,1.28,2.0,0.0,2.0,0.02,11,0.33678492804703974
62227,110,0.64,0.2,2.0,0.2,0.02,11,0.3336763481483603
47905,90,0.64,0.2,2.0,0.2,2.0,11,0.3382628008583614
59227,110,0.32,0.0,0.0,2.0,0.02,3,0.32614910973321426
5868,30,1.28,0.02,0.0,0.02,0.2,7,0.33208816346921033
9382,40,0.32,0.0,2.0,2.0,0.0,7,0.16770159927997277
61877,110,0.64,0.2,0.0,0.02,2.0,11,0.3309009453946007
59411,110,0.32,0.0,0.2,0.02,2.0,7,0.338079428973919
47857,90,0.64,0.2,2.0,0.02,0.0,13,0.1498882151873157
58464,110,0.16,0.2,0.2,0.0,0.0,3,0.12788157502506048
30379,70,0.16,2.0,2.0,0.0,2.0,15,0.33157865935374187
59934,110,0.32,0.02,2.0,0.0,0.2,3,0.27595374398630895
4987,30,0.64,2.0,0.0,0.2,0.0,9,0.3518690457159754
57825,110,0.16,0.02,0.0,0.02,0.0,13,0.15810549978833083
39187,80,0.32,2.0,0.02,2.0,0.2,5,0.2780282656177682
1178,30,0.16,0.2,0.2,0.2,0.0,7,0.16825522902325094
2059,30,0.32,0.0,0.2,0.02,0.2,5,0.3824812326696704
30871,70,0.32,0.0,2.0,0.2,0.2,5,0.39086154638430143
70662,120,1.28,0.02,0.2,2.0,0.2,11,0.3574660043648354
9626,40,0.32,0.02,0.02,2.0,2.0,5,0.31682630878554646
59807,110,0.32,0.02,0.02,2.0,2.0,15,0.3309836930856613
57443,110,0.16,0.0,0.0,2.0,0.2,5,0.32731951844998947
24205,60,0.32,0.2,0.0,0.0,0.02,15,0.15891608839449672
54724,100,0.64,0.2,0.0,0.2,0.02,13,0.3247958441710196
61684,110,0.64,0.02,0.2,2.0,0.0,3,0.13564532666840856
8216,40,0.16,0.2,0.02,0.02,0.02,13,0.15913880040752384
53760,100,0.64,0.0,0.0,0.0,0.0,3,0.1924148562798456
45172,90,0.32,0.0,2.0,0.02,0.02,5,0.18473712179479881
65725,120,0.16,0.2,0.2,2.0,0.02,7,0.376673860639073
21504,60,0.16,0.0,0.0,0.0,0.0,3,0.16278379538772472
15097,50,0.16,0.02,0.2,2.0,0.0,13,0.15176504158656262
50251,100,0.16,0.0,0.0,0.2,0.2,13,0.3933704533193859
2875,30,0.32,0.2,0.02,0.2,0.2,13,0.3936863341293415
41439,80,1.28,0.0,0.02,2.0,2.0,15,0.3620307077490051
31306,70,0.32,0.02,2.0,0.2,0.0,7,0.1485224905619758
41114,80,0.64,2.0,2.0,0.0,0.02,9,0.2546163752698655
54259,100,0.64,0.02,0.0,0.02,2.0,7,0.3761909588164397
16944,50,0.32,0.02,2.0,0.02,0.0,11,0.14476601126166688
52028,100,0.32,0.0,0.0,0.2,0.0,11,0.1515161921670075
20726,50,1.28,0.2,0.02,0.0,0.0,15,0.16395741570730993
48547,90,1.28,0.0,0.02,0.02,2.0,7,0.38515908935490967
18790,50,0.64,0.02,2.0,2.0,0.0,7,0.16136254059650357
7826,40,0.16,0.02,0.02,2.0,0.2,3,0.28055292886994143
10995,40,0.64,0.0,0.2,0.0,0.2,13,0.19243034409080537
27208,60,1.28,0.0,0.2,2.0,0.2,15,0.3538572111063865
53009,100,0.32,0.2,0.02,0.02,0.0,13,0.11540307660596555
55729,100,1.28,0.0,0.02,0.2,0.02,7,0.2744078954787275
56145,100,1.28,0.02,0.02,0.02,0.0,13,0.18017659802393243
51436,100,0.16,0.2,2.0,0.02,0.0,3,0.14699831304853658
41699,80,1.28,0.02,0.0,0.02,0.02,3,0.2836382031588957
30010,70,0.16,0.2,2.0,2.0,2.0,5,0.32404751371308826
27513,60,1.28,0.02,0.02,0.2,0.2,9,0.38824583969028525
61982,110,0.64,0.2,0.02,0.02,0.2,11,0.29056426206256797
37255,80,0.16,2.0,0.0,0.2,0.2,5,0.3727530474883033
54124,100,0.64,0.0,2.0,0.02,0.0,3,0.19336925445813818
67878,120,0.32,2.0,0.2,0.0,0.0,15,0.16364685921528715
41310,80,1.28,0.0,0.0,2.0,0.02,9,0.33429955896656816
20463,50,1.28,0.02,0.2,0.2,2.0,7,0.37049612184852765
30426,70,0.16,2.0,2.0,0.2,0.2,11,0.3685023420467773
71168,120,1.28,0.2,2.0,0.02,0.2,15,0.37556335697944604
39412,80,0.32,2.0,2.0,2.0,0.2,7,0.28652898549204914
30668,70,0.32,0.0,0.02,2.0,0.02,5,0.22166489645953621
28544,60,1.28,2.0,0.2,2.0,0.02,13,0.3769631169673107
28986,70,0.16,0.0,0.2,2.0,0.0,15,0.18235483803810457
30985,70,0.32,0.02,0.0,0.2,0.2,9,0.3135022460664811
33392,70,0.64,0.2,0.2,0.0,0.2,7,0.19456399461532575
46130,90,0.32,0.2,2.0,2.0,0.2,3,0.308512718512052
47388,90,0.64,0.02,2.0,0.0,0.02,13,0.23222951977004175
37188,80,0.16,2.0,0.0,0.0,0.0,11,0.17433874805415478
56455,100,1.28,0.2,0.0,0.0,0.02,3,0.1847885883694003
47093,90,0.64,0.02,0.0,0.02,2.0,11,0.35310506725566665
19769,50,1.28,0.0,0.0,0.2,0.0,5,0.12105383477671722
32611,70,0.64,0.0,2.0,0.0,0.2,13,0.3135638452687963
54836,100,0.64,0.2,0.02,0.2,0.02,13,0.27346084064407816
34662,70,1.28,0.02,0.02,0.02,2.0,13,0.373067508427638
62782,110,1.28,0.0,0.0,0.2,0.0,15,0.2258520829429392
2205,30,0.32,0.0,2.0,0.2,2.0,3,0.3103957882251526
60936,110,0.64,0.0,0.0,0.0,0.02,5,0.1424853677755623
59682,110,0.32,0.02,0.0,2.0,0.2,3,0.27015489150160565
59540,110,0.32,0.0,2.0,0.2,0.02,13,0.2543464727311896
9296,40,0.32,0.0,2.0,0.0,0.0,3,0.18413679687750478
11978,40,0.64,0.2,0.2,2.0,2.0,5,0.35112894987814325
46462,90,0.32,2.0,0.2,2.0,0.02,9,0.30531132902704056
10629,40,0.32,2.0,0.2,2.0,0.2,9,0.2834797522228951
48828,90,1.28,0.0,2.0,2.0,2.0,9,0.3644648544513256
13428,40,1.28,0.02,2.0,2.0,0.2,7,0.3727159906607123
6558,30,1.28,0.2,0.2,0.2,0.0,15,0.17984571451349893
55683,100,1.28,0.0,0.02,0.0,0.2,13,0.2482123938163195
32587,70,0.64,0.0,0.2,2.0,2.0,7,0.36723571745515193
61681,110,0.64,0.02,0.2,0.2,2.0,11,0.3776831249223406
48908,90,1.28,0.02,0.0,0.2,0.2,15,0.39594681377412577
46126,90,0.32,0.2,2.0,2.0,0.02,9,0.3355965321088478
17297,50,0.32,0.2,0.2,0.02,2.0,3,0.3083598582810305
54918,100,0.64,0.2,0.2,0.02,0.02,9,0.23004749887769316
11293,40,0.64,0.02,0.0,2.0,0.02,7,0.28307596530344065
60449,110,0.32,0.2,2.0,0.2,2.0,11,0.3703844290125374
15958,50,0.16,2.0,0.2,0.02,2.0,13,0.33698873928987805
36395,80,0.16,0.02,0.0,2.0,2.0,7,0.2939846891729494
53707,100,0.32,2.0,2.0,0.2,0.0,9,0.22458615049522485
25805,60,0.64,0.02,0.2,0.02,0.2,9,0.2693258878008407
16275,50,0.32,0.0,0.02,0.02,0.02,3,0.23539790268208197
20018,50,1.28,0.0,0.2,0.2,2.0,13,0.37360317382670916
14004,40,1.28,2.0,0.02,0.0,0.0,11,0.1762503394218235
56663,100,1.28,0.2,0.02,2.0,0.2,13,0.35982948857698616
47939,90,0.64,2.0,0.0,0.0,0.0,9,0.1781579686480217
58070,110,0.16,0.02,0.2,0.02,2.0,13,0.3620078408449394
70248,120,1.28,0.0,2.0,0.0,2.0,9,0.37212524103565514
59282,110,0.32,0.0,0.02,0.02,0.0,15,0.17572472230839975
55972,100,1.28,0.0,2.0,2.0,0.0,3,0.1883038287745697
52189,100,0.32,0.0,0.02,2.0,2.0,11,0.3220419805156193
51240,100,0.16,0.2,0.02,0.2,0.0,3,0.09590338782806246
39490,80,0.64,0.0,0.0,0.2,0.02,9,0.3538315610197187
22483,60,0.16,0.2,0.0,0.2,2.0,15,0.3767345737580436
15674,50,0.16,0.2,2.0,2.0,2.0,5,0.3348885037436391
57151,100,1.28,2.0,0.2,0.02,0.0,9,0.32778129964983843
25194,60,0.64,0.0,0.0,2.0,2.0,5,0.34527409972291945
13423,40,1.28,0.02,2.0,2.0,0.02,11,0.3820363606276557
15562,50,0.16,0.2,0.2,2.0,2.0,5,0.3420689055192108
38465,80,0.32,0.02,2.0,0.02,2.0,3,0.2922917015119348
57623,110,0.16,0.0,0.2,0.02,2.0,15,0.3373433762036253
28896,70,0.16,0.0,0.2,0.0,0.0,3,0.13796272802864995
40565,80,0.64,0.2,0.2,0.0,2.0,3,0.29903642473259523
51408,100,0.16,0.2,2.0,0.0,0.0,3,0.1317701574960412
66810,120,0.32,0.02,0.0,0.2,0.0,7,0.1619542527667232
10294,40,0.32,0.2,2.0,2.0,0.2,11,0.4116159525282238
53537,100,0.32,2.0,0.2,0.0,0.0,5,0.15741140701402445
20628,50,1.28,0.2,0.0,0.0,0.2,15,0.22319393316913871
3181,30,0.32,2.0,0.0,0.02,0.2,9,0.40273239819029116
54910,100,0.64,0.2,0.2,0.02,0.0,7,0.18936997538262276
53960,100,0.64,0.0,0.02,2.0,0.0,11,0.1220499624400251
6638,30,1.28,0.2,2.0,0.02,0.0,7,0.2302238971113747
58618,110,0.16,0.2,2.0,0.02,0.2,3,0.3082200283611045
30589,70,0.32,0.0,0.02,0.0,0.02,15,0.16682494767723885
58776,110,0.16,2.0,0.0,2.0,0.0,11,0.33479021035510037
26561,60,0.64,2.0,0.02,0.0,0.2,9,0.207469272911612
25994,60,0.64,0.2,0.0,0.0,0.02,9,0.1514467173612901
49951,90,1.28,2.0,0.02,2.0,2.0,15,0.36061607925229094
43833,90,0.16,0.02,2.0,0.02,0.02,15,0.17889429758701592
64674,120,0.16,0.0,0.02,0.02,2.0,5,0.31269647573683745
47108,90,0.64,0.02,0.0,0.2,0.02,13,0.3395952410533748
58404,110,0.16,0.2,0.02,0.02,2.0,9,0.3819639397172651
49262,90,1.28,0.02,2.0,2.0,0.02,9,0.3701676928434908
41196,80,0.64,2.0,2.0,2.0,0.02,5,0.2966113051921991
36129,80,0.16,0.0,0.2,0.2,0.02,7,0.18972057613186707
39122,80,0.32,2.0,0.02,0.02,0.0,15,0.1688388613999096
32258,70,0.64,0.0,0.0,0.0,0.0,7,0.17363233873787876
16834,50,0.32,0.02,0.2,0.02,0.0,15,0.14273031808682718
71549,120,1.28,2.0,0.2,2.0,0.02,7,0.35767666220969174
20836,50,1.28,0.2,0.2,0.0,0.0,11,0.20117426823058204
23774,60,0.32,0.02,0.0,0.02,0.0,7,0.17433167831298124
17733,50,0.32,2.0,0.2,0.02,0.02,7,0.25372709967420054
28365,60,1.28,2.0,0.02,0.02,0.0,5,0.27754516307750415
25315,60,0.64,0.0,0.2,0.0,0.0,9,0.1492101017080823
61384,110,0.64,0.02,0.0,0.0,0.02,5,0.15280974030044542
48036,90,0.64,2.0,0.0,2.0,0.2,7,0.3215688740784434
21451,50,1.28,2.0,2.0,0.2,0.0,9,0.36471641540250377
38316,80,0.32,0.02,0.2,0.0,0.02,13,0.17232094789277097
5269,30,0.64,2.0,2.0,0.0,0.0,13,0.19838245123837306
13579,40,1.28,0.2,0.02,0.0,2.0,15,0.36562548703954245
56305,100,1.28,0.02,0.2,0.2,2.0,11,0.3776187277981424
25497,60,0.64,0.0,2.0,0.2,0.2,9,0.2654790932727051
23873,60,0.32,0.02,0.02,0.0,0.2,9,0.1756884743019766
21926,60,0.16,0.0,2.0,2.0,0.0,7,0.2167509445789761
37654,80,0.32,0.0,0.0,0.0,2.0,5,0.33398823835628666
66763,120,0.32,0.02,0.0,0.0,0.02,11,0.1483456394805033
35613,70,1.28,2.0,0.02,2.0,2.0,11,0.35930552565406887
40354,80,0.64,0.2,0.0,0.02,0.0,15,0.1839264656924247
39496,80,0.64,0.0,0.0,0.2,0.2,7,0.25770438115783467
19621,50,0.64,2.0,2.0,0.0,2.0,3,0.3637625080538255
63225,110,1.28,0.02,0.0,0.2,0.0,5,0.14463016776499965
67757,120,0.32,2.0,0.0,2.0,2.0,11,0.32293492127317686
64370,110,1.28,2.0,0.2,0.2,2.0,13,0.37487867497929533
1127,30,0.16,0.2,0.2,0.0,0.02,3,0.19360277370730486
42477,80,1.28,0.2,2.0,0.02,0.0,5,0.2014624270019951
7043,30,1.28,2.0,0.2,2.0,0.2,5,0.3476804768662498
65325,120,0.16,0.02,2.0,0.02,0.0,5,0.17480063585407557
33793,70,0.64,2.0,0.02,0.2,2.0,11,0.36531813770175575
48808,90,1.28,0.0,2.0,2.0,0.0,11,0.17680500711634067
48717,90,1.28,0.0,0.2,2.0,2.0,11,0.36336988546771715
6478,30,1.28,0.2,0.02,2.0,0.02,9,0.3378476280868263
20551,50,1.28,0.02,2.0,0.02,2.0,15,0.3849836443104574
34122,70,1.28,0.0,0.0,0.2,0.2,11,0.37055162100295913
40572,80,0.64,0.2,0.2,0.02,0.0,3,0.13801279437889558
66867,120,0.32,0.02,0.02,0.0,0.0,9,0.14265224562684092
65622,120,0.16,0.2,0.02,2.0,0.2,11,0.3376306231482362
25208,60,0.64,0.0,0.02,0.0,0.02,5,0.1658462727955794
23152,60,0.16,2.0,0.2,0.2,2.0,9,0.3355024495141308
68108,120,0.64,0.0,0.0,0.0,0.02,13,0.16507595856893387
68843,120,0.64,0.02,0.2,0.2,0.2,13,0.267250350371698
3752,30,0.64,0.0,0.02,0.2,0.0,3,0.21101920593756135
33436,70,0.64,0.2,0.2,0.2,0.0,11,0.200486734411097
42512,80,1.28,0.2,2.0,0.2,0.02,5,0.3193091022674519
14354,50,0.16,0.0,0.0,0.0,0.2,11,0.25918382325614403
67625,120,0.32,0.2,2.0,2.0,0.0,13,0.19037593937588973
68192,120,0.64,0.0,0.0,2.0,0.02,13,0.26262576738077137
55253,100,0.64,2.0,0.02,0.02,0.02,7,0.27902783110173884
5771,30,1.28,0.0,2.0,0.2,0.0,9,0.23473357574650713
15735,50,0.16,2.0,0.0,0.02,2.0,15,0.32431299987056916
27167,60,1.28,0.0,0.2,0.2,0.02,3,0.2687959184197453
59237,110,0.32,0.0,0.0,2.0,0.2,9,0.2858733748907002
29883,70,0.16,0.2,0.2,2.0,0.02,3,0.25521369207614736
512,30,0.16,0.02,0.0,0.2,0.02,5,0.18522515134767603
51393,100,0.16,0.2,0.2,2.0,0.02,15,0.3462663631190915
65990,120,0.16,2.0,0.02,0.0,2.0,5,0.331386988962742
40778,80,0.64,2.0,0.0,0.0,0.02,9,0.16964493079748738
17669,50,0.32,2.0,0.02,2.0,0.0,5,0.3744963498836541
6553,30,1.28,0.2,0.2,0.2,0.0,5,0.25911698008528333
55620,100,1.28,0.0,0.0,0.2,0.02,13,0.36097780109409655
2321,30,0.32,0.02,0.0,0.2,2.0,11,0.37306200740200385
70547,120,1.28,0.02,0.02,2.0,0.2,5,0.36117857746849125
52335,100,0.32,0.0,2.0,0.02,0.0,9,0.19654808012994637
63122,110,1.28,0.0,2.0,0.2,0.02,9,0.3621514761049394
22018,60,0.16,0.02,0.0,0.2,0.02,9,0.18616036016381793
36989,80,0.16,0.2,0.2,0.02,0.0,5,0.1783274510721301
38453,80,0.32,0.02,2.0,0.02,0.02,7,0.20285869552817887
26800,60,0.64,2.0,2.0,0.02,0.0,11,0.20774993069277745
62627,110,0.64,2.0,2.0,0.0,0.2,13,0.28622910604871193
17504,50,0.32,2.0,0.0,0.02,0.0,11,0.19040021895682382
12374,40,0.64,2.0,0.2,0.02,2.0,13,0.36655007978981435
46586,90,0.32,2.0,2.0,2.0,2.0,5,0.32690527948877524
53406,100,0.32,2.0,0.0,2.0,0.02,9,0.3839409111895714
52596,100,0.32,0.02,0.02,0.2,0.02,13,0.22097897111690096
39121,80,0.32,2.0,0.02,0.02,0.0,13,0.16455692520866405
11964,40,0.64,0.2,0.2,2.0,0.02,5,0.3576002751576073
40191,80,0.64,0.02,0.2,2.0,0.02,11,0.27884073345384813
67359,120,0.32,0.2,0.02,0.02,0.2,13,0.3344416866463105
66651,120,0.32,0.0,2.0,0.0,0.02,11,0.15048651983984487
22845,60,0.16,0.2,2.0,2.0,2.0,11,0.3338286205145865
50501,100,0.16,0.0,0.2,2.0,0.2,9,0.35822321648711275
42319,80,1.28,0.2,0.02,2.0,0.02,11,0.38785716612367693
49849,90,1.28,2.0,0.02,0.0,0.02,7,0.20571906556818567
32702,70,0.64,0.0,2.0,2.0,2.0,13,0.3458710915585016
52858,100,0.32,0.02,2.0,2.0,2.0,5,0.3206141059658465
39582,80,0.64,0.0,0.02,0.02,0.2,11,0.30098658276349816
30428,70,0.16,2.0,2.0,0.2,0.2,15,0.3485046904351315
8704,40,0.16,2.0,0.02,0.2,2.0,9,0.35982340157183773
67564,120,0.32,0.2,2.0,0.02,0.0,3,0.11740833527951594
37370,80,0.16,2.0,0.02,0.2,0.2,11,0.334439516023836
42691,80,1.28,2.0,0.02,0.0,0.2,13,0.27017985474380024
36178,80,0.16,0.0,2.0,0.0,0.0,7,0.1270275064690373
68240,120,0.64,0.0,0.02,0.02,0.0,11,0.23712848240386633
37699,80,0.32,0.0,0.0,0.2,0.02,11,0.17031071999211317
24187,60,0.32,0.02,2.0,2.0,2.0,7,0.3191343861175245
21311,50,1.28,2.0,0.2,0.02,0.0,9,0.3085726336608314
58406,110,0.16,0.2,0.02,0.02,2.0,13,0.3694297178215781
15765,50,0.16,2.0,0.0,2.0,0.0,5,0.2585395106650151
35975,80,0.16,0.0,0.02,0.0,2.0,7,0.22910413487717732
49440,90,1.28,0.2,0.02,0.02,0.2,15,0.3563494262094614
10651,40,0.32,2.0,2.0,0.0,0.02,11,0.23744248950115027
25654,60,0.64,0.02,0.02,0.0,0.0,15,0.16169511450828278
1608,30,0.16,2.0,0.2,0.02,0.02,13,0.1891296736888106
70772,120,1.28,0.02,2.0,2.0,0.2,7,0.3632084927118939
25386,60,0.64,0.0,0.2,0.2,0.2,11,0.2699673269934113
59443,110,0.32,0.0,0.2,0.2,2.0,15,0.36835855990928446
49296,90,1.28,0.2,0.0,0.0,0.2,7,0.26177077615837524
60328,110,0.32,0.2,0.2,0.2,0.2,7,0.2936334281620989
12148,40,0.64,2.0,0.0,0.02,2.0,9,0.35480573922656233
43023,90,0.16,0.0,0.0,0.0,0.2,5,0.1373955542699747
16560,50,0.32,0.0,2.0,2.0,0.02,13,0.3164137393658618
29444,70,0.16,0.02,0.2,2.0,0.2,7,0.36801186463324553
56298,100,1.28,0.02,0.2,0.2,0.2,11,0.37144830028047093
18734,50,0.64,0.02,2.0,0.02,0.0,7,0.18543777625149988
13856,40,1.28,0.2,2.0,0.2,2.0,9,0.3683131049489641
16731,50,0.32,0.02,0.02,0.02,0.2,5,0.33019912349731073
9811,40,0.32,0.02,2.0,0.2,0.02,11,0.22293793434524323
22923,60,0.16,2.0,0.0,0.2,0.2,13,0.357072626732269
56180,100,1.28,0.02,0.02,0.2,0.02,13,0.29750306889319955
18972,50,0.64,0.2,0.02,0.02,0.2,7,0.27163498566229977
1715,30,0.16,2.0,2.0,0.02,0.02,3,0.23640793802857352
22515,60,0.16,0.2,0.02,0.0,0.0,9,0.1460964619920396
28607,60,1.28,2.0,2.0,0.02,0.2,13,0.3442515265308095
56610,100,1.28,0.2,0.02,0.02,2.0,5,0.38802778319928294
34273,70,1.28,0.0,0.2,0.0,0.0,5,0.15710161412997042
12432,40,0.64,2.0,2.0,0.0,0.0,3,0.2396952896055018
39940,80,0.64,0.02,0.0,0.2,0.02,13,0.3092117619986649
37676,80,0.32,0.0,0.0,0.02,0.2,7,0.37000802886079365
10714,40,0.32,2.0,2.0,0.2,0.2,11,0.3819805382535971
16605,50,0.32,0.02,0.0,0.02,0.0,5,0.18338990166507513
1688,30,0.16,2.0,2.0,0.0,0.02,5,0.18518946168804107
27997,60,1.28,0.2,0.02,2.0,2.0,11,0.3610571820099876
40017,80,0.64,0.02,0.02,0.02,0.0,13,0.17670229847047866
40709,80,0.64,0.2,2.0,0.02,2.0,11,0.3389178066645764
16459,50,0.32,0.0,0.2,2.0,2.0,7,0.3319742867820561
34160,70,1.28,0.0,0.02,0.0,0.0,3,0.11923711442204307
71277,120,1.28,2.0,0.0,0.02,0.2,9,0.3915251597720597
2210,30,0.32,0.0,2.0,0.2,2.0,13,0.30095438150991694
64195,110,1.28,2.0,0.02,0.0,0.2,13,0.31319776969510815
20201,50,1.28,0.02,0.0,0.02,0.02,15,0.28526673630180177
1844,30,0.32,0.0,0.0,0.02,2.0,9,0.41389891739616447
20151,50,1.28,0.0,2.0,2.0,0.2,13,0.3930309402116029
24336,60,0.32,0.2,0.02,0.02,0.0,11,0.13247915180828973
20855,50,1.28,0.2,0.2,0.0,2.0,7,0.365988111167267
60417,110,0.32,0.2,2.0,0.02,2.0,3,0.37830448981310627
14771,50,0.16,0.0,2.0,2.0,0.2,5,0.23762831997355288
56508,100,1.28,0.2,0.0,0.2,0.0,11,0.21266479950901138
43119,90,0.16,0.0,0.0,2.0,2.0,15,0.3338065857066596
36213,80,0.16,0.0,2.0,0.02,0.02,7,0.13958838208094665
11275,40,0.64,0.02,0.0,0.2,0.2,13,0.35926858365094005
50139,90,1.28,2.0,2.0,0.2,0.2,13,0.3721709350441069
25290,60,0.64,0.0,0.02,2.0,0.0,15,0.14547260437641607
41563,80,1.28,0.0,2.0,0.0,0.02,11,0.24449332498271234
4373,30,0.64,0.02,2.0,0.0,0.0,13,0.18508970548583678
54977,100,0.64,0.2,0.2,2.0,0.02,15,0.4206176508641971
49675,90,1.28,0.2,2.0,0.2,0.0,9,0.20272343685645985
37179,80,0.16,0.2,2.0,2.0,2.0,7,0.3147509807224719
65661,120,0.16,0.2,0.2,0.02,0.0,5,0.11263197962266616
70184,120,1.28,0.0,0.2,0.2,0.2,7,0.38011568221985703
