,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
48799,90,1.28,0.0,2.0,0.2,2.0,7,0.3018394308250019
46893,90,0.64,0.0,0.2,0.2,2.0,3,0.30349269212399704
66274,120,0.16,2.0,2.0,0.2,2.0,13,0.2697184014921766
70370,120,1.28,0.02,0.0,0.02,0.0,15,0.24106033817425537
12373,40,0.64,2.0,0.2,0.02,2.0,11,0.29938471302471525
16819,50,0.32,0.02,0.2,0.0,0.2,13,0.15501500195317763
41019,80,0.64,2.0,0.2,0.0,2.0,15,0.29836857684624934
43748,90,0.16,0.02,0.2,0.2,0.02,13,0.22965914897228198
24890,60,0.32,2.0,0.2,0.0,2.0,13,0.29953739803388624
36636,80,0.16,0.02,2.0,0.0,0.02,13,0.158314105732371
27081,60,1.28,0.0,0.02,2.0,0.0,13,0.19019984103797052
9305,40,0.32,0.0,2.0,0.0,0.02,7,0.17275039257257366
42485,80,1.28,0.2,2.0,0.02,0.02,7,0.3281926112130659
70945,120,1.28,0.2,0.02,0.02,2.0,3,0.31800455303698105
63052,110,1.28,0.0,0.2,2.0,2.0,9,0.29810720839529614
33352,70,0.64,0.2,0.02,2.0,0.0,11,0.17814299185290378
50346,100,0.16,0.0,0.02,0.2,0.0,7,0.2313352503511986
35126,70,1.28,0.2,0.02,0.2,0.2,3,0.31027686338917226
61104,110,0.64,0.0,0.02,0.2,0.02,5,0.26095557873510367
32012,70,0.32,2.0,0.02,2.0,0.02,5,0.2978492358736092
59957,110,0.32,0.02,2.0,0.02,0.02,7,0.1812812095642155
56485,100,1.28,0.2,0.0,0.02,0.02,7,0.33219675118785913
21351,50,1.28,2.0,0.2,0.2,0.2,5,0.3284478170838597
34231,70,1.28,0.0,0.02,0.2,0.2,5,0.31895266099750796
51608,100,0.16,2.0,0.0,2.0,0.0,11,0.34016396764324974
48454,90,1.28,0.0,0.0,0.2,0.2,3,0.30520094207059495
64991,120,0.16,0.02,0.0,0.02,0.0,9,0.13565259608643565
33378,70,0.64,0.2,0.2,0.0,0.0,7,0.1477677821518426
38022,80,0.32,0.0,2.0,0.02,2.0,13,0.27692941714037106
70836,120,1.28,0.2,0.0,0.02,2.0,9,0.30919902262004534
24149,60,0.32,0.02,2.0,0.2,0.02,15,0.2509319561736466
49150,90,1.28,0.02,0.2,2.0,0.02,9,0.3099504587926734
2367,30,0.32,0.02,0.02,0.0,0.2,5,0.2913203015770176
23577,60,0.32,0.0,0.2,0.2,0.0,5,0.18025515636591175
37345,80,0.16,2.0,0.02,0.02,2.0,3,0.3001298936754145
44517,90,0.16,2.0,0.02,0.02,2.0,11,0.3189121109666995
64521,120,0.16,0.0,0.0,0.0,0.02,7,0.11946248399808662
8806,40,0.16,2.0,0.2,0.2,0.2,3,0.3262058335177764
10167,40,0.32,0.2,0.2,2.0,0.0,9,0.13908059775794712
55073,100,0.64,0.2,2.0,0.2,2.0,11,0.30003234950026464
20613,50,1.28,0.2,0.0,0.0,0.0,13,0.31023066645545777
7865,40,0.16,0.02,0.2,0.0,2.0,11,0.2374339761025043
63452,110,1.28,0.02,0.2,0.2,0.0,11,0.14331128903581805
63428,110,1.28,0.02,0.2,0.02,0.02,5,0.28126049178222295
10638,40,0.32,2.0,0.2,2.0,2.0,13,0.2689953743682694
9532,40,0.32,0.02,0.02,0.0,0.02,13,0.17258444285987012
37449,80,0.16,2.0,0.2,0.02,0.02,15,0.23923976730888885
57412,110,0.16,0.0,0.0,0.2,0.02,13,0.18577063237413866
10958,40,0.64,0.0,0.02,2.0,0.02,9,0.26906714918739405
69892,120,1.28,0.0,0.0,0.0,0.0,11,0.14526363140087234
3799,30,0.64,0.0,0.02,2.0,0.2,13,0.29281687961053193
63466,110,1.28,0.02,0.2,0.2,0.2,11,0.3208360233572695
21440,50,1.28,2.0,2.0,0.02,0.2,15,0.30932974809364444
65818,120,0.16,0.2,2.0,0.2,0.2,11,0.2917316453456796
26233,60,0.64,0.2,0.2,0.0,2.0,11,0.2918023685742201
64843,120,0.16,0.0,0.2,2.0,2.0,7,0.2714738696626192
15306,50,0.16,0.2,0.0,0.2,0.2,11,0.2645940219177673
8811,40,0.16,2.0,0.2,0.2,0.2,13,0.31796406631213614
57396,110,0.16,0.0,0.0,0.02,2.0,9,0.3356961418256789
63468,110,1.28,0.02,0.2,0.2,0.2,15,0.31634193002005084
47052,90,0.64,0.02,0.0,0.0,0.02,13,0.12957489673229183
65729,120,0.16,0.2,0.2,2.0,0.02,15,0.22720863848526782
7924,40,0.16,0.02,0.2,2.0,0.0,3,0.1382793859524629
64356,110,1.28,2.0,0.2,0.2,0.02,13,0.2970264637705424
33074,70,0.64,0.02,2.0,0.02,0.0,15,0.16055306449878726
38402,80,0.32,0.02,0.2,2.0,0.2,3,0.26552293044312325
53694,100,0.32,2.0,2.0,0.02,0.2,11,0.26687793847641533
25659,60,0.64,0.02,0.02,0.0,0.02,11,0.18151852458740306
13595,40,1.28,0.2,0.02,0.02,0.2,5,0.3279882219686273
71453,120,1.28,2.0,0.02,2.0,2.0,11,0.29638323459935223
10429,40,0.32,2.0,0.02,0.0,0.02,15,0.1856198577298101
21005,50,1.28,0.2,2.0,0.2,0.0,13,0.22631911602044585
48580,90,1.28,0.0,0.02,2.0,0.0,3,0.10078197452175348
30150,70,0.16,2.0,0.02,0.0,2.0,5,0.2767966093982715
14071,40,1.28,2.0,0.02,0.2,0.2,5,0.31538462195493117
56438,100,1.28,0.02,2.0,2.0,0.2,11,0.32143983243514
69453,120,0.64,2.0,0.0,0.0,0.02,15,0.2041967009687825
32446,70,0.64,0.0,0.02,0.2,2.0,5,0.30605087690004135
24325,60,0.32,0.2,0.02,0.0,2.0,3,0.2669604303925245
35305,70,1.28,0.2,2.0,0.0,2.0,11,0.31098004753159925
3349,30,0.32,2.0,0.02,2.0,0.2,9,0.26347238182829985
29539,70,0.16,0.02,2.0,0.2,2.0,15,0.2735925606561
43051,90,0.16,0.0,0.0,0.02,0.2,5,0.2537727344441218
55500,100,0.64,2.0,2.0,0.2,0.0,11,0.3321632293570701
18578,50,0.64,0.02,0.02,2.0,0.2,3,0.28850390523019537
48933,90,1.28,0.02,0.0,2.0,0.2,9,0.28425138793568827
64913,120,0.16,0.0,2.0,0.2,0.02,7,0.23789159236239826
16106,50,0.16,2.0,2.0,2.0,0.0,15,0.35404927652534246
35627,70,1.28,2.0,0.2,0.0,0.02,11,0.266597867067625
71224,120,1.28,0.2,2.0,2.0,0.2,15,0.3245377852421714
46093,90,0.32,0.2,2.0,0.2,0.0,13,0.1332679241688893
35957,80,0.16,0.0,0.02,0.0,0.0,13,0.11468135800449758
22289,60,0.16,0.02,2.0,0.0,0.0,5,0.13366698123930204
14819,50,0.16,0.02,0.0,0.02,0.02,3,0.1715172051396672
11763,40,0.64,0.2,0.02,0.0,0.0,9,0.15068522824958716
31452,70,0.32,0.2,0.0,2.0,0.02,5,0.2854284900101924
4431,30,0.64,0.02,2.0,0.2,0.02,3,0.22118083621034942
60176,110,0.32,0.2,0.02,0.02,0.0,11,0.12829270147502997
27531,60,1.28,0.02,0.02,2.0,0.02,3,0.30837402675901016
47416,90,0.64,0.02,2.0,0.02,0.02,13,0.20918792005561254
8683,40,0.16,2.0,0.02,0.2,0.0,9,0.19057887179029728
1158,30,0.16,0.2,0.2,0.02,0.02,9,0.1897850365681375
17197,50,0.32,0.2,0.02,0.2,0.0,13,0.17956298813943544
4252,30,0.64,0.02,0.02,2.0,2.0,9,0.3071672627645817
37669,80,0.32,0.0,0.0,0.02,0.02,7,0.1639827860497559
62808,110,1.28,0.0,0.0,2.0,0.0,11,0.12318006889995467
25975,60,0.64,0.02,2.0,2.0,0.2,13,0.28124414030539274
50972,100,0.16,0.02,2.0,0.0,0.02,13,0.13922426614972264
33154,70,0.64,0.2,0.0,0.0,0.0,7,0.13114061753440978
53227,100,0.32,0.2,2.0,0.0,2.0,15,0.2662255322987154
39976,80,0.64,0.02,0.0,2.0,0.2,15,0.27796791896797435
1410,30,0.16,2.0,0.0,0.2,0.02,9,0.2069306593839118
24014,60,0.32,0.02,0.2,0.02,0.2,11,0.23822286912647433
62639,110,0.64,2.0,2.0,0.02,0.0,9,0.3050204227656564
23448,60,0.32,0.0,0.02,0.02,0.02,13,0.17850463905842212
58345,110,0.16,0.2,0.0,2.0,2.0,3,0.27994468710604387
43193,90,0.16,0.0,0.02,0.2,0.2,9,0.26313928625723454
10018,40,0.32,0.2,0.02,0.02,2.0,5,0.24552355141243556
33086,70,0.64,0.02,2.0,0.02,0.2,11,0.30078044113038704
15793,50,0.16,2.0,0.02,0.0,0.0,5,0.15923517510849078
60037,110,0.32,0.2,0.0,0.0,0.0,13,0.1322141339285366
24937,60,0.32,2.0,0.2,0.2,0.2,9,0.2700145086591723
44018,90,0.16,0.2,0.02,0.0,0.0,7,0.1424939441452854
2618,30,0.32,0.02,2.0,0.02,0.2,3,0.28767752307094285
59056,110,0.16,2.0,2.0,0.02,0.0,11,0.19488756646337368
4497,30,0.64,0.2,0.0,0.0,0.2,9,0.18511557895949654
4132,30,0.64,0.02,0.0,2.0,0.2,7,0.3139648526880084
50559,100,0.16,0.0,2.0,0.02,0.2,13,0.24559569628980288
31973,70,0.32,2.0,0.02,0.02,2.0,11,0.272682315731396
42339,80,1.28,0.2,0.2,0.0,0.0,9,0.12765704939209818
41967,80,1.28,0.02,0.2,0.2,2.0,7,0.30093949663747505
5511,30,1.28,0.0,0.02,0.0,2.0,7,0.36476385883748413
62397,110,0.64,2.0,0.02,0.0,0.02,15,0.20445470494579646
61345,110,0.64,0.0,2.0,0.2,2.0,11,0.2963489228782833
41330,80,1.28,0.0,0.02,0.0,0.0,7,0.09383417834323883
6531,30,1.28,0.2,0.2,0.02,0.02,3,0.24197871665464005
33000,70,0.64,0.02,0.2,0.2,0.2,7,0.26945849383928744
64270,110,1.28,2.0,0.02,2.0,0.02,9,0.3095089424046877
53149,100,0.32,0.2,0.2,0.2,0.0,13,0.11578570461106205
28609,60,1.28,2.0,2.0,0.02,2.0,3,0.3028862343573603
37004,80,0.16,0.2,0.2,0.02,0.2,7,0.22874359939012653
69906,120,1.28,0.0,0.0,0.0,0.2,11,0.25592522365262144
71363,120,1.28,2.0,0.02,0.0,0.2,13,0.3059836311714418
13870,40,1.28,0.2,2.0,2.0,0.02,9,0.3012254675307372
51797,100,0.16,2.0,0.2,0.02,2.0,11,0.29226275389205003
17541,50,0.32,2.0,0.0,0.2,0.02,15,0.3032157176025257
42468,80,1.28,0.2,2.0,0.0,0.2,15,0.33509799621897624
21415,50,1.28,2.0,2.0,0.0,2.0,7,0.3057005114183964
60154,110,0.32,0.2,0.02,0.0,0.02,9,0.17725479838467914
4074,30,0.64,0.02,0.0,0.02,0.2,3,0.2423129927959152
16221,50,0.32,0.0,0.0,2.0,0.02,7,0.24924561819742302
9059,40,0.32,0.0,0.0,2.0,0.2,5,0.2870927200537167
69954,120,1.28,0.0,0.0,0.2,0.02,9,0.26273551666824974
38155,80,0.32,0.02,0.0,0.2,0.2,13,0.27451001004958775
57189,100,1.28,2.0,0.2,0.2,0.02,15,0.3134783136383035
10873,40,0.64,0.0,0.02,0.0,0.02,7,0.13617607732635562
4190,30,0.64,0.02,0.02,0.02,0.2,11,0.25991169399993347
46619,90,0.64,0.0,0.0,0.0,2.0,15,0.3252975400062523
37487,80,0.16,2.0,0.2,0.2,2.0,7,0.2775141921140324
62354,110,0.64,2.0,0.0,0.2,2.0,13,0.29976297970869603
35718,70,1.28,2.0,0.2,2.0,0.2,11,0.31000372207376864
15053,50,0.16,0.02,0.2,0.02,0.2,9,0.23555961086893437
70687,120,1.28,0.02,2.0,0.0,0.2,5,0.3223526621562751
41116,80,0.64,2.0,2.0,0.0,0.02,13,0.28647862086583736
60738,110,0.32,2.0,0.2,0.02,0.0,15,0.21924712476558122
33453,70,0.64,0.2,0.2,0.2,2.0,3,0.307483637284111
18697,50,0.64,0.02,0.2,2.0,2.0,3,0.30305120212386016
47792,90,0.64,0.2,0.2,0.2,2.0,9,0.3059679164377034
26209,60,0.64,0.2,0.2,0.0,0.0,5,0.1377528813808762
36920,80,0.16,0.2,0.02,0.2,0.2,7,0.24282650940341727
20638,50,1.28,0.2,0.0,0.02,0.0,7,0.26266947571830856
65359,120,0.16,0.02,2.0,0.2,0.02,3,0.25248625636789385
51734,100,0.16,2.0,0.02,2.0,0.2,11,0.2926523053391955
4947,30,0.64,2.0,0.0,0.0,0.2,13,0.19382880277176423
28941,70,0.16,0.0,0.2,0.02,0.2,9,0.23935408271264638
15233,50,0.16,0.2,0.0,0.0,0.0,5,0.12612864244129246
45076,90,0.32,0.0,0.2,0.02,2.0,9,0.2480442258024375
21845,60,0.16,0.0,2.0,0.0,0.0,13,0.23937674021094768
63748,110,1.28,0.2,0.02,0.0,0.2,15,0.2334425770093523
59540,110,0.32,0.0,2.0,0.2,0.02,13,0.20881000238723668
38005,80,0.32,0.0,2.0,0.02,0.02,7,0.1884482041632602
23139,60,0.16,2.0,0.2,0.2,0.02,11,0.2591434142774812
40813,80,0.64,2.0,0.0,0.02,0.2,9,0.30359415224312214
2210,30,0.32,0.0,2.0,0.2,2.0,13,0.25924517000560215
41161,80,0.64,2.0,2.0,0.2,0.0,5,0.2941959855657123
19378,50,0.64,2.0,0.02,0.0,0.0,7,0.17514661472146695
48954,90,1.28,0.02,0.02,0.0,0.02,9,0.17537346361235276
50931,100,0.16,0.02,0.2,0.2,2.0,15,0.24733033163030188
1140,30,0.16,0.2,0.2,0.0,0.2,15,0.40759090784952506
55140,100,0.64,2.0,0.0,0.02,0.02,5,0.31908003959689224
58511,110,0.16,0.2,0.2,0.02,0.2,13,0.23181845495338305
