,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
57278,100,1.28,2.0,2.0,0.02,0.2,11,0.3373941892937216
16641,50,0.32,0.02,0.0,0.2,0.02,7,0.191370349261089
28323,60,1.28,2.0,0.0,2.0,0.2,5,0.3057647811984512
34560,70,1.28,0.02,0.0,0.2,0.02,5,0.2688076478047656
936,30,0.16,0.2,0.0,0.02,0.02,13,0.18866099367112868
29261,70,0.16,0.02,0.02,0.02,0.0,5,0.21851372210729836
21153,50,1.28,2.0,0.0,2.0,0.02,15,0.29953783949262675
65951,120,0.16,2.0,0.0,2.0,0.02,11,0.322876774382749
42456,80,1.28,0.2,2.0,0.0,0.02,5,0.32137171312033075
22262,60,0.16,0.02,0.2,2.0,0.0,7,0.1769575324620075
3042,30,0.32,0.2,2.0,0.0,0.2,11,0.21442551577084062
15256,50,0.16,0.2,0.0,0.0,2.0,9,0.2062024646962352
28195,60,1.28,0.2,2.0,0.2,2.0,15,0.30656002465111
56590,100,1.28,0.2,0.02,0.02,0.0,7,0.17677429442479478
66384,120,0.32,0.0,0.0,0.2,2.0,9,0.2753514873365636
40326,80,0.64,0.2,0.0,0.0,0.0,15,0.1586001202844442
29288,70,0.16,0.02,0.02,0.2,0.0,3,0.15410167292041554
1263,30,0.16,0.2,2.0,0.02,0.0,9,0.20550497262849288
5560,30,1.28,0.0,0.02,0.2,0.2,7,0.32620877951450666
3201,30,0.32,2.0,0.0,0.2,0.02,7,0.257869523569632
56699,100,1.28,0.2,0.2,0.0,2.0,15,0.3022433947605047
8166,40,0.16,0.2,0.0,2.0,0.2,11,0.31958373429433073
12781,40,1.28,0.0,0.2,0.0,0.02,15,0.174877680355925
50178,100,0.16,0.0,0.0,0.0,0.0,7,0.15821622617600256
44589,90,0.16,2.0,0.2,0.0,0.02,15,0.16597590877987034
58043,110,0.16,0.02,0.2,0.0,2.0,15,0.22695364430076456
53572,100,0.32,2.0,0.2,0.02,0.02,5,0.2919074742464539
1096,30,0.16,0.2,0.02,2.0,0.0,11,0.18548950140663178
2278,30,0.32,0.02,0.0,0.02,0.02,9,0.18374117838005755
37433,80,0.16,2.0,0.2,0.0,2.0,11,0.2838019964510345
13702,40,1.28,0.2,0.2,0.02,0.02,9,0.22315944877930033
34753,70,1.28,0.02,0.2,0.02,0.0,13,0.20067447601847116
21416,50,1.28,2.0,2.0,0.0,2.0,9,0.29955968507737246
46578,90,0.32,2.0,2.0,2.0,0.2,3,0.29286415509858466
41684,80,1.28,0.02,0.0,0.0,0.2,15,0.2996866501905391
22849,60,0.16,2.0,0.0,0.0,0.0,5,0.15448716808423135
54280,100,0.64,0.02,0.0,0.2,0.2,7,0.2726687870595058
13139,40,1.28,0.02,0.02,0.02,0.02,3,0.2280963662336284
43422,90,0.16,0.0,2.0,0.2,2.0,5,0.2928963780243678
18204,50,0.64,0.0,0.2,0.2,0.0,11,0.17927152090885293
51827,100,0.16,2.0,0.2,0.2,2.0,15,0.29605392866615793
60257,110,0.32,0.2,0.2,0.0,0.0,5,0.17469716503240088
40268,80,0.64,0.02,2.0,0.2,0.0,11,0.20629782769174884
13085,40,1.28,0.02,0.0,2.0,0.02,7,0.3092641437505529
30690,70,0.32,0.0,0.2,0.0,0.0,7,0.16809853156298707
6933,30,1.28,2.0,0.02,2.0,0.2,9,0.3061487861887033
24767,60,0.32,2.0,0.02,0.0,0.2,5,0.20184920099710552
51405,100,0.16,0.2,0.2,2.0,2.0,11,0.29848793845139204
63973,110,1.28,0.2,2.0,0.0,2.0,3,0.3037618458556395
33461,70,0.64,0.2,0.2,2.0,0.0,5,0.1447772402662767
71232,120,1.28,2.0,0.0,0.0,0.0,3,0.19250739733454025
23305,60,0.32,0.0,0.0,0.0,0.02,7,0.15668428228344475
30780,70,0.32,0.0,0.2,2.0,0.02,5,0.2995210887053508
68200,120,0.64,0.0,0.0,2.0,0.2,15,0.3051852621812014
49036,90,1.28,0.02,0.02,2.0,0.02,5,0.3316170074140406
40724,80,0.64,0.2,2.0,0.2,0.02,13,0.28796936406627827
58258,110,0.16,0.2,0.0,0.0,0.2,11,0.13345152709063546
64828,120,0.16,0.0,0.2,2.0,0.02,5,0.2480014695830256
48431,90,1.28,0.0,0.0,0.02,0.2,13,0.37350235177782054
4865,30,0.64,0.2,2.0,0.02,2.0,3,0.3094409662409396
26988,60,1.28,0.0,0.0,2.0,2.0,9,0.30051408756461495
30301,70,0.16,2.0,0.2,0.2,0.0,13,0.2246114122159002
10763,40,0.64,0.0,0.0,0.0,0.02,11,0.15040223202196376
35474,70,1.28,2.0,0.0,0.2,2.0,13,0.30760318495375444
54196,100,0.64,0.0,2.0,2.0,0.2,7,0.3032119723620281
19796,50,1.28,0.0,0.0,2.0,0.0,3,0.14552035579994402
11905,40,0.64,0.2,0.2,0.02,0.0,13,0.17641793073988618
56386,100,1.28,0.02,2.0,0.02,2.0,5,0.30614238826059575
763,30,0.16,0.02,0.2,2.0,0.02,3,0.1781634323805171
19873,50,1.28,0.0,0.02,0.02,2.0,3,0.31088284155744733
52726,100,0.32,0.02,0.2,2.0,0.0,7,0.16516494868655787
50901,100,0.16,0.02,0.2,0.02,2.0,11,0.31107398429284217
34051,70,1.28,0.0,0.0,0.0,0.0,9,0.1648034671886696
9546,40,0.32,0.02,0.02,0.0,2.0,13,0.22063853506497044
60406,110,0.32,0.2,2.0,0.02,0.02,9,0.22596579305758094
51463,100,0.16,0.2,2.0,0.02,2.0,15,0.31362040197655316
35657,70,1.28,2.0,0.2,0.02,0.02,15,0.3391778651165354
54780,100,0.64,0.2,0.02,0.0,0.02,13,0.16093481607708524
59773,110,0.32,0.02,0.02,0.2,2.0,3,0.30365093972757307
31515,70,0.32,0.2,0.02,0.02,0.2,5,0.25861304839982246
15920,50,0.16,2.0,0.2,0.0,0.2,7,0.21983077197426748
63902,110,1.28,0.2,0.2,0.2,0.0,15,0.2436707827046869
18518,50,0.64,0.02,0.02,0.02,0.02,9,0.1780041223831702
67573,120,0.32,0.2,2.0,0.02,0.02,7,0.1889834568043515
3354,30,0.32,2.0,0.02,2.0,2.0,5,0.3042585295491955
49565,90,1.28,0.2,0.2,0.2,0.0,13,0.20912155765423018
31088,70,0.32,0.02,0.02,0.2,0.02,5,0.21862013070702135
65557,120,0.16,0.2,0.02,0.02,0.02,7,0.14437231207024712
33002,70,0.64,0.02,0.2,0.2,0.2,11,0.2887302407119337
43821,90,0.16,0.02,2.0,0.02,0.0,5,0.19066531584414254
44664,90,0.16,2.0,0.2,2.0,0.0,11,0.3214652725768953
58755,110,0.16,2.0,0.0,0.2,0.02,11,0.2836106799921699
52,30,0.16,0.0,0.0,0.02,2.0,9,0.2620391724516706
28484,60,1.28,2.0,0.2,0.02,0.02,5,0.3303899893607751
11138,40,0.64,0.0,2.0,0.02,2.0,5,0.3230743324780373
33644,70,0.64,2.0,0.0,0.02,0.2,7,0.3429353167848965
56883,100,1.28,0.2,2.0,2.0,0.2,5,0.330659232037242
14457,50,0.16,0.0,0.02,0.0,0.02,7,0.17288081207461775
70973,120,1.28,0.2,0.02,0.2,2.0,3,0.30707751122140503
33721,70,0.64,2.0,0.02,0.0,0.02,7,0.17438556669921407
62012,110,0.64,0.2,0.02,0.2,0.2,15,0.2840795757364156
47952,90,0.64,2.0,0.0,0.0,0.2,7,0.2133304383606703
14936,50,0.16,0.02,0.02,0.02,0.02,13,0.14861217245805797
6871,30,1.28,2.0,0.02,0.02,0.02,11,0.33139699055882693
65192,120,0.16,0.02,0.2,0.0,0.02,5,0.13339129316853154
52331,100,0.32,0.0,2.0,0.0,2.0,15,0.3025850465361654
27362,60,1.28,0.02,0.0,0.02,0.0,15,0.1665988353051061
50045,90,1.28,2.0,0.2,2.0,0.02,7,0.31619879347297863
29355,70,0.16,0.02,0.2,0.0,0.02,11,0.18631108791837153
30074,70,0.16,2.0,0.0,0.2,0.0,7,0.23520736678182247
60864,110,0.32,2.0,2.0,0.02,0.2,15,0.23163803332060784
24149,60,0.32,0.02,2.0,0.2,0.02,15,0.20912792421440923
27858,60,1.28,0.2,0.0,0.2,2.0,13,0.3138475830883557
6136,30,1.28,0.02,0.2,2.0,0.0,11,0.2226696949078333
44740,90,0.16,2.0,2.0,0.02,2.0,9,0.33436843404031863
40445,80,0.64,0.2,0.02,0.0,0.02,15,0.17236798861254823
40222,80,0.64,0.02,2.0,0.0,0.2,3,0.2576008781978401
24947,60,0.32,2.0,0.2,0.2,2.0,15,0.2896270783248599
32377,70,0.64,0.0,0.02,0.0,0.02,7,0.1434007265696462
18889,50,0.64,0.2,0.0,0.2,0.2,9,0.28555140986945177
31551,70,0.32,0.2,0.02,0.2,2.0,7,0.28778025542468416
45586,90,0.32,0.02,2.0,0.0,0.0,7,0.19972046489739864
60819,110,0.32,2.0,2.0,0.0,0.0,9,0.14888265070487447
44685,90,0.16,2.0,0.2,2.0,2.0,11,0.3011489214649297
10390,40,0.32,2.0,0.0,2.0,0.0,7,0.34880805339560783
45519,90,0.32,0.02,0.2,0.02,0.2,13,0.34246569601973503
38366,80,0.32,0.02,0.2,0.2,0.0,15,0.15489912139268813
7377,40,0.16,0.0,0.02,2.0,0.02,15,0.1757156924922975
1087,30,0.16,0.2,0.02,0.2,2.0,7,0.300277586801069
70183,120,1.28,0.0,0.2,0.2,0.2,5,0.3256752558896587
59149,110,0.32,0.0,0.0,0.0,0.02,15,0.1532895648097251
43084,90,0.16,0.0,0.0,0.2,0.2,15,0.28293438667213994
41357,80,1.28,0.0,0.02,0.02,0.0,5,0.20708275251765512
38847,80,0.32,0.2,0.2,2.0,0.02,11,0.25412887028889325
7606,40,0.16,0.0,2.0,2.0,0.2,11,0.3157375223545465
15790,50,0.16,2.0,0.0,2.0,2.0,13,0.2999671692794533
2051,30,0.32,0.0,0.2,0.02,0.02,3,0.19678189731058837
32875,70,0.64,0.02,0.02,0.2,0.0,9,0.1868002051231786
34969,70,1.28,0.2,0.0,0.0,2.0,11,0.332675517761331
68097,120,0.64,0.0,0.0,0.0,0.0,5,0.17950463308284406
46462,90,0.32,2.0,0.2,2.0,0.02,9,0.30433687928220543
71172,120,1.28,0.2,2.0,0.02,2.0,9,0.31075667565608667
24554,60,0.32,0.2,2.0,0.0,2.0,13,0.2814017214461004
48607,90,1.28,0.0,0.02,2.0,2.0,15,0.29902124198464886
16690,50,0.32,0.02,0.02,0.0,0.0,7,0.19299605965925215
40154,80,0.64,0.02,0.2,0.2,0.0,7,0.1804193865306123
34052,70,1.28,0.0,0.0,0.0,0.0,11,0.14536824493538814
30447,70,0.16,2.0,2.0,2.0,0.02,11,0.3448545166691691
19230,50,0.64,0.2,2.0,0.2,2.0,5,0.307058371407391
52319,100,0.32,0.0,2.0,0.0,0.2,5,0.2879088172444955
4624,30,0.64,0.2,0.02,0.02,0.0,11,0.18599527233959368
15692,50,0.16,2.0,0.0,0.0,0.02,13,0.16555469444400014
34961,70,1.28,0.2,0.0,0.0,0.2,9,0.2816732935940713
62468,110,0.64,2.0,0.02,2.0,0.0,3,0.30343453576307927
50672,100,0.16,0.02,0.0,0.02,0.2,15,0.2558671081378648
53260,100,0.32,0.2,2.0,0.2,0.0,11,0.1674109888591256
34559,70,1.28,0.02,0.0,0.2,0.02,3,0.33100797487675376
61849,110,0.64,0.2,0.0,0.0,2.0,11,0.3197582947890408
49003,90,1.28,0.02,0.02,0.2,0.0,9,0.26267303610030995
4011,30,0.64,0.0,2.0,2.0,0.02,3,0.23772546008823067
48297,90,0.64,2.0,2.0,0.0,2.0,11,0.30242798851864794
48061,90,0.64,2.0,0.02,0.0,0.02,15,0.1781962363487681
66543,120,0.32,0.0,0.2,0.0,0.2,5,0.16784866541944463
14374,50,0.16,0.0,0.0,0.02,0.02,9,0.1927355438108888
56871,100,1.28,0.2,2.0,2.0,0.0,9,0.27572598055151853
36297,80,0.16,0.02,0.0,0.0,0.02,7,0.1623157809505339
19316,50,0.64,2.0,0.0,0.02,2.0,9,0.3253458410771256
47295,90,0.64,0.02,0.2,0.02,0.0,9,0.19594258538182724
7232,40,0.16,0.0,0.0,0.2,0.02,5,0.18956845895381388
3113,30,0.32,0.2,2.0,2.0,0.0,13,0.21637436497910364
62858,110,1.28,0.0,0.02,0.0,2.0,13,0.3172624458056942
4832,30,0.64,0.2,2.0,0.0,0.2,7,0.25210267794443825
42109,80,1.28,0.02,2.0,2.0,2.0,11,0.3002770677849938
33258,70,0.64,0.2,0.0,2.0,2.0,5,0.30585016318581504
13460,40,1.28,0.2,0.0,0.0,0.2,15,0.2525036611559801
31447,70,0.32,0.2,0.0,2.0,0.0,9,0.14888126596705575
18770,50,0.64,0.02,2.0,0.2,0.02,9,0.2649391523182197
24174,60,0.32,0.02,2.0,2.0,0.02,9,0.25447743867047046
15457,50,0.16,0.2,0.2,0.0,0.0,5,0.1506015368082744
60023,110,0.32,0.02,2.0,2.0,0.2,13,0.2778129044664962
8029,40,0.16,0.02,2.0,0.2,2.0,3,0.288594474257077
27799,60,1.28,0.2,0.0,0.0,2.0,7,0.3208540023226782
57592,110,0.16,0.0,0.2,0.0,2.0,9,0.21214224057125095
17760,50,0.32,2.0,0.2,0.2,0.02,5,0.29209910907375397
22328,60,0.16,0.02,2.0,0.02,0.02,13,0.16130989469768914
12231,40,0.64,2.0,0.02,0.0,2.0,7,0.3141828857810074
12310,40,0.64,2.0,0.02,2.0,0.2,11,0.310050542703171
21551,60,0.16,0.0,0.0,0.02,0.2,13,0.2296392439818099
2172,30,0.32,0.0,2.0,0.02,0.2,7,0.25839192598465194
60876,110,0.32,2.0,2.0,0.2,0.0,11,0.24125546867974215
48823,90,1.28,0.0,2.0,2.0,0.2,13,0.29495850559786374
67098,120,0.32,0.02,2.0,0.0,0.02,9,0.16578858781148187
46765,90,0.64,0.0,0.02,0.2,0.0,13,0.1970474122980331
20710,50,1.28,0.2,0.0,2.0,0.2,11,0.32895307338384333
19286,50,0.64,2.0,0.0,0.0,2.0,5,0.32563958555965156
60908,110,0.32,2.0,2.0,2.0,0.02,5,0.3032335766919936
43012,90,0.16,0.0,0.0,0.0,0.0,11,0.20394051636060273
12612,40,1.28,0.0,0.0,0.2,0.02,13,0.33201726803072373
53974,100,0.64,0.0,0.02,2.0,0.2,11,0.30288915793559557
71319,120,1.28,2.0,0.0,2.0,0.0,9,0.32254613755910033
37476,80,0.16,2.0,0.2,0.2,0.02,13,0.2616133972321453
22730,60,0.16,0.2,0.2,2.0,2.0,5,0.2972444141474935
62388,110,0.64,2.0,0.02,0.0,0.0,11,0.20519437449069444
35704,70,1.28,2.0,0.2,2.0,0.0,11,0.32192823141612176
11521,40,0.64,0.02,0.2,2.0,0.02,15,0.2948976692501525
23308,60,0.32,0.0,0.0,0.0,0.02,13,0.14466140783353132
51956,100,0.16,2.0,2.0,2.0,0.2,7,0.2902256356584847
69456,120,0.64,2.0,0.0,0.0,0.2,7,0.23540750797458726
26608,60,0.64,2.0,0.02,0.2,0.02,5,0.32448578644655274
44235,90,0.16,0.2,0.2,2.0,2.0,7,0.3009373125411066
7498,40,0.16,0.0,0.2,2.0,2.0,5,0.2964182768469173
56518,100,1.28,0.2,0.0,0.2,0.2,3,0.32708194298345045
11811,40,0.64,0.2,0.02,0.02,2.0,7,0.3013104834005211
7296,40,0.16,0.0,0.02,0.0,0.2,7,0.3670089443879649
65331,120,0.16,0.02,2.0,0.02,0.02,3,0.15686357736067513
47880,90,0.64,0.2,2.0,0.2,0.0,3,0.19342646876540037
39552,80,0.64,0.0,0.02,0.0,0.2,7,0.2237548022752456
8213,40,0.16,0.2,0.02,0.02,0.02,7,0.18911236274034326
1431,30,0.16,2.0,0.0,2.0,0.0,9,0.24511432414710682
17133,50,0.32,0.2,0.0,2.0,2.0,11,0.2960788217231134
64684,120,0.16,0.0,0.02,0.2,0.0,11,0.19229405433950025
35126,70,1.28,0.2,0.02,0.2,0.2,3,0.32575907930453707
64151,110,1.28,2.0,0.0,2.0,0.0,9,0.30381171757651315
14982,50,0.16,0.02,0.02,2.0,0.0,7,0.16862444511426822
54430,100,0.64,0.02,0.02,2.0,2.0,13,0.30223168047557114
30177,70,0.16,2.0,0.02,0.02,2.0,3,0.31292251117730235
20013,50,1.28,0.0,0.2,0.2,2.0,3,0.3116297959964088
6777,30,1.28,2.0,0.0,0.2,0.0,5,0.338946927318874
16899,50,0.32,0.02,0.2,2.0,0.2,5,0.31733685907911563
30513,70,0.32,0.0,0.0,0.02,2.0,3,0.3121429042761991
7375,40,0.16,0.0,0.02,2.0,0.02,11,0.17351636647297153
10817,40,0.64,0.0,0.0,0.2,0.02,7,0.24192770577862532
8835,40,0.16,2.0,0.2,2.0,0.2,5,0.3003200879740803
27429,60,1.28,0.02,0.0,2.0,0.2,9,0.3150219058340175
38568,80,0.32,0.2,0.0,0.02,0.02,13,0.19201098554934337
48471,90,1.28,0.0,0.0,2.0,0.0,9,0.22065263839322502
26266,60,0.64,0.2,0.2,0.2,0.0,7,0.17167513910558702
614,30,0.16,0.02,0.02,0.02,2.0,13,0.30650297113904146
11429,40,0.64,0.02,0.2,0.0,0.0,13,0.19655826589726008
50970,100,0.16,0.02,2.0,0.0,0.02,9,0.14455635325420157
11488,40,0.64,0.02,0.2,0.2,0.02,5,0.23932242004669183
40913,80,0.64,2.0,0.02,0.02,0.0,13,0.2518730239034371
29795,70,0.16,0.2,0.2,0.0,0.0,9,0.1639685827775151
22747,60,0.16,0.2,2.0,0.0,0.02,11,0.15885493870533055
56911,100,1.28,2.0,0.0,0.0,0.2,5,0.2722449288054571
69902,120,1.28,0.0,0.0,0.0,0.2,3,0.24980388419095098
32817,70,0.64,0.02,0.02,0.0,0.0,5,0.19563682730586085
70251,120,1.28,0.0,2.0,0.0,2.0,15,0.31459997101225634
32181,70,0.32,2.0,2.0,0.02,0.02,7,0.2576398921564269
7302,40,0.16,0.0,0.02,0.0,2.0,5,0.18438193967349398
8710,40,0.16,2.0,0.02,2.0,0.0,7,0.2731774098389486
38120,80,0.32,0.02,0.0,0.02,0.02,13,0.1842341986763145
48463,90,1.28,0.0,0.0,0.2,2.0,7,0.3075877645407338
32594,70,0.64,0.0,2.0,0.0,0.0,7,0.19387017424625558
67719,120,0.32,2.0,0.0,0.2,0.2,5,0.2699376893701713
56461,100,1.28,0.2,0.0,0.0,0.02,15,0.16727093767919157
55170,100,0.64,2.0,0.0,0.2,0.02,9,0.295155304649165
51621,100,0.16,2.0,0.0,2.0,0.2,9,0.3043585234218237
7262,40,0.16,0.0,0.0,2.0,0.02,9,0.1881363512483101
4431,30,0.64,0.02,2.0,0.2,0.02,3,0.2271602054972252
12374,40,0.64,2.0,0.2,0.02,2.0,13,0.3064158816913001
23136,60,0.16,2.0,0.2,0.2,0.02,5,0.27752095906717245
27589,60,1.28,0.02,0.2,0.02,0.02,7,0.2549722964585483
61505,110,0.64,0.02,0.02,0.0,0.2,9,0.18862114236928387
16013,50,0.16,2.0,0.2,2.0,2.0,11,0.30183652526277865
1586,30,0.16,2.0,0.2,0.0,0.2,11,0.20846416197706852
7218,40,0.16,0.0,0.0,0.02,2.0,5,0.28841706134343476
39744,80,0.64,0.0,0.2,2.0,0.02,13,0.26343223834110757
42866,80,1.28,2.0,0.2,0.2,2.0,13,0.30319360800875444
62216,110,0.64,0.2,2.0,0.2,0.0,3,0.19992145229232167
42716,80,1.28,2.0,0.02,0.02,0.2,7,0.33775232225248303
42039,80,1.28,0.02,2.0,0.02,0.02,11,0.31705514330853996
37856,80,0.32,0.0,0.2,0.0,0.0,3,0.21023672626053214
64334,110,1.28,2.0,0.2,0.02,0.2,11,0.3078250224434648
6219,30,1.28,0.02,2.0,0.2,0.0,9,0.29268106335086336
40532,80,0.64,0.2,0.02,2.0,0.2,7,0.27855641223977934
70318,120,1.28,0.0,2.0,2.0,0.02,9,0.3477384984197727
32186,70,0.32,2.0,2.0,0.02,0.2,3,0.3031711432375841
24476,60,0.32,0.2,0.2,0.2,0.0,11,0.17758726479786371
70680,120,1.28,0.02,2.0,0.0,0.02,5,0.27536591977760927
42703,80,1.28,2.0,0.02,0.02,0.0,9,0.3094584948519666
12382,40,0.64,2.0,0.2,0.2,0.0,15,0.3437127102614289
63287,110,1.28,0.02,0.02,0.0,0.02,3,0.16134284042624808
19120,50,0.64,0.2,0.2,0.2,2.0,9,0.31943466811828497
63331,110,1.28,0.02,0.02,0.02,2.0,7,0.3188556231991484
19836,50,1.28,0.0,0.02,0.0,0.02,13,0.1644894727687589
38605,80,0.32,0.2,0.0,0.2,2.0,3,0.2846950885859277
26090,60,0.64,0.2,0.0,2.0,2.0,5,0.30866685823359946
17767,50,0.32,2.0,0.2,0.2,0.2,5,0.3009552188821385
70475,120,1.28,0.02,0.02,0.0,2.0,15,0.3379231996137455
57715,110,0.16,0.0,2.0,0.02,0.02,3,0.16590797698122162
69287,120,0.64,0.2,0.2,0.2,0.2,5,0.25153039897892726
19771,50,1.28,0.0,0.0,0.2,0.0,9,0.17896876166162148
10572,40,0.32,2.0,0.2,0.02,0.2,7,0.3125912092162042
1425,30,0.16,2.0,0.0,0.2,2.0,11,0.3017428416844522
3064,30,0.32,0.2,2.0,0.02,0.02,13,0.20587155438311988
32998,70,0.64,0.02,0.2,0.2,0.2,3,0.2579465952446262
57705,110,0.16,0.0,2.0,0.0,2.0,11,0.3379785580947025
6696,30,1.28,0.2,2.0,2.0,0.0,11,0.245058909877053
54657,100,0.64,0.2,0.0,0.0,0.0,5,0.137366594766884
9807,40,0.32,0.02,2.0,0.2,0.02,3,0.21457621756199333
53806,100,0.64,0.0,0.0,0.02,0.2,11,0.24830705263391262
20788,50,1.28,0.2,0.02,0.2,0.02,13,0.2670450939033866
62898,110,1.28,0.0,0.02,0.2,0.02,9,0.3302348514266292
50315,100,0.16,0.0,0.02,0.0,2.0,15,0.20352547314445735
31047,70,0.32,0.02,0.02,0.0,2.0,7,0.28639767082102463
4027,30,0.64,0.0,2.0,2.0,2.0,7,0.3202762420225272
66301,120,0.16,2.0,2.0,2.0,2.0,11,0.29932295363169475
17154,50,0.32,0.2,0.02,0.0,0.2,11,0.19645863603724767
43737,90,0.16,0.02,0.2,0.2,0.0,5,0.16312128418467614
5557,30,1.28,0.0,0.02,0.2,0.02,15,0.27311017212339334
28557,60,1.28,2.0,0.2,2.0,2.0,11,0.2998278652216368
2983,30,0.32,0.2,0.2,0.2,0.2,5,0.2957122356346216
5042,30,0.64,2.0,0.02,0.0,0.0,7,0.22705080882252993
5106,30,0.64,2.0,0.02,0.2,0.02,9,0.25811672720969137
69498,120,0.64,2.0,0.0,0.2,0.0,7,0.24189780538252775
1467,30,0.16,2.0,0.02,0.0,0.02,11,0.17590607668757396
71412,120,1.28,2.0,0.02,0.2,0.02,13,0.3211763343735813
26611,60,0.64,2.0,0.02,0.2,0.02,11,0.328508711891576
68119,120,0.64,0.0,0.0,0.0,2.0,7,0.3267682697452577
54614,100,0.64,0.02,2.0,0.2,0.2,3,0.2446844601111217
47518,90,0.64,0.2,0.0,0.02,0.0,7,0.19661331233078055
39871,80,0.64,0.0,2.0,2.0,2.0,15,0.3023607470009575
23161,60,0.16,2.0,0.2,2.0,0.0,13,0.3424623891820773
43719,90,0.16,0.02,0.2,0.02,0.02,11,0.13826304547971596
