,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
58346,110,0.16,0.2,0.0,2.0,2.0,5,0.3223201907629748
60450,110,0.32,0.2,2.0,0.2,2.0,13,0.28633132244281584
60904,110,0.32,2.0,2.0,2.0,0.0,11,0.3586175176471855
32234,70,0.32,2.0,2.0,2.0,0.0,15,0.4276256327023197
6649,30,1.28,0.2,2.0,0.02,0.02,15,0.32345322615682937
39402,80,0.32,2.0,2.0,2.0,0.0,15,0.39692249498969046
4543,30,0.64,0.2,0.0,0.2,0.02,3,0.22664459852517904
69625,120,0.64,2.0,0.02,0.2,0.2,9,0.2868043483983757
41804,80,1.28,0.02,0.02,0.02,0.0,3,0.1697706097076263
63495,110,1.28,0.02,0.2,2.0,0.2,13,0.33402091299384506
59232,110,0.32,0.0,0.0,2.0,0.02,13,0.2862477049975108
25694,60,0.64,0.02,0.02,0.02,0.2,11,0.2589198023770788
28254,60,1.28,2.0,0.0,0.02,0.0,7,0.2577517771465267
2947,30,0.32,0.2,0.2,0.02,0.02,3,0.15256629877467937
19073,50,0.64,0.2,0.2,0.02,0.0,13,0.11565582375594194
4719,30,0.64,0.2,0.2,0.0,0.2,5,0.17062818570930247
929,30,0.16,0.2,0.0,0.02,0.0,13,0.22434770960856332
50818,100,0.16,0.02,0.02,0.2,2.0,13,0.31305935231038484
60589,110,0.32,2.0,0.0,2.0,2.0,11,0.3247602752692025
49646,90,1.28,0.2,2.0,0.02,0.0,7,0.2038277803558045
34864,70,1.28,0.02,2.0,0.02,0.0,11,0.21523498830662652
29760,70,0.16,0.2,0.02,0.2,2.0,9,0.31009952160527016
12258,40,0.64,2.0,0.02,0.02,2.0,5,0.3562989235233465
6457,30,1.28,0.2,0.02,0.2,0.2,9,0.3345307569290251
54398,100,0.64,0.02,0.02,0.2,2.0,5,0.34889658973927173
54748,100,0.64,0.2,0.0,2.0,0.02,5,0.31285376958547534
724,30,0.16,0.02,0.2,0.02,2.0,9,0.3233006702795959
32586,70,0.64,0.0,0.2,2.0,2.0,5,0.34305196080246414
15734,50,0.16,2.0,0.0,0.02,2.0,13,0.3572918186580754
52649,100,0.32,0.02,0.2,0.0,0.02,7,0.10529609460149002
37931,80,0.32,0.0,0.2,0.2,0.2,13,0.33860938302466825
23245,60,0.16,2.0,2.0,0.2,0.0,13,0.27573877628408905
24681,60,0.32,2.0,0.0,0.02,0.02,15,0.22721176218738354
43130,90,0.16,0.0,0.02,0.0,0.02,9,0.11294918617089414
62284,110,0.64,2.0,0.0,0.0,0.02,13,0.13509010060400287
21930,60,0.16,0.0,2.0,2.0,0.0,15,0.10682608196378887
57503,110,0.16,0.0,0.02,0.02,0.2,13,0.25953167385002895
58916,110,0.16,2.0,0.2,0.0,0.0,11,0.09723729478747817
9921,40,0.32,0.2,0.0,0.2,0.02,7,0.18360348419708442
61116,110,0.64,0.0,0.02,0.2,0.2,15,0.3427713482833179
23774,60,0.32,0.02,0.0,0.02,0.0,7,0.20571844645746576
38047,80,0.32,0.0,2.0,0.2,2.0,7,0.30325061339304316
43174,90,0.16,0.0,0.02,0.02,2.0,13,0.37394706976025094
13871,40,1.28,0.2,2.0,2.0,0.02,11,0.37304824437141765
54327,100,0.64,0.02,0.02,0.0,0.02,3,0.1330591546122647
2982,30,0.32,0.2,0.2,0.2,0.2,3,0.2747556932013905
24118,60,0.32,0.02,2.0,0.02,0.02,9,0.15327358242822403
27696,60,1.28,0.02,2.0,0.02,0.0,11,0.17630313115649268
69494,120,0.64,2.0,0.0,0.02,2.0,13,0.3488377880481258
717,30,0.16,0.02,0.2,0.02,0.2,9,0.27364932590134067
56511,100,1.28,0.2,0.0,0.2,0.02,3,0.29353620779725054
13061,40,1.28,0.02,0.0,0.2,0.02,15,0.3025973158592007
12769,40,1.28,0.0,0.2,0.0,0.0,5,0.1318757375263641
15520,50,0.16,0.2,0.2,0.2,0.02,5,0.19869435248527556
5410,30,1.28,0.0,0.0,0.02,0.0,15,0.14139305437507246
45735,90,0.32,0.2,0.0,0.02,0.02,11,0.15603923226784006
52951,100,0.32,0.2,0.0,2.0,0.0,9,0.13365516044313602
44334,90,0.16,0.2,2.0,2.0,0.02,9,0.2769880829093226
17173,50,0.32,0.2,0.02,0.02,0.02,7,0.2038474453748848
51916,100,0.16,2.0,2.0,0.2,0.0,11,0.27799421944367625
23344,60,0.32,0.0,0.0,0.02,0.2,15,0.25672238874686726
65213,120,0.16,0.02,0.2,0.02,0.0,5,0.1091519638803236
12074,40,0.64,0.2,2.0,2.0,0.0,15,0.1568551648206203
13769,40,1.28,0.2,0.2,2.0,2.0,3,0.3432177185349629
23091,60,0.16,2.0,0.2,0.0,0.2,13,0.19363088727172836
4169,30,0.64,0.02,0.02,0.0,2.0,11,0.31348071509422487
21903,60,0.16,0.0,2.0,0.2,0.02,3,0.17646509858822937
57822,110,0.16,0.02,0.0,0.02,0.0,7,0.12643692546333749
37612,80,0.16,2.0,2.0,2.0,0.02,5,0.32853560712243984
23302,60,0.32,0.0,0.0,0.0,0.0,15,0.12372391781923911
16033,50,0.16,2.0,2.0,0.0,0.2,9,0.16677346328051199
52535,100,0.32,0.02,0.02,0.0,0.02,3,0.12323824699835884
62557,110,0.64,2.0,0.2,0.2,0.0,13,0.34831007285587295
10972,40,0.64,0.0,0.02,2.0,2.0,9,0.3467934288603346
31468,70,0.32,0.2,0.0,2.0,2.0,9,0.31950994538986144
65845,120,0.16,0.2,2.0,2.0,0.2,9,0.31468703595195846
37232,80,0.16,2.0,0.0,0.02,0.2,15,0.42485114363696147
53766,100,0.64,0.0,0.0,0.0,0.0,15,0.11578035091144755
52130,100,0.32,0.0,0.02,0.02,2.0,5,0.3139548239484643
66821,120,0.32,0.02,0.0,0.2,0.02,15,0.30643180253839963
50464,100,0.16,0.0,0.2,0.2,0.02,5,0.21685609200519065
62919,110,1.28,0.0,0.02,2.0,0.0,9,0.12692497345602927
47161,90,0.64,0.02,0.02,0.0,0.02,7,0.11361804109998391
64581,120,0.16,0.0,0.0,0.2,0.02,15,0.1903339298633284
26198,60,0.64,0.2,0.02,2.0,0.2,11,0.3100883389893482
49135,90,1.28,0.02,0.2,0.2,2.0,7,0.3451354740597886
7461,40,0.16,0.0,0.2,0.2,0.02,15,0.15516083222556815
61125,110,0.64,0.0,0.02,2.0,0.0,5,0.1118971326642485
7669,40,0.16,0.02,0.0,0.02,2.0,11,0.3411079346315821
4286,30,0.64,0.02,0.2,0.02,0.0,7,0.16974517045884313
13582,40,1.28,0.2,0.02,0.02,0.0,7,0.13070575437164886
27413,60,1.28,0.02,0.0,2.0,0.0,5,0.11503448299849753
63665,110,1.28,0.2,0.0,0.02,2.0,3,0.36704627642097387
39020,80,0.32,2.0,0.0,0.02,0.2,7,0.34391083823661023
29504,70,0.16,0.02,2.0,0.02,0.2,15,0.24517281772168403
10837,40,0.64,0.0,0.0,2.0,0.0,5,0.14121948746369722
3700,30,0.64,0.0,0.02,0.0,0.0,11,0.11975139640258875
42700,80,1.28,2.0,0.02,0.02,0.0,3,0.31344928097163377
54205,100,0.64,0.0,2.0,2.0,2.0,11,0.33436010771408964
15868,50,0.16,2.0,0.02,0.2,0.2,15,0.43376715950013056
3200,30,0.32,2.0,0.0,0.2,0.02,5,0.25173415558175644
30669,70,0.32,0.0,0.02,2.0,0.02,7,0.2410226515475529
6526,30,1.28,0.2,0.2,0.02,0.0,7,0.22484720053526855
67887,120,0.32,2.0,0.2,0.0,0.2,5,0.17288154631857808
64748,120,0.16,0.0,0.2,0.0,0.02,13,0.13540086151715156
69042,120,0.64,0.2,0.0,0.02,2.0,5,0.37200068467598496
66389,120,0.32,0.0,0.0,2.0,0.0,5,0.11132786450907371
68989,120,0.64,0.02,2.0,2.0,2.0,11,0.3377394911393283
7476,40,0.16,0.0,0.2,2.0,0.0,3,0.10208277648353378
13698,40,1.28,0.2,0.2,0.02,0.0,15,0.1698440133121476
32313,70,0.64,0.0,0.0,0.2,0.0,5,0.13901687023641077
14902,50,0.16,0.02,0.02,0.0,0.0,15,0.1419587761008638
35096,70,1.28,0.2,0.02,0.02,0.02,13,0.36262109283169064
36708,80,0.16,0.02,2.0,2.0,0.0,3,0.1013989562628839
11315,40,0.64,0.02,0.02,0.0,0.0,9,0.11024202681107417
15530,50,0.16,0.2,0.2,0.2,0.2,11,0.3050906124255537
55464,100,0.64,2.0,2.0,0.0,2.0,9,0.328578304389825
13586,40,1.28,0.2,0.02,0.02,0.0,15,0.22912710668805444
35279,70,1.28,0.2,0.2,2.0,2.0,15,0.33600516153083687
11566,40,0.64,0.02,2.0,0.02,0.0,7,0.16366502076341757
49017,90,1.28,0.02,0.02,0.2,0.2,9,0.35329955020705883
47488,90,0.64,0.2,0.0,0.0,0.0,3,0.10509409001583532
69109,120,0.64,0.2,0.02,0.0,0.0,13,0.14310088728908632
36799,80,0.16,0.2,0.0,0.2,0.02,3,0.2209896747711119
23080,60,0.16,2.0,0.2,0.0,0.02,5,0.1319213440447545
61059,110,0.64,0.0,0.02,0.0,0.2,13,0.2308752500434631
57593,110,0.16,0.0,0.2,0.0,2.0,11,0.22830898761071594
44410,90,0.16,2.0,0.0,0.2,0.0,7,0.18660252339530337
61343,110,0.64,0.0,2.0,0.2,2.0,7,0.3226917537418522
31044,70,0.32,0.02,0.02,0.0,0.2,15,0.1409325237518707
18105,50,0.64,0.0,0.02,0.2,0.2,9,0.29779462338858775
35306,70,1.28,0.2,2.0,0.0,2.0,13,0.3590623563781488
17932,50,0.64,0.0,0.0,0.0,0.02,13,0.11923300577553492
21433,50,1.28,2.0,2.0,0.02,0.02,15,0.31069930990459727
64157,110,1.28,2.0,0.0,2.0,0.02,7,0.3288141623941222
66731,120,0.32,0.0,2.0,2.0,0.02,3,0.2935132837313597
59875,110,0.32,0.02,0.2,0.2,0.02,11,0.22870716489526066
61071,110,0.64,0.0,0.02,0.02,0.0,9,0.20357534725814183
4095,30,0.64,0.02,0.0,0.2,0.02,3,0.20294494886460546
64562,120,0.16,0.0,0.0,0.02,2.0,5,0.3622718390373914
45159,90,0.32,0.0,2.0,0.0,2.0,7,0.2947752935838228
32842,70,0.64,0.02,0.02,0.0,2.0,13,0.31069140360629355
19663,50,0.64,2.0,2.0,0.2,0.02,3,0.3259262934081424
19323,50,0.64,2.0,0.0,0.2,0.0,9,0.3194680963749696
265,30,0.16,0.0,0.2,0.02,0.02,15,0.4959029745229906
26719,60,0.64,2.0,0.2,0.2,0.02,3,0.2502801742132855
16668,50,0.32,0.02,0.0,2.0,0.02,5,0.2775445849141266
71149,120,1.28,0.2,2.0,0.02,0.0,5,0.12387620118572966
61812,110,0.64,0.02,2.0,2.0,0.2,7,0.2724260155720312
71152,120,1.28,0.2,2.0,0.02,0.0,11,0.13668483350795127
49301,90,1.28,0.2,0.0,0.0,2.0,3,0.3739043057441808
27390,60,1.28,0.02,0.0,0.2,0.0,15,0.15359943147396646
61485,110,0.64,0.02,0.0,2.0,2.0,11,0.3411548026343361
27451,60,1.28,0.02,0.02,0.0,0.02,11,0.138295074052199
6471,30,1.28,0.2,0.02,2.0,0.0,9,0.19705612392122354
28812,70,0.16,0.0,0.02,0.02,0.0,3,0.20350821922126627
49821,90,1.28,2.0,0.0,2.0,0.02,7,0.3218501127000561
23083,60,0.16,2.0,0.2,0.0,0.02,11,0.1844817844117399
31113,70,0.32,0.02,0.02,2.0,0.0,13,0.13401510825320795
51575,100,0.16,2.0,0.0,0.02,2.0,15,0.2998757694562918
54676,100,0.64,0.2,0.0,0.0,0.2,15,0.19870637321724274
56918,100,1.28,2.0,0.0,0.0,2.0,5,0.3720443312961472
16566,50,0.32,0.0,2.0,2.0,0.2,11,0.3185482415146618
13280,40,1.28,0.02,0.2,0.2,0.02,5,0.33344965992374287
44415,90,0.16,2.0,0.0,0.2,0.02,3,0.2738483698248695
23596,60,0.32,0.0,0.2,0.2,0.2,15,0.346114480733667
23877,60,0.32,0.02,0.02,0.0,2.0,3,0.23040545297887077
35352,70,1.28,0.2,2.0,0.2,0.2,7,0.38254169645729363
17225,50,0.32,0.2,0.02,2.0,0.0,13,0.14664283222524876
35604,70,1.28,2.0,0.02,2.0,0.2,7,0.3420102731484127
12608,40,1.28,0.0,0.0,0.2,0.02,5,0.35969294006617836
4821,30,0.64,0.2,2.0,0.0,0.0,13,0.1316605581369291
25417,60,0.64,0.0,0.2,2.0,2.0,3,0.3251317238170954
9308,40,0.32,0.0,2.0,0.0,0.02,13,0.19231757346213607
48559,90,1.28,0.0,0.02,0.2,0.02,3,0.33956397645682795
65022,120,0.16,0.02,0.0,0.2,0.0,15,0.11912734907858757
11073,40,0.64,0.0,0.2,2.0,0.02,15,0.2892898476889687
54680,100,0.64,0.2,0.0,0.0,2.0,9,0.28183978663446757
39623,80,0.64,0.0,0.02,2.0,0.0,9,0.11297011575895494
67394,120,0.32,0.2,0.02,0.2,2.0,13,0.28909499518177695
18800,50,0.64,0.02,2.0,2.0,0.02,13,0.2600132755610627
15073,50,0.16,0.02,0.2,0.2,0.02,7,0.16449332637874253
49056,90,1.28,0.02,0.2,0.0,0.0,3,0.07988215716499325
9428,40,0.32,0.02,0.0,0.0,0.2,15,0.1545120454243493
782,30,0.16,0.02,0.2,2.0,2.0,13,0.3266921564751664
39069,80,0.32,2.0,0.0,2.0,0.02,7,0.3685659700824046
23908,60,0.32,0.02,0.02,0.02,2.0,9,0.3100172283519179
32008,70,0.32,2.0,0.02,2.0,0.0,11,0.38563764373039056
32940,70,0.64,0.02,0.2,0.0,0.02,13,0.14241624128435396
59367,110,0.32,0.0,0.2,0.0,0.02,3,0.1331353447275711
4964,30,0.64,2.0,0.0,0.02,0.02,5,0.22270600173191954
22287,60,0.16,0.02,0.2,2.0,2.0,15,0.3313313241618552
62737,110,1.28,0.0,0.0,0.0,0.2,9,0.23932963174876254
19441,50,0.64,2.0,0.02,0.2,0.02,7,0.30377388296830554
49677,90,1.28,0.2,2.0,0.2,0.0,13,0.17914364771204055
54533,100,0.64,0.02,0.2,2.0,0.2,9,0.34782123013737626
21924,60,0.16,0.0,2.0,2.0,0.0,3,0.14459087349497382
34745,70,1.28,0.02,0.2,0.0,2.0,11,0.39383623913542254
70260,120,1.28,0.0,2.0,0.02,0.02,5,0.3592642326319451
69944,120,1.28,0.0,0.0,0.2,0.0,3,0.14989864104108847
61983,110,0.64,0.2,0.02,0.02,0.2,13,0.28031607333658226
52785,100,0.32,0.02,2.0,0.02,0.0,13,0.15234978619515893
23020,60,0.16,2.0,0.02,0.2,0.0,11,0.21361788356059344
15223,50,0.16,0.02,2.0,2.0,0.2,13,0.32946480283678325
62079,110,0.64,0.2,0.2,0.02,0.0,9,0.15523590386723138
58180,110,0.16,0.02,2.0,0.02,2.0,9,0.3528556446099145
