,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
50555,100,0.16,0.0,2.0,0.02,0.2,5,0.25794650367876537
10604,40,0.32,2.0,0.2,0.2,0.2,15,0.3612636085383863
26317,60,0.64,0.2,0.2,2.0,2.0,11,0.3241458280041257
69528,120,0.64,2.0,0.0,2.0,0.0,11,0.28214522646313067
7388,40,0.16,0.0,0.02,2.0,2.0,9,0.3409021359815292
38703,80,0.32,0.2,0.02,0.2,0.02,3,0.24660502891547417
712,30,0.16,0.02,0.2,0.02,0.02,13,0.447788494988948
65224,120,0.16,0.02,0.2,0.02,0.02,13,0.18147376763671869
12957,40,1.28,0.0,2.0,0.2,2.0,3,0.3343762244861789
38939,80,0.32,0.2,2.0,0.2,0.2,13,0.374463029880723
39976,80,0.64,0.02,0.0,2.0,0.2,15,0.28393021435650223
33617,70,0.64,2.0,0.0,0.0,0.2,9,0.182010124467048
28021,60,1.28,0.2,0.2,0.0,2.0,3,0.3096698126499342
51679,100,0.16,2.0,0.02,0.02,0.2,13,0.3255904061901597
71095,120,1.28,0.2,0.2,2.0,0.0,9,0.1740706790757076
21878,60,0.16,0.0,2.0,0.02,0.02,9,0.19830323304383518
20998,50,1.28,0.2,2.0,0.02,2.0,13,0.3413932934670599
65477,120,0.16,0.2,0.0,0.2,0.02,15,0.14583233295786774
37930,80,0.32,0.0,0.2,0.2,0.2,11,0.3928004759891318
33649,70,0.64,2.0,0.0,0.02,2.0,3,0.3317912890723914
7640,40,0.16,0.02,0.0,0.0,2.0,9,0.21024413438005818
24365,60,0.32,0.2,0.02,0.2,0.0,13,0.1527851505433213
26451,60,0.64,2.0,0.0,0.0,0.2,13,0.18810841204876813
54020,100,0.64,0.0,0.2,0.02,0.02,5,0.22525959566414924
11453,40,0.64,0.02,0.2,0.02,0.0,5,0.23705114578214045
45945,90,0.32,0.2,0.2,0.0,2.0,11,0.30807199451017053
15916,50,0.16,2.0,0.2,0.0,0.02,13,0.3776381651566896
18519,50,0.64,0.02,0.02,0.02,0.02,11,0.19412331546342101
21509,60,0.16,0.0,0.0,0.0,0.0,13,0.16149326462845748
53835,100,0.64,0.0,0.0,0.2,0.2,13,0.3469244603462633
59310,110,0.32,0.0,0.02,0.2,0.0,15,0.1432818057299648
28470,60,1.28,2.0,0.2,0.0,2.0,5,0.36961526203987466
39105,80,0.32,2.0,0.02,0.0,0.2,9,0.22715489558116922
31363,70,0.32,0.2,0.0,0.0,0.0,9,0.11872235440614909
40651,80,0.64,0.2,0.2,2.0,2.0,7,0.31323612186882416
23375,60,0.32,0.0,0.0,0.2,2.0,7,0.35104337657163187
10692,40,0.32,2.0,2.0,0.02,2.0,9,0.3068734445040803
27638,60,1.28,0.02,0.2,2.0,0.0,7,0.1583055597116087
22735,60,0.16,0.2,0.2,2.0,2.0,15,0.3259760685982301
12798,40,1.28,0.0,0.2,0.02,0.0,7,0.16858045990649106
53369,100,0.32,2.0,0.0,0.2,0.0,5,0.2960402038526532
14616,50,0.16,0.0,0.2,0.2,0.0,3,0.18999200851481557
19508,50,0.64,2.0,0.2,0.0,0.2,15,0.24940295232530837
44833,90,0.32,0.0,0.0,0.02,0.0,13,0.20863608624635013
46311,90,0.32,2.0,0.02,0.02,2.0,15,0.3205116687845064
4156,30,0.64,0.02,0.02,0.0,0.02,13,0.16535294050424443
34392,70,1.28,0.0,2.0,0.0,0.02,5,0.2688231570457115
42074,80,1.28,0.02,2.0,0.2,0.2,11,0.36767389015572194
2472,30,0.32,0.02,0.2,0.0,0.02,5,0.16798818359331563
36652,80,0.16,0.02,2.0,0.02,0.0,3,0.1665654976529613
59606,110,0.32,0.02,0.0,0.0,2.0,5,0.2285200913862918
61240,110,0.64,0.0,0.2,2.0,0.0,11,0.11073566259838893
62230,110,0.64,0.2,2.0,0.2,0.2,3,0.3300484403243101
44208,90,0.16,0.2,0.2,0.2,2.0,9,0.3259920044838584
65445,120,0.16,0.2,0.0,0.02,0.02,7,0.1602176299367446
67339,120,0.32,0.2,0.02,0.0,2.0,15,0.2776128636264866
52734,100,0.32,0.02,0.2,2.0,0.02,9,0.34783856419830417
66327,120,0.32,0.0,0.0,0.0,2.0,7,0.22681779280822265
36654,80,0.16,0.02,2.0,0.02,0.0,7,0.15484145974190677
43999,90,0.16,0.2,0.0,2.0,0.02,11,0.24856751596227408
45242,90,0.32,0.0,2.0,2.0,2.0,5,0.3095257834743105
46529,90,0.32,2.0,2.0,0.02,2.0,3,0.32803097210617094
47349,90,0.64,0.02,0.2,2.0,0.0,5,0.11474138282678346
31191,70,0.32,0.02,0.2,0.02,2.0,15,0.31762240124188645
63071,110,1.28,0.0,2.0,0.0,0.2,5,0.319711132836915
49642,90,1.28,0.2,2.0,0.0,2.0,13,0.34048192892158813
7917,40,0.16,0.02,0.2,0.2,2.0,3,0.36901721930436476
38805,80,0.32,0.2,0.2,0.02,2.0,11,0.3026296746578007
15771,50,0.16,2.0,0.0,2.0,0.02,3,0.39417992494004117
