,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
3978,30,0.64,0.0,2.0,0.2,0.0,7,0.19848022987390693
68408,120,0.64,0.0,0.2,2.0,0.0,11,0.14992657037809531
67953,120,0.32,2.0,0.2,0.2,2.0,11,0.3469631819107618
1982,30,0.32,0.0,0.02,0.2,2.0,5,0.3114875079776736
27251,60,1.28,0.0,2.0,0.02,0.02,3,0.29675679239066677
51082,100,0.16,0.2,0.0,0.0,0.02,9,0.10544858332126333
3134,30,0.32,0.2,2.0,2.0,2.0,13,0.34026658103810725
32703,70,0.64,0.0,2.0,2.0,2.0,15,0.34529629945047435
12420,40,0.64,2.0,0.2,2.0,0.2,7,0.29091192021155665
3611,30,0.64,0.0,0.0,0.0,2.0,15,0.3409380121187512
42553,80,1.28,0.2,2.0,2.0,2.0,3,0.3396135554832536
45721,90,0.32,0.2,0.0,0.0,2.0,11,0.26458685499987356
6867,30,1.28,2.0,0.02,0.02,0.02,3,0.37655727093616165
32132,70,0.32,2.0,0.2,2.0,0.2,7,0.2716353957097648
55367,100,0.64,2.0,0.2,0.02,0.02,11,0.23260801567749723
68640,120,0.64,0.02,0.0,2.0,0.02,13,0.35070729214386237
34925,70,1.28,0.02,2.0,2.0,0.02,7,0.365813901149334
682,30,0.16,0.02,0.2,0.0,0.02,9,0.20811729570665127
38709,80,0.32,0.2,0.02,0.2,0.02,15,0.23899875714322227
67135,120,0.32,0.02,2.0,0.02,0.2,13,0.3073850525743701
50577,100,0.16,0.0,2.0,0.2,0.02,7,0.20985964834096665
45029,90,0.32,0.0,0.2,0.0,0.0,13,0.20498853556316685
47256,90,0.64,0.02,0.02,2.0,0.2,15,0.34691765266295443
6809,30,1.28,2.0,0.0,2.0,0.0,13,0.3665960719533618
52698,100,0.32,0.02,0.2,0.2,0.0,7,0.17116932202524932
48059,90,0.64,2.0,0.02,0.0,0.02,11,0.1855724420575997
3540,30,0.32,2.0,2.0,0.2,0.02,13,0.2985204170246459
10541,40,0.32,2.0,0.2,0.0,0.02,15,0.1440224098963484
49292,90,1.28,0.2,0.0,0.0,0.02,13,0.21277646681063395
7212,40,0.16,0.0,0.0,0.02,0.2,7,0.21740507949265575
33192,70,0.64,0.2,0.0,0.02,0.02,13,0.1888213327308782
15601,50,0.16,0.2,2.0,0.02,0.0,13,0.16331788336048184
33619,70,0.64,2.0,0.0,0.0,0.2,13,0.2341439542503265
32655,70,0.64,0.0,2.0,0.2,0.02,3,0.2918035762016009
62376,110,0.64,2.0,0.0,2.0,0.2,15,0.27998278337459026
13695,40,1.28,0.2,0.2,0.02,0.0,9,0.2602608557876538
27266,60,1.28,0.0,2.0,0.02,2.0,5,0.35363993829874457
42697,80,1.28,2.0,0.02,0.0,2.0,11,0.3919265318108808
4271,30,0.64,0.02,0.2,0.0,0.2,5,0.23652987586910917
39084,80,0.32,2.0,0.0,2.0,2.0,9,0.33581453905485
22582,60,0.16,0.2,0.02,0.2,0.2,3,0.3430476298089327
70722,120,1.28,0.02,2.0,0.02,2.0,5,0.35648217340534843
64510,110,1.28,2.0,2.0,2.0,2.0,13,0.3418830577876124
816,30,0.16,0.02,2.0,0.02,0.0,11,0.17160852600025406
41007,80,0.64,2.0,0.2,0.0,0.2,5,0.27534080938722705
3323,30,0.32,2.0,0.02,0.2,0.2,13,0.3609460327799793
36454,80,0.16,0.02,0.02,0.02,2.0,13,0.3843359099436434
4174,30,0.64,0.02,0.02,0.02,0.0,7,0.21236262789663754
63034,110,1.28,0.0,0.2,2.0,0.0,15,0.20266116464808695
11774,40,0.64,0.2,0.02,0.0,0.2,3,0.20198918167201668
51737,100,0.16,2.0,0.02,2.0,2.0,3,0.3371461174992247
45997,90,0.32,0.2,0.2,0.2,2.0,3,0.33428295203695774
7048,30,1.28,2.0,0.2,2.0,0.2,15,0.3490278059972885
37668,80,0.32,0.0,0.0,0.02,0.02,5,0.19370330848948775
58706,110,0.16,2.0,0.0,0.0,0.2,11,0.15974121470967684
60641,110,0.32,2.0,0.02,0.02,2.0,3,0.31787413102276374
60332,110,0.32,0.2,0.2,0.2,0.2,15,0.3202036787839624
65295,120,0.16,0.02,0.2,2.0,2.0,15,0.33694588266152947
29936,70,0.16,0.2,2.0,0.02,0.0,11,0.1797218343503807
4896,30,0.64,0.2,2.0,0.2,2.0,9,0.33938659907166707
47527,90,0.64,0.2,0.0,0.02,0.02,11,0.19413557388011315
30564,70,0.32,0.0,0.0,2.0,0.2,7,0.3335541719154005
59979,110,0.32,0.02,2.0,0.2,0.0,9,0.19671321952083487
42763,80,1.28,2.0,0.02,2.0,0.02,3,0.33174088432917875
40954,80,0.64,2.0,0.02,0.2,0.2,11,0.32369583517036365
2811,30,0.32,0.2,0.02,0.0,0.02,11,0.1602213047725251
17541,50,0.32,2.0,0.0,0.2,0.02,15,0.33669297001873494
23335,60,0.32,0.0,0.0,0.02,0.02,11,0.22634480608800972
57699,110,0.16,0.0,2.0,0.0,0.2,13,0.17795490794691854
47074,90,0.64,0.02,0.0,0.02,0.0,15,0.16333634832426905
8982,40,0.32,0.0,0.0,0.0,2.0,5,0.3279408270271753
23898,60,0.32,0.02,0.02,0.02,0.2,3,0.3256570491742666
50470,100,0.16,0.0,0.2,0.2,0.2,3,0.32659306940115235
10424,40,0.32,2.0,0.02,0.0,0.02,5,0.14364903753949163
52870,100,0.32,0.2,0.0,0.0,0.0,15,0.13846488455754946
211,30,0.16,0.0,0.02,2.0,0.2,5,0.3766331812394016
20888,50,1.28,0.2,0.2,0.2,0.0,3,0.17966826911181444
64772,120,0.16,0.0,0.2,0.02,0.02,5,0.14458480212341432
10616,40,0.32,2.0,0.2,2.0,0.0,11,0.37257144402404174
42479,80,1.28,0.2,2.0,0.02,0.0,9,0.24066805747578726
38574,80,0.32,0.2,0.0,0.02,0.2,11,0.3236267002020601
47660,90,0.64,0.2,0.02,0.2,0.0,11,0.1372715465097366
10984,40,0.64,0.0,0.2,0.0,0.02,5,0.16576421939320846
50899,100,0.16,0.02,0.2,0.02,2.0,7,0.3615662799979884
25383,60,0.64,0.0,0.2,0.2,0.2,5,0.2991176133064438
48880,90,1.28,0.02,0.0,0.02,0.2,15,0.3784799562018437
24609,60,0.32,0.2,2.0,0.2,2.0,11,0.32720620388419747
22590,60,0.16,0.2,0.02,0.2,2.0,5,0.33041509819507364
16916,50,0.32,0.02,2.0,0.0,0.0,11,0.1541441007413306
63978,110,1.28,0.2,2.0,0.0,2.0,13,0.356267348920867
4886,30,0.64,0.2,2.0,0.2,0.2,3,0.36028203362420425
53088,100,0.32,0.2,0.2,0.0,0.0,3,0.1474350332045793
58831,110,0.16,2.0,0.02,0.02,0.0,9,0.16496090475911368
1421,30,0.16,2.0,0.0,0.2,2.0,3,0.3515070469677976
51970,100,0.32,0.0,0.0,0.0,0.0,7,0.18233936366936807
53653,100,0.32,2.0,2.0,0.0,0.0,13,0.23180782199135944
54050,100,0.64,0.0,0.2,0.2,0.02,9,0.303094276251249
46908,90,0.64,0.0,0.2,2.0,0.02,5,0.34751248894210723
484,30,0.16,0.02,0.0,0.02,0.02,5,0.19399108507922502
8276,40,0.16,0.2,0.02,2.0,0.2,7,0.3467168376170434
60392,110,0.32,0.2,2.0,0.0,2.0,9,0.33034552703978093
