,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
43363,90,0.16,0.0,2.0,0.0,0.2,13,0.20394172915545655
50842,100,0.16,0.02,0.02,2.0,2.0,5,0.23622482845517925
15458,50,0.16,0.2,0.2,0.0,0.0,7,0.20272467942724115
11078,40,0.64,0.0,0.2,2.0,0.2,11,0.2796315438484616
26253,60,0.64,0.2,0.2,0.02,0.2,9,0.26898314078482405
1707,30,0.16,2.0,2.0,0.0,2.0,15,0.2552561504177462
28339,60,1.28,2.0,0.02,0.0,0.0,9,0.22393773106714834
59415,110,0.32,0.0,0.2,0.02,2.0,15,0.2459361796541262
47994,90,0.64,2.0,0.0,0.2,0.0,7,0.24802283573354827
25361,60,0.64,0.0,0.2,0.02,2.0,3,0.2610603626732947
24674,60,0.32,2.0,0.0,0.02,0.0,15,0.17671664051412764
63338,110,1.28,0.02,0.02,0.2,0.0,7,0.17512486053822238
14793,50,0.16,0.02,0.0,0.0,0.02,7,0.1562208779289885
60034,110,0.32,0.2,0.0,0.0,0.0,7,0.16020972260630145
58791,110,0.16,2.0,0.0,2.0,0.2,13,0.2619536766446531
71447,120,1.28,2.0,0.02,2.0,0.2,13,0.26453934147716346
64421,110,1.28,2.0,2.0,0.0,2.0,3,0.2696252818670713
2683,30,0.32,0.02,2.0,2.0,2.0,7,0.2527532452054251
65009,120,0.16,0.02,0.0,0.02,2.0,3,0.2472926136476856
32171,70,0.32,2.0,2.0,0.0,2.0,15,0.24495009254790867
31414,70,0.32,0.2,0.0,0.02,2.0,13,0.23238153439560724
52552,100,0.32,0.02,0.02,0.0,2.0,9,0.21471518283014476
17738,50,0.32,2.0,0.2,0.02,0.2,3,0.2719130063879713
53261,100,0.32,0.2,2.0,0.2,0.0,13,0.136763508678923
62046,110,0.64,0.2,0.02,2.0,2.0,13,0.2665294174054972
61290,110,0.64,0.0,2.0,0.0,2.0,13,0.24079131666047543
56008,100,1.28,0.02,0.0,0.0,0.02,5,0.23535100039022513
20488,50,1.28,0.02,0.2,2.0,0.2,15,0.28193366625333477
23365,60,0.32,0.0,0.0,0.2,0.02,15,0.25402390207962544
1042,30,0.16,0.2,0.02,0.02,0.0,15,0.17900941381840385
33099,70,0.64,0.02,2.0,0.2,0.0,9,0.209399712311917
12871,40,1.28,0.0,0.2,2.0,0.2,13,0.30675682681178223
43655,90,0.16,0.02,0.02,2.0,0.0,9,0.17582471485987972
10967,40,0.64,0.0,0.02,2.0,0.2,13,0.2734571256366039
5624,30,1.28,0.0,0.2,0.0,2.0,9,0.31234371672867556
14875,50,0.16,0.02,0.0,2.0,0.02,3,0.23520743013991932
22067,60,0.16,0.02,0.02,0.0,0.0,9,0.1530781977665063
22030,60,0.16,0.02,0.0,0.2,2.0,5,0.24026667044401676
53777,100,0.64,0.0,0.0,0.0,0.2,9,0.20350695897995283
