,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
49979,90,1.28,2.0,0.2,0.0,2.0,15,0.43098138505307726
68844,120,0.64,0.02,0.2,0.2,0.2,15,0.32504206507935735
16719,50,0.32,0.02,0.02,0.02,0.0,9,0.23880619790454255
3411,30,0.32,2.0,0.2,0.02,2.0,7,0.3197574011392638
24049,60,0.32,0.02,0.2,0.2,2.0,11,0.3430326755934571
61050,110,0.64,0.0,0.02,0.0,0.02,9,0.18116415555851226
34349,70,1.28,0.0,0.2,0.2,2.0,3,0.41419914032383454
52439,100,0.32,0.02,0.0,0.0,2.0,7,0.27932661792609836
54952,100,0.64,0.2,0.2,0.2,0.2,7,0.30575278149685786
67902,120,0.32,2.0,0.2,0.02,0.0,7,0.25240992708644205
21430,50,1.28,2.0,2.0,0.02,0.02,9,0.4253960191074428
13324,40,1.28,0.02,0.2,2.0,2.0,9,0.39662742350199126
69800,120,0.64,2.0,2.0,0.0,2.0,9,0.3628632975048449
32856,70,0.64,0.02,0.02,0.02,0.02,13,0.231595505624358
50329,100,0.16,0.0,0.02,0.02,0.02,15,0.15716233441795924
34171,70,1.28,0.0,0.02,0.0,0.02,11,0.17198685921067752
36617,80,0.16,0.02,0.2,2.0,2.0,3,0.4211872926771487
58697,110,0.16,2.0,0.0,0.0,0.02,7,0.1245113807885116
63230,110,1.28,0.02,0.0,0.2,0.0,15,0.21179842190042764
35076,70,1.28,0.2,0.02,0.0,0.2,15,0.24581849678843562
41879,80,1.28,0.02,0.02,2.0,0.2,13,0.3706960825442873
36330,80,0.16,0.02,0.0,0.02,0.2,3,0.24668593009319656
33283,70,0.64,0.2,0.02,0.0,0.2,13,0.19648521263053234
12790,40,1.28,0.0,0.2,0.0,2.0,5,0.37019182062795775
49906,90,1.28,2.0,0.02,0.2,0.02,9,0.33990804852006146
67983,120,0.32,2.0,0.2,2.0,2.0,15,0.36836556027977846
14144,40,1.28,2.0,0.2,0.02,0.0,11,0.36875013380788807
52360,100,0.32,0.0,2.0,0.2,0.0,3,0.23351313662275544
36974,80,0.16,0.2,0.2,0.0,0.2,3,0.14120628103665778
40577,80,0.64,0.2,0.2,0.02,0.0,13,0.16081011097507963
4087,30,0.64,0.02,0.0,0.02,2.0,15,0.3503989165297824
23347,60,0.32,0.0,0.0,0.02,2.0,7,0.40957367857849636
49773,90,1.28,2.0,0.0,0.02,0.2,9,0.4229531849490288
45099,90,0.32,0.0,0.2,0.2,0.2,13,0.30652899200335637
2651,30,0.32,0.02,2.0,0.2,0.2,13,0.35791077088176726
68891,120,0.64,0.02,2.0,0.0,0.02,11,0.20323131891368829
37316,80,0.16,2.0,0.02,0.0,0.2,15,0.17164743761910603
11379,40,0.64,0.02,0.02,0.2,0.02,11,0.22909893056637248
44271,90,0.16,0.2,2.0,0.02,0.0,9,0.15803637995767833
49225,90,1.28,0.02,2.0,0.2,0.0,5,0.27760150098000413
36036,80,0.16,0.0,0.02,2.0,0.0,3,0.14469572303809572
45403,90,0.32,0.02,0.02,0.02,0.2,5,0.2823115488820631
38307,80,0.32,0.02,0.2,0.0,0.0,9,0.14393273674879034
18008,50,0.64,0.0,0.0,2.0,0.0,11,0.21647329467199977
16362,50,0.32,0.0,0.2,0.0,0.02,9,0.1186486662234254
35658,70,1.28,2.0,0.2,0.02,0.2,3,0.4057574554170734
62184,110,0.64,0.2,2.0,0.0,2.0,9,0.3957417069325478
39733,80,0.64,0.0,0.2,2.0,0.0,5,0.2030870777133304
44478,90,0.16,2.0,0.02,0.0,0.2,3,0.17737706655599933
12304,40,0.64,2.0,0.02,2.0,0.02,13,0.3319584826543879
46821,90,0.64,0.0,0.2,0.0,0.0,13,0.11807571703867266
17216,50,0.32,0.2,0.02,0.2,2.0,9,0.35885112056153784
43380,90,0.16,0.0,2.0,0.02,0.02,5,0.17601142298996814
12839,40,1.28,0.0,0.2,0.2,0.2,5,0.40874309442278006
51560,100,0.16,2.0,0.0,0.02,0.02,13,0.23604783680314
6588,30,1.28,0.2,0.2,2.0,0.02,5,0.43984294772025934
64437,110,1.28,2.0,2.0,0.02,0.02,7,0.3701344582642663
39107,80,0.32,2.0,0.02,0.0,0.2,13,0.23426276804517604
31941,70,0.32,2.0,0.02,0.0,2.0,3,0.4098469063342415
67160,120,0.32,0.02,2.0,0.2,0.2,7,0.2943032444108639
47289,90,0.64,0.02,0.2,0.0,2.0,11,0.3085463824738429
51226,100,0.16,0.2,0.02,0.02,0.2,3,0.31082483840714015
23532,60,0.32,0.0,0.2,0.0,0.02,13,0.15054918149614427
6182,30,1.28,0.02,2.0,0.0,2.0,5,0.4140102427579109
49507,90,1.28,0.2,0.2,0.0,0.0,9,0.15921951653978128
17843,50,0.32,2.0,2.0,0.02,0.02,3,0.3609650817123099
62339,110,0.64,2.0,0.0,0.2,0.02,11,0.34952973903990386
38040,80,0.32,0.0,2.0,0.2,0.2,7,0.4505926512178111
9057,40,0.32,0.0,0.0,2.0,0.02,15,0.3580090301859748
33767,70,0.64,2.0,0.02,0.02,2.0,15,0.41023176976962233
8773,40,0.16,2.0,0.2,0.02,0.02,7,0.22161469561166125
12386,40,0.64,2.0,0.2,0.2,0.02,9,0.3719932846619165
35624,70,1.28,2.0,0.2,0.0,0.02,5,0.2528594090360877
10475,40,0.32,2.0,0.02,0.2,0.0,9,0.2822886361547885
56771,100,1.28,0.2,0.2,2.0,0.2,5,0.39577773930475413
54283,100,0.64,0.02,0.0,0.2,0.2,13,0.30355899254727925
11048,40,0.64,0.0,0.2,0.2,0.2,7,0.40379144979773257
9141,40,0.32,0.0,0.02,0.2,0.02,15,0.22388048341616262
55263,100,0.64,2.0,0.02,0.02,0.2,13,0.3189708021359516
58201,110,0.16,0.02,2.0,0.2,0.2,9,0.305762365935844
3838,30,0.64,0.0,0.2,0.02,0.0,7,0.1526853882759387
59866,110,0.32,0.02,0.2,0.2,0.0,7,0.19966812996033884
12744,40,1.28,0.0,0.02,2.0,0.0,11,0.16126043236098928
66943,120,0.32,0.02,0.02,0.2,2.0,7,0.3668278577425671
8051,40,0.16,0.02,2.0,2.0,0.2,5,0.33701961599422486
27583,60,1.28,0.02,0.2,0.02,0.0,9,0.21507802757479563
70447,120,1.28,0.02,0.0,2.0,2.0,15,0.39954804908989483
53410,100,0.32,2.0,0.0,2.0,0.2,3,0.3386797220085595
32418,70,0.64,0.0,0.02,0.02,2.0,5,0.4140703504867994
60759,110,0.32,2.0,0.2,0.02,2.0,15,0.3513819210638203
63411,110,1.28,0.02,0.2,0.0,0.2,13,0.3186497883593801
33665,70,0.64,2.0,0.0,0.2,0.02,7,0.3868877451323808
56138,100,1.28,0.02,0.02,0.0,2.0,13,0.46582336310266476
34255,70,1.28,0.0,0.02,2.0,0.02,11,0.41605119281249014
35980,80,0.16,0.0,0.02,0.02,0.0,3,0.19421083239759024
322,30,0.16,0.0,0.2,2.0,0.2,3,0.290434969791201
64711,120,0.16,0.0,0.02,2.0,0.0,9,0.18800312475858233
14328,40,1.28,2.0,2.0,2.0,0.2,15,0.37750548946851303
2442,30,0.32,0.02,0.02,2.0,0.0,15,0.16087866914697246
53977,100,0.64,0.0,0.02,2.0,2.0,3,0.38463843752499316
6521,30,1.28,0.2,0.2,0.0,2.0,11,0.4647309686425775
32017,70,0.32,2.0,0.02,2.0,0.02,15,0.3474087583953648
62830,110,1.28,0.0,0.0,2.0,2.0,13,0.39804002777526265
3016,30,0.32,0.2,0.2,2.0,0.2,15,0.36477981227724243
45482,90,0.32,0.02,0.2,0.0,0.02,9,0.14656057166059305
11627,40,0.64,0.02,2.0,2.0,0.02,3,0.38393701685515036
15616,50,0.16,0.2,2.0,0.02,0.2,15,0.3075748035080423
53475,100,0.32,2.0,0.02,0.02,2.0,7,0.30931774929873807
54561,100,0.64,0.02,2.0,0.0,0.2,9,0.2951155070767382
56105,100,1.28,0.02,0.0,2.0,2.0,3,0.4008196039699453
53253,100,0.32,0.2,2.0,0.02,2.0,11,0.42553634344304564
15091,50,0.16,0.02,0.2,0.2,2.0,15,0.3810591830022543
40521,80,0.64,0.2,0.02,2.0,0.0,13,0.19000358595338224
1944,30,0.32,0.0,0.02,0.02,0.02,13,0.1657491253485697
50378,100,0.16,0.0,0.02,2.0,0.0,15,0.18456757693669015
4023,30,0.64,0.0,2.0,2.0,0.2,13,0.3810817965920972
56011,100,1.28,0.02,0.0,0.0,0.02,11,0.17784981222303758
2679,30,0.32,0.02,2.0,2.0,0.2,13,0.45741364891624803
36710,80,0.16,0.02,2.0,2.0,0.0,7,0.15820290625929845
1008,30,0.16,0.2,0.02,0.0,0.0,3,0.14478161521387667
2517,30,0.32,0.02,0.2,0.02,2.0,11,0.3411750371471363
67815,120,0.32,2.0,0.02,0.02,2.0,15,0.31439539763883656
39606,80,0.64,0.0,0.02,0.2,0.2,3,0.32041229395846926
14856,50,0.16,0.02,0.0,0.2,0.2,7,0.3839471355105234
25087,60,0.32,2.0,2.0,2.0,2.0,15,0.3654387987885285
17378,50,0.32,0.2,2.0,0.0,0.2,11,0.277248919725935
13815,40,1.28,0.2,2.0,0.02,0.02,11,0.4145008678835205
25901,60,0.64,0.02,2.0,0.02,0.0,5,0.2458064228558295
768,30,0.16,0.02,0.2,2.0,0.02,13,0.22014467484138522
13204,40,1.28,0.02,0.02,2.0,0.2,7,0.3869734594972149
10540,40,0.32,2.0,0.2,0.0,0.02,13,0.20763560178249874
42061,80,1.28,0.02,2.0,0.2,0.0,13,0.20350100727436735
6650,30,1.28,0.2,2.0,0.02,0.2,3,0.41926084872074587
11980,40,0.64,0.2,0.2,2.0,2.0,9,0.4196385129627172
47696,90,0.64,0.2,0.02,2.0,0.02,13,0.2667636488872802
43851,90,0.16,0.02,2.0,0.2,0.0,9,0.24794473619375568
19796,50,1.28,0.0,0.0,2.0,0.0,3,0.16321681716243353
28974,70,0.16,0.0,0.2,0.2,2.0,5,0.37198577824103124
35361,70,1.28,0.2,2.0,0.2,2.0,11,0.4117516068032333
32532,70,0.64,0.0,0.2,0.02,2.0,9,0.37748688302513556
70104,120,1.28,0.0,0.02,2.0,0.2,15,0.40520690498737205
64734,120,0.16,0.0,0.02,2.0,2.0,13,0.39882395950143074
20126,50,1.28,0.0,2.0,0.2,2.0,5,0.4094228859170584
42827,80,1.28,2.0,0.2,0.02,0.2,5,0.3660472574594965
49670,90,1.28,0.2,2.0,0.02,2.0,13,0.4096281543527467
24334,60,0.32,0.2,0.02,0.02,0.0,7,0.1588734200937385
3767,30,0.64,0.0,0.02,0.2,0.2,5,0.3429889928370584
43595,90,0.16,0.02,0.02,0.0,2.0,15,0.2196124683018091
48137,90,0.64,2.0,0.02,2.0,0.0,13,0.3969988012697343
5526,30,1.28,0.0,0.02,0.02,0.02,9,0.28774759075417766
28126,60,1.28,0.2,2.0,0.0,0.2,3,0.3523178566523678
37495,80,0.16,2.0,0.2,2.0,0.0,9,0.33413967879031686
7087,30,1.28,2.0,2.0,0.02,0.0,9,0.3728164587462876
21627,60,0.16,0.0,0.02,0.0,0.02,11,0.16919813876954357
64674,120,0.16,0.0,0.02,0.02,2.0,5,0.4428178460891006
2073,30,0.32,0.0,0.2,0.2,0.0,5,0.16038490160637964
67719,120,0.32,2.0,0.0,0.2,0.2,5,0.26403020596995774
5115,30,0.64,2.0,0.02,0.2,0.2,13,0.43122991419809154
49982,90,1.28,2.0,0.2,0.02,0.0,7,0.36026611599299246
1822,30,0.32,0.0,0.0,0.02,0.0,7,0.22176092206691128
37987,80,0.32,0.0,2.0,0.0,0.2,13,0.3297446856320221
40287,80,0.64,0.02,2.0,0.2,2.0,7,0.4237084222090243
45454,90,0.32,0.02,0.02,2.0,0.02,9,0.23965037856932597
43016,90,0.16,0.0,0.0,0.0,0.02,5,0.12486783290099054
56398,100,1.28,0.02,2.0,0.2,0.0,15,0.21092870563739763
35829,70,1.28,2.0,2.0,2.0,0.2,9,0.43248231257710723
61468,110,0.64,0.02,0.0,2.0,0.02,5,0.35234790653912496
28115,60,1.28,0.2,2.0,0.0,0.0,9,0.23358125031523957
49325,90,1.28,0.2,0.0,0.02,0.2,9,0.3704255468474506
18352,50,0.64,0.0,2.0,2.0,0.02,13,0.3673562328246013
17989,50,0.64,0.0,0.0,0.2,0.02,15,0.2627463822051964
69106,120,0.64,0.2,0.02,0.0,0.0,7,0.1456216672427375
38133,80,0.32,0.02,0.0,0.02,2.0,11,0.30064038801986226
37414,80,0.16,2.0,0.2,0.0,0.0,15,0.12284997715872148
69053,120,0.64,0.2,0.0,0.2,0.0,13,0.193687901456702
60702,110,0.32,2.0,0.02,2.0,2.0,13,0.34939540555626064
23814,60,0.32,0.02,0.0,0.2,0.2,3,0.3667415139966379
36138,80,0.16,0.0,0.2,0.2,0.2,11,0.4733668425726389
22693,60,0.16,0.2,0.2,0.2,0.02,15,0.2434273357393706
23040,60,0.16,2.0,0.02,0.2,2.0,9,0.40789164411902473
22534,60,0.16,0.2,0.02,0.0,2.0,5,0.22594948219008115
30611,70,0.32,0.0,0.02,0.02,0.02,3,0.2201174821691157
22819,60,0.16,0.2,2.0,0.2,2.0,15,0.41076179528741685
20720,50,1.28,0.2,0.02,0.0,0.0,3,0.13437319581076757
53552,100,0.32,2.0,0.2,0.0,0.2,7,0.23241923556478492
44237,90,0.16,0.2,0.2,2.0,2.0,11,0.35485958961254344
60678,110,0.32,2.0,0.02,2.0,0.0,7,0.2904463551155187
26738,60,0.64,2.0,0.2,0.2,2.0,13,0.36715947864622406
30158,70,0.16,2.0,0.02,0.02,0.0,7,0.18270099016546057
247,30,0.16,0.0,0.2,0.0,2.0,7,0.2309047239813696
24900,60,0.32,2.0,0.2,0.02,0.02,5,0.2211742211466069
65649,120,0.16,0.2,0.2,0.0,0.2,9,0.1417069188441037
56211,100,1.28,0.02,0.02,2.0,0.2,5,0.38315311168379496
24346,60,0.32,0.2,0.02,0.02,0.2,3,0.35000805913455896
11512,40,0.64,0.02,0.2,2.0,0.0,11,0.13780991751892863
34147,70,1.28,0.0,0.0,2.0,0.2,5,0.3872102163270842
24402,60,0.32,0.2,0.02,2.0,0.2,3,0.28070407680885556
48824,90,1.28,0.0,2.0,2.0,0.2,15,0.3813798174096405
46996,90,0.64,0.0,2.0,0.2,0.02,13,0.2783758911009108
3087,30,0.32,0.2,2.0,0.2,0.02,3,0.2289866395973159
55554,100,1.28,0.0,0.0,0.0,0.0,7,0.07862012900909437
69973,120,1.28,0.0,0.0,2.0,0.0,5,0.11653751870616894
39771,80,0.64,0.0,2.0,0.0,0.02,11,0.17294370644381266
6093,30,1.28,0.02,0.2,0.02,0.2,9,0.43632177135484707
10457,40,0.32,2.0,0.02,0.02,0.02,15,0.20962097067892838
33670,70,0.64,2.0,0.0,0.2,0.2,3,0.32879314906033336
33567,70,0.64,0.2,2.0,0.2,2.0,7,0.41056041385575665
6734,30,1.28,2.0,0.0,0.0,0.2,3,0.363297783995978
49462,90,1.28,0.2,0.02,0.2,0.2,3,0.42306246520813023
14679,50,0.16,0.0,2.0,0.0,0.02,3,0.21400839015750434
67641,120,0.32,0.2,2.0,2.0,2.0,3,0.3673009735913841
49586,90,1.28,0.2,0.2,0.2,2.0,13,0.4178254368099684
10029,40,0.32,0.2,0.02,0.2,0.0,13,0.16403423315923604
5979,30,1.28,0.02,0.02,0.02,0.2,5,0.37492887729371344
45875,90,0.32,0.2,0.02,0.2,0.02,11,0.28196478593593677
18731,50,0.64,0.02,2.0,0.0,2.0,15,0.42148834896251935
23961,60,0.32,0.02,0.02,2.0,2.0,3,0.36059115147033
21757,60,0.16,0.0,0.2,0.02,0.0,5,0.2043767412569788
20696,50,1.28,0.2,0.0,2.0,0.0,11,0.19854815078295254
7025,30,1.28,2.0,0.2,0.2,2.0,11,0.4135995285583947
8758,40,0.16,2.0,0.2,0.0,2.0,5,0.3056059815470052
8657,40,0.16,2.0,0.02,0.02,0.0,13,0.19781566323882768
39693,80,0.64,0.0,0.2,0.02,0.2,9,0.4129160889316005
54050,100,0.64,0.0,0.2,0.2,0.02,9,0.4309066592661517
31693,70,0.32,0.2,0.2,2.0,2.0,11,0.358960802240608
65709,120,0.16,0.2,0.2,0.2,2.0,3,0.4097523252946409
65021,120,0.16,0.02,0.0,0.2,0.0,13,0.17383438926399136
35182,70,1.28,0.2,0.2,0.0,0.2,3,0.25189874512861704
36459,80,0.16,0.02,0.02,0.2,0.0,9,0.19278597305600476
669,30,0.16,0.02,0.02,2.0,2.0,11,0.3703911108249339
1909,30,0.32,0.0,0.02,0.0,0.0,13,0.14942532334292968
64451,110,1.28,2.0,2.0,0.02,2.0,7,0.41128692855521365
40985,80,0.64,2.0,0.02,2.0,2.0,3,0.3915711253325018
10689,40,0.32,2.0,2.0,0.02,2.0,3,0.33360394026662304
37381,80,0.16,2.0,0.02,2.0,0.0,5,0.24753949879742765
462,30,0.16,0.02,0.0,0.0,0.2,3,0.1700332844696832
70283,120,1.28,0.0,2.0,0.2,0.0,9,0.16654791049848067
52091,100,0.32,0.0,0.02,0.0,0.02,11,0.1310042431930361
17543,50,0.32,2.0,0.0,0.2,0.2,5,0.4421113328038967
35558,70,1.28,2.0,0.02,0.02,2.0,13,0.42297227639059737
29855,70,0.16,0.2,0.2,0.2,0.02,3,0.20391764875054078
33775,70,0.64,2.0,0.02,0.2,0.02,3,0.41163803659764564
15889,50,0.16,2.0,0.02,2.0,0.02,15,0.4543272710928842
39864,80,0.64,0.0,2.0,2.0,0.2,15,0.32927092234109695
22925,60,0.16,2.0,0.0,0.2,2.0,3,0.3843537756532018
69296,120,0.64,0.2,0.2,0.2,2.0,9,0.40637801840051296
5953,30,1.28,0.02,0.02,0.0,0.2,9,0.3444461800198899
58221,110,0.16,0.02,2.0,2.0,0.02,7,0.23916760123793876
37271,80,0.16,2.0,0.0,2.0,0.0,9,0.4754622322011757
63283,110,1.28,0.02,0.02,0.0,0.0,9,0.15326846087256282
16207,50,0.32,0.0,0.0,0.2,2.0,7,0.35828639431926845
71607,120,1.28,2.0,2.0,0.02,0.02,11,0.34761363140512813
59358,110,0.32,0.0,0.02,2.0,2.0,13,0.34943384835196256
8398,40,0.16,0.2,0.2,2.0,2.0,13,0.35852968665393486
3945,30,0.64,0.0,2.0,0.0,2.0,11,0.34525072775738186
43615,90,0.16,0.02,0.02,0.02,0.2,13,0.23853707826555254
33291,70,0.64,0.2,0.02,0.0,2.0,15,0.262591806689262
22034,60,0.16,0.02,0.0,0.2,2.0,13,0.3417041799362992
46120,90,0.32,0.2,2.0,2.0,0.0,11,0.16292065809402478
63865,110,1.28,0.2,0.2,0.0,2.0,11,0.4306382981625099
14133,40,1.28,2.0,0.2,0.0,2.0,3,0.41555419606687566
29636,70,0.16,0.2,0.0,0.2,0.02,13,0.19039638184479546
69783,120,0.64,2.0,2.0,0.0,0.02,3,0.27436520853119417
17317,50,0.32,0.2,0.2,0.2,0.02,15,0.26956535484934485
34698,70,1.28,0.02,0.02,2.0,0.0,15,0.17904634570307273
66016,120,0.16,2.0,0.02,0.02,0.2,15,0.38022756817482284
20726,50,1.28,0.2,0.02,0.0,0.0,15,0.22994984362802934
7533,40,0.16,0.0,2.0,0.02,0.0,5,0.1934734168289733
62904,110,1.28,0.0,0.02,0.2,0.2,7,0.40279233344015564
39756,80,0.64,0.0,0.2,2.0,2.0,9,0.4014118450313847
20104,50,1.28,0.0,2.0,0.2,0.0,3,0.18578943034996775
14568,50,0.16,0.0,0.2,0.0,0.02,5,0.20631794542435164
12728,40,1.28,0.0,0.02,0.2,0.2,7,0.4053399185946659
19020,50,0.64,0.2,0.02,2.0,0.02,5,0.2772326006954875
52886,100,0.32,0.2,0.0,0.0,2.0,5,0.2654270851226031
50169,90,1.28,2.0,2.0,2.0,2.0,3,0.40120081718915457
46564,90,0.32,2.0,2.0,2.0,0.0,3,0.36955927547958733
24064,60,0.32,0.02,0.2,2.0,0.02,13,0.3356408588915592
2899,30,0.32,0.2,0.02,2.0,0.2,5,0.3542432287548561
47257,90,0.64,0.02,0.02,2.0,2.0,3,0.37351184349078936
41779,80,1.28,0.02,0.02,0.0,0.0,9,0.23386709290822427
50290,100,0.16,0.0,0.02,0.0,0.0,7,0.13910260509417693
68202,120,0.64,0.0,0.0,2.0,2.0,5,0.3921348842060932
30395,70,0.16,2.0,2.0,0.02,0.2,5,0.39668244354295634
57979,110,0.16,0.02,0.02,0.2,0.2,13,0.3430064529690168
42049,80,1.28,0.02,2.0,0.02,2.0,3,0.4092122717326718
5395,30,1.28,0.0,0.0,0.0,0.2,13,0.19849644881061862
70553,120,1.28,0.02,0.02,2.0,2.0,3,0.3970414501720624
44265,90,0.16,0.2,2.0,0.0,2.0,11,0.3608819238414499
32054,70,0.32,2.0,0.2,0.0,2.0,5,0.40224107589395586
26545,60,0.64,2.0,0.02,0.0,0.0,5,0.17455336930844048
7566,40,0.16,0.0,2.0,0.2,0.0,15,0.13993100743578063
7727,40,0.16,0.02,0.0,2.0,2.0,15,0.3672949279355519
50787,100,0.16,0.02,0.02,0.02,2.0,7,0.36738103589672005
42453,80,1.28,0.2,2.0,0.0,0.0,13,0.17708030032310423
11241,40,0.64,0.02,0.0,0.02,0.02,15,0.20137493784580485
19202,50,0.64,0.2,2.0,0.02,2.0,5,0.3641089336851849
49729,90,1.28,2.0,0.0,0.0,0.0,5,0.20391451409492384
12118,40,0.64,2.0,0.0,0.0,2.0,5,0.24002264334425286
61095,110,0.64,0.0,0.02,0.02,2.0,15,0.40590437204265656
4561,30,0.64,0.2,0.0,0.2,2.0,11,0.41271809997127423
68385,120,0.64,0.0,0.2,0.2,0.02,7,0.3795660198774721
209,30,0.16,0.0,0.02,2.0,0.02,15,0.14825111492314239
49506,90,1.28,0.2,0.2,0.0,0.0,7,0.17379597047014278
56799,100,1.28,0.2,2.0,0.0,0.2,5,0.3379955937065873
14054,40,1.28,2.0,0.02,0.02,2.0,13,0.40469211085731094
59113,110,0.16,2.0,2.0,2.0,0.0,13,0.32795358841585526
52183,100,0.32,0.0,0.02,2.0,0.2,13,0.36930935799380066
22027,60,0.16,0.02,0.0,0.2,0.2,13,0.41137546545191866
11957,40,0.64,0.2,0.2,2.0,0.0,5,0.1556713304808522
9137,40,0.32,0.0,0.02,0.2,0.02,7,0.23065093125240888
67466,120,0.32,0.2,0.2,0.02,0.2,3,0.3050063206937429
53148,100,0.32,0.2,0.2,0.2,0.0,11,0.14360785847394505
1052,30,0.16,0.2,0.02,0.02,0.2,7,0.21111928999783403
27637,60,1.28,0.02,0.2,2.0,0.0,5,0.22040578596918933
56732,100,1.28,0.2,0.2,0.2,0.0,11,0.2480176298220461
57099,100,1.28,2.0,0.02,2.0,0.02,3,0.3791482295174314
60516,110,0.32,2.0,0.0,0.02,0.02,5,0.2766985523146652
64976,120,0.16,0.02,0.0,0.0,0.2,7,0.12665975941988988
8257,40,0.16,0.2,0.02,0.2,2.0,11,0.46183788277897836
62833,110,1.28,0.0,0.02,0.0,0.0,5,0.1675734246424847
71539,120,1.28,2.0,0.2,0.2,2.0,15,0.41690984217293037
11096,40,0.64,0.0,2.0,0.0,0.02,5,0.18393744539499698
57163,100,1.28,2.0,0.2,0.02,0.2,5,0.42955361114186585
62977,110,1.28,0.0,0.2,0.02,0.0,13,0.17838722397147194
44729,90,0.16,2.0,2.0,0.02,0.02,15,0.23010135222198708
38168,80,0.32,0.02,0.0,2.0,0.0,11,0.17823126875954007
64811,120,0.16,0.0,0.2,0.2,0.2,13,0.3660961350335064
60171,110,0.32,0.2,0.02,0.0,2.0,15,0.29243729925907025
5844,30,1.28,0.02,0.0,0.0,0.2,15,0.20879979289988862
21605,60,0.16,0.0,0.0,2.0,0.2,9,0.4575438324506733
12176,40,0.64,2.0,0.0,0.2,2.0,9,0.36644534680581553
13718,40,1.28,0.2,0.2,0.02,2.0,13,0.41357900139312487
21572,60,0.16,0.0,0.0,0.2,0.02,13,0.23690638997680274
22092,60,0.16,0.02,0.02,0.02,0.0,3,0.17121358882688847
8928,40,0.16,2.0,2.0,0.2,2.0,9,0.3775826701513235
13740,40,1.28,0.2,0.2,0.2,0.2,15,0.4506718943100214
55887,100,1.28,0.0,0.2,2.0,2.0,15,0.40314911344318116
50479,100,0.16,0.0,0.2,0.2,2.0,7,0.34645221432029816
57444,110,0.16,0.0,0.0,2.0,0.2,7,0.3800465962327202
58223,110,0.16,0.02,2.0,2.0,0.02,11,0.21031918313810669
28296,60,1.28,2.0,0.0,0.2,0.2,7,0.4041486295010034
43849,90,0.16,0.02,2.0,0.2,0.0,5,0.1785905167235098
64890,120,0.16,0.0,2.0,0.02,0.2,3,0.3881043043800984
16551,50,0.32,0.0,2.0,2.0,0.0,9,0.16797042353576253
