,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
7240,40,0.16,0.0,0.0,0.2,0.2,7,0.3122070136417854
17366,50,0.32,0.2,2.0,0.0,0.0,15,0.10792247640791264
17051,50,0.32,0.2,0.0,0.0,2.0,15,0.26354180582953185
48123,90,0.64,2.0,0.02,0.2,0.2,13,0.3095645943925223
48154,90,0.64,2.0,0.02,2.0,2.0,5,0.3081080873989836
9328,40,0.32,0.0,2.0,0.02,0.0,11,0.19897874541922025
37011,80,0.16,0.2,0.2,0.02,2.0,7,0.34904056920445675
7770,40,0.16,0.02,0.02,0.02,0.2,3,0.2466086758126464
2211,30,0.32,0.0,2.0,0.2,2.0,15,0.2972714431938128
13246,40,1.28,0.02,0.2,0.02,0.0,7,0.19586261858409051
65951,120,0.16,2.0,0.0,2.0,0.02,11,0.3503299426505046
55054,100,0.64,0.2,2.0,0.2,0.0,15,0.21637866638725126
48242,90,0.64,2.0,0.2,0.2,2.0,13,0.3024428376432532
40889,80,0.64,2.0,0.02,0.0,0.02,7,0.18006483817333852
39605,80,0.64,0.0,0.02,0.2,0.02,15,0.2695472877415121
22640,60,0.16,0.2,0.2,0.0,0.2,7,0.16389686939250156
54481,100,0.64,0.02,0.2,0.02,2.0,3,0.30967815189858044
62010,110,0.64,0.2,0.02,0.2,0.2,11,0.29131016980388447
62374,110,0.64,2.0,0.0,2.0,0.2,11,0.30478738367472563
58203,110,0.16,0.02,2.0,0.2,0.2,13,0.33491804301673994
25952,60,0.64,0.02,2.0,0.2,2.0,9,0.29961017668837586
12081,40,0.64,0.2,2.0,2.0,0.02,15,0.28963630806371715
40044,80,0.64,0.02,0.02,0.2,0.0,11,0.17986819269879356
31924,70,0.32,2.0,0.02,0.0,0.0,11,0.13108506025243896
9102,40,0.32,0.0,0.02,0.02,0.0,7,0.1707095069480785
41801,80,1.28,0.02,0.02,0.0,2.0,11,0.33418108777645894
64923,120,0.16,0.0,2.0,0.2,0.2,13,0.304086506994519
70760,120,1.28,0.02,2.0,2.0,0.0,11,0.15998628343436536
54863,100,0.64,0.2,0.02,2.0,0.02,11,0.3602276784363084
24095,60,0.32,0.02,2.0,0.0,0.2,5,0.3081132977628809
53325,100,0.32,2.0,0.0,0.0,0.02,15,0.15723424101232464
3938,30,0.64,0.0,2.0,0.0,0.2,11,0.2644767057294431
42976,80,1.28,2.0,2.0,0.2,2.0,9,0.3079863734606296
34423,70,1.28,0.0,2.0,0.02,0.02,11,0.3440861806503805
7932,40,0.16,0.02,0.2,2.0,0.02,5,0.18467133398500024
4381,30,0.64,0.02,2.0,0.0,0.02,15,0.17775290994830892
57955,110,0.16,0.02,0.02,0.02,2.0,7,0.3458487066726851
63369,110,1.28,0.02,0.02,2.0,0.0,13,0.2014099893371885
32795,70,0.64,0.02,0.0,2.0,0.02,3,0.3224224772814042
1358,30,0.16,2.0,0.0,0.0,0.2,3,0.1968291914976869
71498,120,1.28,2.0,0.2,0.02,0.2,3,0.3200706682915837
14668,50,0.16,0.0,0.2,2.0,2.0,9,0.32930581674144765
25921,60,0.64,0.02,2.0,0.02,2.0,3,0.30502431821825665
15354,50,0.16,0.2,0.02,0.0,0.02,9,0.13213747410080562
52861,100,0.32,0.02,2.0,2.0,2.0,11,0.29902802070101603
42725,80,1.28,2.0,0.02,0.02,2.0,11,0.3182920366059871
48038,90,0.64,2.0,0.0,2.0,0.2,11,0.2965587288725139
57413,110,0.16,0.0,0.0,0.2,0.02,15,0.17736489038069486
45689,90,0.32,0.02,2.0,2.0,2.0,3,0.3048237494622741
65602,120,0.16,0.2,0.02,0.2,2.0,13,0.3253945773487712
59165,110,0.32,0.0,0.0,0.02,0.0,5,0.22535503820151473
63856,110,1.28,0.2,0.2,0.0,0.2,7,0.30768970761829884
14219,40,1.28,2.0,0.2,2.0,2.0,7,0.3024140292929676
21300,50,1.28,2.0,0.2,0.0,0.2,15,0.3199609488279003
8019,40,0.16,0.02,2.0,0.2,0.02,11,0.18955818279373432
3481,30,0.32,2.0,2.0,0.0,0.02,7,0.20078726023507507
47553,90,0.64,0.2,0.0,0.2,0.02,7,0.23372104557960888
67341,120,0.32,0.2,0.02,0.02,0.0,5,0.14732727730610093
4329,30,0.64,0.02,0.2,0.2,0.2,9,0.29766223899083627
35773,70,1.28,2.0,2.0,0.02,0.2,9,0.31727531313567536
45997,90,0.32,0.2,0.2,0.2,2.0,3,0.30330247840016894
21429,50,1.28,2.0,2.0,0.02,0.02,7,0.3238870180219567
32088,70,0.32,2.0,0.2,0.2,0.0,3,0.33067287410387425
15952,50,0.16,2.0,0.2,0.02,0.2,15,0.28213644029278584
11784,40,0.64,0.2,0.02,0.0,2.0,9,0.3294336823710573
49055,90,1.28,0.02,0.02,2.0,2.0,15,0.3053081247104956
51647,100,0.16,2.0,0.02,0.0,0.2,5,0.1884225977768083
14982,50,0.16,0.02,0.02,2.0,0.0,7,0.10666215297494128
28490,60,1.28,2.0,0.2,0.02,0.2,3,0.3337236554202273
33168,70,0.64,0.2,0.0,0.0,0.2,7,0.21182997912806625
42391,80,1.28,0.2,0.2,0.02,2.0,15,0.31789197451157536
67166,120,0.32,0.02,2.0,0.2,2.0,5,0.2939817440430732
