,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
55514,100,0.64,2.0,2.0,0.2,0.2,11,0.29214188466022467
12222,40,0.64,2.0,0.02,0.0,0.2,3,0.2690972808482097
14427,50,0.16,0.0,0.0,2.0,0.02,3,0.24393748291197942
43572,90,0.16,0.02,0.02,0.0,0.0,11,0.15902787292854798
57186,100,1.28,2.0,0.2,0.2,0.02,9,0.3378017488046531
20993,50,1.28,0.2,2.0,0.02,2.0,3,0.3061157698729034
65021,120,0.16,0.02,0.0,0.2,0.0,13,0.1963295450608481
55611,100,1.28,0.0,0.0,0.2,0.0,9,0.19745322551184846
49168,90,1.28,0.02,2.0,0.0,0.0,3,0.20820093907029835
60815,110,0.32,2.0,0.2,2.0,2.0,15,0.2838319749028396
47705,90,0.64,0.2,0.02,2.0,2.0,3,0.2965329654075006
52194,100,0.32,0.0,0.2,0.0,0.0,7,0.2013006946556342
31217,70,0.32,0.02,0.2,0.2,2.0,11,0.2768634420589513
25995,60,0.64,0.2,0.0,0.0,0.02,11,0.19145348762799505
59413,110,0.32,0.0,0.2,0.02,2.0,11,0.2821163896608767
39929,80,0.64,0.02,0.0,0.2,0.0,5,0.1748930741722986
66184,120,0.16,2.0,0.2,2.0,0.2,15,0.31693756154392355
47626,90,0.64,0.2,0.02,0.0,2.0,13,0.30387979225649997
34315,70,1.28,0.0,0.2,0.02,0.2,5,0.3509405240019394
32795,70,0.64,0.02,0.0,2.0,0.02,3,0.3531643584649418
34652,70,1.28,0.02,0.02,0.02,0.2,7,0.3555518854866551
53611,100,0.32,2.0,0.2,0.2,0.2,13,0.28771869598972394
56323,100,1.28,0.02,0.2,2.0,0.2,5,0.31341203353974156
15438,50,0.16,0.2,0.02,2.0,0.02,9,0.2558609250851394
33241,70,0.64,0.2,0.0,2.0,0.0,13,0.16788269413535803
40039,80,0.64,0.02,0.02,0.02,2.0,15,0.32638135827495235
28746,70,0.16,0.0,0.0,0.2,0.2,11,0.277088445479508
21659,60,0.16,0.0,0.02,0.02,0.2,5,0.2719910620037132
14977,50,0.16,0.02,0.02,0.2,2.0,11,0.269483594074857
58432,110,0.16,0.2,0.02,0.2,2.0,9,0.2979803392174969
36100,80,0.16,0.0,0.2,0.02,0.02,5,0.2033998874486935
14093,40,1.28,2.0,0.02,2.0,0.02,7,0.3449490580468015
64450,110,1.28,2.0,2.0,0.02,2.0,5,0.30437768881245897
32631,70,0.64,0.0,2.0,0.02,0.02,11,0.2185726932000095
56296,100,1.28,0.02,0.2,0.2,0.2,7,0.308362157833442
56553,100,1.28,0.2,0.0,2.0,2.0,3,0.2965422374675082
11927,40,0.64,0.2,0.2,0.02,2.0,15,0.35165697217169994
11510,40,0.64,0.02,0.2,2.0,0.0,7,0.1740770880513649
58479,110,0.16,0.2,0.2,0.0,0.2,5,0.16838867026056217
61561,110,0.64,0.02,0.02,0.2,0.2,9,0.35421652387177066
38920,80,0.32,0.2,2.0,0.2,0.0,3,0.15586008108720056
44820,90,0.32,0.0,0.0,0.0,0.2,15,0.17168976494298968
52470,100,0.32,0.02,0.0,0.02,2.0,13,0.24691267678929207
32034,70,0.32,2.0,0.2,0.0,0.0,7,0.14491835579760318
26059,60,0.64,0.2,0.0,0.2,0.2,13,0.29685404186098757
12924,40,1.28,0.0,2.0,0.02,0.2,7,0.36815709470922786
14871,50,0.16,0.02,0.0,2.0,0.0,9,0.141376756375023
52788,100,0.32,0.02,2.0,0.02,0.02,5,0.23937812172193002
32251,70,0.32,2.0,2.0,2.0,2.0,7,0.27913857412843146
20047,50,1.28,0.0,0.2,2.0,2.0,15,0.30050684562429425
58578,110,0.16,0.2,2.0,0.0,0.0,7,0.1584624321130211
47770,90,0.64,0.2,0.2,0.2,0.0,7,0.18525939634073307
6860,30,1.28,2.0,0.02,0.02,0.0,3,0.31227311046971534
3770,30,0.64,0.0,0.02,0.2,0.2,11,0.3119459100390646
57316,100,1.28,2.0,2.0,2.0,0.0,3,0.3220636502317009
35000,70,1.28,0.2,0.0,0.2,0.0,3,0.24503732930675828
45632,90,0.32,0.02,2.0,0.02,0.2,15,0.278509157495618
5721,30,1.28,0.0,2.0,0.0,0.02,7,0.23569634083812502
13018,40,1.28,0.02,0.0,0.0,2.0,13,0.33102357375505453
68077,120,0.32,2.0,2.0,2.0,0.02,7,0.3189213709922567
57583,110,0.16,0.0,0.2,0.0,0.2,5,0.18805514434715442
63993,110,1.28,0.2,2.0,0.02,0.02,15,0.33348756353524145
34678,70,1.28,0.02,0.02,0.2,0.2,3,0.33422717218379633
49135,90,1.28,0.02,0.2,0.2,2.0,7,0.30085005213603994
68355,120,0.64,0.0,0.2,0.02,0.02,3,0.2777549113067664
69303,120,0.64,0.2,0.2,2.0,0.0,9,0.21709525912965685
1714,30,0.16,2.0,2.0,0.02,0.0,15,0.29984396492542487
21131,50,1.28,2.0,0.0,0.2,0.2,13,0.3140212910773741
9111,40,0.32,0.0,0.02,0.02,0.02,11,0.1646029119913268
40687,80,0.64,0.2,2.0,0.02,0.0,9,0.17475328546284508
40921,80,0.64,2.0,0.02,0.02,0.02,15,0.29184210177821723
66110,120,0.16,2.0,0.2,0.02,0.0,7,0.26211292594892144
70503,120,1.28,0.02,0.02,0.02,2.0,15,0.30137786958569407
28576,60,1.28,2.0,2.0,0.0,0.2,7,0.3445938625032888
69186,120,0.64,0.2,0.02,0.2,2.0,13,0.30168374543150367
9345,40,0.32,0.0,2.0,0.02,2.0,3,0.3198337563078166
4608,30,0.64,0.2,0.02,0.0,0.2,7,0.21742389158393952
5468,30,1.28,0.0,0.0,2.0,0.02,5,0.37291318039335053
3704,30,0.64,0.0,0.02,0.0,0.02,5,0.2110506067694451
59633,110,0.32,0.02,0.0,0.02,2.0,3,0.3550832374721406
54804,100,0.64,0.2,0.02,0.02,0.02,5,0.23601331166068587
15236,50,0.16,0.2,0.0,0.0,0.0,11,0.17622690891578432
62098,110,0.64,0.2,0.2,0.02,2.0,5,0.3652214912943195
69039,120,0.64,0.2,0.0,0.02,0.2,13,0.2943947485347636
7467,40,0.16,0.0,0.2,0.2,0.2,13,0.3052314309511448
24858,60,0.32,2.0,0.02,2.0,2.0,5,0.28696154246803757
39781,80,0.64,0.0,2.0,0.0,2.0,3,0.3098947515379655
8833,40,0.16,2.0,0.2,2.0,0.02,15,0.291906882011217
65012,120,0.16,0.02,0.0,0.02,2.0,9,0.3009416570885539
46737,90,0.64,0.0,0.02,0.02,0.0,13,0.19706832606828234
30892,70,0.32,0.0,2.0,2.0,0.02,5,0.24932647919902123
16535,50,0.32,0.0,2.0,0.2,0.2,5,0.283243469612405
49131,90,1.28,0.02,0.2,0.2,0.2,13,0.3449446527937421
8648,40,0.16,2.0,0.02,0.0,2.0,9,0.24952463457443125
51457,100,0.16,0.2,2.0,0.02,2.0,3,0.351032430064456
11382,40,0.64,0.02,0.02,0.2,0.2,3,0.32348174292048554
28569,60,1.28,2.0,2.0,0.0,0.02,7,0.3395944585868434
29717,70,0.16,0.2,0.02,0.02,0.02,7,0.18205375670425428
46181,90,0.32,2.0,0.0,0.02,0.02,7,0.28818247339981967
23043,60,0.16,2.0,0.02,0.2,2.0,15,0.2849388158200061
2607,30,0.32,0.02,2.0,0.02,0.0,9,0.39146961962117865
47947,90,0.64,2.0,0.0,0.0,0.02,11,0.19732661006560906
33923,70,0.64,2.0,0.2,2.0,0.2,5,0.25409689993789103
23130,60,0.16,2.0,0.2,0.2,0.0,7,0.30353932832480995
35738,70,1.28,2.0,2.0,0.0,0.02,9,0.33355003703509195
59145,110,0.32,0.0,0.0,0.0,0.02,7,0.1854758045863124
41411,80,1.28,0.0,0.02,0.2,2.0,15,0.30292188893520927
48115,90,0.64,2.0,0.02,0.2,0.02,11,0.26152329041742767
19638,50,0.64,2.0,2.0,0.02,0.02,9,0.2635807888742035
56107,100,1.28,0.02,0.0,2.0,2.0,7,0.29817407404941976
43138,90,0.16,0.0,0.02,0.0,0.2,11,0.13420598899254904
60173,110,0.32,0.2,0.02,0.02,0.0,5,0.11609317181789833
48314,90,0.64,2.0,2.0,0.02,0.2,3,0.27531646034173807
30077,70,0.16,2.0,0.0,0.2,0.0,13,0.26162793470826495
39746,80,0.64,0.0,0.2,2.0,0.2,3,0.35762608937754864
11356,40,0.64,0.02,0.02,0.02,0.2,7,0.27731392353642415
29184,70,0.16,0.02,0.0,0.2,0.02,5,0.22107623322797842
36260,80,0.16,0.0,2.0,2.0,0.0,3,0.17389437118257717
19253,50,0.64,0.2,2.0,2.0,0.2,9,0.3245247547207408
10273,40,0.32,0.2,2.0,0.2,2.0,11,0.3321387704239895
68328,120,0.64,0.0,0.2,0.0,0.02,5,0.18506963645853747
53346,100,0.32,2.0,0.0,0.02,0.0,15,0.30799540730037006
47707,90,0.64,0.2,0.02,2.0,2.0,7,0.3105808738820757
70559,120,1.28,0.02,0.02,2.0,2.0,15,0.30001596968939104
63590,110,1.28,0.02,2.0,2.0,0.0,7,0.22818045443103532
65324,120,0.16,0.02,2.0,0.02,0.0,3,0.22337546056840418
68656,120,0.64,0.02,0.02,0.0,0.0,3,0.14894259225421594
8728,40,0.16,2.0,0.02,2.0,0.2,15,0.3381111898158047
59081,110,0.16,2.0,2.0,0.2,0.0,5,0.2837319472684015
17599,50,0.32,2.0,0.02,0.0,0.2,5,0.2264098084647072
12905,40,1.28,0.0,2.0,0.0,2.0,11,0.3076781356039109
8909,40,0.16,2.0,2.0,0.2,0.0,13,0.2738404355921856
36848,80,0.16,0.2,0.02,0.0,0.0,3,0.16605099849254645
49073,90,1.28,0.02,0.2,0.0,0.2,9,0.2999843468340482
26615,60,0.64,2.0,0.02,0.2,0.2,5,0.3511334376825928
56239,100,1.28,0.02,0.2,0.0,0.2,5,0.310562406573927
45094,90,0.32,0.0,0.2,0.2,0.2,3,0.2706237511201686
27368,60,1.28,0.02,0.0,0.02,0.02,13,0.2817583174787069
56048,100,1.28,0.02,0.0,0.02,0.2,15,0.3413844011182212
15525,50,0.16,0.2,0.2,0.2,0.02,15,0.22121686052335038
20803,50,1.28,0.2,0.02,0.2,2.0,15,0.3017848048771631
10177,40,0.32,0.2,0.2,2.0,0.02,15,0.30647155007750937
27020,60,1.28,0.0,0.02,0.02,0.0,3,0.2091149216763017
49344,90,1.28,0.2,0.0,0.2,0.02,5,0.29982458790704414
56714,100,1.28,0.2,0.2,0.02,0.2,3,0.3644533413185761
47036,90,0.64,0.0,2.0,2.0,2.0,9,0.3062508365309173
1431,30,0.16,2.0,0.0,2.0,0.0,9,0.22046221793046883
68659,120,0.64,0.02,0.02,0.0,0.0,9,0.19672434184407148
66826,120,0.32,0.02,0.0,0.2,0.2,11,0.37182274350681266
58181,110,0.16,0.02,2.0,0.02,2.0,11,0.2634812315956744
12270,40,0.64,2.0,0.02,0.2,0.0,15,0.34275599999874357
46038,90,0.32,0.2,2.0,0.0,0.0,15,0.16528136512154484
24211,60,0.32,0.2,0.0,0.0,0.2,13,0.22334598921459706
56455,100,1.28,0.2,0.0,0.0,0.02,3,0.2125443064641956
9249,40,0.32,0.0,0.2,0.2,0.02,7,0.26265843417533585
15998,50,0.16,2.0,0.2,2.0,0.02,9,0.3879729110604365
30594,70,0.32,0.0,0.02,0.0,0.2,11,0.19962884538651499
52025,100,0.32,0.0,0.0,0.2,0.0,5,0.17444320360798005
65977,120,0.16,2.0,0.02,0.0,0.02,7,0.17611859850511485
41590,80,1.28,0.0,2.0,0.02,0.02,9,0.3400195310619216
28473,60,1.28,2.0,0.2,0.0,2.0,11,0.35927548321935904
61851,110,0.64,0.2,0.0,0.0,2.0,15,0.2502980602080129
37423,80,0.16,2.0,0.2,0.0,0.2,5,0.19171701766081092
15888,50,0.16,2.0,0.02,2.0,0.02,13,0.36399546902073604
62677,110,0.64,2.0,2.0,0.2,0.02,15,0.25892597696085906
66768,120,0.32,0.02,0.0,0.0,0.2,7,0.18229247279774977
69887,120,0.64,2.0,2.0,2.0,2.0,15,0.30124184081263183
12017,40,0.64,0.2,2.0,0.02,0.0,13,0.17162564314059572
34699,70,1.28,0.02,0.02,2.0,0.02,3,0.37065514948795036
63032,110,1.28,0.0,0.2,2.0,0.0,11,0.20997616633581712
65755,120,0.16,0.2,2.0,0.0,0.02,11,0.1464632359167177
26394,60,0.64,0.2,2.0,0.2,0.2,11,0.3296847733313731
18609,50,0.64,0.02,0.2,0.0,0.2,9,0.20488888777939399
22999,60,0.16,2.0,0.02,0.02,0.02,11,0.38837207235649124
24174,60,0.32,0.02,2.0,2.0,0.02,9,0.32199593643145447
32047,70,0.32,2.0,0.2,0.0,0.2,5,0.25244636352323685
26688,60,0.64,2.0,0.2,0.02,0.0,11,0.2969072469036398
31224,70,0.32,0.02,0.2,2.0,0.0,11,0.14419872286195973
278,30,0.16,0.0,0.2,0.02,2.0,13,0.2684186604561707
68149,120,0.64,0.0,0.0,0.02,2.0,11,0.3223879950993597
65351,120,0.16,0.02,2.0,0.02,2.0,15,0.26733830519222207
3243,30,0.32,2.0,0.0,2.0,2.0,7,0.3129350188754795
38993,80,0.32,2.0,0.0,0.0,0.2,9,0.23890826026077544
47670,90,0.64,0.2,0.02,0.2,0.2,3,0.2647648486519969
59990,110,0.32,0.02,2.0,0.2,0.2,3,0.26226744415636055
17356,50,0.32,0.2,0.2,2.0,2.0,9,0.27556329373951527
7980,40,0.16,0.02,2.0,0.02,0.0,3,0.1510499261399137
45794,90,0.32,0.2,0.0,2.0,0.2,3,0.33945960298818945
39993,80,0.64,0.02,0.02,0.0,0.02,7,0.18069744437348756
33896,70,0.64,2.0,0.2,0.2,0.2,7,0.3206262229004053
1199,30,0.16,0.2,0.2,0.2,2.0,7,0.31631747831395346
68063,120,0.32,2.0,2.0,0.2,2.0,7,0.28240265488200805
31820,70,0.32,2.0,0.0,0.0,0.02,13,0.19902201963964877
43172,90,0.16,0.0,0.02,0.02,2.0,9,0.2988758131702744
41706,80,1.28,0.02,0.0,0.02,0.2,3,0.33765723658907043
69050,120,0.64,0.2,0.0,0.2,0.0,7,0.17709518767965274
37571,80,0.16,2.0,2.0,0.02,2.0,7,0.36465545497293034
65397,120,0.16,0.02,2.0,2.0,0.2,9,0.2545808441022217
58807,110,0.16,2.0,0.02,0.0,0.02,3,0.18750272489977612
46720,90,0.64,0.0,0.02,0.0,0.2,7,0.22039399281954108
2052,30,0.32,0.0,0.2,0.02,0.02,5,0.21780762689257915
62652,110,0.64,2.0,2.0,0.02,0.2,7,0.29849515276160987
46484,90,0.32,2.0,2.0,0.0,0.0,11,0.2038255638754955
22851,60,0.16,2.0,0.0,0.0,0.0,9,0.21623267598267412
31449,70,0.32,0.2,0.0,2.0,0.0,13,0.1462751541851021
49186,90,1.28,0.02,2.0,0.0,0.2,11,0.35709385824154016
9850,40,0.32,0.02,2.0,2.0,2.0,5,0.2789734040482246
31808,70,0.32,2.0,0.0,0.0,0.0,3,0.1610232730228694
11306,40,0.64,0.02,0.0,2.0,2.0,5,0.3230891691578613
53315,100,0.32,2.0,0.0,0.0,0.0,9,0.16280711252235208
42975,80,1.28,2.0,2.0,0.2,2.0,7,0.3018160219870889
35972,80,0.16,0.0,0.02,0.0,0.2,15,0.1997375147783485
63164,110,1.28,0.0,2.0,2.0,2.0,9,0.2999054498813315
23016,60,0.16,2.0,0.02,0.2,0.0,3,0.14588513458612098
21466,50,1.28,2.0,2.0,0.2,0.2,11,0.3295052049111168
21875,60,0.16,0.0,2.0,0.02,0.02,3,0.18855450924691555
70277,120,1.28,0.0,2.0,0.02,2.0,11,0.3029577326567951
31080,70,0.32,0.02,0.02,0.2,0.0,3,0.18158880751304077
17908,50,0.32,2.0,2.0,2.0,0.2,7,0.2782097112197404
21856,60,0.16,0.0,2.0,0.0,0.2,7,0.20456414456152802
50458,100,0.16,0.0,0.2,0.2,0.0,7,0.20057213439454474
66208,120,0.16,2.0,2.0,0.0,0.2,7,0.34615846195499284
50799,100,0.16,0.02,0.02,0.2,0.02,3,0.27113259561981745
58521,110,0.16,0.2,0.2,0.2,0.0,5,0.21175119508620444
21387,50,1.28,2.0,0.2,2.0,2.0,7,0.2976891718552298
28405,60,1.28,2.0,0.02,0.2,0.02,15,0.3637005831130748
18669,50,0.64,0.02,0.2,0.2,2.0,3,0.2895034986417089
37610,80,0.16,2.0,2.0,2.0,0.0,15,0.3607256566781048
5411,30,1.28,0.0,0.0,0.02,0.02,3,0.29619496650287025
2478,30,0.32,0.02,0.2,0.0,0.2,3,0.28415353735475657
22439,60,0.16,0.2,0.0,0.02,0.02,11,0.17520814385748418
68637,120,0.64,0.02,0.0,2.0,0.02,7,0.30403858639164594
56030,100,1.28,0.02,0.0,0.02,0.0,7,0.2149316855284501
59971,110,0.32,0.02,2.0,0.02,2.0,7,0.27435215797284024
10646,40,0.32,2.0,2.0,0.0,0.0,15,0.24166859463381107
3529,30,0.32,2.0,2.0,0.2,0.0,5,0.269041621346297
42547,80,1.28,0.2,2.0,2.0,0.2,5,0.30558538597015655
62508,110,0.64,2.0,0.2,0.0,0.02,13,0.25492371652928514
2325,30,0.32,0.02,0.0,2.0,0.0,5,0.17726428777151382
31537,70,0.32,0.2,0.02,0.2,0.02,7,0.2598774403723046
71433,120,1.28,2.0,0.02,2.0,0.0,13,0.31972318624890866
14462,50,0.16,0.0,0.02,0.0,0.2,3,0.19675116568815082
46669,90,0.64,0.0,0.0,0.2,2.0,3,0.29979636826744854
34111,70,1.28,0.0,0.0,0.2,0.02,3,0.38592287607257847
31294,70,0.32,0.02,2.0,0.02,0.2,11,0.33530084512145036
45803,90,0.32,0.2,0.0,2.0,2.0,7,0.27697732181961326
13841,40,1.28,0.2,2.0,0.2,0.02,7,0.38397902842222276
2445,30,0.32,0.02,0.02,2.0,0.02,7,0.23957984214437922
64399,110,1.28,2.0,0.2,2.0,2.0,15,0.2989781207806862
13701,40,1.28,0.2,0.2,0.02,0.02,7,0.32105470862236046
40812,80,0.64,2.0,0.0,0.02,0.2,7,0.2704674854230865
46293,90,0.32,2.0,0.02,0.02,0.02,7,0.28308631153502617
24682,60,0.32,2.0,0.0,0.02,0.2,3,0.31762043022407543
30513,70,0.32,0.0,0.0,0.02,2.0,3,0.3392015293109622
57786,110,0.16,0.0,2.0,2.0,2.0,5,0.29204086476819435
40898,80,0.64,2.0,0.02,0.0,0.2,11,0.2363600790025735
70727,120,1.28,0.02,2.0,0.02,2.0,15,0.3038949646719672
67750,120,0.32,2.0,0.0,2.0,0.2,11,0.3361947460181098
33722,70,0.64,2.0,0.02,0.0,0.02,9,0.18785255257087247
2209,30,0.32,0.0,2.0,0.2,2.0,11,0.2761551994984452
15047,50,0.16,0.02,0.2,0.02,0.02,11,0.19908461785492335
13608,40,1.28,0.2,0.02,0.2,0.0,3,0.18248033077257447
25434,60,0.64,0.0,2.0,0.0,0.02,9,0.21087780293731187
19035,50,0.64,0.2,0.02,2.0,2.0,7,0.312829190055924
49537,90,1.28,0.2,0.2,0.02,0.0,13,0.2508773121894939
68207,120,0.64,0.0,0.0,2.0,2.0,15,0.2991654229674455
70850,120,1.28,0.2,0.0,0.2,0.02,9,0.32363168355586025
45765,90,0.32,0.2,0.0,0.2,0.02,15,0.25754071588963556
34509,70,1.28,0.02,0.0,0.0,0.02,15,0.17228791286541334
69499,120,0.64,2.0,0.0,0.2,0.0,9,0.32140499199561534
53320,100,0.32,2.0,0.0,0.0,0.02,5,0.20247007169836756
41300,80,1.28,0.0,0.0,2.0,0.0,3,0.21815005059248405
14365,50,0.16,0.0,0.0,0.02,0.0,5,0.16829324090969527
10903,40,0.64,0.0,0.02,0.02,0.02,11,0.24440261003814298
22074,60,0.16,0.02,0.02,0.0,0.02,9,0.16855599067445373
63333,110,1.28,0.02,0.02,0.02,2.0,11,0.2968649251403192
933,30,0.16,0.2,0.0,0.02,0.02,7,0.3170402982486564
4865,30,0.64,0.2,2.0,0.02,2.0,3,0.30836296103751104
61199,110,0.64,0.0,0.2,0.02,0.2,13,0.27542226469265063
35407,70,1.28,2.0,0.0,0.0,0.2,5,0.3014794191824204
3021,30,0.32,0.2,0.2,2.0,2.0,11,0.28373849146549407
33088,70,0.64,0.02,2.0,0.02,0.2,15,0.36512992302617425
46240,90,0.32,2.0,0.0,2.0,0.02,13,0.3243808984811473
29628,70,0.16,0.2,0.0,0.2,0.0,11,0.20577819625349594
51599,100,0.16,2.0,0.0,0.2,2.0,7,0.2833536121600802
42352,80,1.28,0.2,0.2,0.0,0.2,7,0.29489879646852896
33664,70,0.64,2.0,0.0,0.2,0.02,5,0.3645161721841863
51058,100,0.16,0.02,2.0,2.0,0.2,3,0.26633954299425705
19819,50,1.28,0.0,0.0,2.0,2.0,7,0.2996185282973237
25006,60,0.32,2.0,2.0,0.02,0.0,7,0.2533542648764779
43006,80,1.28,2.0,2.0,2.0,2.0,13,0.29836019996428115
58598,110,0.16,0.2,2.0,0.0,2.0,5,0.337974118948443
63641,110,1.28,0.2,0.0,0.0,2.0,11,0.35777868420425674
17855,50,0.32,2.0,2.0,0.02,0.2,13,0.31244258654724666
25038,60,0.32,2.0,2.0,0.2,0.0,15,0.22327099721998386
41091,80,0.64,2.0,0.2,2.0,0.2,5,0.2968329823738853
13733,40,1.28,0.2,0.2,0.2,0.02,15,0.35172836863329604
67905,120,0.32,2.0,0.2,0.02,0.0,13,0.23118742602192366
3772,30,0.64,0.0,0.02,0.2,0.2,15,0.28509241576330135
2182,30,0.32,0.0,2.0,0.02,2.0,13,0.27021704389016465
50205,100,0.16,0.0,0.0,0.02,0.0,5,0.16157061382513843
50185,100,0.16,0.0,0.0,0.0,0.02,7,0.20498586972469976
9690,40,0.32,0.02,0.2,0.2,0.0,7,0.1460158512743055
52120,100,0.32,0.0,0.02,0.02,0.02,13,0.175516429300811
17100,50,0.32,0.2,0.0,0.2,0.2,15,0.27257699234585553
9809,40,0.32,0.02,2.0,0.2,0.02,7,0.2293759678944912
23054,60,0.16,2.0,0.02,2.0,0.02,9,0.30447096655868633
1652,30,0.16,2.0,0.2,2.0,0.0,3,0.22407978587608723
1642,30,0.16,2.0,0.2,0.2,0.2,11,0.35274210971890413
23680,60,0.32,0.0,2.0,0.02,0.2,15,0.2575018093429523
51550,100,0.16,2.0,0.0,0.02,0.0,7,0.1923994153382365
7747,40,0.16,0.02,0.02,0.0,0.2,13,0.32895662214603355
6328,30,1.28,0.2,0.0,0.2,0.0,3,0.16274321831465216
