,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,n_neighbors,AUPR
65768,120,0.16,0.2,2.0,0.0,2.0,9,0.39596424077499626
2468,30,0.32,0.02,0.2,0.0,0.0,11,0.09857410307616923
55425,100,0.64,2.0,0.2,2.0,0.02,15,0.3720974053125254
67087,120,0.32,0.02,0.2,2.0,2.0,15,0.32641392822369664
71165,120,1.28,0.2,2.0,0.02,0.2,9,0.3883703426598132
16819,50,0.32,0.02,0.2,0.0,0.2,13,0.2168048529761133
3266,30,0.32,2.0,0.02,0.0,0.2,11,0.15688362037880882
31355,70,0.32,0.02,2.0,2.0,2.0,7,0.3351884532915409
8216,40,0.16,0.2,0.02,0.02,0.02,13,0.11260590881114863
65633,120,0.16,0.2,0.2,0.0,0.0,5,0.09911449725192373
48101,90,0.64,2.0,0.02,0.02,2.0,11,0.3524124748690739
26230,60,0.64,0.2,0.2,0.0,2.0,5,0.32077569090103303
39135,80,0.32,2.0,0.02,0.02,0.2,13,0.3797452505519796
47038,90,0.64,0.0,2.0,2.0,2.0,13,0.37761677876774963
53649,100,0.32,2.0,2.0,0.0,0.0,5,0.17223640049431327
63425,110,1.28,0.02,0.2,0.02,0.0,13,0.20863436327705662
56953,100,1.28,2.0,0.0,0.2,0.0,5,0.3526832783443455
48104,90,0.64,2.0,0.02,0.2,0.0,3,0.2726678874454045
13731,40,1.28,0.2,0.2,0.2,0.02,11,0.3612092002670186
14490,50,0.16,0.0,0.02,0.02,0.2,3,0.22253946264946517
14012,40,1.28,2.0,0.02,0.0,0.02,13,0.2317543293296455
13336,40,1.28,0.02,2.0,0.0,0.02,5,0.28778202774521217
24694,60,0.32,2.0,0.0,0.02,2.0,13,0.31405196675429203
37201,80,0.16,2.0,0.0,0.0,0.2,9,0.15775743524207875
41453,80,1.28,0.0,0.2,0.0,0.02,15,0.23440267394763023
50856,100,0.16,0.02,0.2,0.0,0.02,5,0.11329882387100193
49166,90,1.28,0.02,0.2,2.0,2.0,13,0.3479025569773703
4653,30,0.64,0.2,0.02,0.2,0.0,13,0.12403380075985136
62143,110,0.64,0.2,0.2,2.0,0.02,11,0.33998525304452765
54646,100,0.64,0.02,2.0,2.0,0.2,11,0.35881364160912566
30186,70,0.16,2.0,0.02,0.2,0.0,7,0.20104414724334324
45944,90,0.32,0.2,0.2,0.0,2.0,9,0.2788354417325558
2357,30,0.32,0.02,0.02,0.0,0.0,13,0.15133398213324273
50852,100,0.16,0.02,0.2,0.0,0.0,11,0.11644277588604834
59960,110,0.32,0.02,2.0,0.02,0.02,13,0.13970308388398922
49996,90,1.28,2.0,0.2,0.02,0.2,7,0.38612991486744236
30226,70,0.16,2.0,0.02,2.0,0.2,3,0.36808354758219686
37922,80,0.32,0.0,0.2,0.2,0.02,9,0.2013210771834089
18952,50,0.64,0.2,0.02,0.0,2.0,9,0.37713626937926636
69896,120,1.28,0.0,0.0,0.0,0.02,5,0.1464139691620592
50857,100,0.16,0.02,0.2,0.0,0.02,7,0.1284727666274595
44235,90,0.16,0.2,0.2,2.0,2.0,7,0.3474436488711123
32147,70,0.32,2.0,2.0,0.0,0.0,9,0.1884499930396725
40056,80,0.64,0.02,0.02,0.2,0.2,7,0.3796610769382177
24541,60,0.32,0.2,2.0,0.0,0.02,15,0.1541750672724772
58865,110,0.16,2.0,0.02,0.2,0.02,7,0.35414845293287867
14230,40,1.28,2.0,2.0,0.0,0.0,15,0.30033190568015794
14846,50,0.16,0.02,0.0,0.2,0.0,15,0.10573804585762711
41734,80,1.28,0.02,0.0,0.2,0.2,3,0.41438493441715013
47826,90,0.64,0.2,2.0,0.0,0.0,7,0.1412509344369035
64017,110,1.28,0.2,2.0,0.2,0.02,7,0.34574452336477246
71631,120,1.28,2.0,2.0,0.2,0.02,3,0.3795803863593365
28631,60,1.28,2.0,2.0,0.2,0.2,5,0.3980661798003294
20535,50,1.28,0.02,2.0,0.02,0.02,11,0.2854636125909639
6856,30,1.28,2.0,0.02,0.0,2.0,9,0.3244299298893795
47317,90,0.64,0.02,0.2,0.02,2.0,11,0.36595753194438546
8359,40,0.16,0.2,0.2,0.2,0.2,5,0.3276322905502921
32872,70,0.64,0.02,0.02,0.2,0.0,3,0.17779649890218782
51426,100,0.16,0.2,2.0,0.0,0.2,11,0.21807376661452477
24490,60,0.32,0.2,0.2,0.2,0.2,11,0.32762895338665504
60054,110,0.32,0.2,0.0,0.0,2.0,5,0.2431736317884969
7480,40,0.16,0.0,0.2,2.0,0.0,11,0.13237258526755716
54334,100,0.64,0.02,0.02,0.0,0.2,3,0.20388494700164533
3410,30,0.32,2.0,0.2,0.02,2.0,5,0.30999795459077867
18747,50,0.64,0.02,2.0,0.02,0.2,5,0.38483622440865417
15543,50,0.16,0.2,0.2,2.0,0.0,9,0.12353326721784277
24381,60,0.32,0.2,0.02,0.2,2.0,3,0.3183440656540528
61458,110,0.64,0.02,0.0,0.2,2.0,13,0.37023392435251173
30284,70,0.16,2.0,0.2,0.02,0.2,7,0.27287030838700266
56279,100,1.28,0.02,0.2,0.02,2.0,15,0.3850332412995996
8219,40,0.16,0.2,0.02,0.02,0.2,5,0.22457968265386763
60240,110,0.32,0.2,0.02,2.0,0.02,13,0.33383275382592265
64286,110,1.28,2.0,0.02,2.0,2.0,13,0.3486141966298471
28246,60,1.28,2.0,0.0,0.0,2.0,5,0.4244134561052754
70257,120,1.28,0.0,2.0,0.02,0.0,13,0.1319570304718556
71663,120,1.28,2.0,2.0,2.0,0.02,11,0.370147167042938
4124,30,0.64,0.02,0.0,2.0,0.02,5,0.26538375541070247
43705,90,0.16,0.02,0.2,0.0,2.0,11,0.18174254433173978
754,30,0.16,0.02,0.2,0.2,2.0,13,0.3366609355847767
15615,50,0.16,0.2,2.0,0.02,0.2,13,0.22645974946450168
60911,110,0.32,2.0,2.0,2.0,0.02,11,0.37455358260010535
21361,50,1.28,2.0,0.2,0.2,2.0,11,0.36391264411513474
23715,60,0.32,0.0,2.0,0.2,2.0,15,0.3411824100402815
67066,120,0.32,0.02,0.2,2.0,0.0,15,0.10066743814390795
40443,80,0.64,0.2,0.02,0.0,0.02,11,0.12841021540741399
23571,60,0.32,0.0,0.2,0.02,2.0,7,0.3641384452237702
5,30,0.16,0.0,0.0,0.0,0.0,13,0.4671543272803461
50132,90,1.28,2.0,2.0,0.2,0.02,13,0.4067139169157693
55383,100,0.64,2.0,0.2,0.02,2.0,15,0.3796219302177482
31384,70,0.32,0.2,0.0,0.0,2.0,9,0.2837169193083057
32642,70,0.64,0.0,2.0,0.02,2.0,5,0.3496838070333724
8789,40,0.16,2.0,0.2,0.02,2.0,11,0.32073316279766617
22434,60,0.16,0.2,0.0,0.02,0.0,15,0.21810393071557505
48313,90,0.64,2.0,2.0,0.02,0.02,15,0.3100695289028194
40975,80,0.64,2.0,0.02,2.0,0.02,11,0.3860952146434398
31053,70,0.32,0.02,0.02,0.02,0.0,5,0.16226455085779007
50508,100,0.16,0.0,0.2,2.0,2.0,9,0.3364674949321687
42154,80,1.28,0.2,0.0,0.02,0.2,3,0.3999992445029312
57764,110,0.16,0.0,2.0,2.0,0.0,3,0.135460205686707
20000,50,1.28,0.0,0.2,0.2,0.02,5,0.3660246209964521
36485,80,0.16,0.02,0.02,2.0,0.0,5,0.11764764407095227
44416,90,0.16,2.0,0.0,0.2,0.02,5,0.3475706002244293
50301,100,0.16,0.0,0.02,0.0,0.02,15,0.10530793701193858
22969,60,0.16,2.0,0.02,0.0,0.02,7,0.15756072795972564
52167,100,0.32,0.0,0.02,2.0,0.0,9,0.10621370752529886
9597,40,0.32,0.02,0.02,0.2,2.0,3,0.3014429382445657
60901,110,0.32,2.0,2.0,2.0,0.0,5,0.41758902594460334
36939,80,0.16,0.2,0.02,2.0,0.02,3,0.2616832134516554
70544,120,1.28,0.02,0.02,2.0,0.02,13,0.35464005440046736
68876,120,0.64,0.02,0.2,2.0,2.0,9,0.36569068336787364
27872,60,1.28,0.2,0.0,2.0,0.02,13,0.383864844285208
48242,90,0.64,2.0,0.2,0.2,2.0,13,0.3771756055707981
7740,40,0.16,0.02,0.02,0.0,0.02,13,0.10446012355436951
63944,110,1.28,0.2,0.2,2.0,0.2,15,0.35890510326387304
20428,50,1.28,0.02,0.2,0.02,0.2,7,0.4191226110496395
32632,70,0.64,0.0,2.0,0.02,0.02,13,0.16080607313894257
44512,90,0.16,2.0,0.02,0.02,0.2,15,0.30945564366968353
30577,70,0.32,0.0,0.02,0.0,0.0,5,0.12305798946267428
21949,60,0.16,0.0,2.0,2.0,2.0,11,0.3412206584053503
418,30,0.16,0.0,2.0,0.2,2.0,13,0.39975176987155464
21369,50,1.28,2.0,0.2,2.0,0.0,13,0.39721714433920896
61270,110,0.64,0.0,2.0,0.0,0.0,15,0.13761431147262249
46163,90,0.32,2.0,0.0,0.0,0.2,13,0.19530685310514917
51557,100,0.16,2.0,0.0,0.02,0.02,7,0.2158115250186772
15835,50,0.16,2.0,0.02,0.02,0.2,5,0.277848820206518
38461,80,0.32,0.02,2.0,0.02,0.2,9,0.2778277913770137
55910,100,1.28,0.0,2.0,0.0,2.0,5,0.3497248067274258
17137,50,0.32,0.2,0.02,0.0,0.0,5,0.08489442643552618
14060,40,1.28,2.0,0.02,0.2,0.0,11,0.32428491639584306
4521,30,0.64,0.2,0.0,0.02,0.02,15,0.16327492788362266
70845,120,1.28,0.2,0.0,0.2,0.0,13,0.17861990253934779
17111,50,0.32,0.2,0.0,2.0,0.0,9,0.10565581037704748
32116,70,0.32,2.0,0.2,2.0,0.0,3,0.41052059633932586
63737,110,1.28,0.2,0.02,0.0,0.02,7,0.1651075275050452
44668,90,0.16,2.0,0.2,2.0,0.02,5,0.390947059595581
40436,80,0.64,0.2,0.02,0.0,0.0,11,0.1375066411691005
8484,40,0.16,0.2,2.0,2.0,0.0,3,0.1328980818657781
40166,80,0.64,0.02,0.2,0.2,0.2,3,0.3328496061314638
51494,100,0.16,0.2,2.0,2.0,0.0,7,0.13920373101475686
51815,100,0.16,2.0,0.2,0.2,0.2,5,0.34664578684542896
