,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,592.4876026217242
1,10.0,0.16,0.0,0.0,0.0,0.02,590.8029324619893
2,10.0,0.16,0.0,0.0,0.0,0.2,592.1499706606088
3,10.0,0.16,0.0,0.0,0.0,2.0,590.2865888557695
4,10.0,0.16,0.0,0.0,0.02,0.0,587.0755401109204
5,10.0,0.16,0.0,0.0,0.02,0.02,595.1169211061509
6,10.0,0.16,0.0,0.0,0.02,0.2,592.4957011362079
7,10.0,0.16,0.0,0.0,0.02,2.0,586.0610015467246
8,10.0,0.16,0.0,0.0,0.2,0.0,583.4641433449082
9,10.0,0.16,0.0,0.0,0.2,0.02,596.2292541061166
10,10.0,0.16,0.0,0.0,0.2,0.2,596.4848863961622
11,10.0,0.16,0.0,0.0,0.2,2.0,592.5025791438734
12,10.0,0.16,0.0,0.0,2.0,0.0,587.9070516010743
13,10.0,0.16,0.0,0.0,2.0,0.02,600.8513309903029
14,10.0,0.16,0.0,0.0,2.0,0.2,590.9863196588326
15,10.0,0.16,0.0,0.0,2.0,2.0,591.2569009931949
16,10.0,0.16,0.0,0.02,0.0,0.0,593.3962374720062
17,10.0,0.16,0.0,0.02,0.0,0.02,588.1933459589869
18,10.0,0.16,0.0,0.02,0.0,0.2,595.912085112967
19,10.0,0.16,0.0,0.02,0.0,2.0,589.4963354297063
20,10.0,0.16,0.0,0.02,0.02,0.0,599.858471645354
21,10.0,0.16,0.0,0.02,0.02,0.02,589.1376226346719
22,10.0,0.16,0.0,0.02,0.02,0.2,596.6969191637431
23,10.0,0.16,0.0,0.02,0.02,2.0,586.4836427465016
24,10.0,0.16,0.0,0.02,0.2,0.0,596.1002290091775
25,10.0,0.16,0.0,0.02,0.2,0.02,588.0382614189657
26,10.0,0.16,0.0,0.02,0.2,0.2,588.8227487631426
27,10.0,0.16,0.0,0.02,0.2,2.0,594.0846707116133
28,10.0,0.16,0.0,0.02,2.0,0.0,591.9235394160294
29,10.0,0.16,0.0,0.02,2.0,0.02,583.9236346211126
30,10.0,0.16,0.0,0.02,2.0,0.2,596.8655324741331
31,10.0,0.16,0.0,0.02,2.0,2.0,582.836600377006
32,10.0,0.16,0.0,0.2,0.0,0.0,595.7336237582488
33,10.0,0.16,0.0,0.2,0.0,0.02,588.4058944493335
34,10.0,0.16,0.0,0.2,0.0,0.2,586.1990028513867
35,10.0,0.16,0.0,0.2,0.0,2.0,583.7421436309256
36,10.0,0.16,0.0,0.2,0.02,0.0,584.2742880430848
37,10.0,0.16,0.0,0.2,0.02,0.02,585.3320145201733
38,10.0,0.16,0.0,0.2,0.02,0.2,592.1034967814742
39,10.0,0.16,0.0,0.2,0.02,2.0,587.7545945685906
40,10.0,0.16,0.0,0.2,0.2,0.0,597.8168810193179
41,10.0,0.16,0.0,0.2,0.2,0.02,600.1549710542743
42,10.0,0.16,0.0,0.2,0.2,0.2,586.9349166299726
43,10.0,0.16,0.0,0.2,0.2,2.0,576.5481816972838
44,10.0,0.16,0.0,0.2,2.0,0.0,602.209172152085
45,10.0,0.16,0.0,0.2,2.0,0.02,597.2711578468761
46,10.0,0.16,0.0,0.2,2.0,0.2,603.8919005938827
47,10.0,0.16,0.0,0.2,2.0,2.0,592.786616656684
48,10.0,0.16,0.0,2.0,0.0,0.0,593.4671521171147
49,10.0,0.16,0.0,2.0,0.0,0.02,585.5522532856828
50,10.0,0.16,0.0,2.0,0.0,0.2,591.2299399660552
51,10.0,0.16,0.0,2.0,0.0,2.0,585.3731722936595
52,10.0,0.16,0.0,2.0,0.02,0.0,596.5292411891978
53,10.0,0.16,0.0,2.0,0.02,0.02,585.8356318879121
54,10.0,0.16,0.0,2.0,0.02,0.2,590.0602005330923
55,10.0,0.16,0.0,2.0,0.02,2.0,581.2717587475928
56,10.0,0.16,0.0,2.0,0.2,0.0,595.5823163881181
57,10.0,0.16,0.0,2.0,0.2,0.02,586.2211649672404
58,10.0,0.16,0.0,2.0,0.2,0.2,590.58288039888
59,10.0,0.16,0.0,2.0,0.2,2.0,583.4552566973647
60,10.0,0.16,0.0,2.0,2.0,0.0,595.3480944850056
61,10.0,0.16,0.0,2.0,2.0,0.02,602.453488786477
62,10.0,0.16,0.0,2.0,2.0,0.2,593.1977109584208
63,10.0,0.16,0.0,2.0,2.0,2.0,583.5071761359989
64,10.0,0.16,0.02,0.0,0.0,0.0,586.2893711734138
65,10.0,0.16,0.02,0.0,0.0,0.02,588.6760730291696
66,10.0,0.16,0.02,0.0,0.0,0.2,599.9918145055448
67,10.0,0.16,0.02,0.0,0.0,2.0,588.9903692451983
68,10.0,0.16,0.02,0.0,0.02,0.0,595.3534441433727
69,10.0,0.16,0.02,0.0,0.02,0.02,587.0648018996333
70,10.0,0.16,0.02,0.0,0.02,0.2,590.6113715249734
71,10.0,0.16,0.02,0.0,0.02,2.0,583.8953867101108
72,10.0,0.16,0.02,0.0,0.2,0.0,583.8823090741107
73,10.0,0.16,0.02,0.0,0.2,0.02,595.4190331302573
74,10.0,0.16,0.02,0.0,0.2,0.2,583.1787676753779
75,10.0,0.16,0.02,0.0,0.2,2.0,594.4124225385386
76,10.0,0.16,0.02,0.0,2.0,0.0,591.2147256605757
77,10.0,0.16,0.02,0.0,2.0,0.02,594.9037659313611
78,10.0,0.16,0.02,0.0,2.0,0.2,600.599462796559
79,10.0,0.16,0.02,0.0,2.0,2.0,595.5569372400133
80,10.0,0.16,0.02,0.02,0.0,0.0,599.9551212947696
81,10.0,0.16,0.02,0.02,0.0,0.02,586.0880149590363
82,10.0,0.16,0.02,0.02,0.0,0.2,581.5767865987889
83,10.0,0.16,0.02,0.02,0.0,2.0,584.4991394283268
84,10.0,0.16,0.02,0.02,0.02,0.0,603.7295545805396
85,10.0,0.16,0.02,0.02,0.02,0.02,585.2739747111979
86,10.0,0.16,0.02,0.02,0.02,0.2,589.0461621235571
87,10.0,0.16,0.02,0.02,0.02,2.0,584.1939703005999
88,10.0,0.16,0.02,0.02,0.2,0.0,594.5513575003829
89,10.0,0.16,0.02,0.02,0.2,0.02,595.0231184126873
90,10.0,0.16,0.02,0.02,0.2,0.2,591.6795378599809
91,10.0,0.16,0.02,0.02,0.2,2.0,583.7319224331799
92,10.0,0.16,0.02,0.02,2.0,0.0,593.5420152213053
93,10.0,0.16,0.02,0.02,2.0,0.02,604.2299469843049
94,10.0,0.16,0.02,0.02,2.0,0.2,605.9741830051556
95,10.0,0.16,0.02,0.02,2.0,2.0,593.7493119910478
96,10.0,0.16,0.02,0.2,0.0,0.0,592.4372312812776
97,10.0,0.16,0.02,0.2,0.0,0.02,594.1884406293275
98,10.0,0.16,0.02,0.2,0.0,0.2,581.6871034247928
99,10.0,0.16,0.02,0.2,0.0,2.0,597.6820345959321
100,10.0,0.16,0.02,0.2,0.02,0.0,588.9665242732477
101,10.0,0.16,0.02,0.2,0.02,0.02,592.4129316919909
102,10.0,0.16,0.02,0.2,0.02,0.2,581.8654807102241
103,10.0,0.16,0.02,0.2,0.02,2.0,579.1589128880104
104,10.0,0.16,0.02,0.2,0.2,0.0,596.2308650692593
105,10.0,0.16,0.02,0.2,0.2,0.02,593.833689998827
106,10.0,0.16,0.02,0.2,0.2,0.2,597.3673828850907
107,10.0,0.16,0.02,0.2,0.2,2.0,587.7059435006003
108,10.0,0.16,0.02,0.2,2.0,0.0,586.673596939738
109,10.0,0.16,0.02,0.2,2.0,0.02,597.4703877640162
110,10.0,0.16,0.02,0.2,2.0,0.2,602.8415629416393
111,10.0,0.16,0.02,0.2,2.0,2.0,598.4678227955375
112,10.0,0.16,0.02,2.0,0.0,0.0,583.0861424113492
113,10.0,0.16,0.02,2.0,0.0,0.02,591.584722237556
114,10.0,0.16,0.02,2.0,0.0,0.2,595.5518993793817
115,10.0,0.16,0.02,2.0,0.0,2.0,583.3590014618748
116,10.0,0.16,0.02,2.0,0.02,0.0,595.7865292060691
117,10.0,0.16,0.02,2.0,0.02,0.02,580.8490666006604
118,10.0,0.16,0.02,2.0,0.02,0.2,594.9152412251559
119,10.0,0.16,0.02,2.0,0.02,2.0,582.7022908801823
120,10.0,0.16,0.02,2.0,0.2,0.0,597.3917040249316
121,10.0,0.16,0.02,2.0,0.2,0.02,590.1093092368517
122,10.0,0.16,0.02,2.0,0.2,0.2,590.8501691039557
123,10.0,0.16,0.02,2.0,0.2,2.0,574.5868898858544
124,10.0,0.16,0.02,2.0,2.0,0.0,586.7504571490048
125,10.0,0.16,0.02,2.0,2.0,0.02,592.1173899676699
126,10.0,0.16,0.02,2.0,2.0,0.2,586.7658340256653
127,10.0,0.16,0.02,2.0,2.0,2.0,581.9922918580453
128,10.0,0.16,0.2,0.0,0.0,0.0,586.3361906376882
129,10.0,0.16,0.2,0.0,0.0,0.02,582.7759621023735
130,10.0,0.16,0.2,0.0,0.0,0.2,586.0138986430519
131,10.0,0.16,0.2,0.0,0.0,2.0,586.3098305549744
132,10.0,0.16,0.2,0.0,0.02,0.0,593.9188472931446
133,10.0,0.16,0.2,0.0,0.02,0.02,593.6336191216801
134,10.0,0.16,0.2,0.0,0.02,0.2,576.9541512981557
135,10.0,0.16,0.2,0.0,0.02,2.0,589.5962443919516
136,10.0,0.16,0.2,0.0,0.2,0.0,605.0316214111621
137,10.0,0.16,0.2,0.0,0.2,0.02,592.6537964816317
138,10.0,0.16,0.2,0.0,0.2,0.2,590.7168556454004
139,10.0,0.16,0.2,0.0,0.2,2.0,594.1706162522188
140,10.0,0.16,0.2,0.0,2.0,0.0,600.7698013540979
141,10.0,0.16,0.2,0.0,2.0,0.02,595.7604957778934
142,10.0,0.16,0.2,0.0,2.0,0.2,590.8832580033038
143,10.0,0.16,0.2,0.0,2.0,2.0,595.6751776904231
144,10.0,0.16,0.2,0.02,0.0,0.0,590.0181566196698
145,10.0,0.16,0.2,0.02,0.0,0.02,597.656339437844
146,10.0,0.16,0.2,0.02,0.0,0.2,592.9708646458623
147,10.0,0.16,0.2,0.02,0.0,2.0,586.4970471047668
148,10.0,0.16,0.2,0.02,0.02,0.0,595.2840523694417
149,10.0,0.16,0.2,0.02,0.02,0.02,598.3247962970763
150,10.0,0.16,0.2,0.02,0.02,0.2,590.5147279894214
151,10.0,0.16,0.2,0.02,0.02,2.0,586.7816267598732
152,10.0,0.16,0.2,0.02,0.2,0.0,589.1351850740073
153,10.0,0.16,0.2,0.02,0.2,0.02,595.6234645983288
154,10.0,0.16,0.2,0.02,0.2,0.2,591.3979595949086
155,10.0,0.16,0.2,0.02,0.2,2.0,585.8118134279192
156,10.0,0.16,0.2,0.02,2.0,0.0,607.4864938600135
157,10.0,0.16,0.2,0.02,2.0,0.02,596.4749650767103
158,10.0,0.16,0.2,0.02,2.0,0.2,588.6501284874366
159,10.0,0.16,0.2,0.02,2.0,2.0,586.8013611147996
160,10.0,0.16,0.2,0.2,0.0,0.0,594.4212355855533
161,10.0,0.16,0.2,0.2,0.0,0.02,595.1117755812209
162,10.0,0.16,0.2,0.2,0.0,0.2,590.2705354897269
163,10.0,0.16,0.2,0.2,0.0,2.0,587.5716599818462
164,10.0,0.16,0.2,0.2,0.02,0.0,601.6386882226792
165,10.0,0.16,0.2,0.2,0.02,0.02,586.9208438818472
166,10.0,0.16,0.2,0.2,0.02,0.2,584.5519766958122
167,10.0,0.16,0.2,0.2,0.02,2.0,583.4942555221478
168,10.0,0.16,0.2,0.2,0.2,0.0,587.6003449840401
169,10.0,0.16,0.2,0.2,0.2,0.02,582.0041590932511
170,10.0,0.16,0.2,0.2,0.2,0.2,590.9668985830539
171,10.0,0.16,0.2,0.2,0.2,2.0,580.4795156681747
172,10.0,0.16,0.2,0.2,2.0,0.0,595.6295157487752
173,10.0,0.16,0.2,0.2,2.0,0.02,591.9476083049876
174,10.0,0.16,0.2,0.2,2.0,0.2,596.2767734698937
175,10.0,0.16,0.2,0.2,2.0,2.0,592.9906090367302
176,10.0,0.16,0.2,2.0,0.0,0.0,588.4843938441087
177,10.0,0.16,0.2,2.0,0.0,0.02,580.549583895754
