,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,221.63711021025884
1,10.0,0.16,0.0,0.0,0.0,0.02,238.34779721566025
2,10.0,0.16,0.0,0.0,0.0,0.2,217.83485320721886
3,10.0,0.16,0.0,0.0,0.0,2.0,230.10887033083716
4,10.0,0.16,0.0,0.0,0.02,0.0,228.5700325091961
5,10.0,0.16,0.0,0.0,0.02,0.02,230.6437622137464
6,10.0,0.16,0.0,0.0,0.02,0.2,227.74375299610813
7,10.0,0.16,0.0,0.0,0.02,2.0,231.2764749348761
8,10.0,0.16,0.0,0.0,0.2,0.0,221.1501765899929
9,10.0,0.16,0.0,0.0,0.2,0.02,231.64918365855632
10,10.0,0.16,0.0,0.0,0.2,0.2,232.88406184338604
11,10.0,0.16,0.0,0.0,0.2,2.0,230.31825906406985
12,10.0,0.16,0.0,0.0,2.0,0.0,238.35744864150055
13,10.0,0.16,0.0,0.0,2.0,0.02,234.5502358749961
14,10.0,0.16,0.0,0.0,2.0,0.2,227.2392312256536
15,10.0,0.16,0.0,0.0,2.0,2.0,229.48841719962778
16,10.0,0.16,0.0,0.02,0.0,0.0,246.95750410091244
17,10.0,0.16,0.0,0.02,0.0,0.02,226.47893438145303
18,10.0,0.16,0.0,0.02,0.0,0.2,219.7813874312678
19,10.0,0.16,0.0,0.02,0.0,2.0,233.36162462472905
20,10.0,0.16,0.0,0.02,0.02,0.0,227.74064153048957
21,10.0,0.16,0.0,0.02,0.02,0.02,224.9534282042307
22,10.0,0.16,0.0,0.02,0.02,0.2,218.62893137422265
23,10.0,0.16,0.0,0.02,0.02,2.0,221.5574765204034
24,10.0,0.16,0.0,0.02,0.2,0.0,238.4256195078275
25,10.0,0.16,0.0,0.02,0.2,0.02,280.97427037452223
26,10.0,0.16,0.0,0.02,0.2,0.2,225.8485683572784
27,10.0,0.16,0.0,0.02,0.2,2.0,241.89811861411255
28,10.0,0.16,0.0,0.02,2.0,0.0,244.3331205317376
29,10.0,0.16,0.0,0.02,2.0,0.02,237.8541413511792
30,10.0,0.16,0.0,0.02,2.0,0.2,234.2402090141086
