,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,418.06743179431254
1,10.0,0.16,0.0,0.0,0.0,0.02,414.45227377749916
2,10.0,0.16,0.0,0.0,0.0,0.2,423.9058679632297
3,10.0,0.16,0.0,0.0,0.0,2.0,408.9253096314054
4,10.0,0.16,0.0,0.0,0.02,0.0,402.9388891337657
5,10.0,0.16,0.0,0.0,0.02,0.02,405.9063312389612
6,10.0,0.16,0.0,0.0,0.02,0.2,412.3149598005432
7,10.0,0.16,0.0,0.0,0.02,2.0,451.11553152367975
8,10.0,0.16,0.0,0.0,0.2,0.0,415.6097359495735
9,10.0,0.16,0.0,0.0,0.2,0.02,413.2147268499935
10,10.0,0.16,0.0,0.0,0.2,0.2,419.18256244593397
11,10.0,0.16,0.0,0.0,0.2,2.0,410.8387653775905
12,10.0,0.16,0.0,0.0,2.0,0.0,408.80601333478273
13,10.0,0.16,0.0,0.0,2.0,0.02,420.20907018700376
14,10.0,0.16,0.0,0.0,2.0,0.2,417.3235460837393
15,10.0,0.16,0.0,0.0,2.0,2.0,423.47878485635084
16,10.0,0.16,0.0,0.02,0.0,0.0,410.3167890871737
17,10.0,0.16,0.0,0.02,0.0,0.02,409.3486132145482
18,10.0,0.16,0.0,0.02,0.0,0.2,401.1367165285559
19,10.0,0.16,0.0,0.02,0.0,2.0,406.05506051155805
20,10.0,0.16,0.0,0.02,0.02,0.0,410.1344994505532
21,10.0,0.16,0.0,0.02,0.02,0.02,414.3321413069101
22,10.0,0.16,0.0,0.02,0.02,0.2,410.7505446228906
23,10.0,0.16,0.0,0.02,0.02,2.0,405.64599266549897
24,10.0,0.16,0.0,0.02,0.2,0.0,432.5065360780088
25,10.0,0.16,0.0,0.02,0.2,0.02,416.125798598218
26,10.0,0.16,0.0,0.02,0.2,0.2,406.11329108759764
27,10.0,0.16,0.0,0.02,0.2,2.0,411.93978775418725
28,10.0,0.16,0.0,0.02,2.0,0.0,415.02230092514964
29,10.0,0.16,0.0,0.02,2.0,0.02,420.017289584718
30,10.0,0.16,0.0,0.02,2.0,0.2,416.20360978335196
31,10.0,0.16,0.0,0.02,2.0,2.0,415.0497659891619
32,10.0,0.16,0.0,0.2,0.0,0.0,418.60769632351446
33,10.0,0.16,0.0,0.2,0.0,0.02,420.06959555062025
34,10.0,0.16,0.0,0.2,0.0,0.2,417.57904106159066
35,10.0,0.16,0.0,0.2,0.0,2.0,407.29815068326485
36,10.0,0.16,0.0,0.2,0.02,0.0,407.62090685836677
37,10.0,0.16,0.0,0.2,0.02,0.02,427.3015124538106
38,10.0,0.16,0.0,0.2,0.02,0.2,419.3419355526841
39,10.0,0.16,0.0,0.2,0.02,2.0,415.48139562534607
40,10.0,0.16,0.0,0.2,0.2,0.0,400.3245926559445
41,10.0,0.16,0.0,0.2,0.2,0.02,413.705084457396
42,10.0,0.16,0.0,0.2,0.2,0.2,422.2255037189621
43,10.0,0.16,0.0,0.2,0.2,2.0,417.233595483125
44,10.0,0.16,0.0,0.2,2.0,0.0,418.7444963071703
45,10.0,0.16,0.0,0.2,2.0,0.02,415.4625574056918
46,10.0,0.16,0.0,0.2,2.0,0.2,429.5583268190865
47,10.0,0.16,0.0,0.2,2.0,2.0,420.2451846226197
48,10.0,0.16,0.0,2.0,0.0,0.0,413.25338347619004
49,10.0,0.16,0.0,2.0,0.0,0.02,420.81673074839415
50,10.0,0.16,0.0,2.0,0.0,0.2,406.4382541889669
51,10.0,0.16,0.0,2.0,0.0,2.0,416.22944212065437
52,10.0,0.16,0.0,2.0,0.02,0.0,411.7936299627842
53,10.0,0.16,0.0,2.0,0.02,0.02,413.7290724986409
54,10.0,0.16,0.0,2.0,0.02,0.2,409.6687255608368
55,10.0,0.16,0.0,2.0,0.02,2.0,412.4968999606089
56,10.0,0.16,0.0,2.0,0.2,0.0,412.9855920476115
57,10.0,0.16,0.0,2.0,0.2,0.02,420.9914808768494
58,10.0,0.16,0.0,2.0,0.2,0.2,409.676236387669
59,10.0,0.16,0.0,2.0,0.2,2.0,409.22227083010733
60,10.0,0.16,0.0,2.0,2.0,0.0,418.8881248581537
61,10.0,0.16,0.0,2.0,2.0,0.02,431.6596299436905
62,10.0,0.16,0.0,2.0,2.0,0.2,405.49355149554793
63,10.0,0.16,0.0,2.0,2.0,2.0,421.0223114033685
64,10.0,0.16,0.02,0.0,0.0,0.0,412.9902531277072
65,10.0,0.16,0.02,0.0,0.0,0.02,417.01890785477065
66,10.0,0.16,0.02,0.0,0.0,0.2,414.378111714806
67,10.0,0.16,0.02,0.0,0.0,2.0,420.58832773595947
68,10.0,0.16,0.02,0.0,0.02,0.0,417.73371775279287
69,10.0,0.16,0.02,0.0,0.02,0.02,414.19995746006276
70,10.0,0.16,0.02,0.0,0.02,0.2,415.7269953626471
71,10.0,0.16,0.02,0.0,0.02,2.0,405.5762303295827
72,10.0,0.16,0.02,0.0,0.2,0.0,420.3851635499472
73,10.0,0.16,0.02,0.0,0.2,0.02,411.5293694058664
74,10.0,0.16,0.02,0.0,0.2,0.2,420.5921767260183
75,10.0,0.16,0.02,0.0,0.2,2.0,412.73122363690493
76,10.0,0.16,0.02,0.0,2.0,0.0,435.8638953847402
77,10.0,0.16,0.02,0.0,2.0,0.02,410.28887641376025
78,10.0,0.16,0.02,0.0,2.0,0.2,413.92547287419785
79,10.0,0.16,0.02,0.0,2.0,2.0,423.7032577809615
80,10.0,0.16,0.02,0.02,0.0,0.0,413.6365219632439
81,10.0,0.16,0.02,0.02,0.0,0.02,421.58861792422937
82,10.0,0.16,0.02,0.02,0.0,0.2,422.1786294735968
83,10.0,0.16,0.02,0.02,0.0,2.0,420.127318226778
84,10.0,0.16,0.02,0.02,0.02,0.0,432.8819126045785
85,10.0,0.16,0.02,0.02,0.02,0.02,412.6795586411876
86,10.0,0.16,0.02,0.02,0.02,0.2,426.8809897425261
87,10.0,0.16,0.02,0.02,0.02,2.0,412.375504693489
88,10.0,0.16,0.02,0.02,0.2,0.0,410.4192532081704
89,10.0,0.16,0.02,0.02,0.2,0.02,419.84577266272856
90,10.0,0.16,0.02,0.02,0.2,0.2,417.4364323958905
91,10.0,0.16,0.02,0.02,0.2,2.0,417.7686708065216
92,10.0,0.16,0.02,0.02,2.0,0.0,427.3520483838948
93,10.0,0.16,0.02,0.02,2.0,0.02,417.277695724271
94,10.0,0.16,0.02,0.02,2.0,0.2,420.7528512132232
95,10.0,0.16,0.02,0.02,2.0,2.0,411.99710177570137
96,10.0,0.16,0.02,0.2,0.0,0.0,413.70993963229307
97,10.0,0.16,0.02,0.2,0.0,0.02,407.061896306781
98,10.0,0.16,0.02,0.2,0.0,0.2,410.50063675068833
99,10.0,0.16,0.02,0.2,0.0,2.0,431.38280026926765
100,10.0,0.16,0.02,0.2,0.02,0.0,421.28870470010145
101,10.0,0.16,0.02,0.2,0.02,0.02,428.5471225959947
102,10.0,0.16,0.02,0.2,0.02,0.2,420.6156591812944
103,10.0,0.16,0.02,0.2,0.02,2.0,394.3427064411498
104,10.0,0.16,0.02,0.2,0.2,0.0,410.7635031932148
105,10.0,0.16,0.02,0.2,0.2,0.02,423.20254403257525
106,10.0,0.16,0.02,0.2,0.2,0.2,417.65996124999145
107,10.0,0.16,0.02,0.2,0.2,2.0,410.67954414202484
108,10.0,0.16,0.02,0.2,2.0,0.0,421.2895921915474
109,10.0,0.16,0.02,0.2,2.0,0.02,412.98949860026886
110,10.0,0.16,0.02,0.2,2.0,0.2,425.8426117990696
111,10.0,0.16,0.02,0.2,2.0,2.0,406.69347573724406
112,10.0,0.16,0.02,2.0,0.0,0.0,405.63079822456575
113,10.0,0.16,0.02,2.0,0.0,0.02,400.16457168997727
114,10.0,0.16,0.02,2.0,0.0,0.2,409.4957452946901
115,10.0,0.16,0.02,2.0,0.0,2.0,418.9285869583886
116,10.0,0.16,0.02,2.0,0.02,0.0,419.9837478608586
117,10.0,0.16,0.02,2.0,0.02,0.02,415.1397958821746
118,10.0,0.16,0.02,2.0,0.02,0.2,416.1852543635768
119,10.0,0.16,0.02,2.0,0.02,2.0,405.55790331219185
120,10.0,0.16,0.02,2.0,0.2,0.0,417.0904322086828
121,10.0,0.16,0.02,2.0,0.2,0.02,404.9051676933734
122,10.0,0.16,0.02,2.0,0.2,0.2,431.6202898763466
123,10.0,0.16,0.02,2.0,0.2,2.0,416.0099909402752
