,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE,AUPR
0,10.0,0.16,0.0,0.0,0.0,0.0,508.02531235952995,0.33009220242078635
1,10.0,0.16,0.0,0.0,0.0,0.02,511.7696547622776,0.3326381581937865
2,10.0,0.16,0.0,0.0,0.0,0.2,512.7247173995534,0.3353863115728701
3,10.0,0.16,0.0,0.0,0.0,2.0,499.26327818143096,0.3388679777073892
4,10.0,0.16,0.0,0.0,0.02,0.0,515.1442441322614,0.3254167094446609
5,10.0,0.16,0.0,0.0,0.02,0.02,512.3398728799866,0.3431536911811193
6,10.0,0.16,0.0,0.0,0.02,0.2,520.6143517668511,0.3416554396815913
7,10.0,0.16,0.0,0.0,0.02,2.0,502.9322812737866,0.34142576094179833
8,10.0,0.16,0.0,0.0,0.2,0.0,528.9035777131579,0.3594755153277866
9,10.0,0.16,0.0,0.0,0.2,0.02,504.1289402979639,0.3508857948158293
10,10.0,0.16,0.0,0.0,0.2,0.2,516.858008637072,0.35359602553825337
11,10.0,0.16,0.0,0.0,0.2,2.0,495.38849970275305,0.3807089907894183
12,10.0,0.16,0.0,0.0,2.0,0.0,514.1165220681552,0.29066191953496995
13,10.0,0.16,0.0,0.0,2.0,0.02,507.66781113613,0.2981829978786741
14,10.0,0.16,0.0,0.0,2.0,0.2,513.5363092680628,0.3488332059341315
15,10.0,0.16,0.0,0.0,2.0,2.0,512.4829793772457,0.3476662732602003
16,10.0,0.16,0.0,0.02,0.0,0.0,498.3439815306444,0.321484967878737
17,10.0,0.16,0.0,0.02,0.0,0.02,519.6974678854458,0.3237748987469669
18,10.0,0.16,0.0,0.02,0.0,0.2,503.686884111195,0.34094261948314153
19,10.0,0.16,0.0,0.02,0.0,2.0,509.5053071627029,0.35537460127115833
20,10.0,0.16,0.0,0.02,0.02,0.0,515.4317609596628,0.3232582987656966
21,10.0,0.16,0.0,0.02,0.02,0.02,496.018884072502,0.3343660296185437
22,10.0,0.16,0.0,0.02,0.02,0.2,497.6349751303028,0.3564806596394968
23,10.0,0.16,0.0,0.02,0.02,2.0,499.53201443201937,0.3571322211132679
24,10.0,0.16,0.0,0.02,0.2,0.0,505.46204365410483,0.3330888254875016
25,10.0,0.16,0.0,0.02,0.2,0.02,520.2986314673714,0.3378264640316799
26,10.0,0.16,0.0,0.02,0.2,0.2,512.0813873628184,0.3165843548251481
27,10.0,0.16,0.0,0.02,0.2,2.0,511.2113269656021,0.35415656989478883
28,10.0,0.16,0.0,0.02,2.0,0.0,514.3861144345168,
29,10.0,0.16,0.0,0.02,2.0,0.02,501.5140792409569,0.3321336226192749
30,10.0,0.16,0.0,0.02,2.0,0.2,512.2983162185511,0.3419807925493244
31,10.0,0.16,0.0,0.02,2.0,2.0,513.6358584736091,0.3382595097213931
32,10.0,0.16,0.0,0.2,0.0,0.0,503.42366916605835,0.30789059091186444
33,10.0,0.16,0.0,0.2,0.0,0.02,501.24461623072403,0.3375637291334287
34,10.0,0.16,0.0,0.2,0.0,0.2,512.612633182073,0.33133423019177005
35,10.0,0.16,0.0,0.2,0.0,2.0,503.6744124906861,0.3356112784435304
36,10.0,0.16,0.0,0.2,0.02,0.0,518.0755365212024,0.3618828414035733
37,10.0,0.16,0.0,0.2,0.02,0.02,514.0133706748888,0.35604757829763345
38,10.0,0.16,0.0,0.2,0.02,0.2,496.514782871888,0.33261735880561205
39,10.0,0.16,0.0,0.2,0.02,2.0,507.4128715667322,0.3607546970767165
40,10.0,0.16,0.0,0.2,0.2,0.0,519.5865199137019,
41,10.0,0.16,0.0,0.2,0.2,0.02,513.2623476975409,0.3471529749232412
42,10.0,0.16,0.0,0.2,0.2,0.2,500.82149161794564,0.35918815754371924
43,10.0,0.16,0.0,0.2,0.2,2.0,506.370191489192,0.3612119188434204
44,10.0,0.16,0.0,0.2,2.0,0.0,520.5057335826182,0.30258267655918913
45,10.0,0.16,0.0,0.2,2.0,0.02,520.767398988562,0.3297686751105018
46,10.0,0.16,0.0,0.2,2.0,0.2,510.18859150363335,0.35423090799020296
47,10.0,0.16,0.0,0.2,2.0,2.0,508.44884424823937,0.3507210644859081
48,10.0,0.16,0.0,2.0,0.0,0.0,503.0085424759324,0.31568390800599033
49,10.0,0.16,0.0,2.0,0.0,0.02,510.81845218485876,0.320770950889468
50,10.0,0.16,0.0,2.0,0.0,0.2,508.5249744319377,0.34338972775978394
51,10.0,0.16,0.0,2.0,0.0,2.0,509.5440572712477,0.33136186119581845
52,10.0,0.16,0.0,2.0,0.02,0.0,507.44485646509577,0.3127741841686247
53,10.0,0.16,0.0,2.0,0.02,0.02,520.5460113905252,0.3468281524967223
54,10.0,0.16,0.0,2.0,0.02,0.2,505.8053456369977,
