,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,367.9660202485092
1,10.0,0.16,0.0,0.0,0.0,0.02,373.89794442492064
2,10.0,0.16,0.0,0.0,0.0,0.2,380.2092187682408
3,10.0,0.16,0.0,0.0,0.0,2.0,374.85743488153366
4,10.0,0.16,0.0,0.0,0.02,0.0,373.8253795907245
5,10.0,0.16,0.0,0.0,0.02,0.02,368.22900499503487
6,10.0,0.16,0.0,0.0,0.02,0.2,361.6885202677127
7,10.0,0.16,0.0,0.0,0.02,2.0,372.3298823579464
8,10.0,0.16,0.0,0.0,0.2,0.0,367.5365243175446
9,10.0,0.16,0.0,0.0,0.2,0.02,369.2334444547946
10,10.0,0.16,0.0,0.0,0.2,0.2,367.3496434405717
11,10.0,0.16,0.0,0.0,0.2,2.0,378.8072273691802
12,10.0,0.16,0.0,0.0,2.0,0.0,380.33881402976095
13,10.0,0.16,0.0,0.0,2.0,0.02,370.48446689254655
14,10.0,0.16,0.0,0.0,2.0,0.2,372.3828670267108
15,10.0,0.16,0.0,0.0,2.0,2.0,376.3381603225415
16,10.0,0.16,0.0,0.02,0.0,0.0,370.6571338028792
17,10.0,0.16,0.0,0.02,0.0,0.02,367.3875557774981
18,10.0,0.16,0.0,0.02,0.0,0.2,372.23582923341314
19,10.0,0.16,0.0,0.02,0.0,2.0,362.4281571967828
20,10.0,0.16,0.0,0.02,0.02,0.0,366.8664473942839
21,10.0,0.16,0.0,0.02,0.02,0.02,363.77554043131937
22,10.0,0.16,0.0,0.02,0.02,0.2,363.78066337419466
23,10.0,0.16,0.0,0.02,0.02,2.0,375.5309372864432
24,10.0,0.16,0.0,0.02,0.2,0.0,361.5632072707657
25,10.0,0.16,0.0,0.02,0.2,0.02,370.8291001069565
26,10.0,0.16,0.0,0.02,0.2,0.2,370.6876027400084
27,10.0,0.16,0.0,0.02,0.2,2.0,371.4123723542683
28,10.0,0.16,0.0,0.02,2.0,0.0,370.9067558376045
29,10.0,0.16,0.0,0.02,2.0,0.02,372.89292242717414
30,10.0,0.16,0.0,0.02,2.0,0.2,367.7435195608413
31,10.0,0.16,0.0,0.02,2.0,2.0,367.2455152201898
32,10.0,0.16,0.0,0.2,0.0,0.0,370.0406205097606
33,10.0,0.16,0.0,0.2,0.0,0.02,361.9068349426509
34,10.0,0.16,0.0,0.2,0.0,0.2,376.1608748098217
35,10.0,0.16,0.0,0.2,0.0,2.0,363.2631152889071
36,10.0,0.16,0.0,0.2,0.02,0.0,365.08521523955255
37,10.0,0.16,0.0,0.2,0.02,0.02,383.8209915549829
38,10.0,0.16,0.0,0.2,0.02,0.2,368.77590340321433
39,10.0,0.16,0.0,0.2,0.02,2.0,372.01943847710135
40,10.0,0.16,0.0,0.2,0.2,0.0,368.74377066878037
41,10.0,0.16,0.0,0.2,0.2,0.02,369.4320237819108
42,10.0,0.16,0.0,0.2,0.2,0.2,373.4454728878908
43,10.0,0.16,0.0,0.2,0.2,2.0,371.794610896132
44,10.0,0.16,0.0,0.2,2.0,0.0,376.90110048526185
45,10.0,0.16,0.0,0.2,2.0,0.02,371.4016229074177
46,10.0,0.16,0.0,0.2,2.0,0.2,366.4768272654089
47,10.0,0.16,0.0,0.2,2.0,2.0,368.2207000211478
48,10.0,0.16,0.0,2.0,0.0,0.0,372.7311050197049
49,10.0,0.16,0.0,2.0,0.0,0.02,374.7578312863717
50,10.0,0.16,0.0,2.0,0.0,0.2,366.60822290221984
51,10.0,0.16,0.0,2.0,0.0,2.0,368.8155945869954
52,10.0,0.16,0.0,2.0,0.02,0.0,360.44325569316896
53,10.0,0.16,0.0,2.0,0.02,0.02,368.92655084189494
54,10.0,0.16,0.0,2.0,0.02,0.2,371.8392492196992
55,10.0,0.16,0.0,2.0,0.02,2.0,373.67280195427116
56,10.0,0.16,0.0,2.0,0.2,0.0,365.5824924936346
57,10.0,0.16,0.0,2.0,0.2,0.02,374.3732012984983
58,10.0,0.16,0.0,2.0,0.2,0.2,364.4364336320146
59,10.0,0.16,0.0,2.0,0.2,2.0,366.670856103921
60,10.0,0.16,0.0,2.0,2.0,0.0,367.9995682252487
61,10.0,0.16,0.0,2.0,2.0,0.02,372.8589490586545
62,10.0,0.16,0.0,2.0,2.0,0.2,369.3559243939859
63,10.0,0.16,0.0,2.0,2.0,2.0,380.668277384596
64,10.0,0.16,0.02,0.0,0.0,0.0,363.7131989804047
65,10.0,0.16,0.02,0.0,0.0,0.02,375.3943815189194
66,10.0,0.16,0.02,0.0,0.0,0.2,373.22985985200967
67,10.0,0.16,0.02,0.0,0.0,2.0,374.28615418548037
68,10.0,0.16,0.02,0.0,0.02,0.0,367.01513982660134
69,10.0,0.16,0.02,0.0,0.02,0.02,358.8850574312336
70,10.0,0.16,0.02,0.0,0.02,0.2,384.3662255538186
71,10.0,0.16,0.02,0.0,0.02,2.0,366.7632988998392
72,10.0,0.16,0.02,0.0,0.2,0.0,378.720167403185
73,10.0,0.16,0.02,0.0,0.2,0.02,365.58168404500884
74,10.0,0.16,0.02,0.0,0.2,0.2,368.3636760299141
75,10.0,0.16,0.02,0.0,0.2,2.0,364.6872932653522
