,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,220.75964538503743
1,10.0,0.16,0.0,0.0,0.0,0.02,224.44294188785514
2,10.0,0.16,0.0,0.0,0.0,0.2,211.6356708793616
3,10.0,0.16,0.0,0.0,0.0,2.0,230.7543682877103
4,10.0,0.16,0.0,0.0,0.02,0.0,252.13512547876945
5,10.0,0.16,0.0,0.0,0.02,0.02,217.39424319446567
6,10.0,0.16,0.0,0.0,0.02,0.2,214.3552514552795
7,10.0,0.16,0.0,0.0,0.02,2.0,233.72213162499511
8,10.0,0.16,0.0,0.0,0.2,0.0,214.59179809825642
9,10.0,0.16,0.0,0.0,0.2,0.02,233.15249950257402
10,10.0,0.16,0.0,0.0,0.2,0.2,208.62409635538205
11,10.0,0.16,0.0,0.0,0.2,2.0,210.12631254721344
12,10.0,0.16,0.0,0.0,2.0,0.0,212.3313046231868
13,10.0,0.16,0.0,0.0,2.0,0.02,217.72159138623783
14,10.0,0.16,0.0,0.0,2.0,0.2,218.83932870905628
15,10.0,0.16,0.0,0.0,2.0,2.0,219.1101707747514
16,10.0,0.16,0.0,0.02,0.0,0.0,233.48407672463824
17,10.0,0.16,0.0,0.02,0.0,0.02,207.69671792031932
18,10.0,0.16,0.0,0.02,0.0,0.2,212.23305352517326
19,10.0,0.16,0.0,0.02,0.0,2.0,222.30641005836486
20,10.0,0.16,0.0,0.02,0.02,0.0,222.02107784444888
21,10.0,0.16,0.0,0.02,0.02,0.02,201.85329594567432
22,10.0,0.16,0.0,0.02,0.02,0.2,221.49071900796875
23,10.0,0.16,0.0,0.02,0.02,2.0,210.39090419450955
24,10.0,0.16,0.0,0.02,0.2,0.0,210.25859307095533
25,10.0,0.16,0.0,0.02,0.2,0.02,218.1955086593001
26,10.0,0.16,0.0,0.02,0.2,0.2,211.2425444801458
27,10.0,0.16,0.0,0.02,0.2,2.0,223.9513781901231
28,10.0,0.16,0.0,0.02,2.0,0.0,246.05734979412307
29,10.0,0.16,0.0,0.02,2.0,0.02,205.3303400907846
30,10.0,0.16,0.0,0.02,2.0,0.2,219.68981305127326
31,10.0,0.16,0.0,0.02,2.0,2.0,211.9818778262863
32,10.0,0.16,0.0,0.2,0.0,0.0,219.0938690147025
