,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE,AUPR
0,10.0,0.16,0.0,0.0,0.0,0.0,418.06743179431254,0.3515815496085068
1,10.0,0.16,0.0,0.0,0.0,0.02,414.45227377749916,0.32596738453974755
2,10.0,0.16,0.0,0.0,0.0,0.2,423.9058679632297,0.3683759790882774
3,10.0,0.16,0.0,0.0,0.0,2.0,408.9253096314054,0.36717257378978346
4,10.0,0.16,0.0,0.0,0.02,0.0,402.9388891337657,0.4042274890891078
5,10.0,0.16,0.0,0.0,0.02,0.02,405.9063312389612,0.3596875935055673
6,10.0,0.16,0.0,0.0,0.02,0.2,412.3149598005432,0.3866752380637203
7,10.0,0.16,0.0,0.0,0.02,2.0,451.11553152367975,0.3540875362962159
8,10.0,0.16,0.0,0.0,0.2,0.0,415.6097359495735,0.3727777521848229
9,10.0,0.16,0.0,0.0,0.2,0.02,413.2147268499935,0.379431223738634
10,10.0,0.16,0.0,0.0,0.2,0.2,419.18256244593397,0.3822093261606691
11,10.0,0.16,0.0,0.0,0.2,2.0,410.8387653775905,0.3787019575390123
12,10.0,0.16,0.0,0.0,2.0,0.0,408.80601333478273,0.3687830231577205
13,10.0,0.16,0.0,0.0,2.0,0.02,420.20907018700376,0.4026222313117415
14,10.0,0.16,0.0,0.0,2.0,0.2,417.3235460837393,0.36286140202855055
15,10.0,0.16,0.0,0.0,2.0,2.0,423.47878485635084,0.3705482431982234
16,10.0,0.16,0.0,0.02,0.0,0.0,410.3167890871737,0.37882259707618654
17,10.0,0.16,0.0,0.02,0.0,0.02,409.3486132145482,0.3438697071133326
18,10.0,0.16,0.0,0.02,0.0,0.2,401.1367165285559,0.3439490902731011
19,10.0,0.16,0.0,0.02,0.0,2.0,406.05506051155805,0.3539045805527429
20,10.0,0.16,0.0,0.02,0.02,0.0,410.1344994505532,0.3397266436575694
21,10.0,0.16,0.0,0.02,0.02,0.02,414.3321413069101,0.3525057877643825
22,10.0,0.16,0.0,0.02,0.02,0.2,410.75054462289063,0.35650179264711657
23,10.0,0.16,0.0,0.02,0.02,2.0,405.64599266549897,0.4223019043981986
24,10.0,0.16,0.0,0.02,0.2,0.0,432.5065360780088,0.3447103859978506
25,10.0,0.16,0.0,0.02,0.2,0.02,416.125798598218,0.36121179928731256
26,10.0,0.16,0.0,0.02,0.2,0.2,406.11329108759764,0.29613186967741073
27,10.0,0.16,0.0,0.02,0.2,2.0,411.93978775418725,0.3740153669860567
28,10.0,0.16,0.0,0.02,2.0,0.0,415.02230092514964,0.3756813670255861
29,10.0,0.16,0.0,0.02,2.0,0.02,420.017289584718,0.3939715659981394
30,10.0,0.16,0.0,0.02,2.0,0.2,416.20360978335196,0.33888094590714785
31,10.0,0.16,0.0,0.02,2.0,2.0,415.0497659891619,0.3778098881337567
32,10.0,0.16,0.0,0.2,0.0,0.0,418.60769632351446,0.38068320387221394
33,10.0,0.16,0.0,0.2,0.0,0.02,420.06959555062025,0.3574116140795705
34,10.0,0.16,0.0,0.2,0.0,0.2,417.57904106159066,0.3619124766455668
35,10.0,0.16,0.0,0.2,0.0,2.0,407.29815068326485,0.3531245831092522
36,10.0,0.16,0.0,0.2,0.02,0.0,407.62090685836677,0.3672953516133719
37,10.0,0.16,0.0,0.2,0.02,0.02,427.30151245381063,0.3769412984684706
38,10.0,0.16,0.0,0.2,0.02,0.2,419.3419355526841,0.3625352807158724
39,10.0,0.16,0.0,0.2,0.02,2.0,415.48139562534607,0.360837441349122
40,10.0,0.16,0.0,0.2,0.2,0.0,400.3245926559445,0.3721314104198008
41,10.0,0.16,0.0,0.2,0.2,0.02,413.705084457396,0.35607190299415287
42,10.0,0.16,0.0,0.2,0.2,0.2,422.2255037189621,0.38288767031796517
43,10.0,0.16,0.0,0.2,0.2,2.0,417.233595483125,0.3679377765711776
44,10.0,0.16,0.0,0.2,2.0,0.0,418.7444963071703,0.2969409592641096
45,10.0,0.16,0.0,0.2,2.0,0.02,415.4625574056918,0.38644009559331227
46,10.0,0.16,0.0,0.2,2.0,0.2,429.5583268190865,0.3492393100502387
47,10.0,0.16,0.0,0.2,2.0,2.0,420.2451846226197,0.3495684449920711
48,10.0,0.16,0.0,2.0,0.0,0.0,413.25338347619004,0.27785714999619615
49,10.0,0.16,0.0,2.0,0.0,0.02,420.81673074839415,0.3801837306069075
50,10.0,0.16,0.0,2.0,0.0,0.2,406.4382541889669,0.3702893123282901
51,10.0,0.16,0.0,2.0,0.0,2.0,416.22944212065437,0.34882741385274674
52,10.0,0.16,0.0,2.0,0.02,0.0,411.7936299627842,0.3444115058185787
53,10.0,0.16,0.0,2.0,0.02,0.02,413.7290724986409,0.3200663172276772
54,10.0,0.16,0.0,2.0,0.02,0.2,409.6687255608368,0.37645378003690183
55,10.0,0.16,0.0,2.0,0.02,2.0,412.4968999606089,0.3810199157239604
56,10.0,0.16,0.0,2.0,0.2,0.0,412.9855920476115,0.3613028463159412
57,10.0,0.16,0.0,2.0,0.2,0.02,420.9914808768494,0.3717733007434141
58,10.0,0.16,0.0,2.0,0.2,0.2,409.676236387669,0.38191664281060733
59,10.0,0.16,0.0,2.0,0.2,2.0,409.2222708301073,0.3451908257291944
60,10.0,0.16,0.0,2.0,2.0,0.0,418.8881248581537,0.32565464328636257
61,10.0,0.16,0.0,2.0,2.0,0.02,431.6596299436905,0.36105122078987545
62,10.0,0.16,0.0,2.0,2.0,0.2,405.49355149554793,0.36544492905109865
63,10.0,0.16,0.0,2.0,2.0,2.0,421.0223114033685,0.372860164816046
64,10.0,0.16,0.02,0.0,0.0,0.0,412.9902531277072,0.3877327214886986
65,10.0,0.16,0.02,0.0,0.0,0.02,417.01890785477065,0.3781062028052988
66,10.0,0.16,0.02,0.0,0.0,0.2,414.378111714806,0.36400074563545964
67,10.0,0.16,0.02,0.0,0.0,2.0,420.58832773595947,0.37325980978534895
68,10.0,0.16,0.02,0.0,0.02,0.0,417.73371775279287,0.3888816384448261
69,10.0,0.16,0.02,0.0,0.02,0.02,414.19995746006276,0.37091290484689227
70,10.0,0.16,0.02,0.0,0.02,0.2,415.7269953626471,0.39131692443344335
71,10.0,0.16,0.02,0.0,0.02,2.0,405.5762303295827,0.35299460878863875
72,10.0,0.16,0.02,0.0,0.2,0.0,420.3851635499472,0.35995521408397174
73,10.0,0.16,0.02,0.0,0.2,0.02,411.5293694058664,0.3044306929162449
74,10.0,0.16,0.02,0.0,0.2,0.2,420.5921767260183,0.3549427438361766
75,10.0,0.16,0.02,0.0,0.2,2.0,412.73122363690493,0.36015197717684416
76,10.0,0.16,0.02,0.0,2.0,0.0,435.8638953847402,0.3341821229573008
77,10.0,0.16,0.02,0.0,2.0,0.02,410.28887641376025,0.3880632011961588
78,10.0,0.16,0.02,0.0,2.0,0.2,413.92547287419785,0.3741457597380943
79,10.0,0.16,0.02,0.0,2.0,2.0,423.7032577809615,0.3844408343818486
80,10.0,0.16,0.02,0.02,0.0,0.0,413.63652196324387,0.3322166333982569
81,10.0,0.16,0.02,0.02,0.0,0.02,421.58861792422937,0.3700616609907608
82,10.0,0.16,0.02,0.02,0.0,0.2,422.1786294735968,0.3517492750590632
83,10.0,0.16,0.02,0.02,0.0,2.0,420.127318226778,0.3967781074428088
84,10.0,0.16,0.02,0.02,0.02,0.0,432.8819126045785,0.3440187842462349
85,10.0,0.16,0.02,0.02,0.02,0.02,412.6795586411876,0.37279787067423187
86,10.0,0.16,0.02,0.02,0.02,0.2,426.8809897425261,0.3737720906603037
87,10.0,0.16,0.02,0.02,0.02,2.0,412.375504693489,0.34820564733532466
88,10.0,0.16,0.02,0.02,0.2,0.0,410.4192532081704,0.3693181661473445
89,10.0,0.16,0.02,0.02,0.2,0.02,419.84577266272856,0.38378350900651004
90,10.0,0.16,0.02,0.02,0.2,0.2,417.4364323958905,0.3405764530555249
91,10.0,0.16,0.02,0.02,0.2,2.0,417.7686708065216,0.3730258883155905
92,10.0,0.16,0.02,0.02,2.0,0.0,427.3520483838948,0.38640368713141454
93,10.0,0.16,0.02,0.02,2.0,0.02,417.277695724271,0.36895881522476526
94,10.0,0.16,0.02,0.02,2.0,0.2,420.7528512132232,0.3520160077858777
95,10.0,0.16,0.02,0.02,2.0,2.0,411.99710177570137,0.36878112551315745
96,10.0,0.16,0.02,0.2,0.0,0.0,413.70993963229307,0.3663932135189625
97,10.0,0.16,0.02,0.2,0.0,0.02,407.061896306781,0.3754641142849181
98,10.0,0.16,0.02,0.2,0.0,0.2,410.50063675068833,0.3723264054293959
99,10.0,0.16,0.02,0.2,0.0,2.0,431.38280026926765,0.32023182360379954
100,10.0,0.16,0.02,0.2,0.02,0.0,421.28870470010145,0.37473440968540134
101,10.0,0.16,0.02,0.2,0.02,0.02,428.5471225959947,0.36674225442901376
102,10.0,0.16,0.02,0.2,0.02,0.2,420.6156591812944,0.3628826457599135
103,10.0,0.16,0.02,0.2,0.02,2.0,394.3427064411498,0.3757234685794756
104,10.0,0.16,0.02,0.2,0.2,0.0,410.7635031932148,0.35393451036881685
105,10.0,0.16,0.02,0.2,0.2,0.02,423.20254403257525,0.3596006130726431
106,10.0,0.16,0.02,0.2,0.2,0.2,417.65996124999145,0.2962096947791987
107,10.0,0.16,0.02,0.2,0.2,2.0,410.67954414202484,0.3290101748144613
108,10.0,0.16,0.02,0.2,2.0,0.0,421.2895921915474,0.3133038365068359
109,10.0,0.16,0.02,0.2,2.0,0.02,412.98949860026886,0.3612648150595028
110,10.0,0.16,0.02,0.2,2.0,0.2,425.8426117990696,0.3241540153848503
111,10.0,0.16,0.02,0.2,2.0,2.0,406.69347573724406,0.3606540621581801
112,10.0,0.16,0.02,2.0,0.0,0.0,405.63079822456575,0.3767396313862213
113,10.0,0.16,0.02,2.0,0.0,0.02,400.16457168997727,
114,10.0,0.16,0.02,2.0,0.0,0.2,409.4957452946901,0.38491387050278314
115,10.0,0.16,0.02,2.0,0.0,2.0,418.9285869583886,0.3713905924484688
116,10.0,0.16,0.02,2.0,0.02,0.0,419.9837478608586,0.3582950252901445
117,10.0,0.16,0.02,2.0,0.02,0.02,415.1397958821746,0.39576316871830597
118,10.0,0.16,0.02,2.0,0.02,0.2,416.1852543635768,0.32594993881186307
119,10.0,0.16,0.02,2.0,0.02,2.0,405.5579033121919,0.3845389196555255
120,10.0,0.16,0.02,2.0,0.2,0.0,417.0904322086828,0.3452921149604908
121,10.0,0.16,0.02,2.0,0.2,0.02,404.9051676933734,0.3290003276778576
122,10.0,0.16,0.02,2.0,0.2,0.2,431.6202898763466,0.29345727664924787
123,10.0,0.16,0.02,2.0,0.2,2.0,416.0099909402752,0.3613425984320782
124,10.0,0.16,0.02,2.0,2.0,0.0,413.1020023119596,0.330286503772472
