,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE,AUPR
0,10.0,0.16,0.0,0.0,0.0,0.0,467.0901919937911,0.3641176416001181
1,10.0,0.16,0.0,0.0,0.0,0.02,464.22899225936544,0.2298782667460537
2,10.0,0.16,0.0,0.0,0.0,0.2,458.04424463867446,0.3673538921270179
3,10.0,0.16,0.0,0.0,0.0,2.0,455.21146919862485,0.3691029999038688
4,10.0,0.16,0.0,0.0,0.02,0.0,453.088819052275,0.4009592380880703
5,10.0,0.16,0.0,0.0,0.02,0.02,458.7198129040247,0.3908584114326597
6,10.0,0.16,0.0,0.0,0.02,0.2,461.0283809486073,0.3849951332275449
7,10.0,0.16,0.0,0.0,0.02,2.0,462.2803484827902,0.37083627443741307
8,10.0,0.16,0.0,0.0,0.2,0.0,461.92609342094596,0.3912490363717743
9,10.0,0.16,0.0,0.0,0.2,0.02,466.8676729516106,0.3931297773931344
10,10.0,0.16,0.0,0.0,0.2,0.2,466.9611116163716,0.3937619561411466
11,10.0,0.16,0.0,0.0,0.2,2.0,460.6744789772045,0.3940724594195752
12,10.0,0.16,0.0,0.0,2.0,0.0,457.444321464391,0.3804536824055628
13,10.0,0.16,0.0,0.0,2.0,0.02,470.35181839116655,0.3342517556917648
14,10.0,0.16,0.0,0.0,2.0,0.2,459.8100250437937,0.33832729843072634
15,10.0,0.16,0.0,0.0,2.0,2.0,461.3943492246573,0.37500467272859817
16,10.0,0.16,0.0,0.02,0.0,0.0,470.0405658657639,0.3930367386839477
17,10.0,0.16,0.0,0.02,0.0,0.02,451.2452150291268,0.3780925678136161
18,10.0,0.16,0.0,0.02,0.0,0.2,455.4836830884279,0.4177387545772718
19,10.0,0.16,0.0,0.02,0.0,2.0,443.4188418458242,0.3738701283013263
20,10.0,0.16,0.0,0.02,0.02,0.0,452.7381949055574,0.3484103102799686
21,10.0,0.16,0.0,0.02,0.02,0.02,453.2761671495703,0.38311057843152585
22,10.0,0.16,0.0,0.02,0.02,0.2,460.80781901928736,0.3581635208372866
23,10.0,0.16,0.0,0.02,0.02,2.0,466.0919372310832,0.3799978144114647
24,10.0,0.16,0.0,0.02,0.2,0.0,467.57256990871116,0.3808836959254885
25,10.0,0.16,0.0,0.02,0.2,0.02,459.5716919630887,0.375367935725992
26,10.0,0.16,0.0,0.02,0.2,0.2,467.37443494054367,
27,10.0,0.16,0.0,0.02,0.2,2.0,451.3547027816198,0.38446321552109247
28,10.0,0.16,0.0,0.02,2.0,0.0,454.6809137202191,0.39579529863660956
29,10.0,0.16,0.0,0.02,2.0,0.02,449.549338408829,0.388596637933652
30,10.0,0.16,0.0,0.02,2.0,0.2,459.1564332778128,0.38936790735430094
31,10.0,0.16,0.0,0.02,2.0,2.0,466.55649265634423,0.3855467798490836
32,10.0,0.16,0.0,0.2,0.0,0.0,457.0899242201592,0.3948787156543068
33,10.0,0.16,0.0,0.2,0.0,0.02,478.82485405577415,0.36933510016414656
34,10.0,0.16,0.0,0.2,0.0,0.2,464.2327059446857,0.35097476262946065
35,10.0,0.16,0.0,0.2,0.0,2.0,455.58691484248567,0.3576299627167727
36,10.0,0.16,0.0,0.2,0.02,0.0,459.5486710364113,0.3887650995447002
37,10.0,0.16,0.0,0.2,0.02,0.02,459.7034454013824,0.3795071018277844
38,10.0,0.16,0.0,0.2,0.02,0.2,464.83941715853234,0.39300663093584254
39,10.0,0.16,0.0,0.2,0.02,2.0,466.43236769857583,0.3787045573011318
40,10.0,0.16,0.0,0.2,0.2,0.0,463.33929759355436,0.3556608522345885
41,10.0,0.16,0.0,0.2,0.2,0.02,463.61160481593316,0.33826807273098347
42,10.0,0.16,0.0,0.2,0.2,0.2,462.67859209387774,0.3292231809590484
