,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,376.18927165882417
1,10.0,0.16,0.0,0.0,0.0,0.02,372.7965944289852
2,10.0,0.16,0.0,0.0,0.0,0.2,365.567149820056
3,10.0,0.16,0.0,0.0,0.0,2.0,373.92583594005936
4,10.0,0.16,0.0,0.0,0.02,0.0,375.65864555563553
5,10.0,0.16,0.0,0.0,0.02,0.02,390.67136143551215
6,10.0,0.16,0.0,0.0,0.02,0.2,375.18875279491635
7,10.0,0.16,0.0,0.0,0.02,2.0,374.14628855293364
8,10.0,0.16,0.0,0.0,0.2,0.0,377.88831232433137
9,10.0,0.16,0.0,0.0,0.2,0.02,392.0521164457185
10,10.0,0.16,0.0,0.0,0.2,0.2,376.45041847349376
11,10.0,0.16,0.0,0.0,0.2,2.0,381.5763342582225
12,10.0,0.16,0.0,0.0,2.0,0.0,370.8666145382773
13,10.0,0.16,0.0,0.0,2.0,0.02,383.6579911650093
14,10.0,0.16,0.0,0.0,2.0,0.2,377.44913831810265
15,10.0,0.16,0.0,0.0,2.0,2.0,390.8677126787039
16,10.0,0.16,0.0,0.02,0.0,0.0,378.6174708081263
17,10.0,0.16,0.0,0.02,0.0,0.02,375.13370818772484
18,10.0,0.16,0.0,0.02,0.0,0.2,369.8294522587254
19,10.0,0.16,0.0,0.02,0.0,2.0,384.0818362489997
20,10.0,0.16,0.0,0.02,0.02,0.0,373.53849645363783
21,10.0,0.16,0.0,0.02,0.02,0.02,373.7657809604503
22,10.0,0.16,0.0,0.02,0.02,0.2,394.7328814747965
23,10.0,0.16,0.0,0.02,0.02,2.0,393.39113674060616
24,10.0,0.16,0.0,0.02,0.2,0.0,375.7224787350376
25,10.0,0.16,0.0,0.02,0.2,0.02,380.68484789093264
26,10.0,0.16,0.0,0.02,0.2,0.2,377.8879694208664
27,10.0,0.16,0.0,0.02,0.2,2.0,378.45056402876526
28,10.0,0.16,0.0,0.02,2.0,0.0,373.34146842410865
29,10.0,0.16,0.0,0.02,2.0,0.02,383.3670192921401
30,10.0,0.16,0.0,0.02,2.0,0.2,385.78995135849465
31,10.0,0.16,0.0,0.02,2.0,2.0,373.8971662926358
32,10.0,0.16,0.0,0.2,0.0,0.0,389.0598485629248
33,10.0,0.16,0.0,0.2,0.0,0.02,391.0644949597969
34,10.0,0.16,0.0,0.2,0.0,0.2,372.41540438707705
35,10.0,0.16,0.0,0.2,0.0,2.0,370.51680625806335
36,10.0,0.16,0.0,0.2,0.02,0.0,375.69374728275886
37,10.0,0.16,0.0,0.2,0.02,0.02,384.4256204484778
38,10.0,0.16,0.0,0.2,0.02,0.2,375.4081870309599
39,10.0,0.16,0.0,0.2,0.02,2.0,380.8075123376384
40,10.0,0.16,0.0,0.2,0.2,0.0,384.36915616262894
41,10.0,0.16,0.0,0.2,0.2,0.02,367.6674249271325
42,10.0,0.16,0.0,0.2,0.2,0.2,373.6672641124
43,10.0,0.16,0.0,0.2,0.2,2.0,375.53990507598326
44,10.0,0.16,0.0,0.2,2.0,0.0,373.35528467004167
45,10.0,0.16,0.0,0.2,2.0,0.02,387.35949740488775
46,10.0,0.16,0.0,0.2,2.0,0.2,375.71842688375915
47,10.0,0.16,0.0,0.2,2.0,2.0,373.07405420517335
48,10.0,0.16,0.0,2.0,0.0,0.0,381.2737054283783
49,10.0,0.16,0.0,2.0,0.0,0.02,391.85080767631325
50,10.0,0.16,0.0,2.0,0.0,0.2,378.0339698055898
51,10.0,0.16,0.0,2.0,0.0,2.0,389.8255680936386
52,10.0,0.16,0.0,2.0,0.02,0.0,389.10021927007836
53,10.0,0.16,0.0,2.0,0.02,0.02,369.89899210316
54,10.0,0.16,0.0,2.0,0.02,0.2,371.9825919126805
55,10.0,0.16,0.0,2.0,0.02,2.0,375.5574048467548
56,10.0,0.16,0.0,2.0,0.2,0.0,377.98290177840585
57,10.0,0.16,0.0,2.0,0.2,0.02,366.9859797043868
58,10.0,0.16,0.0,2.0,0.2,0.2,370.88137862886185
59,10.0,0.16,0.0,2.0,0.2,2.0,372.1897305511578
60,10.0,0.16,0.0,2.0,2.0,0.0,380.3217298224568
61,10.0,0.16,0.0,2.0,2.0,0.02,382.2866274133668
62,10.0,0.16,0.0,2.0,2.0,0.2,366.6652486024428
63,10.0,0.16,0.0,2.0,2.0,2.0,377.03517782302015
64,10.0,0.16,0.02,0.0,0.0,0.0,380.2452143771009
65,10.0,0.16,0.02,0.0,0.0,0.02,379.7952592006128
66,10.0,0.16,0.02,0.0,0.0,0.2,376.6323357234968
67,10.0,0.16,0.02,0.0,0.0,2.0,368.916545020554
68,10.0,0.16,0.02,0.0,0.02,0.0,376.91443631898943
69,10.0,0.16,0.02,0.0,0.02,0.02,378.26178795780345
70,10.0,0.16,0.02,0.0,0.02,0.2,389.1375499590243
71,10.0,0.16,0.02,0.0,0.02,2.0,383.26715274944667
72,10.0,0.16,0.02,0.0,0.2,0.0,389.8555573691977
73,10.0,0.16,0.02,0.0,0.2,0.02,380.22012069600646
74,10.0,0.16,0.02,0.0,0.2,0.2,378.3446288083792
75,10.0,0.16,0.02,0.0,0.2,2.0,371.67736843021163
76,10.0,0.16,0.02,0.0,2.0,0.0,393.82203736381325
77,10.0,0.16,0.02,0.0,2.0,0.02,379.3573740087346
78,10.0,0.16,0.02,0.0,2.0,0.2,387.33349214978614
79,10.0,0.16,0.02,0.0,2.0,2.0,380.8206255877329
80,10.0,0.16,0.02,0.02,0.0,0.0,377.32240412249575
81,10.0,0.16,0.02,0.02,0.0,0.02,386.6842302529422
82,10.0,0.16,0.02,0.02,0.0,0.2,364.6271135365516
83,10.0,0.16,0.02,0.02,0.0,2.0,378.6994907440051
84,10.0,0.16,0.02,0.02,0.02,0.0,376.4479193657151
85,10.0,0.16,0.02,0.02,0.02,0.02,387.18120202291857
86,10.0,0.16,0.02,0.02,0.02,0.2,379.1801603700536
87,10.0,0.16,0.02,0.02,0.02,2.0,366.8164660979621
88,10.0,0.16,0.02,0.02,0.2,0.0,376.16536048941055
89,10.0,0.16,0.02,0.02,0.2,0.02,371.09840612383016
90,10.0,0.16,0.02,0.02,0.2,0.2,370.62453320297936
91,10.0,0.16,0.02,0.02,0.2,2.0,368.9115598462269
92,10.0,0.16,0.02,0.02,2.0,0.0,376.38486501243364
93,10.0,0.16,0.02,0.02,2.0,0.02,378.37655211437635
94,10.0,0.16,0.02,0.02,2.0,0.2,385.63719563305466
95,10.0,0.16,0.02,0.02,2.0,2.0,380.3649584776798
96,10.0,0.16,0.02,0.2,0.0,0.0,393.46356100425913
97,10.0,0.16,0.02,0.2,0.0,0.02,370.0940588744108
98,10.0,0.16,0.02,0.2,0.0,0.2,377.95471647890884
99,10.0,0.16,0.02,0.2,0.0,2.0,374.02027173524283
100,10.0,0.16,0.02,0.2,0.02,0.0,385.8746004106231
101,10.0,0.16,0.02,0.2,0.02,0.02,389.5055338953982
102,10.0,0.16,0.02,0.2,0.02,0.2,385.70166837191385
103,10.0,0.16,0.02,0.2,0.02,2.0,380.1795386976433
