,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE
0,10.0,0.16,0.0,0.0,0.0,0.0,332.1563228024672
1,10.0,0.16,0.0,0.0,0.0,0.02,329.5938651250936
2,10.0,0.16,0.0,0.0,0.0,0.2,327.8788581137087
3,10.0,0.16,0.0,0.0,0.0,2.0,323.3751102283853
4,10.0,0.16,0.0,0.0,0.02,0.0,343.88215596948305
5,10.0,0.16,0.0,0.0,0.02,0.02,330.1006328103521
6,10.0,0.16,0.0,0.0,0.02,0.2,330.0884809630041
7,10.0,0.16,0.0,0.0,0.02,2.0,336.0892953764652
8,10.0,0.16,0.0,0.0,0.2,0.0,338.9400832800517
9,10.0,0.16,0.0,0.0,0.2,0.02,331.9395930920413
10,10.0,0.16,0.0,0.0,0.2,0.2,346.5382556850159
11,10.0,0.16,0.0,0.0,0.2,2.0,331.34427412275846
12,10.0,0.16,0.0,0.0,2.0,0.0,335.12739778198653
13,10.0,0.16,0.0,0.0,2.0,0.02,332.66806281695216
14,10.0,0.16,0.0,0.0,2.0,0.2,327.04955762780185
15,10.0,0.16,0.0,0.0,2.0,2.0,348.26489017146133
16,10.0,0.16,0.0,0.02,0.0,0.0,325.96958659503485
17,10.0,0.16,0.0,0.02,0.0,0.02,353.08808446163744
18,10.0,0.16,0.0,0.02,0.0,0.2,326.74224470355097
19,10.0,0.16,0.0,0.02,0.0,2.0,340.0645145073707
20,10.0,0.16,0.0,0.02,0.02,0.0,328.27408834648213
21,10.0,0.16,0.0,0.02,0.02,0.02,330.95822619271684
22,10.0,0.16,0.0,0.02,0.02,0.2,330.2215603456027
23,10.0,0.16,0.0,0.02,0.02,2.0,340.2530738017313
24,10.0,0.16,0.0,0.02,0.2,0.0,332.1714848149202
25,10.0,0.16,0.0,0.02,0.2,0.02,331.11918133135066
26,10.0,0.16,0.0,0.02,0.2,0.2,336.16953353214393
27,10.0,0.16,0.0,0.02,0.2,2.0,329.7727164616967
28,10.0,0.16,0.0,0.02,2.0,0.0,336.73559887870016
29,10.0,0.16,0.0,0.02,2.0,0.02,332.8661598316173
30,10.0,0.16,0.0,0.02,2.0,0.2,336.7391334117896
31,10.0,0.16,0.0,0.02,2.0,2.0,331.84316100390754
32,10.0,0.16,0.0,0.2,0.0,0.0,338.5852762054564
33,10.0,0.16,0.0,0.2,0.0,0.02,344.28786786701653
34,10.0,0.16,0.0,0.2,0.0,0.2,342.08910695401045
35,10.0,0.16,0.0,0.2,0.0,2.0,336.01678789455
36,10.0,0.16,0.0,0.2,0.02,0.0,343.91339469412964
37,10.0,0.16,0.0,0.2,0.02,0.02,327.9524165887278
38,10.0,0.16,0.0,0.2,0.02,0.2,328.0417477651233
39,10.0,0.16,0.0,0.2,0.02,2.0,329.12274998560764
40,10.0,0.16,0.0,0.2,0.2,0.0,345.73188280034486
41,10.0,0.16,0.0,0.2,0.2,0.02,333.7703641350831
42,10.0,0.16,0.0,0.2,0.2,0.2,338.5607755881332
43,10.0,0.16,0.0,0.2,0.2,2.0,335.9231323013389
44,10.0,0.16,0.0,0.2,2.0,0.0,338.59860218191625
45,10.0,0.16,0.0,0.2,2.0,0.02,332.6553325509885
46,10.0,0.16,0.0,0.2,2.0,0.2,328.73076837073023
47,10.0,0.16,0.0,0.2,2.0,2.0,333.15704683810696
48,10.0,0.16,0.0,2.0,0.0,0.0,346.2865046378507
49,10.0,0.16,0.0,2.0,0.0,0.02,320.16923101582734
50,10.0,0.16,0.0,2.0,0.0,0.2,321.929490877249
51,10.0,0.16,0.0,2.0,0.0,2.0,327.09212907853987
52,10.0,0.16,0.0,2.0,0.02,0.0,333.4329272580483
53,10.0,0.16,0.0,2.0,0.02,0.02,334.81056428581
54,10.0,0.16,0.0,2.0,0.02,0.2,336.97843861906824
55,10.0,0.16,0.0,2.0,0.02,2.0,326.61385174145624
56,10.0,0.16,0.0,2.0,0.2,0.0,338.25117911226897
57,10.0,0.16,0.0,2.0,0.2,0.02,339.93581231351004
58,10.0,0.16,0.0,2.0,0.2,0.2,333.0870192262582
59,10.0,0.16,0.0,2.0,0.2,2.0,328.3361020226162
60,10.0,0.16,0.0,2.0,2.0,0.0,338.77198146016525
61,10.0,0.16,0.0,2.0,2.0,0.02,341.1318877054983
62,10.0,0.16,0.0,2.0,2.0,0.2,336.4478465820752
63,10.0,0.16,0.0,2.0,2.0,2.0,335.7242666642901
64,10.0,0.16,0.02,0.0,0.0,0.0,328.39400569707806
65,10.0,0.16,0.02,0.0,0.0,0.02,331.7024548708207
66,10.0,0.16,0.02,0.0,0.0,0.2,326.06233675702674
67,10.0,0.16,0.02,0.0,0.0,2.0,329.19130233602834
68,10.0,0.16,0.02,0.0,0.02,0.0,330.2524044077977
69,10.0,0.16,0.02,0.0,0.02,0.02,320.4790179158029
70,10.0,0.16,0.02,0.0,0.02,0.2,335.1269149493135
71,10.0,0.16,0.02,0.0,0.02,2.0,327.89487011231137
72,10.0,0.16,0.02,0.0,0.2,0.0,324.436419277224
73,10.0,0.16,0.02,0.0,0.2,0.02,328.2933660435104
74,10.0,0.16,0.02,0.0,0.2,0.2,330.01231733873
75,10.0,0.16,0.02,0.0,0.2,2.0,328.50787010750673
76,10.0,0.16,0.02,0.0,2.0,0.0,336.7847869042858
77,10.0,0.16,0.02,0.0,2.0,0.02,343.9852083934257
78,10.0,0.16,0.02,0.0,2.0,0.2,336.65731084626066
79,10.0,0.16,0.02,0.0,2.0,2.0,327.3340989693512
