,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE,AUPR
0,10.0,0.16,0.0,0.0,0.0,0.0,370.3159237145924,0.3536421932545389
1,10.0,0.16,0.0,0.0,0.0,0.02,381.78454619196856,0.3638471688464909
2,10.0,0.16,0.0,0.0,0.0,0.2,368.64514356616587,0.3459080424633712
3,10.0,0.16,0.0,0.0,0.0,2.0,366.20516193069886,0.3698767469726188
4,10.0,0.16,0.0,0.0,0.02,0.0,372.2057558236945,0.3811956976766305
5,10.0,0.16,0.0,0.0,0.02,0.02,365.6428322819772,0.35392952813804346
6,10.0,0.16,0.0,0.0,0.02,0.2,373.04393484875396,0.3311807970103265
7,10.0,0.16,0.0,0.0,0.02,2.0,375.6015706807434,0.3616742528604209
8,10.0,0.16,0.0,0.0,0.2,0.0,371.0089917971718,0.3125395359365453
9,10.0,0.16,0.0,0.0,0.2,0.02,372.1721174445217,0.3210982295607763
10,10.0,0.16,0.0,0.0,0.2,0.2,375.34732922160003,0.35054681788012554
11,10.0,0.16,0.0,0.0,0.2,2.0,366.5581293368641,0.343538401415843
12,10.0,0.16,0.0,0.0,2.0,0.0,377.49967320008415,0.3496052422312784
13,10.0,0.16,0.0,0.0,2.0,0.02,381.8067781596544,0.3604145998323179
14,10.0,0.16,0.0,0.0,2.0,0.2,372.85429734081146,0.3451956330144097
15,10.0,0.16,0.0,0.0,2.0,2.0,371.90609110356627,0.3575731252534853
16,10.0,0.16,0.0,0.02,0.0,0.0,377.0260017340692,0.3517090988680693
17,10.0,0.16,0.0,0.02,0.0,0.02,375.4130314969488,0.3489315573386512
18,10.0,0.16,0.0,0.02,0.0,0.2,369.05226527200585,0.3652520689517191
19,10.0,0.16,0.0,0.02,0.0,2.0,376.7209937022757,0.3703542451484607
20,10.0,0.16,0.0,0.02,0.02,0.0,366.2389838470616,0.3578804244026298
21,10.0,0.16,0.0,0.02,0.02,0.02,371.94420427964315,0.34660596531748583
22,10.0,0.16,0.0,0.02,0.02,0.2,382.11032167914635,0.3708122121094792
23,10.0,0.16,0.0,0.02,0.02,2.0,371.97533556353983,0.34867380442064577
24,10.0,0.16,0.0,0.02,0.2,0.0,372.07968139450776,0.3639735210370822
25,10.0,0.16,0.0,0.02,0.2,0.02,387.16553464492483,0.3534960576899213
26,10.0,0.16,0.0,0.02,0.2,0.2,373.245255004365,0.3548689656494772
27,10.0,0.16,0.0,0.02,0.2,2.0,365.66894929535215,0.3702128376195525
28,10.0,0.16,0.0,0.02,2.0,0.0,379.4771620053638,0.3468090222292805
29,10.0,0.16,0.0,0.02,2.0,0.02,387.727991456528,0.3327886630274769
30,10.0,0.16,0.0,0.02,2.0,0.2,373.65923786076485,0.3371558753784289
31,10.0,0.16,0.0,0.02,2.0,2.0,368.7935502515682,0.3670699392265884
32,10.0,0.16,0.0,0.2,0.0,0.0,367.2517000751388,0.3564949932317833
33,10.0,0.16,0.0,0.2,0.0,0.02,368.9978608509728,0.3484532700146889
34,10.0,0.16,0.0,0.2,0.0,0.2,374.79765563275396,0.34059811100491433
35,10.0,0.16,0.0,0.2,0.0,2.0,367.83667167517495,0.3791255406435207
36,10.0,0.16,0.0,0.2,0.02,0.0,378.01232381479036,0.373059231955214
37,10.0,0.16,0.0,0.2,0.02,0.02,372.1960899710672,0.3185694743324002
38,10.0,0.16,0.0,0.2,0.02,0.2,371.1808189909388,0.32758087969148514
39,10.0,0.16,0.0,0.2,0.02,2.0,363.5214573903018,0.32303583913006373
40,10.0,0.16,0.0,0.2,0.2,0.0,364.6354924338588,0.3531213648022039
41,10.0,0.16,0.0,0.2,0.2,0.02,368.0181851472436,0.33786580264027666
42,10.0,0.16,0.0,0.2,0.2,0.2,364.0454186319313,0.34985419232992515
43,10.0,0.16,0.0,0.2,0.2,2.0,363.37696383225364,0.3653195446298336
44,10.0,0.16,0.0,0.2,2.0,0.0,376.0150420774655,0.35469679533950593
45,10.0,0.16,0.0,0.2,2.0,0.02,373.02614138288635,0.3633752367980416
46,10.0,0.16,0.0,0.2,2.0,0.2,375.90692806217453,0.36435865896534625
47,10.0,0.16,0.0,0.2,2.0,2.0,365.24431368312537,0.35152064537987593
48,10.0,0.16,0.0,2.0,0.0,0.0,376.1901995871162,0.32748789306214143
49,10.0,0.16,0.0,2.0,0.0,0.02,376.1502953742824,0.36363015090062256
50,10.0,0.16,0.0,2.0,0.0,0.2,366.8151419242191,0.35437888197204526
51,10.0,0.16,0.0,2.0,0.0,2.0,369.83099149483047,0.3715007320482024
52,10.0,0.16,0.0,2.0,0.02,0.0,364.2643670587972,0.35194572664175805
53,10.0,0.16,0.0,2.0,0.02,0.02,374.16952826950927,0.34350650995642307
54,10.0,0.16,0.0,2.0,0.02,0.2,383.75148437779967,0.3621031751539319
55,10.0,0.16,0.0,2.0,0.02,2.0,375.6180176843969,0.369977459724239
56,10.0,0.16,0.0,2.0,0.2,0.0,379.7268769539178,0.36260861431111896
57,10.0,0.16,0.0,2.0,0.2,0.02,380.91001689229216,0.3541241848015651
58,10.0,0.16,0.0,2.0,0.2,0.2,378.2539683812307,0.3453336602109892
59,10.0,0.16,0.0,2.0,0.2,2.0,380.1048488888077,0.36839715740009343
60,10.0,0.16,0.0,2.0,2.0,0.0,386.908786042786,0.38168611936220187
61,10.0,0.16,0.0,2.0,2.0,0.02,367.35844298256796,0.3653479876068709
62,10.0,0.16,0.0,2.0,2.0,0.2,364.4692907373568,0.3609122332785117
63,10.0,0.16,0.0,2.0,2.0,2.0,372.37674080430105,0.36059483741996196
64,10.0,0.16,0.02,0.0,0.0,0.0,385.17565209510917,0.3568121100819136
65,10.0,0.16,0.02,0.0,0.0,0.02,360.1952272720945,0.33767787988535225
66,10.0,0.16,0.02,0.0,0.0,0.2,367.4334758777135,0.35030103057833833
67,10.0,0.16,0.02,0.0,0.0,2.0,364.8077614536936,0.37069940452036343
68,10.0,0.16,0.02,0.0,0.02,0.0,372.56221577255235,0.38644411019678937
69,10.0,0.16,0.02,0.0,0.02,0.02,366.931298636646,0.3575492022592
70,10.0,0.16,0.02,0.0,0.02,0.2,372.7838665903006,0.3466460922792006
71,10.0,0.16,0.02,0.0,0.02,2.0,380.64543534383597,0.3660434293341887
72,10.0,0.16,0.02,0.0,0.2,0.0,364.5467916902865,0.3530933374572812
73,10.0,0.16,0.02,0.0,0.2,0.02,372.7456404619856,0.3499026372207983
74,10.0,0.16,0.02,0.0,0.2,0.2,366.3966321035544,0.3693393660087525
75,10.0,0.16,0.02,0.0,0.2,2.0,363.4913982014084,0.36832330264925317
76,10.0,0.16,0.02,0.0,2.0,0.0,380.07591087077276,0.35285383071177967
77,10.0,0.16,0.02,0.0,2.0,0.02,368.6435385350043,0.3653333790688864
78,10.0,0.16,0.02,0.0,2.0,0.2,374.26964699768087,0.3465097821504267
79,10.0,0.16,0.02,0.0,2.0,2.0,377.3210904710302,0.3623248890506709
80,10.0,0.16,0.02,0.02,0.0,0.0,368.7974039502314,0.3856748750194964
81,10.0,0.16,0.02,0.02,0.0,0.02,369.8532293523901,0.36379886756435365
82,10.0,0.16,0.02,0.02,0.0,0.2,369.9547153399285,0.3819346701795181
83,10.0,0.16,0.02,0.02,0.0,2.0,371.3436216696716,0.3667903034251486
84,10.0,0.16,0.02,0.02,0.02,0.0,382.8019843128837,0.35552785376856044
85,10.0,0.16,0.02,0.02,0.02,0.02,369.57783672864286,0.3598250477917353
86,10.0,0.16,0.02,0.02,0.02,0.2,377.0114054413645,0.3674307791540256
87,10.0,0.16,0.02,0.02,0.02,2.0,365.77774886647325,0.363003387464638
88,10.0,0.16,0.02,0.02,0.2,0.0,380.2533536358412,0.37318326755156517
89,10.0,0.16,0.02,0.02,0.2,0.02,378.65624832211694,0.35565726968597466
90,10.0,0.16,0.02,0.02,0.2,0.2,377.22635677145087,0.3223073144479211
91,10.0,0.16,0.02,0.02,0.2,2.0,372.33968884775896,0.3535424591460372
92,10.0,0.16,0.02,0.02,2.0,0.0,410.35824283364684,0.355710941085018
93,10.0,0.16,0.02,0.02,2.0,0.02,372.41450786024626,0.37076061355500245
94,10.0,0.16,0.02,0.02,2.0,0.2,371.93205150281614,0.3102242211864257
95,10.0,0.16,0.02,0.02,2.0,2.0,369.98645654065234,0.3772560792705633
96,10.0,0.16,0.02,0.2,0.0,0.0,374.87206185669487,0.3699145242119382
97,10.0,0.16,0.02,0.2,0.0,0.02,369.02196657291086,0.3512822064067289
98,10.0,0.16,0.02,0.2,0.0,0.2,377.57828859450035,0.36161502422469816
99,10.0,0.16,0.02,0.2,0.0,2.0,370.7980327399525,0.39862726188468106
100,10.0,0.16,0.02,0.2,0.02,0.0,382.75297150549216,0.35988732974433235
101,10.0,0.16,0.02,0.2,0.02,0.02,370.9678479473211,0.3671382670149221
102,10.0,0.16,0.02,0.2,0.02,0.2,385.8458952573085,0.34806217777331083
103,10.0,0.16,0.02,0.2,0.02,2.0,368.31649113664236,0.3413202830930079
104,10.0,0.16,0.02,0.2,0.2,0.0,373.2409877419845,0.33536905190470745
105,10.0,0.16,0.02,0.2,0.2,0.02,385.35429354611085,0.3493106657295833
106,10.0,0.16,0.02,0.2,0.2,0.2,381.43808752170753,0.3401685190684857
107,10.0,0.16,0.02,0.2,0.2,2.0,383.6509928193717,0.3846036586650794
108,10.0,0.16,0.02,0.2,2.0,0.0,366.7841649943031,0.2878151928572196
109,10.0,0.16,0.02,0.2,2.0,0.02,385.8319883990888,0.35556082124524274
110,10.0,0.16,0.02,0.2,2.0,0.2,379.14876971648295,0.38002929707713556
111,10.0,0.16,0.02,0.2,2.0,2.0,370.90293180873306,0.38785592636225674
112,10.0,0.16,0.02,2.0,0.0,0.0,368.7929373338019,0.36650134538734935
113,10.0,0.16,0.02,2.0,0.0,0.02,376.4416680650354,0.35715165250775743
114,10.0,0.16,0.02,2.0,0.0,0.2,385.47210529956885,0.32149125663561473
115,10.0,0.16,0.02,2.0,0.0,2.0,366.92187774614024,0.3747848147496414
116,10.0,0.16,0.02,2.0,0.02,0.0,370.2322777806842,0.3542922062492723
117,10.0,0.16,0.02,2.0,0.02,0.02,375.6565117485641,0.3405908537152818
118,10.0,0.16,0.02,2.0,0.02,0.2,380.8577051590507,0.3697392844398319
119,10.0,0.16,0.02,2.0,0.02,2.0,371.0295313790406,0.38255326441111337
120,10.0,0.16,0.02,2.0,0.2,0.0,373.0183499613198,0.3378235623117747
121,10.0,0.16,0.02,2.0,0.2,0.02,380.938567184506,0.36692810787478414
122,10.0,0.16,0.02,2.0,0.2,0.2,370.5852280248122,0.34960556638531737
123,10.0,0.16,0.02,2.0,0.2,2.0,363.6325004078002,0.3566987193920414
124,10.0,0.16,0.02,2.0,2.0,0.0,387.9742577143582,0.3695735983257854
125,10.0,0.16,0.02,2.0,2.0,0.02,371.48764806437896,0.32804483554142017
126,10.0,0.16,0.02,2.0,2.0,0.2,375.00654658863675,0.3916269746813156
127,10.0,0.16,0.02,2.0,2.0,2.0,378.67625437772483,0.32811055214417595
128,10.0,0.16,0.2,0.0,0.0,0.0,374.4358542703219,0.3660310031610917
129,10.0,0.16,0.2,0.0,0.0,0.02,370.55773493398686,0.3486012788144282
130,10.0,0.16,0.2,0.0,0.0,0.2,371.75701162528486,0.37197256196493755
131,10.0,0.16,0.2,0.0,0.0,2.0,367.7037097108895,0.3652636665042648
132,10.0,0.16,0.2,0.0,0.02,0.0,383.6992752459538,0.34698352558135187
133,10.0,0.16,0.2,0.0,0.02,0.02,374.69013020190687,0.3409476341349084
134,10.0,0.16,0.2,0.0,0.02,0.2,376.15975850448615,0.33378644795539525
135,10.0,0.16,0.2,0.0,0.02,2.0,373.1686433152952,0.35115442921646833
136,10.0,0.16,0.2,0.0,0.2,0.0,367.5789270320826,0.33650183806847545
137,10.0,0.16,0.2,0.0,0.2,0.02,386.0837599503277,0.34485938934464094
138,10.0,0.16,0.2,0.0,0.2,0.2,393.6713433557177,0.3647970355478102
139,10.0,0.16,0.2,0.0,0.2,2.0,370.94240378534965,0.36364166925108965
140,10.0,0.16,0.2,0.0,2.0,0.0,372.8722784260942,0.3465996711868363
141,10.0,0.16,0.2,0.0,2.0,0.02,366.9409187735282,0.37013274231510707
142,10.0,0.16,0.2,0.0,2.0,0.2,370.83092694731397,0.3524110924954528
143,10.0,0.16,0.2,0.0,2.0,2.0,383.44966131327857,0.3230033159990717
144,10.0,0.16,0.2,0.02,0.0,0.0,368.52988115449034,0.3416207655664045
145,10.0,0.16,0.2,0.02,0.0,0.02,370.44722839170646,0.3620064780223193
146,10.0,0.16,0.2,0.02,0.0,0.2,373.7635658123532,0.3577715918616664
147,10.0,0.16,0.2,0.02,0.0,2.0,368.159402291084,0.3688874693809775
148,10.0,0.16,0.2,0.02,0.02,0.0,372.1256882637258,0.3448141056987121
149,10.0,0.16,0.2,0.02,0.02,0.02,371.26190162997256,0.35111379661456193
