,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,MSE,AUPR
50,10.0,0.16,0.0,2.0,0.0,0.2,427.0517312055513,0.3553153698847418
51,10.0,0.16,0.0,2.0,0.0,2.0,418.2344092483375,0.3606810705954432
52,10.0,0.16,0.0,2.0,0.02,0.0,427.74350366781687,0.31809150879414105
53,10.0,0.16,0.0,2.0,0.02,0.02,429.0248142975907,0.33483473133291486
54,10.0,0.16,0.0,2.0,0.02,0.2,416.2227060996572,0.3525884357428334
55,10.0,0.16,0.0,2.0,0.02,2.0,423.5153207396434,0.29794756606268824
56,10.0,0.16,0.0,2.0,0.2,0.0,431.7450152020326,0.3524162982768444
57,10.0,0.16,0.0,2.0,0.2,0.02,419.158050542385,0.31736094419352345
58,10.0,0.16,0.0,2.0,0.2,0.2,440.3679054325284,0.3252260286287356
59,10.0,0.16,0.0,2.0,0.2,2.0,426.60185313448005,0.33227461496081606
60,10.0,0.16,0.0,2.0,2.0,0.0,437.8373704312194,0.32863514544555006
61,10.0,0.16,0.0,2.0,2.0,0.02,441.4378842241906,0.3182775396521827
62,10.0,0.16,0.0,2.0,2.0,0.2,415.10474942927453,0.3367845542040778
63,10.0,0.16,0.0,2.0,2.0,2.0,427.14750087514733,0.3330599022462765
64,10.0,0.16,0.02,0.0,0.0,0.0,421.21227881169744,0.3370698438255769
65,10.0,0.16,0.02,0.0,0.0,0.02,420.39576998924883,0.33202321712984134
66,10.0,0.16,0.02,0.0,0.0,0.2,428.2869882090062,0.36158872612267373
67,10.0,0.16,0.02,0.0,0.0,2.0,422.86905244144594,0.3016685073406501
68,10.0,0.16,0.02,0.0,0.02,0.0,427.81262635841864,0.3376258567794875
69,10.0,0.16,0.02,0.0,0.02,0.02,421.69391895585676,0.3009932061073609
70,10.0,0.16,0.02,0.0,0.02,0.2,430.89448247290085,0.3455691074006261
71,10.0,0.16,0.02,0.0,0.02,2.0,416.1248428639673,0.3487453526780433
72,10.0,0.16,0.02,0.0,0.2,0.0,423.89958076090113,0.32553956905385295
73,10.0,0.16,0.02,0.0,0.2,0.02,420.6145197490702,0.34282349889353964
74,10.0,0.16,0.02,0.0,0.2,0.2,425.8105159779077,0.3262119910669572
75,10.0,0.16,0.02,0.0,0.2,2.0,438.3198059361489,0.34049627805354693
76,10.0,0.16,0.02,0.0,2.0,0.0,417.01070425582395,0.3279297918033345
77,10.0,0.16,0.02,0.0,2.0,0.02,425.90478574151405,0.29613253187752037
78,10.0,0.16,0.02,0.0,2.0,0.2,435.0238030359962,0.29684599165817044
79,10.0,0.16,0.02,0.0,2.0,2.0,421.432107062413,0.34156295350075594
80,10.0,0.16,0.02,0.02,0.0,0.0,420.1180380209062,0.32620946633579306
81,10.0,0.16,0.02,0.02,0.0,0.02,417.70580292298064,0.34229132173181365
82,10.0,0.16,0.02,0.02,0.0,0.2,429.90254648722214,0.349297453428128
83,10.0,0.16,0.02,0.02,0.0,2.0,428.00878945960267,0.32986026651887923
84,10.0,0.16,0.02,0.02,0.02,0.0,418.83823667108726,0.3182922539486164
85,10.0,0.16,0.02,0.02,0.02,0.02,426.13773531480456,0.3377289790450965
86,10.0,0.16,0.02,0.02,0.02,0.2,417.3246653504235,0.3422307750701743
87,10.0,0.16,0.02,0.02,0.02,2.0,423.05701863577036,0.3362170355520965
88,10.0,0.16,0.02,0.02,0.2,0.0,421.9497102678491,0.35108151596216164
89,10.0,0.16,0.02,0.02,0.2,0.02,415.28037698355485,0.3518818567510645
90,10.0,0.16,0.02,0.02,0.2,0.2,422.14981051863504,0.33997844733670285
91,10.0,0.16,0.02,0.02,0.2,2.0,421.8052383946321,0.3514063778905888
92,10.0,0.16,0.02,0.02,2.0,0.0,421.4768133264826,0.33209771620101564
93,10.0,0.16,0.02,0.02,2.0,0.02,423.5176673254082,0.33950570189071155
94,10.0,0.16,0.02,0.02,2.0,0.2,433.51318375605456,0.30198195799086847
95,10.0,0.16,0.02,0.02,2.0,2.0,422.2622676285895,0.33487755380371936
96,10.0,0.16,0.02,0.2,0.0,0.0,426.8321899187296,0.3512299754122315
97,10.0,0.16,0.02,0.2,0.0,0.02,430.8320382516704,0.3285055557580901
98,10.0,0.16,0.02,0.2,0.0,0.2,420.44468110173545,0.34829935754872404
99,10.0,0.16,0.02,0.2,0.0,2.0,412.3564758933115,0.3482468858573944
100,10.0,0.16,0.02,0.2,0.02,0.0,420.41479437285454,0.32832844998830235
101,10.0,0.16,0.02,0.2,0.02,0.02,420.50645688110484,0.3208085011181262
102,10.0,0.16,0.02,0.2,0.02,0.2,425.9652160962538,0.3559614669449072
103,10.0,0.16,0.02,0.2,0.02,2.0,420.50920341605246,0.33576617850445467
104,10.0,0.16,0.02,0.2,0.2,0.0,422.2010531903961,0.2858581751737488
105,10.0,0.16,0.02,0.2,0.2,0.02,415.19324378887114,0.35003488181982834
106,10.0,0.16,0.02,0.2,0.2,0.2,437.2239788303368,0.3431596907970953
107,10.0,0.16,0.02,0.2,0.2,2.0,427.1285326677898,0.3448893949342572
108,10.0,0.16,0.02,0.2,2.0,0.0,420.82835404834645,0.3389722670683583
109,10.0,0.16,0.02,0.2,2.0,0.02,428.84077467332634,0.3258836280607884
110,10.0,0.16,0.02,0.2,2.0,0.2,417.4286998716137,0.31585284589260404
111,10.0,0.16,0.02,0.2,2.0,2.0,424.9596194736643,0.3352335293124002
112,10.0,0.16,0.02,2.0,0.0,0.0,426.99134859721664,0.3449676395355425
113,10.0,0.16,0.02,2.0,0.0,0.02,417.72667099513495,0.3154031188256943
114,10.0,0.16,0.02,2.0,0.0,0.2,430.9810211650637,0.3410409429012147
115,10.0,0.16,0.02,2.0,0.0,2.0,423.6774397270027,0.36839455696317774
116,10.0,0.16,0.02,2.0,0.02,0.0,423.45222841006483,0.3391838689625196
117,10.0,0.16,0.02,2.0,0.02,0.02,421.47966863479036,0.2846278883752028
118,10.0,0.16,0.02,2.0,0.02,0.2,420.9810079212449,0.35175351920309084
119,10.0,0.16,0.02,2.0,0.02,2.0,414.88726593562285,0.35349372150087405
120,10.0,0.16,0.02,2.0,0.2,0.0,420.2483972162457,0.326933594685748
121,10.0,0.16,0.02,2.0,0.2,0.02,431.5202707409956,0.33859600284176056
122,10.0,0.16,0.02,2.0,0.2,0.2,432.1246842906724,0.3546923070271385
123,10.0,0.16,0.02,2.0,0.2,2.0,427.6205222699172,0.37006979055027184
124,10.0,0.16,0.02,2.0,2.0,0.0,422.4036441663637,0.34234659920381716
125,10.0,0.16,0.02,2.0,2.0,0.02,433.0420452198989,0.32020305694217066
126,10.0,0.16,0.02,2.0,2.0,0.2,422.4951296712196,0.31823912865799986
127,10.0,0.16,0.02,2.0,2.0,2.0,427.89820295349716,0.3331693842792393
128,10.0,0.16,0.2,0.0,0.0,0.0,420.5587690345411,0.32783596349383204
129,10.0,0.16,0.2,0.0,0.0,0.02,419.6158818527482,0.3403679753875644
130,10.0,0.16,0.2,0.0,0.0,0.2,425.9733316937653,0.3567683394772958
131,10.0,0.16,0.2,0.0,0.0,2.0,427.3542259273626,0.34972299945844104
132,10.0,0.16,0.2,0.0,0.02,0.0,424.59882240196714,0.32983448528349074
133,10.0,0.16,0.2,0.0,0.02,0.02,418.255301060588,0.34038004815800027
134,10.0,0.16,0.2,0.0,0.02,0.2,422.5159178461666,0.36487930796883217
135,10.0,0.16,0.2,0.0,0.02,2.0,419.34161880149117,0.3278771234294054
136,10.0,0.16,0.2,0.0,0.2,0.0,418.1467304945351,0.31729139376255194
137,10.0,0.16,0.2,0.0,0.2,0.02,421.72064249468383,0.33054937165792303
138,10.0,0.16,0.2,0.0,0.2,0.2,425.31898818531516,0.34238634376942745
139,10.0,0.16,0.2,0.0,0.2,2.0,417.22137436117566,0.34639453677531123
140,10.0,0.16,0.2,0.0,2.0,0.0,425.08029449398816,0.3227458340337636
141,10.0,0.16,0.2,0.0,2.0,0.02,425.2272781431367,0.33267041492969945
142,10.0,0.16,0.2,0.0,2.0,0.2,431.62730393455183,0.3087728421848765
143,10.0,0.16,0.2,0.0,2.0,2.0,420.68266609620423,0.3458862982630728
144,10.0,0.16,0.2,0.02,0.0,0.0,428.5754848028514,0.3649022699537274
145,10.0,0.16,0.2,0.02,0.0,0.02,424.7619856107255,0.34350344849774694
146,10.0,0.16,0.2,0.02,0.0,0.2,426.27728966178535,0.35523136233115504
147,10.0,0.16,0.2,0.02,0.0,2.0,415.5919830141242,0.35072186154799995
148,10.0,0.16,0.2,0.02,0.02,0.0,424.2786432025154,0.3624343493783081
149,10.0,0.16,0.2,0.02,0.02,0.02,419.8494521673256,0.3308722221813641
150,10.0,0.16,0.2,0.02,0.02,0.2,431.1965732886817,0.3311368378604119
151,10.0,0.16,0.2,0.02,0.02,2.0,429.58563174882767,0.34944196679580874
152,10.0,0.16,0.2,0.02,0.2,0.0,426.0768885583529,0.3497262588499868
153,10.0,0.16,0.2,0.02,0.2,0.02,422.5928196096334,0.32305860326457225
154,10.0,0.16,0.2,0.02,0.2,0.2,425.0918511875821,0.3660759124407749
155,10.0,0.16,0.2,0.02,0.2,2.0,421.425011815816,0.3337038800519453
156,10.0,0.16,0.2,0.02,2.0,0.0,425.7207244004307,0.3119762657219799
157,10.0,0.16,0.2,0.02,2.0,0.02,416.19435522108336,0.34393334632311867
158,10.0,0.16,0.2,0.02,2.0,0.2,428.3425123386095,0.3451089139180875
159,10.0,0.16,0.2,0.02,2.0,2.0,422.3155975484179,0.3421968218871483
160,10.0,0.16,0.2,0.2,0.0,0.0,422.0314071672453,0.317707592384917
161,10.0,0.16,0.2,0.2,0.0,0.02,428.3644735271402,0.36271278905239657
162,10.0,0.16,0.2,0.2,0.0,0.2,419.64136895824737,0.3523071909760229
163,10.0,0.16,0.2,0.2,0.0,2.0,414.7735467785329,0.33117925148703975
164,10.0,0.16,0.2,0.2,0.02,0.0,433.0862177502382,0.3574813845354875
165,10.0,0.16,0.2,0.2,0.02,0.02,425.06447386666633,0.33458326912632724
166,10.0,0.16,0.2,0.2,0.02,0.2,439.5221737203303,0.3555432283423145
167,10.0,0.16,0.2,0.2,0.02,2.0,428.71039181290047,0.32526627639018074
168,10.0,0.16,0.2,0.2,0.2,0.0,424.085762965965,0.3458468613964467
169,10.0,0.16,0.2,0.2,0.2,0.02,424.7935025054031,0.3348397108129401
170,10.0,0.16,0.2,0.2,0.2,0.2,426.5335785969259,0.3354058323769491
171,10.0,0.16,0.2,0.2,0.2,2.0,418.9219780517211,0.34688602291486226
172,10.0,0.16,0.2,0.2,2.0,0.0,424.4438447320182,0.34107165326871663
173,10.0,0.16,0.2,0.2,2.0,0.02,427.9389284622562,0.3485152247562764
174,10.0,0.16,0.2,0.2,2.0,0.2,420.08150546399264,0.3293270466438335
175,10.0,0.16,0.2,0.2,2.0,2.0,423.19846009240285,0.3094016650933729
176,10.0,0.16,0.2,2.0,0.0,0.0,420.3824253989192,0.3157173133065104
177,10.0,0.16,0.2,2.0,0.0,0.02,429.6621200514829,0.3463321222878282
178,10.0,0.16,0.2,2.0,0.0,0.2,428.8204825155018,0.3533220558514354
179,10.0,0.16,0.2,2.0,0.0,2.0,434.3573302679517,0.330759489933643
180,10.0,0.16,0.2,2.0,0.02,0.0,430.13418767835367,0.3660981530958017
181,10.0,0.16,0.2,2.0,0.02,0.02,421.82300019788994,0.37312497011147416
182,10.0,0.16,0.2,2.0,0.02,0.2,422.9506499237833,0.3463328876108032
183,10.0,0.16,0.2,2.0,0.02,2.0,437.37469272529677,0.3239568539079041
184,10.0,0.16,0.2,2.0,0.2,0.0,417.04574125205727,0.36008800326947604
185,10.0,0.16,0.2,2.0,0.2,0.02,417.6505109870926,0.362770507742088
186,10.0,0.16,0.2,2.0,0.2,0.2,424.19710421258384,0.35628329023766675
187,10.0,0.16,0.2,2.0,0.2,2.0,416.129238076482,0.33556895545523385
188,10.0,0.16,0.2,2.0,2.0,0.0,422.97872101557715,0.3371731393486448
189,10.0,0.16,0.2,2.0,2.0,0.02,422.2566344778044,0.3421504149764201
190,10.0,0.16,0.2,2.0,2.0,0.2,428.55477893714055,0.31262792410294515
191,10.0,0.16,0.2,2.0,2.0,2.0,426.9803760870533,0.3300122435244272
192,10.0,0.16,2.0,0.0,0.0,0.0,419.3656502614205,0.36138657146040615
193,10.0,0.16,2.0,0.0,0.0,0.02,417.74210856096,0.34311747579419294
194,10.0,0.16,2.0,0.0,0.0,0.2,415.0373587498696,0.33762598129693233
195,10.0,0.16,2.0,0.0,0.0,2.0,415.99864323305377,0.3598020892277957
196,10.0,0.16,2.0,0.0,0.02,0.0,421.86913337875717,0.3363654044571461
197,10.0,0.16,2.0,0.0,0.02,0.02,416.583035799772,0.3462698482454495
198,10.0,0.16,2.0,0.0,0.02,0.2,424.85694799806976,0.3477282052216892
199,10.0,0.16,2.0,0.0,0.02,2.0,433.4150850589696,0.3547947870667377
200,10.0,0.16,2.0,0.0,0.2,0.0,434.52955515826636,0.3068497583380689
201,10.0,0.16,2.0,0.0,0.2,0.02,430.55978042670785,0.3329527724085777
202,10.0,0.16,2.0,0.0,0.2,0.2,417.5804640047051,0.34136086829875467
203,10.0,0.16,2.0,0.0,0.2,2.0,416.9668466948224,0.3550569055534201
204,10.0,0.16,2.0,0.0,2.0,0.0,424.458951835969,0.34984906840893565
205,10.0,0.16,2.0,0.0,2.0,0.02,428.6726310200035,0.34110933243002844
206,10.0,0.16,2.0,0.0,2.0,0.2,420.37206851406967,0.3129669114472174
207,10.0,0.16,2.0,0.0,2.0,2.0,418.66110064355337,0.34557958663035304
208,10.0,0.16,2.0,0.02,0.0,0.0,425.3185080058609,0.3184242636401381
209,10.0,0.16,2.0,0.02,0.0,0.02,423.2650276778202,0.3337693059279867
210,10.0,0.16,2.0,0.02,0.0,0.2,415.1053456365683,0.3027960652773596
211,10.0,0.16,2.0,0.02,0.0,2.0,437.6102046317897,0.3183303745622045
212,10.0,0.16,2.0,0.02,0.02,0.0,431.53535821171164,0.37005256218932464
213,10.0,0.16,2.0,0.02,0.02,0.02,430.8538752404798,0.36050844166495577
214,10.0,0.16,2.0,0.02,0.02,0.2,423.90291646272925,0.35764915744860615
215,10.0,0.16,2.0,0.02,0.02,2.0,427.25883166209,0.3540633037092563
216,10.0,0.16,2.0,0.02,0.2,0.0,418.41397965810506,0.331731019655268
217,10.0,0.16,2.0,0.02,0.2,0.02,428.3095613268805,0.3497998385070151
218,10.0,0.16,2.0,0.02,0.2,0.2,417.434856169088,0.3560146924975714
219,10.0,0.16,2.0,0.02,0.2,2.0,429.05243987146486,0.3141607276444764
220,10.0,0.16,2.0,0.02,2.0,0.0,426.55782025800994,0.3401973411504491
221,10.0,0.16,2.0,0.02,2.0,0.02,430.3367180625412,0.35356043752293864
222,10.0,0.16,2.0,0.02,2.0,0.2,426.5105122473044,0.3725665031548752
223,10.0,0.16,2.0,0.02,2.0,2.0,421.36870489537887,0.31964711656825456
224,10.0,0.16,2.0,0.2,0.0,0.0,420.3836586629683,0.3608684305307322
225,10.0,0.16,2.0,0.2,0.0,0.02,421.86399179583793,0.3542523654904504
226,10.0,0.16,2.0,0.2,0.0,0.2,418.8092113321094,0.3348572060837934
227,10.0,0.16,2.0,0.2,0.0,2.0,428.7808879602071,0.34619930135341925
228,10.0,0.16,2.0,0.2,0.02,0.0,422.2920581944449,0.3365712493936312
229,10.0,0.16,2.0,0.2,0.02,0.02,413.22274076536604,0.370396414971584
230,10.0,0.16,2.0,0.2,0.02,0.2,430.4273516342777,0.2793813835220142
231,10.0,0.16,2.0,0.2,0.02,2.0,422.0153253197424,0.3494912900757046
232,10.0,0.16,2.0,0.2,0.2,0.0,420.4326515423156,0.35509323119412084
233,10.0,0.16,2.0,0.2,0.2,0.02,420.6133218105352,0.3266841918695587
234,10.0,0.16,2.0,0.2,0.2,0.2,425.6941787500847,0.3398105975588809
235,10.0,0.16,2.0,0.2,0.2,2.0,420.66161581062164,0.3318877129234918
236,10.0,0.16,2.0,0.2,2.0,0.0,432.92936993368073,0.3513432574346734
237,10.0,0.16,2.0,0.2,2.0,0.02,425.5981704458885,0.34611929235317945
238,10.0,0.16,2.0,0.2,2.0,0.2,421.70119978695504,0.3331171236680113
239,10.0,0.16,2.0,0.2,2.0,2.0,434.8930635394322,0.3436155056247573
240,10.0,0.16,2.0,2.0,0.0,0.0,420.00307320386145,0.35389233820816296
241,10.0,0.16,2.0,2.0,0.0,0.02,425.30833224692685,0.3338352498749745
242,10.0,0.16,2.0,2.0,0.0,0.2,422.73036672943357,0.344412087700888
243,10.0,0.16,2.0,2.0,0.0,2.0,417.0711509681452,0.3238222121849765
244,10.0,0.16,2.0,2.0,0.02,0.0,423.326325095334,0.33369018055296784
245,10.0,0.16,2.0,2.0,0.02,0.02,422.27951738829114,0.3595493204319227
246,10.0,0.16,2.0,2.0,0.02,0.2,415.3869212985089,0.3211150795255225
247,10.0,0.16,2.0,2.0,0.02,2.0,416.53812553204034,0.3196720018270727
248,10.0,0.16,2.0,2.0,0.2,0.0,421.5488354195288,0.31740251041464496
249,10.0,0.16,2.0,2.0,0.2,0.02,426.46680259296636,0.33703263666106825
250,10.0,0.16,2.0,2.0,0.2,0.2,417.0274434404959,0.3723498920501108
251,10.0,0.16,2.0,2.0,0.2,2.0,418.1078023723804,0.33538433403323026
252,10.0,0.16,2.0,2.0,2.0,0.0,425.3320471429972,0.3429172865490878
253,10.0,0.16,2.0,2.0,2.0,0.02,423.78792698872894,0.27663290086167963
254,10.0,0.16,2.0,2.0,2.0,0.2,421.32768288190096,0.3080693852069275
255,10.0,0.16,2.0,2.0,2.0,2.0,427.4023913739839,0.3395025405288698
256,10.0,0.32,0.0,0.0,0.0,0.0,436.41522782167397,0.3477723448856813
257,10.0,0.32,0.0,0.0,0.0,0.02,435.4636379228437,0.33683811639469696
258,10.0,0.32,0.0,0.0,0.0,0.2,436.68704218959175,0.3516203547161981
259,10.0,0.32,0.0,0.0,0.0,2.0,435.2773440980111,0.3338504701539104
260,10.0,0.32,0.0,0.0,0.02,0.0,441.70935569978604,0.2779906636001949
261,10.0,0.32,0.0,0.0,0.02,0.02,428.5883505949381,0.3471684126742173
262,10.0,0.32,0.0,0.0,0.02,0.2,450.0610639625949,0.33764042584839626
263,10.0,0.32,0.0,0.0,0.02,2.0,426.01768816802917,0.3406597776065195
264,10.0,0.32,0.0,0.0,0.2,0.0,453.0128267119574,0.2858537943908251
265,10.0,0.32,0.0,0.0,0.2,0.02,440.03362590076415,0.32746767217389616
266,10.0,0.32,0.0,0.0,0.2,0.2,435.73739178697656,0.3191896429613355
267,10.0,0.32,0.0,0.0,0.2,2.0,427.81076331147415,0.3142691982111474
268,10.0,0.32,0.0,0.0,2.0,0.0,456.64107928566773,0.33276603609974964
269,10.0,0.32,0.0,0.0,2.0,0.02,429.0977060231098,0.32080696882611137
270,10.0,0.32,0.0,0.0,2.0,0.2,439.8244459488847,0.32188972774063584
271,10.0,0.32,0.0,0.0,2.0,2.0,427.5513611819506,0.3308019428231319
272,10.0,0.32,0.0,0.02,0.0,0.0,423.7442109573778,0.2830937392913959
273,10.0,0.32,0.0,0.02,0.0,0.02,425.87835686784376,0.3321008558959489
274,10.0,0.32,0.0,0.02,0.0,0.2,436.49225285894266,0.3161173247571505
275,10.0,0.32,0.0,0.02,0.0,2.0,436.35067885617514,0.3392167489034452
276,10.0,0.32,0.0,0.02,0.02,0.0,447.1117551117378,0.3148618113194733
277,10.0,0.32,0.0,0.02,0.02,0.02,417.58620978440575,0.2722097897987458
278,10.0,0.32,0.0,0.02,0.02,0.2,432.96735720205095,0.3328743190128231
279,10.0,0.32,0.0,0.02,0.02,2.0,421.656601801098,0.2993315291352105
280,10.0,0.32,0.0,0.02,0.2,0.0,428.8225291295695,0.3226689886376521
281,10.0,0.32,0.0,0.02,0.2,0.02,429.3896597890329,0.3352799984512527
282,10.0,0.32,0.0,0.02,0.2,0.2,422.30631273442617,0.3096282311604385
283,10.0,0.32,0.0,0.02,0.2,2.0,433.0957836698906,0.3331762236501816
284,10.0,0.32,0.0,0.02,2.0,0.0,447.9260871409175,0.3222386396813963
285,10.0,0.32,0.0,0.02,2.0,0.02,437.3320776303135,0.33576035469208515
286,10.0,0.32,0.0,0.02,2.0,0.2,444.4461139473087,0.29322891903989795
287,10.0,0.32,0.0,0.02,2.0,2.0,431.2163359383068,0.33881745290477844
288,10.0,0.32,0.0,0.2,0.0,0.0,431.7234140530719,0.34256576839249514
289,10.0,0.32,0.0,0.2,0.0,0.02,430.8224862537922,0.3597120807025199
290,10.0,0.32,0.0,0.2,0.0,0.2,424.13103467009546,0.3262805679005045
291,10.0,0.32,0.0,0.2,0.0,2.0,426.2658829231883,0.3485520176849226
292,10.0,0.32,0.0,0.2,0.02,0.0,433.28345740010315,0.3512753216746633
293,10.0,0.32,0.0,0.2,0.02,0.02,421.2588269212618,0.3152286592075774
294,10.0,0.32,0.0,0.2,0.02,0.2,426.7292217728308,0.3414820504364845
295,10.0,0.32,0.0,0.2,0.02,2.0,427.8716760929249,0.35539780366557366
296,10.0,0.32,0.0,0.2,0.2,0.0,432.3716564204976,0.3257976811260607
297,10.0,0.32,0.0,0.2,0.2,0.02,428.0813796904072,0.32453247225985293
298,10.0,0.32,0.0,0.2,0.2,0.2,426.9626371477354,0.33108093119093684
299,10.0,0.32,0.0,0.2,0.2,2.0,426.3158337786541,0.3365366759180106
300,10.0,0.32,0.0,0.2,2.0,0.0,439.1169838480138,0.3236688156572453
301,10.0,0.32,0.0,0.2,2.0,0.02,445.0603807019244,0.3081892374813408
302,10.0,0.32,0.0,0.2,2.0,0.2,429.935222001428,0.2906866034119112
303,10.0,0.32,0.0,0.2,2.0,2.0,428.4884177011952,0.32960299718226
304,10.0,0.32,0.0,2.0,0.0,0.0,425.56446890496454,0.3324049380624208
305,10.0,0.32,0.0,2.0,0.0,0.02,418.059464680976,0.3388696611706516
306,10.0,0.32,0.0,2.0,0.0,0.2,440.3800923673552,0.32804694611792795
307,10.0,0.32,0.0,2.0,0.0,2.0,426.92209224432975,0.3495900044730799
308,10.0,0.32,0.0,2.0,0.02,0.0,437.7993928430301,0.34049488794633176
309,10.0,0.32,0.0,2.0,0.02,0.02,420.4497071077648,0.3155893531411113
310,10.0,0.32,0.0,2.0,0.02,0.2,432.09779355526086,0.261966975753484
311,10.0,0.32,0.0,2.0,0.02,2.0,434.0185818155906,0.3258879450651631
312,10.0,0.32,0.0,2.0,0.2,0.0,441.05917494633684,0.3193170665829316
313,10.0,0.32,0.0,2.0,0.2,0.02,429.65136339772766,0.3163199270643546
314,10.0,0.32,0.0,2.0,0.2,0.2,432.85768253698393,0.29363861633634875
315,10.0,0.32,0.0,2.0,0.2,2.0,427.3616773295745,0.33296886169437345
316,10.0,0.32,0.0,2.0,2.0,0.0,429.2415774982747,0.3250361037865045
317,10.0,0.32,0.0,2.0,2.0,0.02,433.8487991418992,0.34347651036957905
318,10.0,0.32,0.0,2.0,2.0,0.2,441.33962735426763,0.32478933154681006
319,10.0,0.32,0.0,2.0,2.0,2.0,428.00738377486334,0.3287508998755322
320,10.0,0.32,0.02,0.0,0.0,0.0,428.87196204940284,0.2936789466686516
321,10.0,0.32,0.02,0.0,0.0,0.02,434.92946379198617,0.3343839584512484
322,10.0,0.32,0.02,0.0,0.0,0.2,440.36992685798464,0.3414909770545524
323,10.0,0.32,0.02,0.0,0.0,2.0,438.80292407636114,0.3322219859760829
