,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
268,10.0,0.32,0.0,0.0,2.0,0.0,0.37472607542001524
7259,80.0,0.16,0.02,0.02,0.2,2.0,0.2743298756303006
8092,80.0,1.28,0.2,0.02,2.0,0.0,0.4069320829666207
1077,20.0,0.16,0.0,2.0,0.02,0.02,0.41611443527681785
1496,20.0,0.32,2.0,0.02,0.2,0.0,0.40270085593453414
5132,60.0,0.16,0.0,0.0,2.0,0.0,0.41435042918023024
220,10.0,0.16,2.0,0.02,2.0,0.0,0.3489057043010386
5273,60.0,0.16,0.2,0.02,0.2,0.02,0.40950560434655703
5595,60.0,0.32,2.0,0.02,0.2,2.0,0.31840967567800943
3605,40.0,0.64,0.0,0.02,0.02,0.02,0.41936579326684303
2901,30.0,1.28,0.02,0.02,0.02,0.02,0.38973687366654386
8214,90.0,0.16,0.0,0.02,0.02,0.2,0.40028345124137904
778,10.0,1.28,0.0,0.0,0.2,0.2,0.3738348813081277
2208,30.0,0.16,0.2,0.2,0.0,0.0,0.42808650588905706
238,10.0,0.16,2.0,0.2,2.0,0.2,0.3142186128262596
2120,30.0,0.16,0.02,0.0,0.2,0.0,0.4049861321084086
1331,20.0,0.32,0.0,2.0,0.0,2.0,0.3899561611370355
3414,40.0,0.32,0.02,0.02,0.02,0.2,0.41461607251145344
1519,20.0,0.32,2.0,0.2,2.0,2.0,0.2966457856498657
5599,60.0,0.32,2.0,0.02,2.0,2.0,0.2856755751506783
8343,90.0,0.16,0.2,0.02,0.02,2.0,0.3879053504076503
929,10.0,1.28,0.2,0.2,0.0,0.02,0.3752882723833156
8726,90.0,0.64,0.0,0.02,0.02,0.2,0.40821462348231624
7263,80.0,0.16,0.02,0.02,2.0,2.0,0.2775846313345034
1993,20.0,1.28,2.0,0.0,0.2,0.02,0.371907082177771
7588,80.0,0.32,0.2,0.2,0.02,0.0,0.41683617128938044
3726,40.0,0.64,0.2,0.0,2.0,0.2,0.37678866701886327
4259,50.0,0.16,0.2,0.2,0.0,2.0,0.4182669866033155
3390,40.0,0.32,0.0,2.0,2.0,0.2,0.36863104596597757
7266,80.0,0.16,0.02,0.2,0.0,0.2,0.44328783846028597
4285,50.0,0.16,0.2,2.0,2.0,0.02,0.3965245454835999
2088,30.0,0.16,0.0,0.2,0.2,0.0,0.4044102962572627
2181,30.0,0.16,0.2,0.0,0.02,0.02,0.42018343196024455
9126,90.0,1.28,0.2,0.2,0.02,0.2,0.4224146452803894
3594,40.0,0.64,0.0,0.0,0.2,0.2,0.39243346285739505
33,10.0,0.16,0.0,0.2,0.0,0.02,0.40468686000734405
7070,70.0,1.28,0.2,0.02,2.0,0.2,0.3667903814836708
7582,80.0,0.32,0.2,0.02,2.0,0.2,0.3499538571101887
4325,50.0,0.16,2.0,0.2,0.02,0.02,0.40223282747367717
8445,90.0,0.16,2.0,2.0,2.0,0.02,0.33522206725538656
7809,80.0,0.64,0.2,0.0,0.0,0.02,0.38308152448949856
6481,70.0,0.32,0.02,0.02,0.0,0.02,0.39974837052202306
8012,80.0,1.28,0.02,0.0,2.0,0.0,0.41232948136612685
3826,40.0,0.64,2.0,2.0,0.0,0.2,0.4127417353011705
4613,50.0,0.64,0.0,0.0,0.02,0.02,0.41670164547227184
5576,60.0,0.32,2.0,0.0,0.2,0.0,0.4085716784577171
24,10.0,0.16,0.0,0.02,0.2,0.0,0.38068462686507054
7378,80.0,0.16,2.0,0.02,0.0,0.2,0.4295046980238512
851,10.0,1.28,0.02,0.02,0.0,2.0,0.3662138790001916
2995,30.0,1.28,0.2,2.0,0.0,2.0,0.32706418778468266
2171,30.0,0.16,0.02,2.0,0.2,2.0,0.32258204321272227
4555,50.0,0.32,2.0,0.0,0.2,2.0,0.31642292408957867
7862,80.0,0.64,0.2,2.0,0.02,0.2,0.40656229947290284
4677,50.0,0.64,0.02,0.0,0.02,0.02,0.40134574029457293
4761,50.0,0.64,0.2,0.02,0.2,0.02,0.41635411521209986
3655,40.0,0.64,0.02,0.0,0.02,2.0,0.376377144213732
7557,80.0,0.32,0.2,0.0,0.02,0.02,0.42033754870239465
281,10.0,0.32,0.0,0.02,0.2,0.02,0.3939635027823406
2275,30.0,0.16,2.0,0.2,0.0,2.0,0.40798491003413834
2718,30.0,0.64,0.2,0.02,2.0,0.2,0.36984248668777064
3451,40.0,0.32,0.02,2.0,0.2,2.0,0.3262171762867591
8274,90.0,0.16,0.02,0.02,0.0,0.2,0.4299950541677053
5235,60.0,0.16,0.02,2.0,0.0,2.0,0.4020796117633717
8895,90.0,0.64,0.2,2.0,2.0,2.0,0.3069699021114079
2147,30.0,0.16,0.02,0.2,0.0,2.0,0.4370127249344978
2439,30.0,0.32,0.2,0.0,0.02,2.0,0.3822710341976012
7925,80.0,0.64,2.0,2.0,0.02,0.02,0.41004541766530184
7498,80.0,0.32,0.02,0.0,0.2,0.2,0.3882544094823113
5957,60.0,1.28,0.02,0.0,0.02,0.02,0.41653507267816287
3485,40.0,0.32,0.2,0.02,2.0,0.02,0.41516091619832807
8496,90.0,0.32,0.0,2.0,0.0,0.0,0.4256730290631212
7380,80.0,0.16,2.0,0.02,0.02,0.0,0.41639933504953197
4789,50.0,0.64,0.2,2.0,0.02,0.02,0.4107714475665332
7216,80.0,0.16,0.0,2.0,0.0,0.0,0.4229905507084803
8670,90.0,0.32,2.0,0.02,2.0,0.2,0.3360246579784038
1565,20.0,0.64,0.0,0.02,2.0,0.02,0.4012232577685743
2236,30.0,0.16,0.2,2.0,2.0,0.0,0.3880218327533321
5886,60.0,0.64,2.0,2.0,2.0,0.2,0.3435953501804447
2030,20.0,1.28,2.0,0.2,2.0,0.2,0.3603703291203461
7311,80.0,0.16,0.2,0.0,2.0,2.0,0.258676937013986
7463,80.0,0.32,0.0,0.2,0.02,2.0,0.374256407494451
539,10.0,0.64,0.0,0.02,0.2,2.0,0.3528624742173009
3817,40.0,0.64,2.0,0.2,0.2,0.02,0.38781190688240297
2675,30.0,0.64,0.02,2.0,0.0,2.0,0.36790568136147994
2000,20.0,1.28,2.0,0.02,0.0,0.0,0.38853734370925397
2274,30.0,0.16,2.0,0.2,0.0,0.2,0.43828045899706375
5902,60.0,1.28,0.0,0.0,2.0,0.2,0.373730494303113
4158,50.0,0.16,0.0,2.0,2.0,0.2,0.33385740368271416
6057,60.0,1.28,0.2,0.2,0.2,0.02,0.4027054345297062
2638,30.0,0.64,0.02,0.0,2.0,0.2,0.38423346396106994
7421,80.0,0.16,2.0,2.0,2.0,0.02,0.3155482636884157
3969,40.0,1.28,0.2,0.0,0.0,0.02,0.3594402475167962
332,10.0,0.32,0.02,0.0,2.0,0.0,0.40090629945759404
7985,80.0,1.28,0.0,2.0,0.0,0.02,0.41800109593046814
8349,90.0,0.16,0.2,0.02,2.0,0.02,0.40104504668271534
6111,60.0,1.28,2.0,0.02,2.0,2.0,0.298351342683325
8599,90.0,0.32,0.2,0.02,0.02,2.0,0.37151403674479194
6280,70.0,0.16,0.2,0.0,0.2,0.0,0.4236880007366542
3540,40.0,0.32,2.0,0.02,0.02,0.0,0.4025202987747516
6579,70.0,0.32,0.2,2.0,0.0,2.0,0.38603995288298265
6538,70.0,0.32,0.2,0.0,0.2,0.2,0.3752144350533206
1792,20.0,1.28,0.0,0.0,0.0,0.0,0.3676100740492889
308,10.0,0.32,0.0,2.0,0.02,0.0,0.4043407861677369
6047,60.0,1.28,0.2,0.02,2.0,2.0,0.3041907427171901
6300,70.0,0.16,0.2,0.02,2.0,0.0,0.41315874126081886
2698,30.0,0.64,0.2,0.0,0.2,0.2,0.38311826208732735
8122,80.0,1.28,0.2,2.0,0.2,0.2,0.3748346570290433
6670,70.0,0.64,0.0,0.0,2.0,0.2,0.3711819502650321
8519,90.0,0.32,0.02,0.0,0.02,2.0,0.3802222218688582
8389,90.0,0.16,2.0,0.0,0.02,0.02,0.39600173326175475
850,10.0,1.28,0.02,0.02,0.0,0.2,0.39128892784320146
1360,20.0,0.32,0.02,0.02,0.0,0.0,0.43148005718078347
1675,20.0,0.64,0.2,0.0,0.2,2.0,0.3357992027663729
1117,20.0,0.16,0.02,0.02,2.0,0.02,0.39603640595616535
119,10.0,0.16,0.02,2.0,0.02,2.0,0.363711510317746
2607,30.0,0.64,0.0,0.2,2.0,2.0,0.33018948720793645
6144,70.0,0.16,0.0,0.0,0.0,0.0,0.4127275481193116
4424,50.0,0.32,0.02,0.0,0.2,0.0,0.40276125905419724
3250,40.0,0.16,0.2,2.0,0.0,0.2,0.4258229318048411
1580,20.0,0.64,0.0,0.2,2.0,0.0,0.4206309022865921
2264,30.0,0.16,2.0,0.02,0.2,0.0,0.39452309234364896
1605,20.0,0.64,0.02,0.0,0.02,0.02,0.402860558758403
5609,60.0,0.32,2.0,0.2,0.2,0.02,0.38822080884539467
2927,30.0,1.28,0.02,0.2,2.0,2.0,0.31012158786463906
867,10.0,1.28,0.02,0.2,0.0,2.0,0.3411996384688987
7522,80.0,0.32,0.02,0.2,0.0,0.2,0.4244036544337622
8533,90.0,0.32,0.02,0.02,0.02,0.02,0.4097539662105967
3782,40.0,0.64,2.0,0.0,0.02,0.2,0.3953232255938033
2503,30.0,0.32,2.0,0.0,0.02,2.0,0.37458743157863283
4848,50.0,0.64,2.0,2.0,0.0,0.0,0.4007272403629202
3578,40.0,0.32,2.0,2.0,0.2,0.2,0.35792167110551054
399,10.0,0.32,0.2,0.0,2.0,2.0,0.305531896145446
5443,60.0,0.32,0.02,0.0,0.0,2.0,0.42910249938483025
689,10.0,0.64,0.2,2.0,0.0,0.02,0.39057401713959206
3521,40.0,0.32,2.0,0.0,0.0,0.02,0.4084151941713065
8522,90.0,0.32,0.02,0.0,0.2,0.2,0.39101772536623647
4389,50.0,0.32,0.0,0.2,0.02,0.02,0.40915614607048767
5342,60.0,0.16,2.0,0.02,2.0,0.2,0.30623490163970934
3015,30.0,1.28,2.0,0.0,0.02,2.0,0.35867537132115207
4296,50.0,0.16,2.0,0.0,0.2,0.0,0.40148781947877465
5242,60.0,0.16,0.02,2.0,0.2,0.2,0.35887405211179874
274,10.0,0.32,0.0,0.02,0.0,0.2,0.4035953251386896
8608,90.0,0.32,0.2,0.2,0.0,0.0,0.4017466261949256
3314,40.0,0.16,2.0,2.0,0.0,0.2,0.428713081531823
1132,20.0,0.16,0.02,0.2,2.0,0.0,0.38208775251700855
2024,20.0,1.28,2.0,0.2,0.2,0.0,0.3932066736360516
2879,30.0,1.28,0.0,2.0,2.0,2.0,0.3182275727854684
1160,20.0,0.16,0.2,0.0,0.2,0.0,0.3894786097984023
7846,80.0,0.64,0.2,0.2,0.02,0.2,0.4106266180538448
1415,20.0,0.32,0.2,0.0,0.02,2.0,0.37824349187659645
4518,50.0,0.32,0.2,0.2,0.02,0.2,0.39125153961365633
3126,40.0,0.16,0.0,2.0,0.02,0.2,0.41423662575667053
6214,70.0,0.16,0.02,0.0,0.02,0.2,0.4008351354071922
6896,70.0,0.64,2.0,2.0,0.0,0.0,0.4262770684930242
275,10.0,0.32,0.0,0.02,0.0,2.0,0.41733295179071345
3881,40.0,1.28,0.0,0.2,0.2,0.02,0.4057270462509047
4839,50.0,0.64,2.0,0.2,0.02,2.0,0.34310658856638104
5053,50.0,1.28,0.2,2.0,2.0,0.02,0.40825037398708297
2766,30.0,0.64,2.0,0.0,2.0,0.2,0.33102249647147763
2895,30.0,1.28,0.02,0.0,2.0,2.0,0.318836832465784
5685,60.0,0.64,0.0,2.0,0.02,0.02,0.413422254169948
3065,30.0,1.28,2.0,2.0,0.2,0.02,0.3907745418435524
124,10.0,0.16,0.02,2.0,2.0,0.0,0.3516086529468853
6238,70.0,0.16,0.02,0.02,2.0,0.2,0.3412573460825326
6069,60.0,1.28,0.2,2.0,0.02,0.02,0.4154239161559199
6946,70.0,1.28,0.0,0.2,0.0,0.2,0.4090293324107444
5422,60.0,0.32,0.0,0.2,2.0,0.2,0.35607437769233685
8051,80.0,1.28,0.02,2.0,0.0,2.0,0.3251325186156748
6073,60.0,1.28,0.2,2.0,0.2,0.02,0.41165759418886255
2207,30.0,0.16,0.2,0.02,2.0,2.0,0.2670823776332983
5002,50.0,1.28,0.2,0.0,0.2,0.2,0.40006146998091724
6577,70.0,0.32,0.2,2.0,0.0,0.02,0.42193321653935145
7182,80.0,0.16,0.0,0.0,2.0,0.2,0.34044117966135395
5553,60.0,0.32,0.2,2.0,0.0,0.02,0.4238371703732549
8213,90.0,0.16,0.0,0.02,0.02,0.02,0.4018439378142849
2610,30.0,0.64,0.0,2.0,0.0,0.2,0.4089868892589739
7478,80.0,0.32,0.0,2.0,0.02,0.2,0.4125045964722351
6434,70.0,0.32,0.0,0.2,0.0,0.2,0.4116565724096086
3034,30.0,1.28,2.0,0.02,0.2,0.2,0.3827795021960238
8902,90.0,0.64,2.0,0.0,0.02,0.2,0.39401844983343653
3719,40.0,0.64,0.2,0.0,0.02,2.0,0.35608582447668713
330,10.0,0.32,0.02,0.0,0.2,0.2,0.359342861999668
8738,90.0,0.64,0.0,0.2,0.0,0.2,0.3889350717950852
627,10.0,0.64,0.02,2.0,0.0,2.0,0.38444391975453024
3844,40.0,1.28,0.0,0.0,0.02,0.0,0.39662809831309304
517,10.0,0.64,0.0,0.0,0.02,0.02,0.3860941827654881
869,10.0,1.28,0.02,0.2,0.02,0.02,0.39752337100705726
3860,40.0,1.28,0.0,0.02,0.02,0.0,0.4200439492690965
8200,90.0,0.16,0.0,0.0,0.2,0.0,0.4227406199956543
8498,90.0,0.32,0.0,2.0,0.0,0.2,0.4069760578293381
8299,90.0,0.16,0.02,0.2,0.2,2.0,0.3137698325439091
2521,30.0,0.32,2.0,0.02,0.2,0.02,0.40925070780173567
1610,20.0,0.64,0.02,0.0,0.2,0.2,0.39770106170480807
8573,90.0,0.32,0.02,2.0,2.0,0.02,0.41512861557841846
982,10.0,1.28,2.0,0.02,0.02,0.2,0.3913601823207692
2157,30.0,0.16,0.02,0.2,2.0,0.02,0.3779062393492876
2579,30.0,0.64,0.0,0.02,0.0,2.0,0.4031443978003908
8406,90.0,0.16,2.0,0.02,0.02,0.2,0.4015471572921574
2422,30.0,0.32,0.02,2.0,0.02,0.2,0.40270795583141616
9157,90.0,1.28,2.0,0.0,0.02,0.02,0.40601276739258163
5152,60.0,0.16,0.0,0.2,0.0,0.0,0.4153038275224503
1763,20.0,0.64,2.0,0.2,0.0,2.0,0.421287001457587
2871,30.0,1.28,0.0,2.0,0.02,2.0,0.3291704664461038
4435,50.0,0.32,0.02,0.02,0.0,2.0,0.43753885233498085
4236,50.0,0.16,0.2,0.0,2.0,0.0,0.3985939857003028
4034,40.0,1.28,2.0,0.0,0.0,0.2,0.3867433411393128
556,10.0,0.64,0.0,0.2,2.0,0.0,0.3832195099908632
1402,20.0,0.32,0.02,2.0,0.2,0.2,0.39469011487277167
6638,70.0,0.32,2.0,0.2,2.0,0.2,0.33231298114108826
9005,90.0,1.28,0.0,0.2,2.0,0.02,0.417133107068854
8462,90.0,0.32,0.0,0.0,2.0,0.2,0.3562723437904323
5686,60.0,0.64,0.0,2.0,0.02,0.2,0.4068371617125384
1063,20.0,0.16,0.0,0.2,0.02,2.0,0.3930236313386096
7651,80.0,0.32,2.0,0.2,0.0,2.0,0.4250070981465354
1498,20.0,0.32,2.0,0.02,0.2,0.2,0.3610109034325941
1265,20.0,0.16,2.0,2.0,0.0,0.02,0.41445953082944104
7844,80.0,0.64,0.2,0.2,0.02,0.0,0.4041885326073626
737,10.0,0.64,2.0,0.2,0.0,0.02,0.39904861100496714
6729,70.0,0.64,0.02,0.0,0.2,0.02,0.41393224640588466
1572,20.0,0.64,0.0,0.2,0.02,0.0,0.4031118689391449
5258,60.0,0.16,0.2,0.0,0.2,0.2,0.37661951164233465
8397,90.0,0.16,2.0,0.0,2.0,0.02,0.336139606067103
4716,50.0,0.64,0.02,0.2,2.0,0.0,0.4099316843754794
4740,50.0,0.64,0.2,0.0,0.02,0.0,0.40578063759965477
2302,30.0,0.16,2.0,2.0,2.0,0.2,0.31004310133391405
3979,40.0,1.28,0.2,0.0,0.2,2.0,0.31379062732816554
3770,40.0,0.64,0.2,2.0,0.2,0.2,0.40252532687818987
5314,60.0,0.16,2.0,0.0,0.0,0.2,0.42564904615396315
3998,40.0,1.28,0.2,0.02,2.0,0.2,0.36205049288284197
8125,80.0,1.28,0.2,2.0,2.0,0.02,0.41317759980578017
2455,30.0,0.32,0.2,0.02,0.02,2.0,0.3709428142068238
31,10.0,0.16,0.0,0.02,2.0,2.0,0.2805758099590815
4563,50.0,0.32,2.0,0.02,0.0,2.0,0.4244601193084809
2339,30.0,0.32,0.0,0.2,0.0,2.0,0.42656750682743616
6948,70.0,1.28,0.0,0.2,0.02,0.0,0.41621578775744444
8232,90.0,0.16,0.0,0.2,0.2,0.0,0.41721435184512295
4624,50.0,0.64,0.0,0.02,0.0,0.0,0.3965825816297094
7449,80.0,0.32,0.0,0.02,0.2,0.02,0.4179084558351012
532,10.0,0.64,0.0,0.02,0.02,0.0,0.3673545287715092
5602,60.0,0.32,2.0,0.2,0.0,0.2,0.3951126384189105
4089,40.0,1.28,2.0,2.0,0.2,0.02,0.385803213525813
138,10.0,0.16,0.2,0.0,0.2,0.2,0.3884448940866229
200,10.0,0.16,2.0,0.0,0.2,0.0,0.36449949246385793
2852,30.0,1.28,0.0,0.2,0.02,0.0,0.3975698084508321
8485,90.0,0.32,0.0,0.2,0.02,0.02,0.40780249458300044
6801,70.0,0.64,0.2,0.02,0.0,0.02,0.38566670171118256
2401,30.0,0.32,0.02,0.2,0.0,0.02,0.3956887640650908
83,10.0,0.16,0.02,0.02,0.0,2.0,0.41465296320529377
8418,90.0,0.16,2.0,0.2,0.0,0.2,0.42015733609965267
686,10.0,0.64,0.2,0.2,2.0,0.2,0.3680706857055023
8937,90.0,0.64,2.0,0.2,0.2,0.02,0.38967092411031184
6710,70.0,0.64,0.0,2.0,0.02,0.2,0.4206800054093481
7482,80.0,0.32,0.0,2.0,0.2,0.2,0.3967320444715844
2471,30.0,0.32,0.2,0.2,0.02,2.0,0.38049139545223876
3658,40.0,0.64,0.02,0.0,0.2,0.2,0.3855889390114367
5373,60.0,0.16,2.0,2.0,2.0,0.02,0.3576726371659685
4590,50.0,0.32,2.0,0.2,2.0,0.2,0.31989646617486156
9082,90.0,1.28,0.02,2.0,0.2,0.2,0.36783583280331505
3349,40.0,0.32,0.0,0.02,0.02,0.02,0.41185423187102693
2069,30.0,0.16,0.0,0.02,0.02,0.02,0.41948038419140965
4666,50.0,0.64,0.0,2.0,0.2,0.2,0.38698122372449106
6539,70.0,0.32,0.2,0.0,0.2,2.0,0.3197623546569008
4993,50.0,1.28,0.2,0.0,0.0,0.02,0.34373727576837626
1877,20.0,1.28,0.02,0.02,0.02,0.02,0.4087771244016106
5397,60.0,0.32,0.0,0.02,0.02,0.02,0.405854966769555
1676,20.0,0.64,0.2,0.0,2.0,0.0,0.41207395783569944
8971,90.0,1.28,0.0,0.0,0.2,2.0,0.3215627987079233
182,10.0,0.16,0.2,2.0,0.02,0.2,0.39078601905634286
2561,30.0,0.64,0.0,0.0,0.0,0.02,0.3958137927249096
2938,30.0,1.28,0.02,2.0,0.2,0.2,0.3809221067260187
5218,60.0,0.16,0.02,0.2,0.0,0.2,0.4421072740452989
8291,90.0,0.16,0.02,0.2,0.0,2.0,0.4342891542136802
43,10.0,0.16,0.0,0.2,0.2,2.0,0.34720588347691017
2325,30.0,0.32,0.0,0.02,0.02,0.02,0.40194785343067585
6889,70.0,0.64,2.0,0.2,0.2,0.02,0.39805752416657303
8736,90.0,0.64,0.0,0.2,0.0,0.0,0.4157496591126232
8616,90.0,0.32,0.2,0.2,0.2,0.0,0.4187767205554068
5971,60.0,1.28,0.02,0.02,0.0,2.0,0.3811710633505129
3135,40.0,0.16,0.0,2.0,2.0,2.0,0.260789237492921
7475,80.0,0.32,0.0,2.0,0.0,2.0,0.39947321008272124
6128,60.0,1.28,2.0,2.0,0.0,0.0,0.40517213551648945
4352,50.0,0.32,0.0,0.0,0.0,0.0,0.415950902247826
8686,90.0,0.32,2.0,0.2,2.0,0.2,0.3334218943246123
5206,60.0,0.16,0.02,0.02,0.02,0.2,0.41029543258489876
2660,30.0,0.64,0.02,0.2,0.02,0.0,0.4027375191692292
3475,40.0,0.32,0.2,0.02,0.0,2.0,0.4433393002341799
1104,20.0,0.16,0.02,0.02,0.0,0.0,0.41818864704088365
7808,80.0,0.64,0.2,0.0,0.0,0.0,0.380744206160099
4182,50.0,0.16,0.02,0.02,0.02,0.2,0.4168549245895332
5754,60.0,0.64,0.02,2.0,0.2,0.2,0.3954645107978757
5631,60.0,0.32,2.0,2.0,2.0,2.0,0.2930899638848363
6060,60.0,1.28,0.2,0.2,2.0,0.0,0.416539451347138
4891,50.0,1.28,0.0,0.02,0.2,2.0,0.33032299724354813
505,10.0,0.32,2.0,2.0,0.2,0.02,0.37398351873020735
1059,20.0,0.16,0.0,0.2,0.0,2.0,0.41502309468556886
3423,40.0,0.32,0.02,0.02,2.0,2.0,0.2910204710930681
8035,80.0,1.28,0.02,0.2,0.0,2.0,0.37696010424329063
6878,70.0,0.64,2.0,0.02,2.0,0.2,0.3299960269188769
8585,90.0,0.32,0.2,0.0,0.2,0.02,0.41794063109319013
4776,50.0,0.64,0.2,0.2,0.2,0.0,0.4135714143044647
8888,90.0,0.64,0.2,2.0,0.2,0.0,0.41839384581884836
7106,70.0,1.28,2.0,0.0,0.0,0.2,0.37070302994985266
7969,80.0,1.28,0.0,0.2,0.0,0.02,0.3877198105583173
3978,40.0,1.28,0.2,0.0,0.2,0.2,0.38577421311660137
4726,50.0,0.64,0.02,2.0,0.02,0.2,0.40184528358352567
8725,90.0,0.64,0.0,0.02,0.02,0.02,0.4146198694001451
6686,70.0,0.64,0.0,0.02,2.0,0.2,0.38145969499867494
3431,40.0,0.32,0.02,0.2,0.02,2.0,0.38286363001504786
6321,70.0,0.16,0.2,2.0,0.0,0.02,0.4190626131777119
7051,70.0,1.28,0.2,0.0,0.2,2.0,0.33030917964313083
1487,20.0,0.32,2.0,0.0,2.0,2.0,0.28658627503628425
3257,40.0,0.16,0.2,2.0,0.2,0.02,0.4154570053634529
8010,80.0,1.28,0.02,0.0,0.2,0.2,0.3756637718802268
6920,70.0,1.28,0.0,0.0,0.2,0.0,0.4106038203388548
2981,30.0,1.28,0.2,0.2,0.02,0.02,0.4045147718763929
1141,20.0,0.16,0.02,2.0,0.02,0.02,0.4205499292099023
406,10.0,0.32,0.2,0.02,0.02,0.2,0.4035116572699974
9003,90.0,1.28,0.0,0.2,0.2,2.0,0.3278966797066957
1867,20.0,1.28,0.02,0.0,0.2,2.0,0.3256401600020282
7184,80.0,0.16,0.0,0.02,0.0,0.0,0.3849192980946459
7845,80.0,0.64,0.2,0.2,0.02,0.02,0.4086765636933553
3593,40.0,0.64,0.0,0.0,0.2,0.02,0.4192425142153387
624,10.0,0.64,0.02,2.0,0.0,0.0,0.4035539814311863
4257,50.0,0.16,0.2,0.2,0.0,0.02,0.41885552892713124
8206,90.0,0.16,0.0,0.0,2.0,0.2,0.3364841670855175
3796,40.0,0.64,2.0,0.02,0.02,0.0,0.38388586007129333
7881,80.0,0.64,2.0,0.0,0.2,0.02,0.3824052345669203
3185,40.0,0.16,0.02,2.0,0.0,0.02,0.4223987956598688
5590,60.0,0.32,2.0,0.02,0.02,0.2,0.37941757802022075
363,10.0,0.32,0.02,0.2,0.2,2.0,0.3297459019222463
7324,80.0,0.16,0.2,0.02,2.0,0.0,0.4115454140186294
5786,60.0,0.64,0.2,0.02,0.2,0.2,0.38471335492323305
1249,20.0,0.16,2.0,0.2,0.0,0.02,0.43448204317775263
6803,70.0,0.64,0.2,0.02,0.0,2.0,0.4118722841794677
5084,50.0,1.28,2.0,0.02,2.0,0.0,0.37568455277641516
4176,50.0,0.16,0.02,0.02,0.0,0.0,0.427765454775247
4888,50.0,1.28,0.0,0.02,0.2,0.0,0.39554059579390966
4530,50.0,0.32,0.2,2.0,0.0,0.2,0.4232952245968596
3175,40.0,0.16,0.02,0.2,0.02,2.0,0.37663035168065906
4689,50.0,0.64,0.02,0.02,0.0,0.02,0.3873646456909441
8265,90.0,0.16,0.02,0.0,0.2,0.02,0.41286230969799603
7142,70.0,1.28,2.0,0.2,0.02,0.2,0.392904481433332
5343,60.0,0.16,2.0,0.02,2.0,2.0,0.2586874808769294
6484,70.0,0.32,0.02,0.02,0.02,0.0,0.4143726293215768
3747,40.0,0.64,0.2,0.2,0.0,2.0,0.4213383986948769
2136,30.0,0.16,0.02,0.02,0.2,0.0,0.40658078941330034
4735,50.0,0.64,0.02,2.0,2.0,2.0,0.31655161971915163
1589,20.0,0.64,0.0,2.0,0.02,0.02,0.4031493477210413
829,10.0,1.28,0.0,2.0,2.0,0.02,0.3641584232396659
5710,60.0,0.64,0.02,0.0,2.0,0.2,0.3779913062557621
82,10.0,0.16,0.02,0.02,0.0,0.2,0.40098544292170435
2858,30.0,1.28,0.0,0.2,0.2,0.2,0.3816274150148402
5776,60.0,0.64,0.2,0.02,0.0,0.0,0.4003174140646481
2330,30.0,0.32,0.0,0.02,0.2,0.2,0.37488609038974385
2946,30.0,1.28,0.2,0.0,0.0,0.2,0.3898204371377836
8396,90.0,0.16,2.0,0.0,2.0,0.0,0.3323334286729005
5449,60.0,0.32,0.02,0.0,0.2,0.02,0.4188345352542554
