,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
8625,90.0,0.32,0.2,2.0,0.0,0.02,0.4345884604908505
5172,60.0,0.16,0.0,2.0,0.02,0.0,0.42138333965847735
1326,20.0,0.32,0.0,0.2,2.0,0.2,0.3718163225889149
3377,40.0,0.32,0.0,2.0,0.0,0.02,0.4380596407613979
5476,60.0,0.32,0.02,0.2,0.02,0.0,0.4154248137485738
5852,60.0,0.64,2.0,0.02,2.0,0.0,0.39759954240983186
3220,40.0,0.16,0.2,0.02,0.02,0.0,0.4331216326762384
8401,90.0,0.16,2.0,0.02,0.0,0.02,0.4444982493718155
5235,60.0,0.16,0.02,2.0,0.0,2.0,0.4075362644672584
2214,30.0,0.16,0.2,0.2,0.02,0.2,0.4233987378669376
1874,20.0,1.28,0.02,0.02,0.0,0.2,0.44443419993043076
5259,60.0,0.16,0.2,0.0,0.2,2.0,0.32715808716645145
5651,60.0,0.64,0.0,0.02,0.0,2.0,0.3995913577871404
5635,60.0,0.64,0.0,0.0,0.0,2.0,0.4472450378146963
6863,70.0,0.64,2.0,0.0,2.0,2.0,0.350572508301277
1882,20.0,1.28,0.02,0.02,0.2,0.2,0.4102047877236782
5398,60.0,0.32,0.0,0.02,0.02,0.2,0.42076413840981136
4505,50.0,0.32,0.2,0.02,0.2,0.02,0.42796783120884896
9105,90.0,1.28,0.2,0.02,0.0,0.02,0.4432237680639802
8132,80.0,1.28,2.0,0.0,0.02,0.0,0.43926322983377836
166,10.0,0.16,0.2,0.2,0.02,0.2,0.4088601216835655
7911,80.0,0.64,2.0,0.2,0.02,2.0,0.38261043161732355
7004,70.0,1.28,0.02,0.02,2.0,0.0,0.43282462055284654
4832,50.0,0.64,2.0,0.2,0.0,0.0,0.4387934863336549
1515,20.0,0.32,2.0,0.2,0.2,2.0,0.3460105766718165
6868,70.0,0.64,2.0,0.02,0.02,0.0,0.42593110149851376
158,10.0,0.16,0.2,0.02,2.0,0.2,0.3684979525643801
8996,90.0,1.28,0.0,0.2,0.02,0.0,0.4115282680619041
2878,30.0,1.28,0.0,2.0,2.0,0.2,0.38370240971808983
3093,40.0,0.16,0.0,0.02,0.02,0.02,0.4268909503846266
4847,50.0,0.64,2.0,0.2,2.0,2.0,0.3251699402924551
7042,70.0,1.28,0.2,0.0,0.0,0.2,0.4361850208633889
1179,20.0,0.16,0.2,0.02,0.2,2.0,0.3584826828941135
3868,40.0,1.28,0.0,0.02,2.0,0.0,0.39197966772172493
8796,90.0,0.64,0.02,0.02,2.0,0.0,0.4139898490710891
4483,50.0,0.32,0.2,0.0,0.0,2.0,0.43640528834816916
531,10.0,0.64,0.0,0.02,0.0,2.0,0.4414632537217171
6361,70.0,0.16,2.0,0.02,0.2,0.02,0.410987687892913
1137,20.0,0.16,0.02,2.0,0.0,0.02,0.43011066544613485
311,10.0,0.32,0.0,2.0,0.02,2.0,0.3859788230744914
843,10.0,1.28,0.02,0.0,0.2,2.0,0.3637743500283377
5125,60.0,0.16,0.0,0.0,0.02,0.02,0.4294228593658758
223,10.0,0.16,2.0,0.02,2.0,2.0,0.321615298477099
4905,50.0,1.28,0.0,0.2,0.2,0.02,0.4262377909162972
357,10.0,0.32,0.02,0.2,0.02,0.02,0.41262568110881154
5403,60.0,0.32,0.0,0.02,0.2,2.0,0.35243662312424134
6297,70.0,0.16,0.2,0.02,0.2,0.02,0.4285342452592917
6294,70.0,0.16,0.2,0.02,0.02,0.2,0.4359541138214912
697,10.0,0.64,0.2,2.0,0.2,0.02,0.40795905428851914
9177,90.0,1.28,2.0,0.02,0.2,0.02,0.40695812778191653
7544,80.0,0.32,0.02,2.0,0.2,0.0,0.4332302636537189
8480,90.0,0.32,0.0,0.2,0.0,0.0,0.42862379579258025
4350,50.0,0.16,2.0,2.0,2.0,0.2,0.3603860799625731
8034,80.0,1.28,0.02,0.2,0.0,0.2,0.43049186526109484
3640,40.0,0.64,0.0,2.0,0.2,0.0,0.42108641935291585
5218,60.0,0.16,0.02,0.2,0.0,0.2,0.4368220371107175
6032,60.0,1.28,0.2,0.02,0.0,0.0,0.42076076019672143
637,10.0,0.64,0.02,2.0,2.0,0.02,0.41104373591198407
5307,60.0,0.16,0.2,2.0,0.2,2.0,0.34488034941608414
7548,80.0,0.32,0.02,2.0,2.0,0.0,0.4158396548443578
1451,20.0,0.32,0.2,0.2,0.2,2.0,0.3562537232896251
6422,70.0,0.32,0.0,0.02,0.02,0.2,0.4389640451021519
3849,40.0,1.28,0.0,0.0,0.2,0.02,0.4339722190825771
1567,20.0,0.64,0.0,0.02,2.0,2.0,0.34850345530983007
3109,40.0,0.16,0.0,0.2,0.02,0.02,0.42873547583245364
5406,60.0,0.32,0.0,0.02,2.0,0.2,0.37503186289645685
5685,60.0,0.64,0.0,2.0,0.02,0.02,0.43587235819831655
3325,40.0,0.16,2.0,2.0,2.0,0.02,0.37716152076441745
4374,50.0,0.32,0.0,0.02,0.02,0.2,0.4428558169052756
58,10.0,0.16,0.0,2.0,0.2,0.2,0.38917154812612126
4723,50.0,0.64,0.02,2.0,0.0,2.0,0.3803256714738603
6910,70.0,0.64,2.0,2.0,2.0,0.2,0.37172127260582105
2092,30.0,0.16,0.0,0.2,2.0,0.0,0.39890108810494557
5439,60.0,0.32,0.0,2.0,2.0,2.0,0.31731333296335884
7195,80.0,0.16,0.0,0.02,0.2,2.0,0.3197555141467594
6806,70.0,0.64,0.2,0.02,0.02,0.2,0.4333357700259838
8196,90.0,0.16,0.0,0.0,0.02,0.0,0.43313191837468623
75,10.0,0.16,0.02,0.0,0.2,2.0,0.37462074306877674
6307,70.0,0.16,0.2,0.2,0.0,2.0,0.43045923799510544
1014,10.0,1.28,2.0,2.0,0.02,0.2,0.37945726325600726
5663,60.0,0.64,0.0,0.02,2.0,2.0,0.3568434997305667
2564,30.0,0.64,0.0,0.0,0.02,0.0,0.41136897614032764
6881,70.0,0.64,2.0,0.2,0.0,0.02,0.44908926627300016
966,10.0,1.28,2.0,0.0,0.02,0.2,0.41482164428284773
4156,50.0,0.16,0.0,2.0,2.0,0.0,0.4121475247676607
3790,40.0,0.64,2.0,0.0,2.0,0.2,0.3670058858945435
3866,40.0,1.28,0.0,0.02,0.2,0.2,0.406555497882139
4450,50.0,0.32,0.02,0.2,0.0,0.2,0.44325138407132303
2623,30.0,0.64,0.0,2.0,2.0,2.0,0.35256519679621234
6418,70.0,0.32,0.0,0.02,0.0,0.2,0.4354399126746152
5211,60.0,0.16,0.02,0.02,0.2,2.0,0.33718268219736036
4607,50.0,0.32,2.0,2.0,2.0,2.0,0.3157758103495332
5186,60.0,0.16,0.02,0.0,0.0,0.2,0.4353015343296166
6360,70.0,0.16,2.0,0.02,0.2,0.0,0.41946416427634003
1687,20.0,0.64,0.2,0.02,0.02,2.0,0.3800323279687252
5471,60.0,0.32,0.02,0.02,2.0,2.0,0.3168991623809182
1619,20.0,0.64,0.02,0.02,0.0,2.0,0.4502093821564792
5274,60.0,0.16,0.2,0.02,0.2,0.2,0.39826623596274907
2988,30.0,1.28,0.2,0.2,2.0,0.0,0.40401024291535426
354,10.0,0.32,0.02,0.2,0.0,0.2,0.4273794143591554
3044,30.0,1.28,2.0,0.2,0.02,0.0,0.4340170614209238
3381,40.0,0.32,0.0,2.0,0.02,0.02,0.4361334353764957
4741,50.0,0.64,0.2,0.0,0.02,0.02,0.41980753580464764
1206,20.0,0.16,0.2,2.0,0.02,0.2,0.4178696619672094
5053,50.0,1.28,0.2,2.0,2.0,0.02,0.4224910891246134
8937,90.0,0.64,2.0,0.2,0.2,0.02,0.4176135406975257
3975,40.0,1.28,0.2,0.0,0.02,2.0,0.38318814053865646
5193,60.0,0.16,0.02,0.0,0.2,0.02,0.4344418355637612
1722,20.0,0.64,0.2,2.0,0.2,0.2,0.41753202057426286
6385,70.0,0.16,2.0,2.0,0.0,0.02,0.4367533531697638
1146,20.0,0.16,0.02,2.0,0.2,0.2,0.39350463171959615
4590,50.0,0.32,2.0,0.2,2.0,0.2,0.3730837010360282
4456,50.0,0.32,0.02,0.2,0.2,0.0,0.43005315892949253
8361,90.0,0.16,0.2,0.2,0.2,0.02,0.4306695398472231
3084,40.0,0.16,0.0,0.0,2.0,0.0,0.4023008860347224
6402,70.0,0.32,0.0,0.0,0.0,0.2,0.44382466699684026
559,10.0,0.64,0.0,0.2,2.0,2.0,0.35421278747846624
6100,60.0,1.28,2.0,0.02,0.02,0.0,0.428848967803339
8474,90.0,0.32,0.0,0.02,0.2,0.2,0.40952861622939357
3115,40.0,0.16,0.0,0.2,0.2,2.0,0.34153478503757867
2768,30.0,0.64,2.0,0.02,0.0,0.0,0.4235907569840068
5915,60.0,1.28,0.0,0.02,0.2,2.0,0.35661570843963053
2246,30.0,0.16,2.0,0.0,0.02,0.2,0.43740735427896077
6604,70.0,0.32,2.0,0.0,2.0,0.0,0.3936765665821808
2251,30.0,0.16,2.0,0.0,0.2,2.0,0.33364434463643433
7675,80.0,0.32,2.0,2.0,0.2,2.0,0.33549051285612796
180,10.0,0.16,0.2,2.0,0.02,0.0,0.4063667798358233
72,10.0,0.16,0.02,0.0,0.2,0.0,0.3779492599759514
1752,20.0,0.64,2.0,0.02,0.2,0.0,0.42176400980322565
914,10.0,1.28,0.2,0.02,0.0,0.2,0.415652412625696
1082,20.0,0.16,0.0,2.0,0.2,0.2,0.40798994782412706
5553,60.0,0.32,0.2,2.0,0.0,0.02,0.44335233766754056
1294,20.0,0.32,0.0,0.0,2.0,0.2,0.3869987869107996
356,10.0,0.32,0.02,0.2,0.02,0.0,0.4080668050188118
6691,70.0,0.64,0.0,0.2,0.0,2.0,0.43919409366613693
4365,50.0,0.32,0.0,0.0,2.0,0.02,0.424792366774766
3816,40.0,0.64,2.0,0.2,0.2,0.0,0.4215709602102669
2104,30.0,0.16,0.0,2.0,0.2,0.0,0.4310640419097476
7298,80.0,0.16,0.2,0.0,0.0,0.2,0.44401844752381303
1049,20.0,0.16,0.0,0.02,0.2,0.02,0.4294440597357993
6871,70.0,0.64,2.0,0.02,0.02,2.0,0.36924936898641414
5228,60.0,0.16,0.02,0.2,2.0,0.0,0.4323783005420731
13,10.0,0.16,0.0,0.0,2.0,0.02,0.3766643465209086
347,10.0,0.32,0.02,0.02,0.2,2.0,0.34568087862484453
6662,70.0,0.64,0.0,0.0,0.02,0.2,0.4307421092751414
893,10.0,1.28,0.02,2.0,2.0,0.02,0.4145388341939171
2803,30.0,0.64,2.0,2.0,0.0,2.0,0.37569402633946747
1903,20.0,1.28,0.02,0.2,2.0,2.0,0.3346461953944524
71,10.0,0.16,0.02,0.0,0.02,2.0,0.3954521228300774
8924,90.0,0.64,2.0,0.02,2.0,0.0,0.39998077342377886
7658,80.0,0.32,2.0,0.2,0.2,0.2,0.386507371350981
9021,90.0,1.28,0.0,2.0,2.0,0.02,0.43187842004161636
7586,80.0,0.32,0.2,0.2,0.0,0.2,0.44429698579772287
3282,40.0,0.16,2.0,0.02,0.0,0.2,0.4394822158059653
4164,50.0,0.16,0.02,0.0,0.02,0.0,0.43613136718410417
2964,30.0,1.28,0.2,0.02,0.02,0.0,0.4089823814547173
8229,90.0,0.16,0.0,0.2,0.02,0.02,0.43165610459074366
947,10.0,1.28,0.2,2.0,0.0,2.0,0.3275301216180376
4299,50.0,0.16,2.0,0.0,0.2,2.0,0.33910797233855994
7994,80.0,1.28,0.0,2.0,0.2,0.2,0.4070655815339036
8803,90.0,0.64,0.02,0.2,0.0,2.0,0.43992963664323703
5955,60.0,1.28,0.02,0.0,0.0,2.0,0.4304186005852805
8855,90.0,0.64,0.2,0.02,0.02,2.0,0.3818742895338184
3388,40.0,0.32,0.0,2.0,2.0,0.0,0.4220368218107146
8124,80.0,1.28,0.2,2.0,2.0,0.0,0.4263919026360631
6052,60.0,1.28,0.2,0.2,0.02,0.0,0.415789930554711
7921,80.0,0.64,2.0,2.0,0.0,0.02,0.4289790871770073
7189,80.0,0.16,0.0,0.02,0.02,0.02,0.43885673336647024
120,10.0,0.16,0.02,2.0,0.2,0.0,0.3880006016071596
2497,30.0,0.32,2.0,0.0,0.0,0.02,0.4467119806596121
6624,70.0,0.32,2.0,0.2,0.0,0.0,0.4377621550875269
4670,50.0,0.64,0.0,2.0,2.0,0.2,0.3776829218859424
8441,90.0,0.16,2.0,2.0,0.2,0.02,0.4072426606199944
2995,30.0,1.28,0.2,2.0,0.0,2.0,0.3790959197504443
6502,70.0,0.32,0.02,0.2,0.02,0.2,0.4260384950798315
2871,30.0,1.28,0.0,2.0,0.02,2.0,0.3448067448021144
7846,80.0,0.64,0.2,0.2,0.02,0.2,0.4333284767203915
8331,90.0,0.16,0.2,0.0,0.2,2.0,0.3162798755306725
8126,80.0,1.28,0.2,2.0,2.0,0.2,0.38186200570492224
6962,70.0,1.28,0.0,2.0,0.0,0.2,0.43240289291913164
4070,40.0,1.28,2.0,0.2,0.02,0.2,0.41799990243469765
6435,70.0,0.32,0.0,0.2,0.0,2.0,0.4401896050595377
2950,30.0,1.28,0.2,0.0,0.02,0.2,0.43260697721939073
5043,50.0,1.28,0.2,2.0,0.0,2.0,0.36652029507275197
1006,10.0,1.28,2.0,0.2,2.0,0.2,0.344289220535417
7145,70.0,1.28,2.0,0.2,0.2,0.02,0.409625985664154
6280,70.0,0.16,0.2,0.0,0.2,0.0,0.43061519445566804
1474,20.0,0.32,2.0,0.0,0.0,0.2,0.44336742820881325
4993,50.0,1.28,0.2,0.0,0.0,0.02,0.44012744983184915
7742,80.0,0.64,0.0,2.0,2.0,0.2,0.39525966084711933
4642,50.0,0.64,0.0,0.2,0.0,0.2,0.4389714521469093
6607,70.0,0.32,2.0,0.0,2.0,2.0,0.31666785603841585
7734,80.0,0.64,0.0,2.0,0.02,0.2,0.4289991936905884
7895,80.0,0.64,2.0,0.02,0.02,2.0,0.3912614239471134
5660,60.0,0.64,0.0,0.02,2.0,0.0,0.4105597607483159
6308,70.0,0.16,0.2,0.2,0.02,0.0,0.42523000520071447
5014,50.0,1.28,0.2,0.02,0.02,0.2,0.4269447399677614
2899,30.0,1.28,0.02,0.02,0.0,2.0,0.4230424508067262
3107,40.0,0.16,0.0,0.2,0.0,2.0,0.4164393355871123
457,10.0,0.32,2.0,0.0,0.2,0.02,0.39601668769150367
4678,50.0,0.64,0.02,0.0,0.02,0.2,0.42974521038111935
5544,60.0,0.32,0.2,0.2,0.2,0.0,0.42468579012593266
9077,90.0,1.28,0.02,2.0,0.02,0.02,0.4393425296668695
1793,20.0,1.28,0.0,0.0,0.0,0.02,0.41080123527277485
2094,30.0,0.16,0.0,0.2,2.0,0.2,0.36212038944748115
7372,80.0,0.16,2.0,0.0,2.0,0.0,0.39242028297655324
2181,30.0,0.16,0.2,0.0,0.02,0.02,0.4337641627420087
2269,30.0,0.16,2.0,0.02,2.0,0.02,0.37532425579176204
6065,60.0,1.28,0.2,2.0,0.0,0.02,0.4399952045906317
4863,50.0,0.64,2.0,2.0,2.0,2.0,0.3292008106212037
7969,80.0,1.28,0.0,0.2,0.0,0.02,0.43911348932732164
7977,80.0,1.28,0.0,0.2,0.2,0.02,0.43508362307999165
4744,50.0,0.64,0.2,0.0,0.2,0.0,0.4239731677365447
5478,60.0,0.32,0.02,0.2,0.02,0.2,0.43231373599596723
2641,30.0,0.64,0.02,0.02,0.0,0.02,0.4177133127829811
7992,80.0,1.28,0.0,2.0,0.2,0.0,0.43514153418877505
6850,70.0,0.64,2.0,0.0,0.0,0.2,0.45466957196717184
4913,50.0,1.28,0.0,2.0,0.0,0.02,0.4357247433731338
2250,30.0,0.16,2.0,0.0,0.2,0.2,0.39520827964617683
7962,80.0,1.28,0.0,0.02,0.2,0.2,0.40458504756667024
3863,40.0,1.28,0.0,0.02,0.02,2.0,0.3766502203298547
1212,20.0,0.16,0.2,2.0,2.0,0.0,0.3948933003698431
1623,20.0,0.64,0.02,0.02,0.02,2.0,0.40347915007179713
8012,80.0,1.28,0.02,0.0,2.0,0.0,0.4383210413821784
5834,60.0,0.64,2.0,0.0,0.2,0.2,0.3903866541936815
4950,50.0,1.28,0.02,0.02,0.02,0.2,0.43673379751371
7430,80.0,0.32,0.0,0.0,0.02,0.2,0.425986876299143
1896,20.0,1.28,0.02,0.2,0.2,0.0,0.39460051675845764
4694,50.0,0.64,0.02,0.02,0.02,0.2,0.4250901197411633
4533,50.0,0.32,0.2,2.0,0.02,0.02,0.43448527238162166
1477,20.0,0.32,2.0,0.0,0.02,0.02,0.4147566268922818
1421,20.0,0.32,0.2,0.0,2.0,0.02,0.41580582832970486
7252,80.0,0.16,0.02,0.02,0.02,0.0,0.42281984833360314
1598,20.0,0.64,0.0,2.0,2.0,0.2,0.38594768525567436
3236,40.0,0.16,0.2,0.2,0.02,0.0,0.43791133928455506
7495,80.0,0.32,0.02,0.0,0.02,2.0,0.3890339004608697
2790,30.0,0.64,2.0,0.2,0.02,0.2,0.4098581084227397
8574,90.0,0.32,0.02,2.0,2.0,0.2,0.36076712707886216
309,10.0,0.32,0.0,2.0,0.02,0.02,0.4183719659867599
9046,90.0,1.28,0.02,0.02,0.02,0.2,0.4306652507075248
6925,70.0,1.28,0.0,0.0,2.0,0.02,0.4374408829927086
6510,70.0,0.32,0.02,0.2,2.0,0.2,0.3814101004903887
2309,30.0,0.32,0.0,0.0,0.02,0.02,0.43044201142878313
4917,50.0,1.28,0.0,2.0,0.02,0.02,0.4261490519648413
5327,60.0,0.16,2.0,0.0,2.0,2.0,0.30554521922068056
8183,80.0,1.28,2.0,2.0,0.02,2.0,0.35550737312499137
4117,50.0,0.16,0.0,0.02,0.02,0.02,0.4301867019152187
3753,40.0,0.64,0.2,0.2,0.2,0.02,0.4301469280376519
2948,30.0,1.28,0.2,0.0,0.02,0.0,0.410309254333575
7082,70.0,1.28,0.2,0.2,0.2,0.2,0.40467942988251143
6567,70.0,0.32,0.2,0.2,0.02,2.0,0.3963731525109476
2356,30.0,0.32,0.0,2.0,0.02,0.0,0.4249416580658441
2835,30.0,1.28,0.0,0.02,0.0,2.0,0.41203503587452334
7535,80.0,0.32,0.02,0.2,2.0,2.0,0.316781626394469
6051,60.0,1.28,0.2,0.2,0.0,2.0,0.4202017114843158
7053,70.0,1.28,0.2,0.0,2.0,0.02,0.4313924984394046
3354,40.0,0.32,0.0,0.02,0.2,0.2,0.4018778419540957
8099,80.0,1.28,0.2,0.2,0.0,2.0,0.4106031395694191
6342,70.0,0.16,2.0,0.0,0.02,0.2,0.432677167041433
599,10.0,0.64,0.02,0.02,0.02,2.0,0.40374724383122107
1168,20.0,0.16,0.2,0.02,0.0,0.0,0.4323389438212307
5294,60.0,0.16,0.2,0.2,2.0,0.2,0.36607542307105223
2200,30.0,0.16,0.2,0.02,0.2,0.0,0.4178923195843174
1770,20.0,0.64,2.0,0.2,0.2,0.2,0.38780014831130943
787,10.0,1.28,0.0,0.02,0.0,2.0,0.369546998047423
5179,60.0,0.16,0.0,2.0,0.2,2.0,0.32632805313557
4934,50.0,1.28,0.02,0.0,0.02,0.2,0.42883332879243924
4703,50.0,0.64,0.02,0.02,2.0,2.0,0.34870841546758663
5881,60.0,0.64,2.0,2.0,0.2,0.02,0.41278516064079834
7661,80.0,0.32,2.0,0.2,2.0,0.02,0.3608628369018399
2929,30.0,1.28,0.02,2.0,0.0,0.02,0.43755835120531844
6780,70.0,0.64,0.02,2.0,2.0,0.0,0.41506519117460283
8744,90.0,0.64,0.0,0.2,0.2,0.0,0.4160607512555732
7448,80.0,0.32,0.0,0.02,0.2,0.0,0.4165135609980898
8305,90.0,0.16,0.02,2.0,0.0,0.02,0.4383895528073478
3142,40.0,0.16,0.02,0.0,0.02,0.2,0.42718049042572837
4222,50.0,0.16,0.02,2.0,2.0,0.2,0.34401163075745655
8654,90.0,0.32,2.0,0.0,2.0,0.2,0.3542511548670434
5739,60.0,0.64,0.02,0.2,0.2,2.0,0.3567773160036073
3485,40.0,0.32,0.2,0.02,2.0,0.02,0.4287261212431865
6117,60.0,1.28,2.0,0.2,0.02,0.02,0.4226257765431098
3449,40.0,0.32,0.02,2.0,0.2,0.02,0.4389387629231769
8693,90.0,0.32,2.0,2.0,0.02,0.02,0.426861574975186
6748,70.0,0.64,0.02,0.02,2.0,0.0,0.42031317357296
7463,80.0,0.32,0.0,0.2,0.02,2.0,0.3831719445929458
307,10.0,0.32,0.0,2.0,0.0,2.0,0.4122409374507908
5495,60.0,0.32,0.02,2.0,0.02,2.0,0.39254341440360935
5431,60.0,0.32,0.0,2.0,0.02,2.0,0.3756864668596887
1149,20.0,0.16,0.02,2.0,2.0,0.02,0.4001196799709277
7748,80.0,0.64,0.02,0.0,0.02,0.0,0.42328519470278025
6173,70.0,0.16,0.0,0.02,2.0,0.02,0.41362160442480816
1609,20.0,0.64,0.02,0.0,0.2,0.02,0.42461759245652453
2738,30.0,0.64,0.2,2.0,0.0,0.2,0.4257048814023371
617,10.0,0.64,0.02,0.2,0.2,0.02,0.41853649549378963
7105,70.0,1.28,2.0,0.0,0.0,0.02,0.409359235666572
873,10.0,1.28,0.02,0.2,0.2,0.02,0.41142575115746965
3993,40.0,1.28,0.2,0.02,0.2,0.02,0.42143730825856124
7018,70.0,1.28,0.02,0.2,0.2,0.2,0.3977278566822217
7568,80.0,0.32,0.2,0.02,0.0,0.0,0.43544845073381716
3994,40.0,1.28,0.2,0.02,0.2,0.2,0.40255126125774743
5137,60.0,0.16,0.0,0.02,0.0,0.02,0.4345870535436313
6417,70.0,0.32,0.0,0.02,0.0,0.02,0.42518024888866746
4915,50.0,1.28,0.0,2.0,0.0,2.0,0.3547394884482286
6001,60.0,1.28,0.02,2.0,0.0,0.02,0.4380294629735014
2849,30.0,1.28,0.0,0.2,0.0,0.02,0.4333214584635777
1227,20.0,0.16,2.0,0.0,0.2,2.0,0.3581282584394061
1904,20.0,1.28,0.02,2.0,0.0,0.0,0.39309254134228544
4356,50.0,0.32,0.0,0.0,0.02,0.0,0.4247944070688006
6194,70.0,0.16,0.0,2.0,0.0,0.2,0.43518344904339373
5448,60.0,0.32,0.02,0.0,0.2,0.0,0.41477304529707903
7223,80.0,0.16,0.0,2.0,0.02,2.0,0.3901880521149047
5383,60.0,0.32,0.0,0.0,0.02,2.0,0.4139278537637636
154,10.0,0.16,0.2,0.02,0.2,0.2,0.40504805619877576
4513,50.0,0.32,0.2,0.2,0.0,0.02,0.42525545565492723
7486,80.0,0.32,0.0,2.0,2.0,0.2,0.36571679907721444
1371,20.0,0.32,0.02,0.02,0.2,2.0,0.3672640005269025
6769,70.0,0.64,0.02,2.0,0.0,0.02,0.43226720294624904
2307,30.0,0.32,0.0,0.0,0.0,2.0,0.43637434703349953
1200,20.0,0.16,0.2,2.0,0.0,0.0,0.42203918776903804
6795,70.0,0.64,0.2,0.0,0.2,2.0,0.3493019188675894
2954,30.0,1.28,0.2,0.0,0.2,0.2,0.403318657401819
2043,20.0,1.28,2.0,2.0,0.2,2.0,0.33460487406597006
2387,30.0,0.32,0.02,0.02,0.0,2.0,0.42516496927880987
3319,40.0,0.16,2.0,2.0,0.02,2.0,0.38865802856665055
7243,80.0,0.16,0.02,0.0,0.2,2.0,0.3169796650979519
8251,90.0,0.16,0.0,2.0,0.2,2.0,0.3389230441616095
2263,30.0,0.16,2.0,0.02,0.02,2.0,0.3703375835235844
6697,70.0,0.64,0.0,0.2,0.2,0.02,0.4303140074449091
7398,80.0,0.16,2.0,0.2,0.02,0.2,0.4127433651277405
7619,80.0,0.32,2.0,0.0,0.0,2.0,0.4415688027157098
6930,70.0,1.28,0.0,0.02,0.0,0.2,0.4316214814935468
998,10.0,1.28,2.0,0.2,0.02,0.2,0.4057225164451379
629,10.0,0.64,0.02,2.0,0.02,0.02,0.40795702690661745
1076,20.0,0.16,0.0,2.0,0.02,0.0,0.4185681666038678
872,10.0,1.28,0.02,0.2,0.2,0.0,0.3961935250604324
5833,60.0,0.64,2.0,0.0,0.2,0.02,0.4158786049078184
3983,40.0,1.28,0.2,0.0,2.0,2.0,0.31825803237701955
883,10.0,1.28,0.02,2.0,0.0,2.0,0.3494575691191664
4502,50.0,0.32,0.2,0.02,0.02,0.2,0.42682054433542144
3787,40.0,0.64,2.0,0.0,0.2,2.0,0.35169191677343953
1736,20.0,0.64,2.0,0.0,0.2,0.0,0.41019892391920265
5479,60.0,0.32,0.02,0.2,0.02,2.0,0.38969448331521905
7578,80.0,0.32,0.2,0.02,0.2,0.2,0.4018286538743648
3368,40.0,0.32,0.0,0.2,0.2,0.0,0.43256222302433545
4195,50.0,0.16,0.02,0.2,0.0,2.0,0.43497767095747786
2292,30.0,0.16,2.0,2.0,0.02,0.0,0.4401247930999594
1111,20.0,0.16,0.02,0.02,0.02,2.0,0.39379576750799555
5791,60.0,0.64,0.2,0.02,2.0,2.0,0.3492258990864786
2474,30.0,0.32,0.2,0.2,0.2,0.2,0.41422415515710537
4199,50.0,0.16,0.02,0.2,0.02,2.0,0.3882005767832548
466,10.0,0.32,2.0,0.02,0.0,0.2,0.42762830018615305
