,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
4921,50.0,1.28,0.0,2.0,0.2,0.02,0.42576445297704624
687,10.0,0.64,0.2,0.2,2.0,2.0,0.3572316968270617
3277,40.0,0.16,2.0,0.0,2.0,0.02,0.39245778374927986
1318,20.0,0.32,0.0,0.2,0.02,0.2,0.4473865429233946
6694,70.0,0.64,0.0,0.2,0.02,0.2,0.44129093755179216
1462,20.0,0.32,0.2,2.0,0.02,0.2,0.4373088470097921
6427,70.0,0.32,0.0,0.02,0.2,2.0,0.3603959012187855
7682,80.0,0.64,0.0,0.0,0.0,0.2,0.4330220510433702
3250,40.0,0.16,0.2,2.0,0.0,0.2,0.444477371788587
2351,30.0,0.32,0.0,0.2,2.0,2.0,0.3215859882500786
5622,60.0,0.32,2.0,2.0,0.02,0.2,0.4157983035160918
4552,50.0,0.32,2.0,0.0,0.2,0.0,0.42859405335030837
8111,80.0,1.28,0.2,0.2,2.0,2.0,0.33714995329107156
14,10.0,0.16,0.0,0.0,2.0,0.2,0.35864754568292784
3365,40.0,0.32,0.0,0.2,0.02,0.02,0.44911831743419267
3482,40.0,0.32,0.2,0.02,0.2,0.2,0.410240835647157
4453,50.0,0.32,0.02,0.2,0.02,0.02,0.4401326288358853
8808,90.0,0.64,0.02,0.2,0.2,0.0,0.42967219028789644
6251,70.0,0.16,0.02,0.2,0.2,2.0,0.3344944155173052
8765,90.0,0.64,0.0,2.0,2.0,0.02,0.44003112131838007
9040,90.0,1.28,0.02,0.02,0.0,0.0,0.4380695877793328
6829,70.0,0.64,0.2,0.2,2.0,0.02,0.43079788339518527
2451,30.0,0.32,0.2,0.02,0.0,2.0,0.44152111054417725
1713,20.0,0.64,0.2,2.0,0.0,0.02,0.4304416971862151
3208,40.0,0.16,0.2,0.0,0.2,0.0,0.43492177465018916
2050,30.0,0.16,0.0,0.0,0.0,0.2,0.45662009922923275
7414,80.0,0.16,2.0,2.0,0.02,0.2,0.4192121699170104
23,10.0,0.16,0.0,0.02,0.02,2.0,0.3998426457099576
7845,80.0,0.64,0.2,0.2,0.02,0.02,0.4382016936450727
4898,50.0,1.28,0.0,0.2,0.0,0.2,0.45514414414242227
5012,50.0,1.28,0.2,0.02,0.02,0.0,0.4394422283743533
6329,70.0,0.16,0.2,2.0,0.2,0.02,0.4333746487014407
2634,30.0,0.64,0.02,0.0,0.2,0.2,0.4362777014656549
8453,90.0,0.32,0.0,0.0,0.02,0.02,0.43440773195338417
3062,30.0,1.28,2.0,2.0,0.02,0.2,0.4163802544805771
6060,60.0,1.28,0.2,0.2,2.0,0.0,0.4380301518218944
6263,70.0,0.16,0.02,2.0,0.02,2.0,0.3792245946765407
7937,80.0,1.28,0.0,0.0,0.0,0.02,0.4359285666291525
7335,80.0,0.16,0.2,0.2,0.02,2.0,0.36051273760803754
7368,80.0,0.16,2.0,0.0,0.2,0.0,0.4185678093716748
5691,60.0,0.64,0.0,2.0,0.2,2.0,0.3604248585026374
5874,60.0,0.64,2.0,2.0,0.0,0.2,0.4427226977832885
9139,90.0,1.28,0.2,2.0,0.0,2.0,0.3584452334510977
6512,70.0,0.32,0.02,2.0,0.0,0.0,0.43915221959115025
322,10.0,0.32,0.02,0.0,0.0,0.2,0.4479380379594554
8839,90.0,0.64,0.2,0.0,0.02,2.0,0.3811237942669705
5082,50.0,1.28,2.0,0.02,0.2,0.2,0.3960056362450745
1880,20.0,1.28,0.02,0.02,0.2,0.0,0.41449045965430203
8706,90.0,0.64,0.0,0.0,0.0,0.2,0.4500128223226436
2466,30.0,0.32,0.2,0.2,0.0,0.2,0.45181942781133855
5050,50.0,1.28,0.2,2.0,0.2,0.2,0.4132663400740565
8542,90.0,0.32,0.02,0.02,2.0,0.2,0.38654530250123526
2956,30.0,1.28,0.2,0.0,2.0,0.0,0.44425658742642915
1144,20.0,0.16,0.02,2.0,0.2,0.0,0.4190579175243364
7846,80.0,0.64,0.2,0.2,0.02,0.2,0.44481630919889303
4228,50.0,0.16,0.2,0.0,0.02,0.0,0.42657676595815464
793,10.0,1.28,0.0,0.02,0.2,0.02,0.4250646191308553
3375,40.0,0.32,0.0,0.2,2.0,2.0,0.32546134783224284
3984,40.0,1.28,0.2,0.02,0.0,0.0,0.4250470720382023
7254,80.0,0.16,0.02,0.02,0.02,0.2,0.4301353701428656
3943,40.0,1.28,0.02,0.2,0.02,2.0,0.38643878411594157
7841,80.0,0.64,0.2,0.2,0.0,0.02,0.44227960876078715
8784,90.0,0.64,0.02,0.02,0.0,0.0,0.4494231871277784
2465,30.0,0.32,0.2,0.2,0.0,0.02,0.440590868432706
961,10.0,1.28,2.0,0.0,0.0,0.02,0.42016596115971794
136,10.0,0.16,0.2,0.0,0.2,0.0,0.39630996060400137
8050,80.0,1.28,0.02,2.0,0.0,0.2,0.4291868585166855
6416,70.0,0.32,0.0,0.02,0.0,0.0,0.4372431503407427
1506,20.0,0.32,2.0,0.2,0.0,0.2,0.46270370742202066
938,10.0,1.28,0.2,0.2,0.2,0.2,0.41379119186317753
5903,60.0,1.28,0.0,0.0,2.0,2.0,0.34166805725267896
5308,60.0,0.16,0.2,2.0,2.0,0.0,0.4327080112127725
3053,30.0,1.28,2.0,0.2,2.0,0.02,0.40822377322500625
193,10.0,0.16,2.0,0.0,0.0,0.02,0.4241839101269704
7616,80.0,0.32,2.0,0.0,0.0,0.0,0.44690736567411327
7467,80.0,0.32,0.0,0.2,0.2,2.0,0.34607900329485386
7525,80.0,0.32,0.02,0.2,0.02,0.02,0.4413618322484857
7783,80.0,0.64,0.02,0.2,0.02,2.0,0.3999605348407047
3092,40.0,0.16,0.0,0.02,0.02,0.0,0.4400548414176615
8074,80.0,1.28,0.2,0.0,0.2,0.2,0.4231180234443157
5237,60.0,0.16,0.02,2.0,0.02,0.02,0.4401157197909592
6660,70.0,0.64,0.0,0.0,0.02,0.0,0.4232505421563598
8388,90.0,0.16,2.0,0.0,0.02,0.0,0.43203909938714946
3336,40.0,0.32,0.0,0.0,0.2,0.0,0.4383361789588052
417,10.0,0.32,0.2,0.2,0.0,0.02,0.43854860495945325
3405,40.0,0.32,0.02,0.0,2.0,0.02,0.43156137876024436
463,10.0,0.32,2.0,0.0,2.0,2.0,0.31827667100607104
8751,90.0,0.64,0.0,0.2,2.0,2.0,0.3445807187966494
7128,70.0,1.28,2.0,0.02,0.2,0.0,0.4264524447161076
7774,80.0,0.64,0.02,0.02,2.0,0.2,0.39921979721358974
1122,20.0,0.16,0.02,0.2,0.0,0.2,0.44959995745842996
6341,70.0,0.16,2.0,0.0,0.02,0.02,0.44134826024313667
7307,80.0,0.16,0.2,0.0,0.2,2.0,0.3286434085713457
5220,60.0,0.16,0.02,0.2,0.02,0.0,0.4347392158484144
8710,90.0,0.64,0.0,0.0,0.02,0.2,0.4354533231726497
3476,40.0,0.32,0.2,0.02,0.02,0.0,0.4162708866346919
4932,50.0,1.28,0.02,0.0,0.02,0.0,0.424879736769887
8908,90.0,0.64,2.0,0.0,2.0,0.0,0.41543637024209956
7630,80.0,0.32,2.0,0.0,2.0,0.2,0.355343991881471
8400,90.0,0.16,2.0,0.02,0.0,0.0,0.44932287313923575
3368,40.0,0.32,0.0,0.2,0.2,0.0,0.433905491220494
885,10.0,1.28,0.02,2.0,0.02,0.02,0.39928113002756593
4469,50.0,0.32,0.02,2.0,0.02,0.02,0.4447182661247838
4797,50.0,0.64,0.2,2.0,2.0,0.02,0.43638998223269576
688,10.0,0.64,0.2,2.0,0.0,0.0,0.4357710866650154
3424,40.0,0.32,0.02,0.2,0.0,0.0,0.4169279104980795
3010,30.0,1.28,2.0,0.0,0.0,0.2,0.45615464167741954
5297,60.0,0.16,0.2,2.0,0.0,0.02,0.4354400379977761
2629,30.0,0.64,0.02,0.0,0.02,0.02,0.43319887537354723
7749,80.0,0.64,0.02,0.0,0.02,0.02,0.4439233113211508
1885,20.0,1.28,0.02,0.02,2.0,0.02,0.4322648191962383
6808,70.0,0.64,0.2,0.02,0.2,0.0,0.4287870791736208
2393,30.0,0.32,0.02,0.02,0.2,0.02,0.44937102123206085
5258,60.0,0.16,0.2,0.0,0.2,0.2,0.4014353812112925
448,10.0,0.32,2.0,0.0,0.0,0.0,0.4429010108534707
9046,90.0,1.28,0.02,0.02,0.02,0.2,0.4399852193570975
4129,50.0,0.16,0.0,0.2,0.0,0.02,0.4463295593585338
3180,40.0,0.16,0.02,0.2,2.0,0.0,0.432535127254682
1181,20.0,0.16,0.2,0.02,2.0,0.02,0.39436452933714294
4047,40.0,1.28,2.0,0.0,2.0,2.0,0.33226285341043815
5969,60.0,1.28,0.02,0.02,0.0,0.02,0.44869205594079364
3948,40.0,1.28,0.02,0.2,2.0,0.0,0.42027040142653316
3671,40.0,0.64,0.02,0.02,0.02,2.0,0.39605125782459244
7603,80.0,0.32,0.2,2.0,0.0,2.0,0.42044579604943466
7262,80.0,0.16,0.02,0.02,2.0,0.2,0.3810090575146659
720,10.0,0.64,2.0,0.02,0.0,0.0,0.45108298402101893
7076,70.0,1.28,0.2,0.2,0.02,0.0,0.42124740698907875
6266,70.0,0.16,0.02,2.0,0.2,0.2,0.40945950230201134
2976,30.0,1.28,0.2,0.2,0.0,0.0,0.42847914760607125
8673,90.0,0.32,2.0,0.2,0.0,0.02,0.44049861819539804
2411,30.0,0.32,0.02,0.2,0.2,2.0,0.3501401362862285
4574,50.0,0.32,2.0,0.02,2.0,0.2,0.36643591227264277
8716,90.0,0.64,0.0,0.0,2.0,0.0,0.41772720412977704
6391,70.0,0.16,2.0,2.0,0.02,2.0,0.3525009731517248
2682,30.0,0.64,0.02,2.0,0.2,0.2,0.42009055697961745
333,10.0,0.32,0.02,0.0,2.0,0.02,0.4222440550635588
5166,60.0,0.16,0.0,0.2,2.0,0.2,0.36254970153993926
423,10.0,0.32,0.2,0.2,0.02,2.0,0.41948137469887775
8810,90.0,0.64,0.02,0.2,0.2,0.2,0.4191405881177798
7639,80.0,0.32,2.0,0.02,0.02,2.0,0.39266234862008814
2221,30.0,0.16,0.2,0.2,2.0,0.02,0.40867798293490426
7709,80.0,0.64,0.0,0.02,2.0,0.02,0.4358812817981515
746,10.0,0.64,2.0,0.2,0.2,0.2,0.3943475034077215
2389,30.0,0.32,0.02,0.02,0.02,0.02,0.4364336265909296
817,10.0,1.28,0.0,2.0,0.0,0.02,0.4154936284877704
424,10.0,0.32,0.2,0.2,0.2,0.0,0.4235685050735844
4707,50.0,0.64,0.02,0.2,0.0,2.0,0.4441533144812505
2714,30.0,0.64,0.2,0.02,0.2,0.2,0.4189216469542989
1075,20.0,0.16,0.0,2.0,0.0,2.0,0.4344608751225404
2291,30.0,0.16,2.0,2.0,0.0,2.0,0.4160107558247353
7540,80.0,0.32,0.02,2.0,0.02,0.0,0.43804454671035126
8350,90.0,0.16,0.2,0.02,2.0,0.2,0.3633063584246614
130,10.0,0.16,0.2,0.0,0.0,0.2,0.4301392502583246
8297,90.0,0.16,0.02,0.2,0.2,0.02,0.43602034712307736
6486,70.0,0.32,0.02,0.02,0.02,0.2,0.4286041041288306
6646,70.0,0.32,2.0,2.0,0.02,0.2,0.43048113397901666
1419,20.0,0.32,0.2,0.0,0.2,2.0,0.3590507859807648
8466,90.0,0.32,0.0,0.02,0.0,0.2,0.4593767391639585
4805,50.0,0.64,2.0,0.0,0.02,0.02,0.437870933080946
7109,70.0,1.28,2.0,0.0,0.02,0.02,0.4404530669375003
1877,20.0,1.28,0.02,0.02,0.02,0.02,0.4313866810757386
8243,90.0,0.16,0.0,2.0,0.0,2.0,0.42687902403350697
5127,60.0,0.16,0.0,0.0,0.02,2.0,0.3909953682815065
8405,90.0,0.16,2.0,0.02,0.02,0.02,0.4330165563606166
2776,30.0,0.64,2.0,0.02,0.2,0.0,0.4285533482272393
5627,60.0,0.32,2.0,2.0,0.2,2.0,0.3416077425435821
4616,50.0,0.64,0.0,0.0,0.2,0.0,0.4290513279657435
7642,80.0,0.32,2.0,0.02,0.2,0.2,0.37198657595916496
2329,30.0,0.32,0.0,0.02,0.2,0.02,0.43849824218152944
3784,40.0,0.64,2.0,0.0,0.2,0.0,0.4304945615310578
1980,20.0,1.28,0.2,2.0,2.0,0.0,0.4308787293963355
5028,50.0,1.28,0.2,0.2,0.02,0.0,0.42506139631735707
2576,30.0,0.64,0.0,0.02,0.0,0.0,0.4353578250149561
262,10.0,0.32,0.0,0.0,0.02,0.2,0.4234167330254
5606,60.0,0.32,2.0,0.2,0.02,0.2,0.42759271383386843
3215,40.0,0.16,0.2,0.0,2.0,2.0,0.29220897017515957
3327,40.0,0.16,2.0,2.0,2.0,2.0,0.29571432571192247
3459,40.0,0.32,0.2,0.0,0.0,2.0,0.44394236630442974
3207,40.0,0.16,0.2,0.0,0.02,2.0,0.41119773949114236
3232,40.0,0.16,0.2,0.2,0.0,0.0,0.44238447773125256
8230,90.0,0.16,0.0,0.2,0.02,0.2,0.43252111729604586
8587,90.0,0.32,0.2,0.0,0.2,2.0,0.3525270955689103
4443,50.0,0.32,0.02,0.02,0.2,2.0,0.3466829411077123
2449,30.0,0.32,0.2,0.02,0.0,0.02,0.4333344401481931
7288,80.0,0.16,0.02,2.0,0.2,0.0,0.43503820957497297
3229,40.0,0.16,0.2,0.02,2.0,0.02,0.42081889733774847
5902,60.0,1.28,0.0,0.0,2.0,0.2,0.3925630322263339
2552,30.0,0.32,2.0,2.0,0.2,0.0,0.4203427159037314
1942,20.0,1.28,0.2,0.02,0.02,0.2,0.4378584174359112
1698,20.0,0.64,0.2,0.2,0.0,0.2,0.44346361468079004
3601,40.0,0.64,0.0,0.02,0.0,0.02,0.4167919542600347
7622,80.0,0.32,2.0,0.0,0.02,0.2,0.4234170706255071
5549,60.0,0.32,0.2,0.2,2.0,0.02,0.4375284988038807
6504,70.0,0.32,0.02,0.2,0.2,0.0,0.41521081643822355
4298,50.0,0.16,2.0,0.0,0.2,0.2,0.38733646649178477
7319,80.0,0.16,0.2,0.02,0.02,2.0,0.3580420744155856
7016,70.0,1.28,0.02,0.2,0.2,0.0,0.4292463383973807
4095,40.0,1.28,2.0,2.0,2.0,2.0,0.3407564764238542
7580,80.0,0.32,0.2,0.02,2.0,0.0,0.4314877242913083
3521,40.0,0.32,2.0,0.0,0.0,0.02,0.4623173078928892
8072,80.0,1.28,0.2,0.0,0.2,0.0,0.44935687906300387
6192,70.0,0.16,0.0,2.0,0.0,0.0,0.4249261318894664
7520,80.0,0.32,0.02,0.2,0.0,0.0,0.42803185412942063
7501,80.0,0.32,0.02,0.0,2.0,0.02,0.42818451233056176
7272,80.0,0.16,0.02,0.2,0.2,0.0,0.441796344027059
674,10.0,0.64,0.2,0.2,0.0,0.2,0.46045382089295106
2470,30.0,0.32,0.2,0.2,0.02,0.2,0.4529979317022422
6908,70.0,0.64,2.0,2.0,2.0,0.0,0.4148171635795104
6191,70.0,0.16,0.0,0.2,2.0,2.0,0.30034953569536504
7206,80.0,0.16,0.0,0.2,0.02,0.2,0.4304082534334967
1118,20.0,0.16,0.02,0.02,2.0,0.2,0.37255694070981277
1013,10.0,1.28,2.0,2.0,0.02,0.02,0.4164259307573807
5314,60.0,0.16,2.0,0.0,0.0,0.2,0.45660207607533154
6265,70.0,0.16,0.02,2.0,0.2,0.02,0.43512450730074115
7161,70.0,1.28,2.0,2.0,0.2,0.02,0.4333518252654766
141,10.0,0.16,0.2,0.0,2.0,0.02,0.3846387807576614
3473,40.0,0.32,0.2,0.02,0.0,0.02,0.44348611236056656
4224,50.0,0.16,0.2,0.0,0.0,0.0,0.439123341190726
3003,30.0,1.28,0.2,2.0,0.2,2.0,0.35266268172286674
2580,30.0,0.64,0.0,0.02,0.02,0.0,0.42362680655964213
5786,60.0,0.64,0.2,0.02,0.2,0.2,0.41988673337441557
8376,90.0,0.16,0.2,2.0,0.2,0.0,0.43415510679724517
3651,40.0,0.64,0.02,0.0,0.0,2.0,0.4538680938068012
5999,60.0,1.28,0.02,0.2,2.0,2.0,0.33186094798156096
8835,90.0,0.64,0.2,0.0,0.0,2.0,0.4562832589923864
8932,90.0,0.64,2.0,0.2,0.02,0.0,0.4387903582078479
5550,60.0,0.32,0.2,0.2,2.0,0.2,0.3797456403732768
8479,90.0,0.32,0.0,0.02,2.0,2.0,0.3158482641860745
4642,50.0,0.64,0.0,0.2,0.0,0.2,0.46258792551036815
820,10.0,1.28,0.0,2.0,0.02,0.0,0.4035519107165574
1818,20.0,1.28,0.0,0.02,0.2,0.2,0.42329708169493757
1174,20.0,0.16,0.2,0.02,0.02,0.2,0.42323683237620313
6160,70.0,0.16,0.0,0.02,0.0,0.0,0.43656834768590547
7871,80.0,0.64,0.2,2.0,2.0,2.0,0.35123642093117535
2982,30.0,1.28,0.2,0.2,0.02,0.2,0.42681593443115196
2868,30.0,1.28,0.0,2.0,0.02,0.0,0.42217075516654845
8365,90.0,0.16,0.2,0.2,2.0,0.02,0.42121112243805947
8598,90.0,0.32,0.2,0.02,0.02,0.2,0.4347915010888588
5095,50.0,1.28,2.0,0.2,0.02,2.0,0.37004795536162155
8566,90.0,0.32,0.02,2.0,0.02,0.2,0.4326595118261565
6382,70.0,0.16,2.0,0.2,2.0,0.2,0.3513835926033511
2920,30.0,1.28,0.02,0.2,0.2,0.0,0.42518312622765125
8020,80.0,1.28,0.02,0.02,0.02,0.0,0.4499972808378814
5139,60.0,0.16,0.0,0.02,0.0,2.0,0.44512091530938575
5865,60.0,0.64,2.0,0.2,0.2,0.02,0.4211133323821583
4558,50.0,0.32,2.0,0.0,2.0,0.2,0.35818036137707127
5954,60.0,1.28,0.02,0.0,0.0,0.2,0.44147381100679206
7034,70.0,1.28,0.02,2.0,0.2,0.2,0.417733955056855
7026,70.0,1.28,0.02,2.0,0.0,0.2,0.44440685246449224
3039,30.0,1.28,2.0,0.02,2.0,2.0,0.35304687472308005
7091,70.0,1.28,0.2,2.0,0.0,2.0,0.35722903008491014
1665,20.0,0.64,0.2,0.0,0.0,0.02,0.4492838636307587
4507,50.0,0.32,0.2,0.02,0.2,2.0,0.33904445460683735
3790,40.0,0.64,2.0,0.0,2.0,0.2,0.37969288223611286
1809,20.0,1.28,0.0,0.02,0.0,0.02,0.41587869830601937
6188,70.0,0.16,0.0,0.2,2.0,0.0,0.4389397084155406
6054,60.0,1.28,0.2,0.2,0.02,0.2,0.4465654158144073
9083,90.0,1.28,0.02,2.0,0.2,2.0,0.3548586395616138
315,10.0,0.32,0.0,2.0,0.2,2.0,0.3556025319865527
4412,50.0,0.32,0.0,2.0,2.0,0.0,0.42438553947816066
4592,50.0,0.32,2.0,2.0,0.0,0.0,0.4355845379092425
5341,60.0,0.16,2.0,0.02,2.0,0.02,0.3851108179785745
2586,30.0,0.64,0.0,0.02,0.2,0.2,0.4152378502606669
3553,40.0,0.32,2.0,0.2,0.0,0.02,0.4525580535354079
8070,80.0,1.28,0.2,0.0,0.02,0.2,0.4412505499619209
8875,90.0,0.64,0.2,0.2,0.2,2.0,0.36513616024902
682,10.0,0.64,0.2,0.2,0.2,0.2,0.40492969408992696
1643,20.0,0.64,0.02,0.2,0.2,2.0,0.3646924793699635
5688,60.0,0.64,0.0,2.0,0.2,0.0,0.4416057428858339
440,10.0,0.32,0.2,2.0,0.2,0.0,0.43445474614324575
2697,30.0,0.64,0.2,0.0,0.2,0.02,0.4278469721798087
3440,40.0,0.32,0.02,2.0,0.0,0.0,0.42669265818047997
8536,90.0,0.32,0.02,0.02,0.2,0.0,0.4382209584354625
8071,80.0,1.28,0.2,0.0,0.02,2.0,0.38383715239259664
4506,50.0,0.32,0.2,0.02,0.2,0.2,0.4208364350664099
2687,30.0,0.64,0.02,2.0,2.0,2.0,0.34371373259242294
4646,50.0,0.64,0.0,0.2,0.02,0.2,0.43361465109976927
8761,90.0,0.64,0.0,2.0,0.2,0.02,0.44189288996601095
2705,30.0,0.64,0.2,0.02,0.0,0.02,0.4409565129035784
4959,50.0,1.28,0.02,0.02,2.0,2.0,0.34099768757157967
8757,90.0,0.64,0.0,2.0,0.02,0.02,0.4426356406428651
2539,30.0,0.32,2.0,0.2,0.2,2.0,0.3351203515752116
6079,60.0,1.28,0.2,2.0,2.0,2.0,0.3401832396379284
7674,80.0,0.32,2.0,2.0,0.2,0.2,0.3857929869704672
7691,80.0,0.64,0.0,0.0,0.2,2.0,0.3628592902715872
3552,40.0,0.32,2.0,0.2,0.0,0.0,0.4546876486158983
405,10.0,0.32,0.2,0.02,0.02,0.02,0.43391934148392847
2311,30.0,0.32,0.0,0.0,0.02,2.0,0.39522918415243724
3186,40.0,0.16,0.02,2.0,0.0,0.2,0.43685207896085443
5002,50.0,1.28,0.2,0.0,0.2,0.2,0.4169926243570047
1113,20.0,0.16,0.02,0.02,0.2,0.02,0.4252160683664998
2611,30.0,0.64,0.0,2.0,0.0,2.0,0.40082664079811425
6936,70.0,1.28,0.0,0.02,0.2,0.0,0.4384011313936884
7942,80.0,1.28,0.0,0.0,0.02,0.2,0.4363653571689541
2822,30.0,1.28,0.0,0.0,0.02,0.2,0.43965927260536436
598,10.0,0.64,0.02,0.02,0.02,0.2,0.44320032866291376
8420,90.0,0.16,2.0,0.2,0.02,0.0,0.43260819855962696
7127,70.0,1.28,2.0,0.02,0.02,2.0,0.364990186205431
15,10.0,0.16,0.0,0.0,2.0,2.0,0.3080108297718047
4900,50.0,1.28,0.0,0.2,0.02,0.0,0.4321805355412499
7795,80.0,0.64,0.02,2.0,0.0,2.0,0.38654314442522925
4636,50.0,0.64,0.0,0.02,2.0,0.0,0.42904337210818455
930,10.0,1.28,0.2,0.2,0.0,0.2,0.42310343844102416
5983,60.0,1.28,0.02,0.02,2.0,2.0,0.3408836715837704
8582,90.0,0.32,0.2,0.0,0.02,0.2,0.42671743026018805
7130,70.0,1.28,2.0,0.02,0.2,0.2,0.4052052570612491
5870,60.0,0.64,2.0,0.2,2.0,0.2,0.3804469741430422
6673,70.0,0.64,0.0,0.02,0.0,0.02,0.4287752670710741
7524,80.0,0.32,0.02,0.2,0.02,0.0,0.43809254991782387
6015,60.0,1.28,0.02,2.0,2.0,2.0,0.3408841915897819
3170,40.0,0.16,0.02,0.2,0.0,0.2,0.4606603900625789
6742,70.0,0.64,0.02,0.02,0.02,0.2,0.4400797706020366
4537,50.0,0.32,0.2,2.0,0.2,0.02,0.4437719922103935
3059,30.0,1.28,2.0,2.0,0.0,2.0,0.3654929061089428
94,10.0,0.16,0.02,0.02,2.0,0.2,0.36736537928629515
6569,70.0,0.32,0.2,0.2,0.2,0.02,0.4482232839482441
8807,90.0,0.64,0.02,0.2,0.02,2.0,0.38828405991678605
7315,80.0,0.16,0.2,0.02,0.0,2.0,0.44304113594672234
1712,20.0,0.64,0.2,2.0,0.0,0.0,0.43292336059979813
5327,60.0,0.16,2.0,0.0,2.0,2.0,0.2968927541397493
863,10.0,1.28,0.02,0.02,2.0,2.0,0.3343709868296259
1992,20.0,1.28,2.0,0.0,0.2,0.0,0.42726881559295277
7772,80.0,0.64,0.02,0.02,2.0,0.0,0.4288933086959503
3149,40.0,0.16,0.02,0.0,2.0,0.02,0.42872827119397205
476,10.0,0.32,2.0,0.02,2.0,0.0,0.4019447845544658
5311,60.0,0.16,0.2,2.0,2.0,2.0,0.29001204128769154
7432,80.0,0.32,0.0,0.0,0.2,0.0,0.4283919632292129
