,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
2656,30.0,0.64,0.02,0.2,0.0,0.0,0.4744072439749222
7984,80.0,1.28,0.0,2.0,0.0,0.0,0.5013711972122792
1620,20.0,0.64,0.02,0.02,0.02,0.0,0.49456889242234603
7467,80.0,0.32,0.0,0.2,0.2,2.0,0.35738359185126306
2571,30.0,0.64,0.0,0.0,0.2,2.0,0.42364862831991956
4686,50.0,0.64,0.02,0.0,2.0,0.2,0.4702083095969215
7006,70.0,1.28,0.02,0.02,2.0,0.2,0.42707178795839423
4229,50.0,0.16,0.2,0.0,0.02,0.02,0.5158748888047987
11,10.0,0.16,0.0,0.0,0.2,2.0,0.374734858378613
725,10.0,0.64,2.0,0.02,0.02,0.02,0.4615412763814451
7151,70.0,1.28,2.0,0.2,2.0,2.0,0.35408298302286545
4735,50.0,0.64,0.02,2.0,2.0,2.0,0.3767167582043853
8505,90.0,0.32,0.0,2.0,0.2,0.02,0.5170367089657404
6471,70.0,0.32,0.02,0.0,0.02,2.0,0.3990045275951159
1424,20.0,0.32,0.2,0.02,0.0,0.0,0.48015229216066097
2156,30.0,0.16,0.02,0.2,2.0,0.0,0.4922411819974291
350,10.0,0.32,0.02,0.02,2.0,0.2,0.4299090442980942
3287,40.0,0.16,2.0,0.02,0.02,2.0,0.44530323692357454
3928,40.0,1.28,0.02,0.02,0.2,0.0,0.4819876954422641
1206,20.0,0.16,0.2,2.0,0.02,0.2,0.5049181718328961
7454,80.0,0.32,0.0,0.02,2.0,0.2,0.4491928792308901
4193,50.0,0.16,0.02,0.2,0.0,0.02,0.5015523967456659
9036,90.0,1.28,0.02,0.0,2.0,0.0,0.5056481307665833
4599,50.0,0.32,2.0,2.0,0.02,2.0,0.42108482467340647
2617,30.0,0.64,0.0,2.0,0.2,0.02,0.5159271593588789
3520,40.0,0.32,2.0,0.0,0.0,0.0,0.4733716121903358
5541,60.0,0.32,0.2,0.2,0.02,0.02,0.5115340335857576
6340,70.0,0.16,2.0,0.0,0.02,0.0,0.48476022292809196
3654,40.0,0.64,0.02,0.0,0.02,0.2,0.4657812020699776
2715,30.0,0.64,0.2,0.02,0.2,2.0,0.42806916452411004
1017,10.0,1.28,2.0,2.0,0.2,0.02,0.42696966832555244
5491,60.0,0.32,0.02,2.0,0.0,2.0,0.4734599720988357
4064,40.0,1.28,2.0,0.2,0.0,0.0,0.45071540604497956
5573,60.0,0.32,2.0,0.0,0.02,0.02,0.4808777011402442
1848,20.0,1.28,0.0,2.0,0.2,0.0,0.4921970661191698
1316,20.0,0.32,0.0,0.2,0.02,0.0,0.5179229126980938
6360,70.0,0.16,2.0,0.02,0.2,0.0,0.4808680042074953
7013,70.0,1.28,0.02,0.2,0.02,0.02,0.498887499929536
3056,30.0,1.28,2.0,2.0,0.0,0.0,0.5014756854847637
2387,30.0,0.32,0.02,0.02,0.0,2.0,0.4771713800227694
1181,20.0,0.16,0.2,0.02,2.0,0.02,0.484179981416214
4790,50.0,0.64,0.2,2.0,0.02,0.2,0.5022013726556771
3485,40.0,0.32,0.2,0.02,2.0,0.02,0.5131022261361011
8441,90.0,0.16,2.0,2.0,0.2,0.02,0.48325083048992035
4538,50.0,0.32,0.2,2.0,0.2,0.2,0.47657341791479707
9124,90.0,1.28,0.2,0.2,0.02,0.0,0.5092096059820479
8259,90.0,0.16,0.02,0.0,0.0,2.0,0.5190901149692487
5272,60.0,0.16,0.2,0.02,0.2,0.0,0.5213727739116478
8006,80.0,1.28,0.02,0.0,0.02,0.2,0.47842858015911593
588,10.0,0.64,0.02,0.0,2.0,0.0,0.49507418819525956
8303,90.0,0.16,0.02,0.2,2.0,2.0,0.2927720331488861
8610,90.0,0.32,0.2,0.2,0.0,0.2,0.48380433700982456
6773,70.0,0.64,0.02,2.0,0.02,0.02,0.517210615035356
8136,80.0,1.28,2.0,0.0,0.2,0.0,0.506157184815759
8354,90.0,0.16,0.2,0.2,0.0,0.2,0.5169762004428317
1506,20.0,0.32,2.0,0.2,0.0,0.2,0.4784331997608803
869,10.0,1.28,0.02,0.2,0.02,0.02,0.49591522161537943
790,10.0,1.28,0.0,0.02,0.02,0.2,0.4571065007216579
112,10.0,0.16,0.02,2.0,0.0,0.0,0.4846991666056081
5160,60.0,0.16,0.0,0.2,0.2,0.0,0.5173744993711049
4983,50.0,1.28,0.02,2.0,0.02,2.0,0.3935602877551147
3503,40.0,0.32,0.2,0.2,2.0,2.0,0.33516331287697876
2514,30.0,0.32,2.0,0.02,0.0,0.2,0.45521223486062573
4380,50.0,0.32,0.0,0.02,2.0,0.0,0.5111190053506259
6632,70.0,0.32,2.0,0.2,0.2,0.0,0.4977820193490047
7410,80.0,0.16,2.0,2.0,0.0,0.2,0.5091189086684801
4315,50.0,0.16,2.0,0.02,0.2,2.0,0.3455448913784442
3383,40.0,0.32,0.0,2.0,0.02,2.0,0.4012762309757961
744,10.0,0.64,2.0,0.2,0.2,0.0,0.47714385639225
4332,50.0,0.16,2.0,0.2,2.0,0.0,0.41035571598344683
5871,60.0,0.64,2.0,0.2,2.0,2.0,0.36513657073965744
4770,50.0,0.64,0.2,0.2,0.0,0.2,0.4541170031882956
2287,30.0,0.16,2.0,0.2,2.0,2.0,0.2949493176025084
7536,80.0,0.32,0.02,2.0,0.0,0.0,0.5037026562101627
710,10.0,0.64,2.0,0.0,0.02,0.2,0.47589916327771076
4432,50.0,0.32,0.02,0.02,0.0,0.0,0.47402675422645546
794,10.0,1.28,0.0,0.02,0.2,0.2,0.49682516060743354
5382,60.0,0.32,0.0,0.0,0.02,0.2,0.48433142625648296
4475,50.0,0.32,0.02,2.0,0.2,2.0,0.37535729853690136
5795,60.0,0.64,0.2,0.2,0.0,2.0,0.4795352651286986
4815,50.0,0.64,2.0,0.0,2.0,2.0,0.38019882377451386
5290,60.0,0.16,0.2,0.2,0.2,0.2,0.453461517462603
6595,70.0,0.32,2.0,0.0,0.0,2.0,0.5175490613082503
6701,70.0,0.64,0.0,0.2,2.0,0.02,0.5048561984818821
1495,20.0,0.32,2.0,0.02,0.02,2.0,0.40965865957407605
479,10.0,0.32,2.0,0.02,2.0,2.0,0.34211161497443177
2216,30.0,0.16,0.2,0.2,0.2,0.0,0.499632916524158
247,10.0,0.16,2.0,2.0,0.02,2.0,0.45407305865254666
4481,50.0,0.32,0.2,0.0,0.0,0.02,0.48133624782357065
2460,30.0,0.32,0.2,0.02,2.0,0.0,0.498474711541672
5759,60.0,0.64,0.02,2.0,2.0,2.0,0.3870020874320085
6831,70.0,0.64,0.2,0.2,2.0,2.0,0.39508822961609585
8616,90.0,0.32,0.2,0.2,0.2,0.0,0.5095780587573879
9067,90.0,1.28,0.02,0.2,0.2,2.0,0.39903787438340177
4972,50.0,1.28,0.02,0.2,2.0,0.0,0.49773451715842487
1031,20.0,0.16,0.0,0.0,0.02,2.0,0.47848997645530017
5949,60.0,1.28,0.0,2.0,2.0,0.02,0.5140916326589325
4431,50.0,0.32,0.02,0.0,2.0,2.0,0.3475768232717476
6063,60.0,1.28,0.2,0.2,2.0,2.0,0.3638871915681024
3165,40.0,0.16,0.02,0.02,2.0,0.02,0.48448667487904634
4206,50.0,0.16,0.02,0.2,2.0,0.2,0.40236252361663827
5788,60.0,0.64,0.2,0.02,2.0,0.0,0.5123320061562273
8183,80.0,1.28,2.0,2.0,0.02,2.0,0.4007631681296253
4683,50.0,0.64,0.02,0.0,0.2,2.0,0.3952143127123362
7706,80.0,0.64,0.0,0.02,0.2,0.2,0.4807077326219174
4220,50.0,0.16,0.02,2.0,2.0,0.0,0.5086042046460698
3381,40.0,0.32,0.0,2.0,0.02,0.02,0.5139043218027037
2028,20.0,1.28,2.0,0.2,2.0,0.0,0.46790565090282027
9149,90.0,1.28,0.2,2.0,2.0,0.02,0.5118598905574495
