,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
3522,40.0,0.32,2.0,0.0,0.0,0.2,0.4891347725825031
876,10.0,1.28,0.02,0.2,2.0,0.0,0.4265425232782449
6649,70.0,0.32,2.0,2.0,0.2,0.02,0.4417477186419663
9076,90.0,1.28,0.02,2.0,0.02,0.0,0.4695675293682608
7781,80.0,0.64,0.02,0.2,0.02,0.02,0.4685375417903636
4446,50.0,0.32,0.02,0.02,2.0,0.2,0.41329868728454877
3789,40.0,0.64,2.0,0.0,2.0,0.02,0.40855833293556365
6437,70.0,0.32,0.0,0.2,0.02,0.02,0.47143997525051334
1849,20.0,1.28,0.0,2.0,0.2,0.02,0.4604611939484951
913,10.0,1.28,0.2,0.02,0.0,0.02,0.45721291052137586
1412,20.0,0.32,0.2,0.0,0.02,0.0,0.4501614695989457
6117,60.0,1.28,2.0,0.2,0.02,0.02,0.434861668761268
5451,60.0,0.32,0.02,0.0,0.2,2.0,0.3926218545126292
4480,50.0,0.32,0.2,0.0,0.0,0.0,0.45622521621476064
5232,60.0,0.16,0.02,2.0,0.0,0.0,0.4773331394499728
7348,80.0,0.16,0.2,2.0,0.02,0.0,0.47797289812144717
7132,70.0,1.28,2.0,0.02,2.0,0.0,0.41207181561505846
6753,70.0,0.64,0.02,0.2,0.0,0.02,0.47113147276816114
660,10.0,0.64,0.2,0.02,0.02,0.0,0.4397278687123433
1488,20.0,0.32,2.0,0.02,0.0,0.0,0.4806415317800233
7160,70.0,1.28,2.0,2.0,0.2,0.0,0.45468138411076087
9114,90.0,1.28,0.2,0.02,0.2,0.2,0.42800794649393026
5227,60.0,0.16,0.02,0.2,0.2,2.0,0.3565623785622628
7033,70.0,1.28,0.02,2.0,0.2,0.02,0.4763850367207655
1559,20.0,0.64,0.0,0.02,0.02,2.0,0.4153377752185891
2578,30.0,0.64,0.0,0.02,0.0,0.2,0.45169362321358
1399,20.0,0.32,0.02,2.0,0.02,2.0,0.4232610282569141
2469,30.0,0.32,0.2,0.2,0.02,0.02,0.4667197699185509
2537,30.0,0.32,2.0,0.2,0.2,0.02,0.44092804408056324
382,10.0,0.32,0.02,2.0,2.0,0.2,0.39956745048170916
7489,80.0,0.32,0.02,0.0,0.0,0.02,0.45674955625692515
1407,20.0,0.32,0.02,2.0,2.0,2.0,0.3614590795202235
7224,80.0,0.16,0.0,2.0,0.2,0.0,0.4736632330138386
413,10.0,0.32,0.2,0.02,2.0,0.02,0.4186666952659622
2299,30.0,0.16,2.0,2.0,0.2,2.0,0.36531296930265744
5746,60.0,0.64,0.02,2.0,0.0,0.2,0.47526856836651904
112,10.0,0.16,0.02,2.0,0.0,0.0,0.4338338716047959
5671,60.0,0.64,0.0,0.2,0.02,2.0,0.41511973965522087
4013,40.0,1.28,0.2,0.2,2.0,0.02,0.45454596333306074
2186,30.0,0.16,0.2,0.0,0.2,0.2,0.41903337852758177
3302,40.0,0.16,2.0,0.2,0.02,0.2,0.4551103146758589
5168,60.0,0.16,0.0,2.0,0.0,0.0,0.4749717736237666
5855,60.0,0.64,2.0,0.02,2.0,2.0,0.35522074188108693
8304,90.0,0.16,0.02,2.0,0.0,0.0,0.46223417052835725
7568,80.0,0.32,0.2,0.02,0.0,0.0,0.4681524529621892
6976,70.0,1.28,0.02,0.0,0.0,0.0,0.4187705342853032
339,10.0,0.32,0.02,0.02,0.0,2.0,0.4475154932014311
7029,70.0,1.28,0.02,2.0,0.02,0.02,0.48461497405119325
6532,70.0,0.32,0.2,0.0,0.02,0.0,0.4578673356265776
8743,90.0,0.64,0.0,0.2,0.02,2.0,0.4054554091704898
5830,60.0,0.64,2.0,0.0,0.02,0.2,0.43616773749651055
2265,30.0,0.16,2.0,0.02,0.2,0.02,0.428498672803761
2378,30.0,0.32,0.02,0.0,0.2,0.2,0.4342813291323191
4406,50.0,0.32,0.0,2.0,0.02,0.2,0.45590609542979393
3295,40.0,0.16,2.0,0.02,2.0,2.0,0.3286618062982758
5435,60.0,0.32,0.0,2.0,0.2,2.0,0.3775250786048554
7417,80.0,0.16,2.0,2.0,0.2,0.02,0.44443099138710906
2411,30.0,0.32,0.02,0.2,0.2,2.0,0.3771088835859023
2927,30.0,1.28,0.02,0.2,2.0,2.0,0.3717033546798243
5678,60.0,0.64,0.0,0.2,2.0,0.2,0.420705080872621
5934,60.0,1.28,0.0,0.2,2.0,0.2,0.410132533921599
4050,40.0,1.28,2.0,0.02,0.0,0.2,0.442904642434321
1107,20.0,0.16,0.02,0.02,0.0,2.0,0.46754290731444365
2768,30.0,0.64,2.0,0.02,0.0,0.0,0.3878913548854463
5433,60.0,0.32,0.0,2.0,0.2,0.02,0.4755130245269489
7556,80.0,0.32,0.2,0.0,0.02,0.0,0.45793489218508715
6644,70.0,0.32,2.0,2.0,0.02,0.0,0.47114490739999343
9013,90.0,1.28,0.0,2.0,0.02,0.02,0.4782333328110971
2413,30.0,0.32,0.02,0.2,2.0,0.02,0.4615174387648786
2000,20.0,1.28,2.0,0.02,0.0,0.0,0.4355724170898203
1179,20.0,0.16,0.2,0.02,0.2,2.0,0.37844222745300177
5340,60.0,0.16,2.0,0.02,2.0,0.0,0.40869704411254115
8939,90.0,0.64,2.0,0.2,0.2,2.0,0.38201783539767337
6871,70.0,0.64,2.0,0.02,0.02,2.0,0.3893103132051207
8073,80.0,1.28,0.2,0.0,0.2,0.02,0.46602736651520227
8877,90.0,0.64,0.2,0.2,2.0,0.02,0.4685632688354957
3595,40.0,0.64,0.0,0.0,0.2,2.0,0.399421467301141
7732,80.0,0.64,0.0,2.0,0.02,0.0,0.47625797981362417
8270,90.0,0.16,0.02,0.0,2.0,0.2,0.3924786177830362
919,10.0,1.28,0.2,0.02,0.02,2.0,0.3715250316215434
3905,40.0,1.28,0.02,0.0,0.0,0.02,0.45020365301042914
4531,50.0,0.32,0.2,2.0,0.0,2.0,0.42627015858388967
2443,30.0,0.32,0.2,0.0,0.2,2.0,0.3786124304464841
8704,90.0,0.64,0.0,0.0,0.0,0.0,0.46025112134284585
3638,40.0,0.64,0.0,2.0,0.02,0.2,0.44712248429744444
3284,40.0,0.16,2.0,0.02,0.02,0.0,0.4622418611474699
1995,20.0,1.28,2.0,0.0,0.2,2.0,0.36984762877989014
6723,70.0,0.64,0.02,0.0,0.0,2.0,0.4286796377667331
5930,60.0,1.28,0.0,0.2,0.2,0.2,0.4356810470688057
7125,70.0,1.28,2.0,0.02,0.02,0.02,0.4583222250713647
1912,20.0,1.28,0.02,2.0,0.2,0.0,0.44520975793618817
1398,20.0,0.32,0.02,2.0,0.02,0.2,0.455586745583556
5532,60.0,0.32,0.2,0.02,2.0,0.0,0.46129528413245957
9036,90.0,1.28,0.02,0.0,2.0,0.0,0.46754639418449306
5809,60.0,0.64,0.2,2.0,0.0,0.02,0.47347399855576244
2911,30.0,1.28,0.02,0.02,2.0,2.0,0.3628510805144883
5319,60.0,0.16,2.0,0.0,0.02,2.0,0.39790470176623954
7109,70.0,1.28,2.0,0.0,0.02,0.02,0.4267605086659655
6877,70.0,0.64,2.0,0.02,2.0,0.02,0.4249496993634994
5954,60.0,1.28,0.02,0.0,0.0,0.2,0.45658939305895385
7068,70.0,1.28,0.2,0.02,2.0,0.0,0.4659715142760628
2432,30.0,0.32,0.2,0.0,0.0,0.0,0.4753868336369669
4790,50.0,0.64,0.2,2.0,0.02,0.2,0.4562126137445357
4240,50.0,0.16,0.2,0.02,0.0,0.0,0.4707951470926214
6772,70.0,0.64,0.02,2.0,0.02,0.0,0.47105397740298444
9174,90.0,1.28,2.0,0.02,0.02,0.2,0.44364407294155644
7994,80.0,1.28,0.0,2.0,0.2,0.2,0.44452531425526326
3069,30.0,1.28,2.0,2.0,2.0,0.02,0.4200670352474216
9085,90.0,1.28,0.02,2.0,2.0,0.02,0.47333746950860545
3479,40.0,0.32,0.2,0.02,0.02,2.0,0.4139625310521212
8552,90.0,0.32,0.02,0.2,0.2,0.0,0.4755946182165928
2721,30.0,0.64,0.2,0.2,0.0,0.02,0.4539125356751462
2069,30.0,0.16,0.0,0.02,0.02,0.02,0.47557822613270934
6610,70.0,0.32,2.0,0.02,0.0,0.2,0.44889746738323405
7902,80.0,0.64,2.0,0.02,2.0,0.2,0.38737186707962384
749,10.0,0.64,2.0,0.2,2.0,0.02,0.414465380780607
4910,50.0,1.28,0.0,0.2,2.0,0.2,0.4237378760525525
763,10.0,0.64,2.0,2.0,0.2,2.0,0.389598228545561
7298,80.0,0.16,0.2,0.0,0.0,0.2,0.4678923529562173
8984,90.0,1.28,0.0,0.02,0.2,0.0,0.4660089456540729
8970,90.0,1.28,0.0,0.0,0.2,0.2,0.4415584322107852
1221,20.0,0.16,2.0,0.0,0.02,0.02,0.4489934142700667
8685,90.0,0.32,2.0,0.2,2.0,0.02,0.3913359222637779
3409,40.0,0.32,0.02,0.02,0.0,0.02,0.4728073779523102
8532,90.0,0.32,0.02,0.02,0.02,0.0,0.45966913034062706
789,10.0,1.28,0.0,0.02,0.02,0.02,0.4654306927818452
3392,40.0,0.32,0.02,0.0,0.0,0.0,0.4546239476503399
4310,50.0,0.16,2.0,0.02,0.02,0.2,0.44888804456421844
5888,60.0,1.28,0.0,0.0,0.0,0.0,0.4550518452730657
7113,70.0,1.28,2.0,0.0,0.2,0.02,0.4402571356633118
6721,70.0,0.64,0.02,0.0,0.0,0.02,0.4322522566067871
8666,90.0,0.32,2.0,0.02,0.2,0.2,0.41034963367748784
4916,50.0,1.28,0.0,2.0,0.02,0.0,0.46943364068700566
4641,50.0,0.64,0.0,0.2,0.0,0.02,0.4533279627961167
2946,30.0,1.28,0.2,0.0,0.0,0.2,0.42223904265833556
7505,80.0,0.32,0.02,0.02,0.0,0.02,0.46231086918172004
6665,70.0,0.64,0.0,0.0,0.2,0.02,0.47482085212540676
1359,20.0,0.32,0.02,0.0,2.0,2.0,0.37001767121060597
5378,60.0,0.32,0.0,0.0,0.0,0.2,0.4532510634814649
4292,50.0,0.16,2.0,0.0,0.02,0.0,0.4529380402115031
32,10.0,0.16,0.0,0.2,0.0,0.0,0.4354569301456632
8110,80.0,1.28,0.2,0.2,2.0,0.2,0.4139242278896374
2367,30.0,0.32,0.0,2.0,2.0,2.0,0.3406503605750492
8731,90.0,0.64,0.0,0.02,0.2,2.0,0.3857669774424421
5811,60.0,0.64,0.2,2.0,0.0,2.0,0.41973721569884503
8094,80.0,1.28,0.2,0.02,2.0,0.2,0.40099412795080724
3704,40.0,0.64,0.02,2.0,0.2,0.0,0.4591786256834134
7381,80.0,0.16,2.0,0.02,0.02,0.02,0.45481002124006537
3821,40.0,0.64,2.0,0.2,2.0,0.02,0.42484770696379986
8900,90.0,0.64,2.0,0.0,0.02,0.0,0.43973699188730464
1659,20.0,0.64,0.02,2.0,0.2,2.0,0.3958723229786182
3902,40.0,1.28,0.0,2.0,2.0,0.2,0.4273639616977373
4862,50.0,0.64,2.0,2.0,2.0,0.2,0.3864176856314778
944,10.0,1.28,0.2,2.0,0.0,0.0,0.4375069723632092
5729,60.0,0.64,0.02,0.2,0.0,0.02,0.44912299307744064
699,10.0,0.64,0.2,2.0,0.2,2.0,0.4035843820226738
8027,80.0,1.28,0.02,0.02,0.2,2.0,0.39062443626080073
3098,40.0,0.16,0.0,0.02,0.2,0.2,0.42714778475965076
3283,40.0,0.16,2.0,0.02,0.0,2.0,0.4603332591770528
9006,90.0,1.28,0.0,0.2,2.0,0.2,0.4147960919767599
8026,80.0,1.28,0.02,0.02,0.2,0.2,0.42094312023826164
2120,30.0,0.16,0.02,0.0,0.2,0.0,0.4439481551434627
5300,60.0,0.16,0.2,2.0,0.02,0.0,0.4785231073042961
4744,50.0,0.64,0.2,0.0,0.2,0.0,0.46993268259546306
2236,30.0,0.16,0.2,2.0,2.0,0.0,0.44546323806407134
1858,20.0,1.28,0.02,0.0,0.0,0.2,0.39604149451132586
1160,20.0,0.16,0.2,0.0,0.2,0.0,0.4554005683306957
4097,50.0,0.16,0.0,0.0,0.0,0.02,0.4810438276464005
3872,40.0,1.28,0.0,0.2,0.0,0.0,0.4709873178889362
2956,30.0,1.28,0.2,0.0,2.0,0.0,0.4621529421911735
6069,60.0,1.28,0.2,2.0,0.02,0.02,0.472313989744519
229,10.0,0.16,2.0,0.2,0.02,0.02,0.4455924622074374
6884,70.0,0.64,2.0,0.2,0.02,0.0,0.4564863086998706
8599,90.0,0.32,0.2,0.02,0.02,2.0,0.4163021014531627
6233,70.0,0.16,0.02,0.02,0.2,0.02,0.46781022309107656
4193,50.0,0.16,0.02,0.2,0.0,0.02,0.48294236063202495
8748,90.0,0.64,0.0,0.2,2.0,0.0,0.47479144350772723
2583,30.0,0.64,0.0,0.02,0.02,2.0,0.40206509985047123
8579,90.0,0.32,0.2,0.0,0.0,2.0,0.4606928089311697
4588,50.0,0.32,2.0,0.2,2.0,0.0,0.42995266351793804
8409,90.0,0.16,2.0,0.02,0.2,0.02,0.4167226316272767
