,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
8364,90.0,0.16,0.2,0.2,2.0,0.0,0.41875956792676905
5867,60.0,0.64,2.0,0.2,0.2,2.0,0.326923066222258
8889,90.0,0.64,0.2,2.0,0.2,0.02,0.4282025573647489
6302,70.0,0.16,0.2,0.02,2.0,0.2,0.33038630136531993
2682,30.0,0.64,0.02,2.0,0.2,0.2,0.4069767121634706
6586,70.0,0.32,0.2,2.0,0.2,0.2,0.38849071673209107
1937,20.0,1.28,0.2,0.02,0.0,0.02,0.3643374956836764
6243,70.0,0.16,0.02,0.2,0.0,2.0,0.4381372503910622
6867,70.0,0.64,2.0,0.02,0.0,2.0,0.40842608485594534
4353,50.0,0.32,0.0,0.0,0.0,0.02,0.38841245065560576
7410,80.0,0.16,2.0,2.0,0.0,0.2,0.42728580516495546
7534,80.0,0.32,0.02,0.2,2.0,0.2,0.35338403486570896
2368,30.0,0.32,0.02,0.0,0.0,0.0,0.4023792743316643
8894,90.0,0.64,0.2,2.0,2.0,0.2,0.3671508006184587
7846,80.0,0.64,0.2,0.2,0.02,0.2,0.40053771663806004
3836,40.0,0.64,2.0,2.0,2.0,0.0,0.37902609656010483
1108,20.0,0.16,0.02,0.02,0.02,0.0,0.4404473653712289
4393,50.0,0.32,0.0,0.2,0.2,0.02,0.42474235460871756
5651,60.0,0.64,0.0,0.02,0.0,2.0,0.35556905231974145
1891,20.0,1.28,0.02,0.2,0.0,2.0,0.36770223467796637
6897,70.0,0.64,2.0,2.0,0.0,0.02,0.42389702812110774
5170,60.0,0.16,0.0,2.0,0.0,0.2,0.43868699887556606
8622,90.0,0.32,0.2,0.2,2.0,0.2,0.34924706784796955
127,10.0,0.16,0.02,2.0,2.0,2.0,0.276213413415777
4358,50.0,0.32,0.0,0.0,0.02,0.2,0.4019480178165614
3262,40.0,0.16,0.2,2.0,2.0,0.2,0.34677118739686674
8952,90.0,0.64,2.0,2.0,0.2,0.0,0.4068657141207787
584,10.0,0.64,0.02,0.0,0.2,0.0,0.4109092543122932
5761,60.0,0.64,0.2,0.0,0.0,0.02,0.39902747382750003
2594,30.0,0.64,0.0,0.2,0.0,0.2,0.3966890347772776
7992,80.0,1.28,0.0,2.0,0.2,0.0,0.435723453600672
4726,50.0,0.64,0.02,2.0,0.02,0.2,0.40393177169641487
76,10.0,0.16,0.02,0.0,2.0,0.0,0.375716570227123
7874,80.0,0.64,2.0,0.0,0.0,0.2,0.3771270351063437
571,10.0,0.64,0.0,2.0,0.2,2.0,0.346957723407249
2466,30.0,0.32,0.2,0.2,0.0,0.2,0.41981399650846757
3805,40.0,0.64,2.0,0.02,2.0,0.02,0.3761473148855856
3771,40.0,0.64,0.2,2.0,0.2,2.0,0.32787132164217375
8297,90.0,0.16,0.02,0.2,0.2,0.02,0.41785338855061427
1528,20.0,0.32,2.0,2.0,0.2,0.0,0.4127635690204528
7491,80.0,0.32,0.02,0.0,0.0,2.0,0.4241821780613148
6188,70.0,0.16,0.0,0.2,2.0,0.0,0.4305940010705519
855,10.0,1.28,0.02,0.02,0.02,2.0,0.3529162357974073
5013,50.0,1.28,0.2,0.02,0.02,0.02,0.4048637124019357
1011,10.0,1.28,2.0,2.0,0.0,2.0,0.3097028919469625
224,10.0,0.16,2.0,0.2,0.0,0.0,0.4032666335106037
1160,20.0,0.16,0.2,0.0,0.2,0.0,0.4003570351603601
7654,80.0,0.32,2.0,0.2,0.02,0.2,0.3870010456214622
2496,30.0,0.32,2.0,0.0,0.0,0.0,0.4046463089032724
3137,40.0,0.16,0.02,0.0,0.0,0.02,0.4397609100256237
2325,30.0,0.32,0.0,0.02,0.02,0.02,0.4134651398070939
1838,20.0,1.28,0.0,0.2,2.0,0.2,0.3418372275267527
7139,70.0,1.28,2.0,0.2,0.0,2.0,0.3778930513546418
7513,80.0,0.32,0.02,0.02,0.2,0.02,0.42371824318426476
7972,80.0,1.28,0.0,0.2,0.02,0.0,0.4220626412199781
667,10.0,0.64,0.2,0.02,0.2,2.0,0.3490556302307915
3406,40.0,0.32,0.02,0.0,2.0,0.2,0.37098435747502684
8411,90.0,0.16,2.0,0.02,0.2,2.0,0.3131120565093307
8470,90.0,0.32,0.0,0.02,0.02,0.2,0.4022195472890886
9054,90.0,1.28,0.02,0.02,2.0,0.2,0.3312314999681399
6945,70.0,1.28,0.0,0.2,0.0,0.02,0.41951952501480044
6238,70.0,0.16,0.02,0.02,2.0,0.2,0.3330001505955024
2180,30.0,0.16,0.2,0.0,0.02,0.0,0.4244418137628061
2683,30.0,0.64,0.02,2.0,0.2,2.0,0.34911654378945933
1435,20.0,0.32,0.2,0.02,0.2,2.0,0.3095868418145593
4962,50.0,1.28,0.02,0.2,0.0,0.2,0.3811544504236207
2092,30.0,0.16,0.0,0.2,2.0,0.0,0.40175130051459873
5153,60.0,0.16,0.0,0.2,0.0,0.02,0.42907065655127613
7776,80.0,0.64,0.02,0.2,0.0,0.0,0.40810947619643545
3776,40.0,0.64,2.0,0.0,0.0,0.0,0.3632324988931521
5312,60.0,0.16,2.0,0.0,0.0,0.0,0.41549904920769165
8335,90.0,0.16,0.2,0.0,2.0,2.0,0.265168696162559
8377,90.0,0.16,0.2,2.0,0.2,0.02,0.41919888601153205
589,10.0,0.64,0.02,0.0,2.0,0.02,0.3863247965399554
5782,60.0,0.64,0.2,0.02,0.02,0.2,0.3932234703447172
2527,30.0,0.32,2.0,0.02,2.0,2.0,0.2905543732921425
496,10.0,0.32,2.0,2.0,0.0,0.0,0.3955799855018039
5490,60.0,0.32,0.02,2.0,0.0,0.2,0.4266986021259057
5057,50.0,1.28,2.0,0.0,0.0,0.02,0.3570928702266633
7254,80.0,0.16,0.02,0.02,0.02,0.2,0.4177823896338603
1337,20.0,0.32,0.0,2.0,0.2,0.02,0.43608842858276214
8188,80.0,1.28,2.0,2.0,2.0,0.0,0.3771167766579993
7897,80.0,0.64,2.0,0.02,0.2,0.02,0.40235871276999907
2883,30.0,1.28,0.02,0.0,0.0,2.0,0.33321039673395936
5189,60.0,0.16,0.02,0.0,0.02,0.02,0.42823825331660365
492,10.0,0.32,2.0,0.2,2.0,0.0,0.3696093082483158
7083,70.0,1.28,0.2,0.2,0.2,2.0,0.3358662195873804
3731,40.0,0.64,0.2,0.02,0.0,2.0,0.3603987111327284
7424,80.0,0.32,0.0,0.0,0.0,0.0,0.42790395753346266
469,10.0,0.32,2.0,0.02,0.02,0.02,0.4285447660833288
4122,50.0,0.16,0.0,0.02,0.2,0.2,0.38303765413267526
6013,60.0,1.28,0.02,2.0,2.0,0.02,0.43318319080222073
1110,20.0,0.16,0.02,0.02,0.02,0.2,0.4269567284328296
1313,20.0,0.32,0.0,0.2,0.0,0.02,0.41041985582400947
6463,70.0,0.32,0.0,2.0,2.0,2.0,0.2906343484357246
1215,20.0,0.16,0.2,2.0,2.0,2.0,0.2895867026884073
3264,40.0,0.16,2.0,0.0,0.0,0.0,0.39526807897105615
5916,60.0,1.28,0.0,0.02,2.0,0.0,0.43587277701573013
5263,60.0,0.16,0.2,0.0,2.0,2.0,0.27834426149070884
3507,40.0,0.32,0.2,2.0,0.0,2.0,0.39780057204505376
2165,30.0,0.16,0.02,2.0,0.02,0.02,0.4316945803001085
920,10.0,1.28,0.2,0.02,0.2,0.0,0.40419270682164377
3898,40.0,1.28,0.0,2.0,0.2,0.2,0.3928178716594368
9072,90.0,1.28,0.02,2.0,0.0,0.0,0.44555439482338377
5734,60.0,0.64,0.02,0.2,0.02,0.2,0.3914836662460346
3954,40.0,1.28,0.02,2.0,0.0,0.2,0.41650534007045037
5612,60.0,0.32,2.0,0.2,2.0,0.0,0.38599092725006245
7073,70.0,1.28,0.2,0.2,0.0,0.02,0.39834301520807186
6747,70.0,0.64,0.02,0.02,0.2,2.0,0.33934348972124545
727,10.0,0.64,2.0,0.02,0.02,2.0,0.34589765119066773
5203,60.0,0.16,0.02,0.02,0.0,2.0,0.41928389615512746
1670,20.0,0.64,0.2,0.0,0.02,0.2,0.39050135509458794
6066,60.0,1.28,0.2,2.0,0.0,0.2,0.42258319960986873
4369,50.0,0.32,0.0,0.02,0.0,0.02,0.4148597796867622
4592,50.0,0.32,2.0,2.0,0.0,0.0,0.4144990123767597
680,10.0,0.64,0.2,0.2,0.2,0.0,0.40886254351401574
2730,30.0,0.64,0.2,0.2,0.2,0.2,0.3883440519658616
227,10.0,0.16,2.0,0.2,0.0,2.0,0.4121628852866494
8792,90.0,0.64,0.02,0.02,0.2,0.0,0.42646464093607117
7054,70.0,1.28,0.2,0.0,2.0,0.2,0.3583305447718285
1513,20.0,0.32,2.0,0.2,0.2,0.02,0.41059628625059885
4831,50.0,0.64,2.0,0.02,2.0,2.0,0.33196414692372134
8370,90.0,0.16,0.2,2.0,0.0,0.2,0.4275089829919095
2966,30.0,1.28,0.2,0.02,0.02,0.2,0.4046963753237613
2817,30.0,1.28,0.0,0.0,0.0,0.02,0.40222274928438106
8429,90.0,0.16,2.0,0.2,2.0,0.02,0.32822603824719954
3555,40.0,0.32,2.0,0.2,0.0,2.0,0.425263706040813
7256,80.0,0.16,0.02,0.02,0.2,0.0,0.4262984134211271
7326,80.0,0.16,0.2,0.02,2.0,0.2,0.332688615064145
6706,70.0,0.64,0.0,2.0,0.0,0.2,0.4184046196024445
5444,60.0,0.32,0.02,0.0,0.02,0.0,0.42781505155847077
2295,30.0,0.16,2.0,2.0,0.02,2.0,0.3712641280900347
4252,50.0,0.16,0.2,0.02,2.0,0.0,0.42477976565910347
834,10.0,1.28,0.02,0.0,0.0,0.2,0.3568740448423784
852,10.0,1.28,0.02,0.02,0.02,0.0,0.3929429476015091
4777,50.0,0.64,0.2,0.2,0.2,0.02,0.4225979402792325
8076,80.0,1.28,0.2,0.0,2.0,0.0,0.43773412776041015
2719,30.0,0.64,0.2,0.02,2.0,2.0,0.324745275203304
8721,90.0,0.64,0.0,0.02,0.0,0.02,0.4240607140535705
6502,70.0,0.32,0.02,0.2,0.02,0.2,0.3961378519798022
7599,80.0,0.32,0.2,0.2,2.0,2.0,0.30706091429934623
5951,60.0,1.28,0.0,2.0,2.0,2.0,0.3206454708206905
5522,60.0,0.32,0.2,0.02,0.0,0.2,0.38748905071362466
7733,80.0,0.64,0.0,2.0,0.02,0.02,0.42294646670309416
6930,70.0,1.28,0.0,0.02,0.0,0.2,0.37056349207438105
3191,40.0,0.16,0.02,2.0,0.02,2.0,0.3859450521621236
5520,60.0,0.32,0.2,0.02,0.0,0.0,0.40367886020310223
4617,50.0,0.64,0.0,0.0,0.2,0.02,0.4288332210451401
3916,40.0,1.28,0.02,0.0,2.0,0.0,0.4193243796612363
7540,80.0,0.32,0.02,2.0,0.02,0.0,0.42856898741886235
1074,20.0,0.16,0.0,2.0,0.0,0.2,0.44368344479428296
8655,90.0,0.32,2.0,0.0,2.0,2.0,0.28924102164516646
1789,20.0,0.64,2.0,2.0,2.0,0.02,0.37744639866547414
5851,60.0,0.64,2.0,0.02,0.2,2.0,0.32506285874968993
7787,80.0,0.64,0.02,0.2,0.2,2.0,0.33346576542269507
4003,40.0,1.28,0.2,0.2,0.0,2.0,0.37892764753371916
8296,90.0,0.16,0.02,0.2,0.2,0.0,0.42230553758136236
5998,60.0,1.28,0.02,0.2,2.0,0.2,0.3573120451303871
6518,70.0,0.32,0.02,2.0,0.02,0.2,0.40997814439674235
3688,40.0,0.64,0.02,0.2,0.2,0.0,0.4279312317730035
5836,60.0,0.64,2.0,0.0,2.0,0.0,0.38388140954956573
3269,40.0,0.16,2.0,0.0,0.02,0.02,0.4149695081054201
7200,80.0,0.16,0.0,0.2,0.0,0.0,0.43526687231038874
3193,40.0,0.16,0.02,2.0,0.2,0.02,0.42358596411445915
4005,40.0,1.28,0.2,0.2,0.02,0.02,0.41072561816371794
1757,20.0,0.64,2.0,0.02,2.0,0.02,0.35158597290736665
6237,70.0,0.16,0.02,0.02,2.0,0.02,0.4053328606266839
124,10.0,0.16,0.02,2.0,2.0,0.0,0.3577783576972943
388,10.0,0.32,0.2,0.0,0.02,0.0,0.40877649662835325
7438,80.0,0.32,0.0,0.0,2.0,0.2,0.3549292061687359
4490,50.0,0.32,0.2,0.0,0.2,0.2,0.3767580837864011
8780,90.0,0.64,0.02,0.0,2.0,0.0,0.43407455652821775
7144,70.0,1.28,2.0,0.2,0.2,0.0,0.41287828900282375
2757,30.0,0.64,2.0,0.0,0.02,0.02,0.39797969508096004
6330,70.0,0.16,0.2,2.0,0.2,0.2,0.3771867021212537
5232,60.0,0.16,0.02,2.0,0.0,0.0,0.42637928457640933
1029,20.0,0.16,0.0,0.0,0.02,0.02,0.43614474670057596
970,10.0,1.28,2.0,0.0,0.2,0.2,0.372976524438573
3721,40.0,0.64,0.2,0.0,0.2,0.02,0.4177488094436264
7089,70.0,1.28,0.2,2.0,0.0,0.02,0.4351182127725759
2116,30.0,0.16,0.02,0.0,0.02,0.0,0.43722731828878214
909,10.0,1.28,0.2,0.0,2.0,0.02,0.37655216640945566
587,10.0,0.64,0.02,0.0,0.2,2.0,0.3393077330098912
2251,30.0,0.16,2.0,0.0,0.2,2.0,0.3279679538585289
7707,80.0,0.64,0.0,0.02,0.2,2.0,0.33202007372569914
1093,20.0,0.16,0.02,0.0,0.02,0.02,0.43078464562602165
4886,50.0,1.28,0.0,0.02,0.02,0.2,0.3846818027181455
7263,80.0,0.16,0.02,0.02,2.0,2.0,0.26818717761289534
9185,90.0,1.28,2.0,0.2,0.0,0.02,0.3894711564970122
8225,90.0,0.16,0.0,0.2,0.0,0.02,0.4344367634177601
5454,60.0,0.32,0.02,0.0,2.0,0.2,0.36894029229187136
8887,90.0,0.64,0.2,2.0,0.02,2.0,0.328463761304926
3992,40.0,1.28,0.2,0.02,0.2,0.0,0.4394944387363852
8067,80.0,1.28,0.2,0.0,0.0,2.0,0.3586446841977974
5401,60.0,0.32,0.0,0.02,0.2,0.02,0.42908045487673047
5428,60.0,0.32,0.0,2.0,0.02,0.0,0.426019506876371
529,10.0,0.64,0.0,0.02,0.0,0.02,0.3989831121518692
1040,20.0,0.16,0.0,0.02,0.0,0.0,0.4358325036456697
8728,90.0,0.64,0.0,0.02,0.2,0.0,0.42890574667557746
6057,60.0,1.28,0.2,0.2,0.2,0.02,0.4181454098876013
3284,40.0,0.16,2.0,0.02,0.02,0.0,0.41473011060253423
6690,70.0,0.64,0.0,0.2,0.0,0.2,0.3985650315924019
5660,60.0,0.64,0.0,0.02,2.0,0.0,0.4237531924654124
2716,30.0,0.64,0.2,0.02,2.0,0.0,0.43333112505558524
5421,60.0,0.32,0.0,0.2,2.0,0.02,0.41733668785818306
1692,20.0,0.64,0.2,0.02,2.0,0.0,0.42440864722072147
3569,40.0,0.32,2.0,2.0,0.0,0.02,0.42359604485332464
4625,50.0,0.64,0.0,0.02,0.0,0.02,0.4017917760337849
5178,60.0,0.16,0.0,2.0,0.2,0.2,0.38627123803521574
2822,30.0,1.28,0.0,0.0,0.02,0.2,0.37971403755738475
