,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
8714,90.0,0.64,0.0,0.0,0.2,0.2,0.3922317226692912
5454,60.0,0.32,0.02,0.0,2.0,0.2,0.35544788868337535
3917,40.0,1.28,0.02,0.0,2.0,0.02,0.41029223561591927
7177,80.0,0.16,0.0,0.0,0.2,0.02,0.39549833613862784
7856,80.0,0.64,0.2,2.0,0.0,0.0,0.4194282370370925
3974,40.0,1.28,0.2,0.0,0.02,0.2,0.37787005484878794
6274,70.0,0.16,0.2,0.0,0.0,0.2,0.41764911561307577
672,10.0,0.64,0.2,0.2,0.0,0.0,0.3867946719018427
2928,30.0,1.28,0.02,2.0,0.0,0.0,0.38474601970088673
4673,50.0,0.64,0.02,0.0,0.0,0.02,0.39436648548223996
1132,20.0,0.16,0.02,0.2,2.0,0.0,0.38131160147137666
1578,20.0,0.64,0.0,0.2,0.2,0.2,0.3896384089038697
4056,40.0,1.28,2.0,0.02,0.2,0.0,0.38574621407881116
9087,90.0,1.28,0.02,2.0,2.0,2.0,0.31590324120411256
8317,90.0,0.16,0.02,2.0,2.0,0.02,0.38302756415923245
4567,50.0,0.32,2.0,0.02,0.02,2.0,0.37210803124649683
3089,40.0,0.16,0.0,0.02,0.0,0.02,0.4048492144869597
4921,50.0,1.28,0.0,2.0,0.2,0.02,0.3982539327309645
8051,80.0,1.28,0.02,2.0,0.0,2.0,0.33145719819418246
1320,20.0,0.32,0.0,0.2,0.2,0.0,0.3804695659634711
6483,70.0,0.32,0.02,0.02,0.0,2.0,0.40122797713264374
5479,60.0,0.32,0.02,0.2,0.02,2.0,0.36661175435919274
8293,90.0,0.16,0.02,0.2,0.02,0.02,0.3937657133139306
4055,40.0,1.28,2.0,0.02,0.02,2.0,0.35852748009633567
6546,70.0,0.32,0.2,0.02,0.0,0.2,0.40768643679636934
2175,30.0,0.16,0.02,2.0,2.0,2.0,0.2970934619207702
7795,80.0,0.64,0.02,2.0,0.0,2.0,0.37013564894258444
8294,90.0,0.16,0.02,0.2,0.02,0.2,0.39874159553235855
3052,30.0,1.28,2.0,0.2,2.0,0.0,0.3828808322910776
1701,20.0,0.64,0.2,0.2,0.02,0.02,0.39952463935864874
7245,80.0,0.16,0.02,0.0,2.0,0.02,0.3887106569099652
5660,60.0,0.64,0.0,0.02,2.0,0.0,0.3871506555603684
8846,90.0,0.64,0.2,0.0,2.0,0.2,0.3763011433620203
6462,70.0,0.32,0.0,2.0,2.0,0.2,0.349870455248771
5180,60.0,0.16,0.0,2.0,2.0,0.0,0.3948023143438154
4593,50.0,0.32,2.0,2.0,0.0,0.02,0.4169920085075406
5833,60.0,0.64,2.0,0.0,0.2,0.02,0.39726643720919164
4404,50.0,0.32,0.0,2.0,0.02,0.0,0.3905883342629509
3872,40.0,1.28,0.0,0.2,0.0,0.0,0.38972414412098455
1708,20.0,0.64,0.2,0.2,2.0,0.0,0.3853129825789403
1546,20.0,0.64,0.0,0.0,0.2,0.2,0.38720538539182725
4722,50.0,0.64,0.02,2.0,0.0,0.2,0.40150326235920325
3767,40.0,0.64,0.2,2.0,0.02,2.0,0.3458346856271858
5569,60.0,0.32,2.0,0.0,0.0,0.02,0.3985220271514953
3949,40.0,1.28,0.02,0.2,2.0,0.02,0.4056433541042793
6398,70.0,0.16,2.0,2.0,2.0,0.2,0.32066869522746133
5570,60.0,0.32,2.0,0.0,0.0,0.2,0.4076036319516364
6994,70.0,1.28,0.02,0.02,0.0,0.2,0.350784486985395
3640,40.0,0.64,0.0,2.0,0.2,0.0,0.4016286816029989
3318,40.0,0.16,2.0,2.0,0.02,0.2,0.40338646770714953
579,10.0,0.64,0.02,0.0,0.0,2.0,0.4034835097972725
7805,80.0,0.64,0.02,2.0,2.0,0.02,0.4030964874204882
3760,40.0,0.64,0.2,2.0,0.0,0.0,0.40706248588441973
1257,20.0,0.16,2.0,0.2,0.2,0.02,0.38909198493215336
4913,50.0,1.28,0.0,2.0,0.0,0.02,0.40459900717900027
7824,80.0,0.64,0.2,0.02,0.0,0.0,0.39216035964962476
939,10.0,1.28,0.2,0.2,0.2,2.0,0.34500252823789235
6681,70.0,0.64,0.0,0.02,0.2,0.02,0.4144091640442014
2400,30.0,0.32,0.02,0.2,0.0,0.0,0.40875974329830067
1485,20.0,0.32,2.0,0.0,2.0,0.02,0.36274400666282525
7125,70.0,1.28,2.0,0.02,0.02,0.02,0.40234270561944446
97,10.0,0.16,0.02,0.2,0.0,0.02,0.39087843468897554
717,10.0,0.64,2.0,0.0,2.0,0.02,0.3396871482891178
194,10.0,0.16,2.0,0.0,0.0,0.2,0.39289688647750753
7525,80.0,0.32,0.02,0.2,0.02,0.02,0.40285725536740213
1984,20.0,1.28,2.0,0.0,0.0,0.0,0.374584913209788
4295,50.0,0.16,2.0,0.0,0.02,2.0,0.37282809517171017
4841,50.0,0.64,2.0,0.2,0.2,0.02,0.39831577496759296
3922,40.0,1.28,0.02,0.02,0.0,0.2,0.3643175317914729
7847,80.0,0.64,0.2,0.2,0.02,2.0,0.3602569875364285
5228,60.0,0.16,0.02,0.2,2.0,0.0,0.3896160944220585
1127,20.0,0.16,0.02,0.2,0.02,2.0,0.3910377471348032
9009,90.0,1.28,0.0,2.0,0.0,0.02,0.40884269735103296
2959,30.0,1.28,0.2,0.0,2.0,2.0,0.3231491475480607
6110,60.0,1.28,2.0,0.02,2.0,0.2,0.33822542957685636
983,10.0,1.28,2.0,0.02,0.02,2.0,0.35375860117483293
8307,90.0,0.16,0.02,2.0,0.0,2.0,0.403449844073319
5347,60.0,0.16,2.0,0.2,0.0,2.0,0.41783086139997005
5737,60.0,0.64,0.02,0.2,0.2,0.02,0.40015553863306585
4014,40.0,1.28,0.2,0.2,2.0,0.2,0.3602695906519146
6292,70.0,0.16,0.2,0.02,0.02,0.0,0.40187227549479915
5028,50.0,1.28,0.2,0.2,0.02,0.0,0.3962867343663675
1212,20.0,0.16,0.2,2.0,2.0,0.0,0.38734416699988633
8305,90.0,0.16,0.02,2.0,0.0,0.02,0.408177740558025
5678,60.0,0.64,0.0,0.2,2.0,0.2,0.3627283298251633
8159,80.0,1.28,2.0,0.02,2.0,2.0,0.3065573827591109
6719,70.0,0.64,0.0,2.0,2.0,2.0,0.320538880274965
989,10.0,1.28,2.0,0.02,2.0,0.02,0.34793686340268226
750,10.0,0.64,2.0,0.2,2.0,0.2,0.33242756033354987
6178,70.0,0.16,0.0,0.2,0.0,0.2,0.4181844843626688
6,10.0,0.16,0.0,0.0,0.02,0.2,0.39391839746891005
7496,80.0,0.32,0.02,0.0,0.2,0.0,0.4110207879187374
5659,60.0,0.64,0.0,0.02,0.2,2.0,0.3355792356653246
6967,70.0,1.28,0.0,2.0,0.02,2.0,0.3375499570936081
2635,30.0,0.64,0.02,0.0,0.2,2.0,0.3444805008596541
6243,70.0,0.16,0.02,0.2,0.0,2.0,0.4122365144246643
1099,20.0,0.16,0.02,0.0,0.2,2.0,0.3464464749879819
1823,20.0,1.28,0.0,0.02,2.0,2.0,0.3113840434594244
5890,60.0,1.28,0.0,0.0,0.0,0.2,0.34498500755739214
7355,80.0,0.16,0.2,2.0,0.2,2.0,0.31436618365682273
7839,80.0,0.64,0.2,0.02,2.0,2.0,0.3173904918623554
1834,20.0,1.28,0.0,0.2,0.2,0.2,0.39425922021860804
2923,30.0,1.28,0.02,0.2,0.2,2.0,0.3300905645892051
7869,80.0,0.64,0.2,2.0,2.0,0.02,0.40800173562719955
2382,30.0,0.32,0.02,0.0,2.0,0.2,0.3608762250963349
4851,50.0,0.64,2.0,2.0,0.0,2.0,0.36385357319635603
3031,30.0,1.28,2.0,0.02,0.02,2.0,0.35375090617661115
7514,80.0,0.32,0.02,0.02,0.2,0.2,0.3856593709126262
1342,20.0,0.32,0.0,2.0,2.0,0.2,0.3535507584517123
2281,30.0,0.16,2.0,0.2,0.2,0.02,0.3972679267396953
4497,50.0,0.32,0.2,0.02,0.0,0.02,0.40067696685695264
2651,30.0,0.64,0.02,0.02,0.2,2.0,0.3507195577510565
8513,90.0,0.32,0.02,0.0,0.0,0.02,0.3996187834261047
1608,20.0,0.64,0.02,0.0,0.2,0.0,0.3848863743266265
7718,80.0,0.64,0.0,0.2,0.02,0.2,0.38366339119660225
6165,70.0,0.16,0.0,0.02,0.02,0.02,0.40169330537618864
2111,30.0,0.16,0.0,2.0,2.0,2.0,0.29217363729226625
5294,60.0,0.16,0.2,0.2,2.0,0.2,0.3467628435395834
2860,30.0,1.28,0.0,0.2,2.0,0.0,0.3838053034962399
3644,40.0,0.64,0.0,2.0,2.0,0.0,0.4120938025943598
8772,90.0,0.64,0.02,0.0,0.02,0.0,0.3892420886636404
2901,30.0,1.28,0.02,0.02,0.02,0.02,0.3880368483350149
7934,80.0,0.64,2.0,2.0,2.0,0.2,0.32649642673031676
317,10.0,0.32,0.0,2.0,2.0,0.02,0.38077539516301373
9048,90.0,1.28,0.02,0.02,0.2,0.0,0.3825519405236793
2252,30.0,0.16,2.0,0.0,2.0,0.0,0.3475029504452985
6693,70.0,0.64,0.0,0.2,0.02,0.02,0.4082512986904566
1014,10.0,1.28,2.0,2.0,0.02,0.2,0.37848026123881323
7922,80.0,0.64,2.0,2.0,0.0,0.2,0.39682132427887
1908,20.0,1.28,0.02,2.0,0.02,0.0,0.39373380102203215
3405,40.0,0.32,0.02,0.0,2.0,0.02,0.40104161051039283
8261,90.0,0.16,0.02,0.0,0.02,0.02,0.41700415736699276
5437,60.0,0.32,0.0,2.0,2.0,0.02,0.40251310314535216
1304,20.0,0.32,0.0,0.02,0.2,0.0,0.39808550645173746
7770,80.0,0.64,0.02,0.02,0.2,0.2,0.3997286473447321
5784,60.0,0.64,0.2,0.02,0.2,0.0,0.40131130165966267
7940,80.0,1.28,0.0,0.0,0.02,0.0,0.39131222346377337
5431,60.0,0.32,0.0,2.0,0.02,2.0,0.36493012126404895
6912,70.0,1.28,0.0,0.0,0.0,0.0,0.39970181696195894
6955,70.0,1.28,0.0,0.2,0.2,2.0,0.33958764186279305
4089,40.0,1.28,2.0,2.0,0.2,0.02,0.4006973435062773
1371,20.0,0.32,0.02,0.02,0.2,2.0,0.34244275238174027
9137,90.0,1.28,0.2,2.0,0.0,0.02,0.40922492070473837
6898,70.0,0.64,2.0,2.0,0.0,0.2,0.3891626303145795
1985,20.0,1.28,2.0,0.0,0.0,0.02,0.3718720896857377
8611,90.0,0.32,0.2,0.2,0.0,2.0,0.4071339561449153
5859,60.0,0.64,2.0,0.2,0.0,2.0,0.4122245835893688
8517,90.0,0.32,0.02,0.0,0.02,0.02,0.4071500003673605
4373,50.0,0.32,0.0,0.02,0.02,0.02,0.4084379744141621
3309,40.0,0.16,2.0,0.2,2.0,0.02,0.34496277959205346
2060,30.0,0.16,0.0,0.0,2.0,0.0,0.387034807553329
8881,90.0,0.64,0.2,2.0,0.0,0.02,0.42178236974313404
3824,40.0,0.64,2.0,2.0,0.0,0.0,0.4086220648213473
3691,40.0,0.64,0.02,0.2,0.2,2.0,0.3316166885372614
1806,20.0,1.28,0.0,0.0,2.0,0.2,0.37600013995383313
7860,80.0,0.64,0.2,2.0,0.02,0.0,0.40622356380421004
3108,40.0,0.16,0.0,0.2,0.02,0.0,0.4012742796740789
3771,40.0,0.64,0.2,2.0,0.2,2.0,0.34907083508533093
3472,40.0,0.32,0.2,0.02,0.0,0.0,0.40464629206805364
6742,70.0,0.64,0.02,0.02,0.02,0.2,0.3854185682679346
7518,80.0,0.32,0.02,0.02,2.0,0.2,0.3540550346961429
4671,50.0,0.64,0.0,2.0,2.0,2.0,0.3309987930128295
4460,50.0,0.32,0.02,0.2,2.0,0.0,0.40406775750781854
3541,40.0,0.32,2.0,0.02,0.02,0.02,0.38469844342616333
2853,30.0,1.28,0.0,0.2,0.02,0.02,0.3943651230593894
8502,90.0,0.32,0.0,2.0,0.02,0.2,0.40087235027157053
4066,40.0,1.28,2.0,0.2,0.0,0.2,0.4017460793132984
7608,80.0,0.32,0.2,2.0,0.2,0.0,0.4027923839900108
7312,80.0,0.16,0.2,0.02,0.0,0.0,0.3959482932136641
6454,70.0,0.32,0.0,2.0,0.02,0.2,0.3997389779862195
1960,20.0,1.28,0.2,0.2,0.2,0.0,0.3779921001001888
1126,20.0,0.16,0.02,0.2,0.02,0.2,0.4081091138159152
2839,30.0,1.28,0.0,0.02,0.02,2.0,0.34351125467683835
9178,90.0,1.28,2.0,0.02,0.2,0.2,0.3748929743765462
3324,40.0,0.16,2.0,2.0,2.0,0.0,0.3578384562143801
3021,30.0,1.28,2.0,0.0,2.0,0.02,0.3648983241680244
5417,60.0,0.32,0.0,0.2,0.2,0.02,0.41547111765619565
7174,80.0,0.16,0.0,0.0,0.02,0.2,0.3944657593612361
3555,40.0,0.32,2.0,0.2,0.0,2.0,0.40735842215144036
5050,50.0,1.28,0.2,2.0,0.2,0.2,0.399366950454789
4908,50.0,1.28,0.0,0.2,2.0,0.0,0.36983477806288273
4686,50.0,0.64,0.02,0.0,2.0,0.2,0.3560084072914203
4733,50.0,0.64,0.02,2.0,2.0,0.02,0.4145949016268864
3234,40.0,0.16,0.2,0.2,0.0,0.2,0.4183763599982123
5920,60.0,1.28,0.0,0.2,0.0,0.0,0.37526888087296506
1597,20.0,0.64,0.0,2.0,2.0,0.02,0.40559242947956453
2248,30.0,0.16,2.0,0.0,0.2,0.0,0.3857494843930746
1417,20.0,0.32,0.2,0.0,0.2,0.02,0.4081692328814943
3711,40.0,0.64,0.02,2.0,2.0,2.0,0.3295428945072923
161,10.0,0.16,0.2,0.2,0.0,0.02,0.38106305344895636
9040,90.0,1.28,0.02,0.02,0.0,0.0,0.4108937072373389
7427,80.0,0.32,0.0,0.0,0.0,2.0,0.4213039959909632
5276,60.0,0.16,0.2,0.02,2.0,0.0,0.4105571016885125
6717,70.0,0.64,0.0,2.0,2.0,0.02,0.40273340962629084
8733,90.0,0.64,0.0,0.02,2.0,0.02,0.4083873379489807
4887,50.0,1.28,0.0,0.02,0.02,2.0,0.34098984484618156
8934,90.0,0.64,2.0,0.2,0.02,0.2,0.38881780627651324
6690,70.0,0.64,0.0,0.2,0.0,0.2,0.40621925304848755
5379,60.0,0.32,0.0,0.0,0.0,2.0,0.41923538443633457
1189,20.0,0.16,0.2,0.2,0.02,0.02,0.4000014782417252
6619,70.0,0.32,2.0,0.02,0.2,2.0,0.3084996740853219
7572,80.0,0.32,0.2,0.02,0.02,0.0,0.4100720238917008
373,10.0,0.32,0.02,2.0,0.02,0.02,0.38842512047997385
5054,50.0,1.28,0.2,2.0,2.0,0.2,0.3569024908019939
3239,40.0,0.16,0.2,0.2,0.02,2.0,0.38168353457199555
5988,60.0,1.28,0.02,0.2,0.02,0.0,0.4017649333698469
3858,40.0,1.28,0.0,0.02,0.0,0.2,0.3947672611123746
4932,50.0,1.28,0.02,0.0,0.02,0.0,0.3794883364046575
1876,20.0,1.28,0.02,0.02,0.02,0.0,0.37793326946437183
7288,80.0,0.16,0.02,2.0,0.2,0.0,0.41670901271920724
4282,50.0,0.16,0.2,2.0,0.2,0.2,0.38812612739289787
689,10.0,0.64,0.2,2.0,0.0,0.02,0.3853230885044562
5750,60.0,0.64,0.02,2.0,0.02,0.2,0.40598265758142643
2350,30.0,0.32,0.0,0.2,2.0,0.2,0.3682273987970827
7884,80.0,0.64,2.0,0.0,2.0,0.0,0.3817900668709555
7605,80.0,0.32,0.2,2.0,0.02,0.02,0.41053358070711854
5911,60.0,1.28,0.0,0.02,0.02,2.0,0.3402937423362912
8424,90.0,0.16,2.0,0.2,0.2,0.0,0.3877414961486613
1700,20.0,0.64,0.2,0.2,0.02,0.0,0.3990194629469844
4749,50.0,0.64,0.2,0.0,2.0,0.02,0.41193791865189927
5924,60.0,1.28,0.0,0.2,0.02,0.0,0.37393221565995727
4020,40.0,1.28,0.2,2.0,0.02,0.0,0.3843624018539109
4592,50.0,0.32,2.0,2.0,0.0,0.0,0.4276931887183056
599,10.0,0.64,0.02,0.02,0.02,2.0,0.3638301974626914
8192,90.0,0.16,0.0,0.0,0.0,0.0,0.41054602273845353
190,10.0,0.16,0.2,2.0,2.0,0.2,0.35008413562331164
3036,30.0,1.28,2.0,0.02,2.0,0.0,0.36461125756556423
7058,70.0,1.28,0.2,0.02,0.0,0.2,0.39267837556236607
8986,90.0,1.28,0.0,0.02,0.2,0.2,0.38259484724006165
2379,30.0,0.32,0.02,0.0,0.2,2.0,0.3442390190972103
7990,80.0,1.28,0.0,2.0,0.02,0.2,0.40674371241493545
8559,90.0,0.32,0.02,0.2,2.0,2.0,0.30949000629050116
6198,70.0,0.16,0.0,2.0,0.02,0.2,0.406417759093542
3905,40.0,1.28,0.02,0.0,0.0,0.02,0.3921573034570955
1499,20.0,0.32,2.0,0.02,0.2,2.0,0.34815248407527966
7035,70.0,1.28,0.02,2.0,0.2,2.0,0.32160696432819025
2608,30.0,0.64,0.0,2.0,0.0,0.0,0.4044503467439859
2885,30.0,1.28,0.02,0.0,0.02,0.02,0.3914685135412663
9188,90.0,1.28,2.0,0.2,0.02,0.0,0.4021685435069476
1147,20.0,0.16,0.02,2.0,0.2,2.0,0.3392415338171836
1209,20.0,0.16,0.2,2.0,0.2,0.02,0.3799835370680853
5713,60.0,0.64,0.02,0.02,0.0,0.02,0.3961717468097033
8400,90.0,0.16,2.0,0.02,0.0,0.0,0.40642240142606956
6549,70.0,0.32,0.2,0.02,0.02,0.02,0.41233553266444534
7193,80.0,0.16,0.0,0.02,0.2,0.02,0.40988763519273363
3063,30.0,1.28,2.0,2.0,0.02,2.0,0.32319829541721873
5107,50.0,1.28,2.0,2.0,0.0,2.0,0.3223022018568969
4900,50.0,1.28,0.0,0.2,0.02,0.0,0.36726866782755635
6711,70.0,0.64,0.0,2.0,0.02,2.0,0.3382134379998272
5104,50.0,1.28,2.0,2.0,0.0,0.0,0.4102390689399672
8229,90.0,0.16,0.0,0.2,0.02,0.02,0.4018205219934347
2543,30.0,0.32,2.0,0.2,2.0,2.0,0.31526056603623764
4632,50.0,0.64,0.0,0.02,0.2,0.0,0.4103326511378675
6651,70.0,0.32,2.0,2.0,0.2,2.0,0.31369984974158377
6040,60.0,1.28,0.2,0.02,0.2,0.0,0.4036585675232081
5041,50.0,1.28,0.2,2.0,0.0,0.02,0.4065280981940069
859,10.0,1.28,0.02,0.02,0.2,2.0,0.3367912879174648
266,10.0,0.32,0.0,0.0,0.2,0.2,0.387667119898359
3302,40.0,0.16,2.0,0.2,0.02,0.2,0.3973968804908936
430,10.0,0.32,0.2,0.2,2.0,0.2,0.36387581258218427
6279,70.0,0.16,0.2,0.0,0.02,2.0,0.35720284215634274
5652,60.0,0.64,0.0,0.02,0.02,0.0,0.38638132834943845
6489,70.0,0.32,0.02,0.02,0.2,0.02,0.4039503008339048
4719,50.0,0.64,0.02,0.2,2.0,2.0,0.3229087367078216
3136,40.0,0.16,0.02,0.0,0.0,0.0,0.38605169826193353
8624,90.0,0.32,0.2,2.0,0.0,0.0,0.40423702241733533
2707,30.0,0.64,0.2,0.02,0.0,2.0,0.3878371655426556
8865,90.0,0.64,0.2,0.2,0.0,0.02,0.42092237273653277
1983,20.0,1.28,0.2,2.0,2.0,2.0,0.3192329239468417
1785,20.0,0.64,2.0,2.0,0.2,0.02,0.3946903607271041
3254,40.0,0.16,0.2,2.0,0.02,0.2,0.4128969199787591
3902,40.0,1.28,0.0,2.0,2.0,0.2,0.3663575062528128
1652,20.0,0.64,0.02,2.0,0.02,0.0,0.4059083842459616
2007,20.0,1.28,2.0,0.02,0.02,2.0,0.3517844932214592
8289,90.0,0.16,0.02,0.2,0.0,0.02,0.4062861603032673
7439,80.0,0.32,0.0,0.0,2.0,2.0,0.30679184860978065
2818,30.0,1.28,0.0,0.0,0.0,0.2,0.35881265667877077
5191,60.0,0.16,0.02,0.0,0.02,2.0,0.37003136826091915
3156,40.0,0.16,0.02,0.02,0.02,0.0,0.40512393242828293
6264,70.0,0.16,0.02,2.0,0.2,0.0,0.40680079253236245
4654,50.0,0.64,0.0,0.2,2.0,0.2,0.3655812449049966
8968,90.0,1.28,0.0,0.0,0.2,0.0,0.38685710009342394
2199,30.0,0.16,0.2,0.02,0.02,2.0,0.39829467922793993
4075,40.0,1.28,2.0,0.2,0.2,2.0,0.3316513646656677
2144,30.0,0.16,0.02,0.2,0.0,0.0,0.41272385730062133
4668,50.0,0.64,0.0,2.0,2.0,0.0,0.4071687583951413
4031,40.0,1.28,0.2,2.0,2.0,2.0,0.3204806877344878
3832,40.0,0.64,2.0,2.0,0.2,0.0,0.39065844263740557
7756,80.0,0.64,0.02,0.0,2.0,0.0,0.4091903716227451
5557,60.0,0.32,0.2,2.0,0.02,0.02,0.41366009633005896
5070,50.0,1.28,2.0,0.0,2.0,0.2,0.34325394722134
3320,40.0,0.16,2.0,2.0,0.2,0.0,0.39845913685621726
175,10.0,0.16,0.2,0.2,2.0,2.0,0.2870195995298912
499,10.0,0.32,2.0,2.0,0.0,2.0,0.3960505214569207
2498,30.0,0.32,2.0,0.0,0.0,0.2,0.40605917123704277
1893,20.0,1.28,0.02,0.2,0.02,0.02,0.3918176205390902
1479,20.0,0.32,2.0,0.0,0.02,2.0,0.3726701891519219
4040,40.0,1.28,2.0,0.0,0.2,0.0,0.39743277836204954
5764,60.0,0.64,0.2,0.0,0.02,0.0,0.40477454893878884
6745,70.0,0.64,0.02,0.02,0.2,0.02,0.40204316889909614
7156,70.0,1.28,2.0,2.0,0.02,0.0,0.4071940275389178
7030,70.0,1.28,0.02,2.0,0.02,0.2,0.3964060760055327
675,10.0,0.64,0.2,0.2,0.0,2.0,0.3966601222531592
4008,40.0,1.28,0.2,0.2,0.2,0.0,0.3822877194675292
4529,50.0,0.32,0.2,2.0,0.0,0.02,0.4120394884519009
5603,60.0,0.32,2.0,0.2,0.0,2.0,0.40276489694834244
6183,70.0,0.16,0.0,0.2,0.02,2.0,0.3585961522845055
1892,20.0,1.28,0.02,0.2,0.02,0.0,0.37645058880295657
1084,20.0,0.16,0.0,2.0,2.0,0.0,0.37798338099159245
3438,40.0,0.32,0.02,0.2,2.0,0.2,0.3518630616829627
3184,40.0,0.16,0.02,2.0,0.0,0.0,0.4050519753889457
2776,30.0,0.64,2.0,0.02,0.2,0.0,0.3935926143376144
8052,80.0,1.28,0.02,2.0,0.02,0.0,0.40573207888046103
5022,50.0,1.28,0.2,0.02,2.0,0.2,0.3724901560426426
6588,70.0,0.32,0.2,2.0,2.0,0.0,0.4119339191957879
5110,50.0,1.28,2.0,2.0,0.02,0.2,0.394436960732354
2450,30.0,0.32,0.2,0.02,0.0,0.2,0.4063504395996823
6360,70.0,0.16,2.0,0.02,0.2,0.0,0.3933727229385956
4734,50.0,0.64,0.02,2.0,2.0,0.2,0.3753279843038164
6365,70.0,0.16,2.0,0.02,2.0,0.02,0.3481556910704024
8960,90.0,1.28,0.0,0.0,0.0,0.0,0.39620624594573495
5908,60.0,1.28,0.0,0.02,0.02,0.0,0.38420263218748607
6791,70.0,0.64,0.2,0.0,0.02,2.0,0.3596141812938737
5480,60.0,0.32,0.02,0.2,0.2,0.0,0.39358092204435213
1298,20.0,0.32,0.0,0.02,0.0,0.2,0.41284073566648644
7656,80.0,0.32,2.0,0.2,0.2,0.0,0.39278853534115865
8428,90.0,0.16,2.0,0.2,2.0,0.0,0.34671373885505324
537,10.0,0.64,0.0,0.02,0.2,0.02,0.3915754818567494
4840,50.0,0.64,2.0,0.2,0.2,0.0,0.3959306905042713
2741,30.0,0.64,0.2,2.0,0.02,0.02,0.3872305722546927
6466,70.0,0.32,0.02,0.0,0.0,0.2,0.41285682800165024
7658,80.0,0.32,2.0,0.2,0.2,0.2,0.364543450146809
6858,70.0,0.64,2.0,0.0,0.2,0.2,0.37313662467366304
7566,80.0,0.32,0.2,0.0,2.0,0.2,0.35451369583978115
6354,70.0,0.16,2.0,0.02,0.0,0.2,0.41296307247857594
2331,30.0,0.32,0.0,0.02,0.2,2.0,0.33404021564675856
7260,80.0,0.16,0.02,0.02,2.0,0.0,0.3950665292172517
2619,30.0,0.64,0.0,2.0,0.2,2.0,0.3408657857829892
4832,50.0,0.64,2.0,0.2,0.0,0.0,0.409678258628959
7102,70.0,1.28,0.2,2.0,2.0,0.2,0.3647448101738563
8742,90.0,0.64,0.0,0.2,0.02,0.2,0.40951856795000213
7415,80.0,0.16,2.0,2.0,0.02,2.0,0.3549857553888608
8207,90.0,0.16,0.0,0.0,2.0,2.0,0.28353168031127307
739,10.0,0.64,2.0,0.2,0.0,2.0,0.38884821328794217
2561,30.0,0.64,0.0,0.0,0.0,0.02,0.39751170442655404
886,10.0,1.28,0.02,2.0,0.02,0.2,0.39691281312425786
1151,20.0,0.16,0.02,2.0,2.0,2.0,0.3024976962300886
1921,20.0,1.28,0.2,0.0,0.0,0.02,0.3650825033059436
4122,50.0,0.16,0.0,0.02,0.2,0.2,0.37391400417849097
6606,70.0,0.32,2.0,0.0,2.0,0.2,0.32316655380085385
