,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
5076,50.0,1.28,2.0,0.02,0.02,0.0,0.46244720647595156
5070,50.0,1.28,2.0,0.0,2.0,0.2,0.3847291442884144
2719,30.0,0.64,0.2,0.02,2.0,2.0,0.36725387921960884
1599,20.0,0.64,0.0,2.0,2.0,2.0,0.3735496223519925
1804,20.0,1.28,0.0,0.0,2.0,0.0,0.4381684803642238
6809,70.0,0.64,0.2,0.02,0.2,0.02,0.4467242099539928
1329,20.0,0.32,0.0,2.0,0.0,0.02,0.4571356425986325
1240,20.0,0.16,2.0,0.02,0.2,0.0,0.4223053630276639
5145,60.0,0.16,0.0,0.02,0.2,0.02,0.46313590587067205
359,10.0,0.32,0.02,0.2,0.02,2.0,0.3998344275806959
4809,50.0,0.64,2.0,0.0,0.2,0.02,0.4424014884790275
2065,30.0,0.16,0.0,0.02,0.0,0.02,0.47029578975305075
7046,70.0,1.28,0.2,0.0,0.02,0.2,0.4451517923398847
3433,40.0,0.32,0.02,0.2,0.2,0.02,0.4612202454462408
7022,70.0,1.28,0.02,0.2,2.0,0.2,0.39231896833389546
1690,20.0,0.64,0.2,0.02,0.2,0.2,0.4190455581684345
2400,30.0,0.32,0.02,0.2,0.0,0.0,0.44987365067698837
4027,40.0,1.28,0.2,2.0,0.2,2.0,0.36262742486965716
7702,80.0,0.64,0.0,0.02,0.02,0.2,0.4386646429112298
4148,50.0,0.16,0.0,2.0,0.02,0.0,0.46035907940915144
2305,30.0,0.32,0.0,0.0,0.0,0.02,0.46729567918192016
5427,60.0,0.32,0.0,2.0,0.0,2.0,0.38690069335358607
7276,80.0,0.16,0.02,0.2,2.0,0.0,0.45850674914696277
6026,60.0,1.28,0.2,0.0,0.2,0.2,0.4278854174207497
6029,60.0,1.28,0.2,0.0,2.0,0.02,0.44868162743576245
3227,40.0,0.16,0.2,0.02,0.2,2.0,0.3677500112518561
6623,70.0,0.32,2.0,0.02,2.0,2.0,0.315068681786921
2034,20.0,1.28,2.0,2.0,0.0,0.2,0.3811917004426185
6003,60.0,1.28,0.02,2.0,0.0,2.0,0.37248311666154116
5004,50.0,1.28,0.2,0.0,2.0,0.0,0.4578331881238395
8028,80.0,1.28,0.02,0.02,2.0,0.0,0.4520456895867852
767,10.0,0.64,2.0,2.0,2.0,2.0,0.3542588575492942
2689,30.0,0.64,0.2,0.0,0.0,0.02,0.45116785659165887
8153,80.0,1.28,2.0,0.02,0.2,0.02,0.4195296000553734
781,10.0,1.28,0.0,0.0,2.0,0.02,0.4229482068669661
8449,90.0,0.32,0.0,0.0,0.0,0.02,0.45455725162484784
1278,20.0,0.16,2.0,2.0,2.0,0.2,0.372981858371321
6780,70.0,0.64,0.02,2.0,2.0,0.0,0.462038391097428
1230,20.0,0.16,2.0,0.0,2.0,0.2,0.3815904376580113
3496,40.0,0.32,0.2,0.2,0.2,0.0,0.4533769989339552
6181,70.0,0.16,0.0,0.2,0.02,0.02,0.4652482047726818
4603,50.0,0.32,2.0,2.0,0.2,2.0,0.326559596488967
1711,20.0,0.64,0.2,0.2,2.0,2.0,0.3642707774849924
3036,30.0,1.28,2.0,0.02,2.0,0.0,0.4141658524861817
5856,60.0,0.64,2.0,0.2,0.0,0.0,0.43229398988750334
22,10.0,0.16,0.0,0.02,0.02,0.2,0.4510268410670017
79,10.0,0.16,0.02,0.0,2.0,2.0,0.3203097878499928
2226,30.0,0.16,0.2,2.0,0.0,0.2,0.47052891698040605
6,10.0,0.16,0.0,0.0,0.02,0.2,0.4519897681611653
4100,50.0,0.16,0.0,0.0,0.02,0.0,0.46568473835019936
7975,80.0,1.28,0.0,0.2,0.02,2.0,0.3850657851672814
3507,40.0,0.32,0.2,2.0,0.0,2.0,0.4154706596354628
4235,50.0,0.16,0.2,0.0,0.2,2.0,0.33687759513819504
7858,80.0,0.64,0.2,2.0,0.0,0.2,0.4513713519828607
5112,50.0,1.28,2.0,2.0,0.2,0.0,0.44245786530361025
5249,60.0,0.16,0.2,0.0,0.0,0.02,0.463528791515247
968,10.0,1.28,2.0,0.0,0.2,0.0,0.42668000019668145
915,10.0,1.28,0.2,0.02,0.0,2.0,0.3982890860217068
8560,90.0,0.32,0.02,2.0,0.0,0.0,0.4654991080700099
6847,70.0,0.64,0.2,2.0,2.0,2.0,0.3473113591077578
6889,70.0,0.64,2.0,0.2,0.2,0.02,0.438324820428657
6082,60.0,1.28,2.0,0.0,0.0,0.2,0.42933830473095635
3656,40.0,0.64,0.02,0.0,0.2,0.0,0.44617236500692536
8738,90.0,0.64,0.0,0.2,0.0,0.2,0.4379770262026594
8479,90.0,0.32,0.0,0.02,2.0,2.0,0.31538044822963496
4758,50.0,0.64,0.2,0.02,0.02,0.2,0.4438990535597152
3997,40.0,1.28,0.2,0.02,2.0,0.02,0.448722398667352
4927,50.0,1.28,0.0,2.0,2.0,2.0,0.3689415474278967
7215,80.0,0.16,0.0,0.2,2.0,2.0,0.29332449026874885
612,10.0,0.64,0.02,0.2,0.02,0.0,0.428682580403171
92,10.0,0.16,0.02,0.02,2.0,0.0,0.3994231449154377
1191,20.0,0.16,0.2,0.2,0.02,2.0,0.41491054273880346
4110,50.0,0.16,0.0,0.0,2.0,0.2,0.37377359941679333
7016,70.0,1.28,0.02,0.2,0.2,0.0,0.444734830064681
5251,60.0,0.16,0.2,0.0,0.0,2.0,0.4688641068326037
821,10.0,1.28,0.0,2.0,0.02,0.02,0.4125432172453086
451,10.0,0.32,2.0,0.0,0.0,2.0,0.44784028909170925
1770,20.0,0.64,2.0,0.2,0.2,0.2,0.413723339053176
1054,20.0,0.16,0.0,0.02,2.0,0.2,0.3747367172752282
2849,30.0,1.28,0.0,0.2,0.0,0.02,0.46797096841909835
449,10.0,0.32,2.0,0.0,0.0,0.02,0.47151664531403703
3099,40.0,0.16,0.0,0.02,0.2,2.0,0.34949494545248844
5581,60.0,0.32,2.0,0.0,2.0,0.02,0.3962249859766224
4519,50.0,0.32,0.2,0.2,0.02,2.0,0.40519649682439046
726,10.0,0.64,2.0,0.02,0.02,0.2,0.4221338671699236
4586,50.0,0.32,2.0,0.2,0.2,0.2,0.3925276106655926
5217,60.0,0.16,0.02,0.2,0.0,0.02,0.4555097158798382
