,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
4318,50.0,0.16,2.0,0.02,2.0,0.2,0.37711300185900165
4686,50.0,0.64,0.02,0.0,2.0,0.2,0.42755416248816525
3646,40.0,0.64,0.0,2.0,2.0,0.2,0.43802194713075754
7729,80.0,0.64,0.0,2.0,0.0,0.02,0.4546718983898117
8329,90.0,0.16,0.2,0.0,0.2,0.02,0.47090855314575114
5760,60.0,0.64,0.2,0.0,0.0,0.0,0.4702039288509834
6439,70.0,0.32,0.0,0.2,0.02,2.0,0.4280123441205158
5718,60.0,0.64,0.02,0.02,0.02,0.2,0.4500145390904046
768,10.0,1.28,0.0,0.0,0.0,0.0,0.4249789318023582
4032,40.0,1.28,2.0,0.0,0.0,0.0,0.4661906567944505
1365,20.0,0.32,0.02,0.02,0.02,0.02,0.4545494880741134
1135,20.0,0.16,0.02,0.2,2.0,2.0,0.3527503969741568
1108,20.0,0.16,0.02,0.02,0.02,0.0,0.44273213760232355
1115,20.0,0.16,0.02,0.02,0.2,2.0,0.38683756720008394
7355,80.0,0.16,0.2,2.0,0.2,2.0,0.3980760992796695
8236,90.0,0.16,0.0,0.2,2.0,0.0,0.43544678215989024
3195,40.0,0.16,0.02,2.0,0.2,2.0,0.390076187380877
2014,20.0,1.28,2.0,0.02,2.0,0.2,0.40393588947523273
651,10.0,0.64,0.2,0.0,0.2,2.0,0.40742921775053964
3406,40.0,0.32,0.02,0.0,2.0,0.2,0.4105011519340057
3907,40.0,1.28,0.02,0.0,0.0,2.0,0.45507929452652307
6817,70.0,0.64,0.2,0.2,0.0,0.02,0.46172630295409345
4644,50.0,0.64,0.0,0.2,0.02,0.0,0.4494462238639706
2004,20.0,1.28,2.0,0.02,0.02,0.0,0.45823455300381627
4786,50.0,0.64,0.2,2.0,0.0,0.2,0.4719496277046892
6856,70.0,0.64,2.0,0.0,0.2,0.0,0.43945475924843186
4050,40.0,1.28,2.0,0.02,0.0,0.2,0.44481676477616006
515,10.0,0.64,0.0,0.0,0.0,2.0,0.44582944507787525
2068,30.0,0.16,0.0,0.02,0.02,0.0,0.4387273939308384
3291,40.0,0.16,2.0,0.02,0.2,2.0,0.3557175034840958
6459,70.0,0.32,0.0,2.0,0.2,2.0,0.38318400378789474
205,10.0,0.16,2.0,0.0,2.0,0.02,0.413486139390533
2982,30.0,1.28,0.2,0.2,0.02,0.2,0.459714104174641
3510,40.0,0.32,0.2,2.0,0.02,0.2,0.4505245472023214
8588,90.0,0.32,0.2,0.0,2.0,0.0,0.4507748972030177
5810,60.0,0.64,0.2,2.0,0.0,0.2,0.45611812867638607
4563,50.0,0.32,2.0,0.02,0.0,2.0,0.4680314113668908
7808,80.0,0.64,0.2,0.0,0.0,0.0,0.4718100015068618
1013,10.0,1.28,2.0,2.0,0.02,0.02,0.42514085272633007
9203,90.0,1.28,2.0,2.0,0.0,2.0,0.39694446840408426
7071,70.0,1.28,0.2,0.02,2.0,2.0,0.37545057881436794
6837,70.0,0.64,0.2,2.0,0.02,0.02,0.4578442508124475
2270,30.0,0.16,2.0,0.02,2.0,0.2,0.3851321868259593
7599,80.0,0.32,0.2,0.2,2.0,2.0,0.3532412601118372
4223,50.0,0.16,0.02,2.0,2.0,2.0,0.3638156970450662
2883,30.0,1.28,0.02,0.0,0.0,2.0,0.42392976365199764
4250,50.0,0.16,0.2,0.02,0.2,0.2,0.42647446211335616
843,10.0,1.28,0.02,0.0,0.2,2.0,0.3986542529315964
4118,50.0,0.16,0.0,0.02,0.02,0.2,0.45825787211474167
5015,50.0,1.28,0.2,0.02,0.02,2.0,0.41988198541120897
4001,40.0,1.28,0.2,0.2,0.0,0.02,0.448545798022083
4114,50.0,0.16,0.0,0.02,0.0,0.2,0.4584529140415493
3019,30.0,1.28,2.0,0.0,0.2,2.0,0.39114433948822136
792,10.0,1.28,0.0,0.02,0.2,0.0,0.3992567815168291
8334,90.0,0.16,0.2,0.0,2.0,0.2,0.38762234153681047
3035,30.0,1.28,2.0,0.02,0.2,2.0,0.39084362388975347
8221,90.0,0.16,0.0,0.02,2.0,0.02,0.4495119573343866
7121,70.0,1.28,2.0,0.02,0.0,0.02,0.43552319092494046
3638,40.0,0.64,0.0,2.0,0.02,0.2,0.446967954256385
4357,50.0,0.32,0.0,0.0,0.02,0.02,0.4646386308461062
7423,80.0,0.16,2.0,2.0,2.0,2.0,0.3430818109642799
7588,80.0,0.32,0.2,0.2,0.02,0.0,0.45356219537404596
3084,40.0,0.16,0.0,0.0,2.0,0.0,0.442528342481446
3514,40.0,0.32,0.2,2.0,0.2,0.2,0.4452155624762803
1051,20.0,0.16,0.0,0.02,0.2,2.0,0.3908998501257112
562,10.0,0.64,0.0,2.0,0.0,0.2,0.4412755756225637
6540,70.0,0.32,0.2,0.0,2.0,0.0,0.44355352284130595
2219,30.0,0.16,0.2,0.2,0.2,2.0,0.37833927153973645
195,10.0,0.16,2.0,0.0,0.0,2.0,0.43840821768737437
2045,20.0,1.28,2.0,2.0,2.0,0.02,0.40534176471584216
1654,20.0,0.64,0.02,2.0,0.02,0.2,0.45395662705689677
7023,70.0,1.28,0.02,0.2,2.0,2.0,0.38121382064409387
6807,70.0,0.64,0.2,0.02,0.02,2.0,0.42792627800454236
719,10.0,0.64,2.0,0.0,2.0,2.0,0.37394349906641877
8543,90.0,0.32,0.02,0.02,2.0,2.0,0.36788751060897507
7189,80.0,0.16,0.0,0.02,0.02,0.02,0.4609205251684861
2,10.0,0.16,0.0,0.0,0.0,0.2,0.44081128871220926
676,10.0,0.64,0.2,0.2,0.02,0.0,0.41123760382883345
5556,60.0,0.32,0.2,2.0,0.02,0.0,0.44643983196653086
332,10.0,0.32,0.02,0.0,2.0,0.0,0.4072282680752701
2254,30.0,0.16,2.0,0.0,2.0,0.2,0.3813705853589646
2226,30.0,0.16,0.2,2.0,0.0,0.2,0.4595895807559776
7816,80.0,0.64,0.2,0.0,0.2,0.0,0.45501332162737684
4922,50.0,1.28,0.0,2.0,0.2,0.2,0.43550367152429015
2094,30.0,0.16,0.0,0.2,2.0,0.2,0.39376374833891775
1195,20.0,0.16,0.2,0.2,0.2,2.0,0.39237465990138193
362,10.0,0.32,0.02,0.2,0.2,0.2,0.41705532440184523
4478,50.0,0.32,0.02,2.0,2.0,0.2,0.4039395232465037
7073,70.0,1.28,0.2,0.2,0.0,0.02,0.4565393154247673
8065,80.0,1.28,0.2,0.0,0.0,0.02,0.44751906163370764
6799,70.0,0.64,0.2,0.0,2.0,2.0,0.38617493055589464
8468,90.0,0.32,0.0,0.02,0.02,0.0,0.4433853218598964
1825,20.0,1.28,0.0,0.2,0.0,0.02,0.4548373558218388
2816,30.0,1.28,0.0,0.0,0.0,0.0,0.4234317228414106
1345,20.0,0.32,0.02,0.0,0.0,0.02,0.46258804516082125
3640,40.0,0.64,0.0,2.0,0.2,0.0,0.45138747322324124
6902,70.0,0.64,2.0,2.0,0.02,0.2,0.45453840804277135
17,10.0,0.16,0.0,0.02,0.0,0.02,0.4227412025043704
5792,60.0,0.64,0.2,0.2,0.0,0.0,0.43126350804225627
6953,70.0,1.28,0.0,0.2,0.2,0.02,0.46186253174951636
4264,50.0,0.16,0.2,0.2,0.2,0.0,0.43224612016998193
809,10.0,1.28,0.0,0.2,0.2,0.02,0.4264011965988589
4183,50.0,0.16,0.02,0.02,0.02,2.0,0.42205400198342485
2712,30.0,0.64,0.2,0.02,0.2,0.0,0.4513180785397918
3089,40.0,0.16,0.0,0.02,0.0,0.02,0.44693820479083834
6769,70.0,0.64,0.02,2.0,0.0,0.02,0.44908240731877397
2382,30.0,0.32,0.02,0.0,2.0,0.2,0.4266037977508795
4155,50.0,0.16,0.0,2.0,0.2,2.0,0.36427411528995546
4451,50.0,0.32,0.02,0.2,0.0,2.0,0.46728564100430925
3816,40.0,0.64,2.0,0.2,0.2,0.0,0.4503991456071308
3309,40.0,0.16,2.0,0.2,2.0,0.02,0.4153459403866478
8460,90.0,0.32,0.0,0.0,2.0,0.0,0.46588103131952197
6468,70.0,0.32,0.02,0.0,0.02,0.0,0.44811656276084977
1094,20.0,0.16,0.02,0.0,0.02,0.2,0.43954847058493857
4700,50.0,0.64,0.02,0.02,2.0,0.0,0.45803418189424244
3559,40.0,0.32,2.0,0.2,0.02,2.0,0.4239113633566056
6588,70.0,0.32,0.2,2.0,2.0,0.0,0.4497642837640911
7102,70.0,1.28,0.2,2.0,2.0,0.2,0.4237124423006714
5914,60.0,1.28,0.0,0.02,0.2,0.2,0.43533949683150097
4187,50.0,0.16,0.02,0.02,0.2,2.0,0.3864695041807807
2706,30.0,0.64,0.2,0.02,0.0,0.2,0.4589325019178525
7933,80.0,0.64,2.0,2.0,2.0,0.02,0.4240884510762929
1301,20.0,0.32,0.0,0.02,0.02,0.02,0.4553399035531513
6698,70.0,0.64,0.0,0.2,0.2,0.2,0.44683426208183186
6827,70.0,0.64,0.2,0.2,0.2,2.0,0.39500737500177263
1841,20.0,1.28,0.0,2.0,0.0,0.02,0.44746996496175523
7861,80.0,0.64,0.2,2.0,0.02,0.02,0.4579986693138397
5811,60.0,0.64,0.2,2.0,0.0,2.0,0.4003551637447471
6549,70.0,0.32,0.2,0.02,0.02,0.02,0.4663270298521115
686,10.0,0.64,0.2,0.2,2.0,0.2,0.42438928342099186
7462,80.0,0.32,0.0,0.2,0.02,0.2,0.47478569084924005
7849,80.0,0.64,0.2,0.2,0.2,0.02,0.4649700776175919
1508,20.0,0.32,2.0,0.2,0.02,0.0,0.45485695173559654
4598,50.0,0.32,2.0,2.0,0.02,0.2,0.4530947098130953
3109,40.0,0.16,0.0,0.2,0.02,0.02,0.44146875619346715
7500,80.0,0.32,0.02,0.0,2.0,0.0,0.44746884590880803
4988,50.0,1.28,0.02,2.0,2.0,0.0,0.4595065338629054
4544,50.0,0.32,2.0,0.0,0.0,0.0,0.45316648086203
544,10.0,0.64,0.0,0.2,0.0,0.0,0.43297841013053345
2766,30.0,0.64,2.0,0.0,2.0,0.2,0.39832328954455104
5919,60.0,1.28,0.0,0.02,2.0,2.0,0.3716294697389457
8814,90.0,0.64,0.02,0.2,2.0,0.2,0.41319115150912306
4166,50.0,0.16,0.02,0.0,0.02,0.2,0.4597754006029563
1773,20.0,0.64,2.0,0.2,2.0,0.02,0.4124796952720182
4629,50.0,0.64,0.0,0.02,0.02,0.02,0.46367415924577243
4159,50.0,0.16,0.0,2.0,2.0,2.0,0.3488083303407458
4898,50.0,1.28,0.0,0.2,0.0,0.2,0.483021247448217
7282,80.0,0.16,0.02,2.0,0.0,0.2,0.45361241203801206
3519,40.0,0.32,0.2,2.0,2.0,2.0,0.3541682303823459
6855,70.0,0.64,2.0,0.0,0.02,2.0,0.4150740488396144
8901,90.0,0.64,2.0,0.0,0.02,0.02,0.4618248640377335
7397,80.0,0.16,2.0,0.2,0.02,0.02,0.4522352237659693
6901,70.0,0.64,2.0,2.0,0.02,0.02,0.45256957000319886
1638,20.0,0.64,0.02,0.2,0.02,0.2,0.45481522086220083
7925,80.0,0.64,2.0,2.0,0.02,0.02,0.44771910476174864
7659,80.0,0.32,2.0,0.2,0.2,2.0,0.3806399287204256
6822,70.0,0.64,0.2,0.2,0.02,0.2,0.4645310488292199
7887,80.0,0.64,2.0,0.0,2.0,2.0,0.3878732400581226
7886,80.0,0.64,2.0,0.0,2.0,0.2,0.3981609563277755
3460,40.0,0.32,0.2,0.0,0.02,0.0,0.4403556011326
7383,80.0,0.16,2.0,0.02,0.02,2.0,0.39032719326307785
3603,40.0,0.64,0.0,0.02,0.0,2.0,0.4460633867999694
6273,70.0,0.16,0.2,0.0,0.0,0.02,0.4440282998571659
152,10.0,0.16,0.2,0.02,0.2,0.0,0.4116735036236779
1978,20.0,1.28,0.2,2.0,0.2,0.2,0.418939549021773
4570,50.0,0.32,2.0,0.02,0.2,0.2,0.4249120889082798
6968,70.0,1.28,0.0,2.0,0.2,0.0,0.44842107043808077
7803,80.0,0.64,0.02,2.0,0.2,2.0,0.38731187019809304
7085,70.0,1.28,0.2,0.2,2.0,0.02,0.4516551970255244
4410,50.0,0.32,0.0,2.0,0.2,0.2,0.43425275797137913
8245,90.0,0.16,0.0,2.0,0.02,0.02,0.46444343736912735
8672,90.0,0.32,2.0,0.2,0.0,0.0,0.47119929592567933
689,10.0,0.64,0.2,2.0,0.0,0.02,0.4229733060261898
4170,50.0,0.16,0.02,0.0,0.2,0.2,0.4305574071878974
2195,30.0,0.16,0.2,0.02,0.0,2.0,0.4549245990837496
2309,30.0,0.32,0.0,0.0,0.02,0.02,0.4391310599836826
865,10.0,1.28,0.02,0.2,0.0,0.02,0.45262680124229243
2243,30.0,0.16,2.0,0.0,0.0,2.0,0.44148048276796686
3633,40.0,0.64,0.0,2.0,0.0,0.02,0.44702464062196534
8128,80.0,1.28,2.0,0.0,0.0,0.0,0.4545814814310676
574,10.0,0.64,0.0,2.0,2.0,0.2,0.4066069477804817
89,10.0,0.16,0.02,0.02,0.2,0.02,0.4137079205333199
352,10.0,0.32,0.02,0.2,0.0,0.0,0.4541168024632121
1388,20.0,0.32,0.02,0.2,2.0,0.0,0.446979666301524
16,10.0,0.16,0.0,0.02,0.0,0.0,0.427318736875927
8384,90.0,0.16,2.0,0.0,0.0,0.0,0.46118463178833474
3984,40.0,1.28,0.2,0.02,0.0,0.0,0.44015823768702944
1286,20.0,0.32,0.0,0.0,0.02,0.2,0.45456732806814587
3701,40.0,0.64,0.02,2.0,0.02,0.02,0.4640020190001668
8508,90.0,0.32,0.0,2.0,2.0,0.0,0.44880951519342543
2762,30.0,0.64,2.0,0.0,0.2,0.2,0.4252744713187352
7502,80.0,0.32,0.02,0.0,2.0,0.2,0.39448120920692215
905,10.0,1.28,0.2,0.0,0.2,0.02,0.43361580301868236
5948,60.0,1.28,0.0,2.0,2.0,0.0,0.4429632851332404
2549,30.0,0.32,2.0,2.0,0.02,0.02,0.43831822353828603
5894,60.0,1.28,0.0,0.0,0.02,0.2,0.45981297714557934
3060,30.0,1.28,2.0,2.0,0.02,0.0,0.4524831219993234
8197,90.0,0.16,0.0,0.0,0.02,0.02,0.4479572405823103
206,10.0,0.16,2.0,0.0,2.0,0.2,0.4038997881324628
5715,60.0,0.64,0.02,0.02,0.0,2.0,0.4760383863474483
177,10.0,0.16,0.2,2.0,0.0,0.02,0.4122198557116123
5859,60.0,0.64,2.0,0.2,0.0,2.0,0.44683669946010385
981,10.0,1.28,2.0,0.02,0.02,0.02,0.42914388396223785
4764,50.0,0.64,0.2,0.02,2.0,0.0,0.4526204878624199
7187,80.0,0.16,0.0,0.02,0.0,2.0,0.4672436364153625
3920,40.0,1.28,0.02,0.02,0.0,0.0,0.4443234791464469
3606,40.0,0.64,0.0,0.02,0.02,0.2,0.45266846395393345
2443,30.0,0.32,0.2,0.0,0.2,2.0,0.38052416282154483
2384,30.0,0.32,0.02,0.02,0.0,0.0,0.45453402618174016
1281,20.0,0.32,0.0,0.0,0.0,0.02,0.44590480525751286
6686,70.0,0.64,0.0,0.02,2.0,0.2,0.4052675972485566
5959,60.0,1.28,0.02,0.0,0.02,2.0,0.42636578514867396
4827,50.0,0.64,2.0,0.02,0.2,2.0,0.4128648362879789
4282,50.0,0.16,0.2,2.0,0.2,0.2,0.4241561096102868
3465,40.0,0.32,0.2,0.0,0.2,0.02,0.45081147463539756
2680,30.0,0.64,0.02,2.0,0.2,0.0,0.4619032357095898
1485,20.0,0.32,2.0,0.0,2.0,0.02,0.41081800252158984
999,10.0,1.28,2.0,0.2,0.02,2.0,0.4111304885865063
5875,60.0,0.64,2.0,2.0,0.0,2.0,0.41605230192029957
7792,80.0,0.64,0.02,2.0,0.0,0.0,0.4403757414703628
561,10.0,0.64,0.0,2.0,0.0,0.02,0.4311653837202375
7963,80.0,1.28,0.0,0.02,0.2,2.0,0.4011900876950013
1678,20.0,0.64,0.2,0.0,2.0,0.2,0.42899009890063694
6637,70.0,0.32,2.0,0.2,2.0,0.02,0.42841009945612385
6611,70.0,0.32,2.0,0.02,0.0,2.0,0.46211867495428355
8855,90.0,0.64,0.2,0.02,0.02,2.0,0.41306805469584895
7970,80.0,1.28,0.0,0.2,0.0,0.2,0.47405356786764735
5495,60.0,0.32,0.02,2.0,0.02,2.0,0.40691795430358
9190,90.0,1.28,2.0,0.2,0.02,0.2,0.45499924758963645
6619,70.0,0.32,2.0,0.02,0.2,2.0,0.3882913452527111
6330,70.0,0.16,0.2,2.0,0.2,0.2,0.42480032582045046
5465,60.0,0.32,0.02,0.02,0.2,0.02,0.4577709056395057
5714,60.0,0.64,0.02,0.02,0.0,0.2,0.47576472634095834
8576,90.0,0.32,0.2,0.0,0.0,0.0,0.427833295803934
5209,60.0,0.16,0.02,0.02,0.2,0.02,0.45241255669319747
7806,80.0,0.64,0.02,2.0,2.0,0.2,0.4270379229661385
1652,20.0,0.64,0.02,2.0,0.02,0.0,0.44704180389693193
5493,60.0,0.32,0.02,2.0,0.02,0.02,0.4566345785925809
8415,90.0,0.16,2.0,0.02,2.0,2.0,0.3431051757530121
8771,90.0,0.64,0.02,0.0,0.0,2.0,0.4665951942884967
3683,40.0,0.64,0.02,0.2,0.0,2.0,0.4539814700396497
6598,70.0,0.32,2.0,0.0,0.02,0.2,0.4581811170867839
5463,60.0,0.32,0.02,0.02,0.02,2.0,0.42306059501628757
2529,30.0,0.32,2.0,0.2,0.0,0.02,0.4577657559527773
1518,20.0,0.32,2.0,0.2,2.0,0.2,0.39939223309011695
2899,30.0,1.28,0.02,0.02,0.0,2.0,0.42804843328695513
3062,30.0,1.28,2.0,2.0,0.02,0.2,0.43625357004597504
8964,90.0,1.28,0.0,0.0,0.02,0.0,0.4417901051077272
2109,30.0,0.16,0.0,2.0,2.0,0.02,0.4234051452446659
6442,70.0,0.32,0.0,0.2,0.2,0.2,0.43151032664283084
9044,90.0,1.28,0.02,0.02,0.02,0.0,0.45645544552137235
7786,80.0,0.64,0.02,0.2,0.2,0.2,0.4385201100182839
141,10.0,0.16,0.2,0.0,2.0,0.02,0.41949312555162616
7506,80.0,0.32,0.02,0.02,0.0,0.2,0.4801164745463296
3456,40.0,0.32,0.2,0.0,0.0,0.0,0.43828639885084136
8172,80.0,1.28,2.0,0.2,2.0,0.0,0.41477594435769394
8400,90.0,0.16,2.0,0.02,0.0,0.0,0.4629109473084272
8201,90.0,0.16,0.0,0.0,0.2,0.02,0.46053010462780497
2898,30.0,1.28,0.02,0.02,0.0,0.2,0.43541181867117795
5416,60.0,0.32,0.0,0.2,0.2,0.0,0.44450653448066973
12,10.0,0.16,0.0,0.0,2.0,0.0,0.40616444632462523
3253,40.0,0.16,0.2,2.0,0.02,0.02,0.4503168030422238
2804,30.0,0.64,2.0,2.0,0.02,0.0,0.43040910467333926
8592,90.0,0.32,0.2,0.02,0.0,0.0,0.4377432684443972
4293,50.0,0.16,2.0,0.0,0.02,0.02,0.46340228723061583
4175,50.0,0.16,0.02,0.0,2.0,2.0,0.3508846147739336
2273,30.0,0.16,2.0,0.2,0.0,0.02,0.45331251544268436
781,10.0,1.28,0.0,0.0,2.0,0.02,0.40413090704177035
8237,90.0,0.16,0.0,0.2,2.0,0.02,0.443809954596072
8692,90.0,0.32,2.0,2.0,0.02,0.0,0.44643825064503867
2742,30.0,0.64,0.2,2.0,0.02,0.2,0.45487695144646306
77,10.0,0.16,0.02,0.0,2.0,0.02,0.4037344519044208
9086,90.0,1.28,0.02,2.0,2.0,0.2,0.41256496844754803
4623,50.0,0.64,0.0,0.0,2.0,2.0,0.3819955187869332
9062,90.0,1.28,0.02,0.2,0.02,0.2,0.4529663972313178
4186,50.0,0.16,0.02,0.02,0.2,0.2,0.42414475133449825
3088,40.0,0.16,0.0,0.02,0.0,0.0,0.4551649240649412
2144,30.0,0.16,0.02,0.2,0.0,0.0,0.45184454474855035
7974,80.0,1.28,0.0,0.2,0.02,0.2,0.4612632911173905
1047,20.0,0.16,0.0,0.02,0.02,2.0,0.4401272104467879
130,10.0,0.16,0.2,0.0,0.0,0.2,0.4390220536775916
6054,60.0,1.28,0.2,0.2,0.02,0.2,0.4664533622055826
1367,20.0,0.32,0.02,0.02,0.02,2.0,0.43937818053046007
1324,20.0,0.32,0.0,0.2,2.0,0.0,0.44796302714994807
8968,90.0,1.28,0.0,0.0,0.2,0.0,0.44164307316305207
8393,90.0,0.16,2.0,0.0,0.2,0.02,0.41800038687881813
3220,40.0,0.16,0.2,0.02,0.02,0.0,0.4488304249952999
214,10.0,0.16,2.0,0.02,0.02,0.2,0.4283970510541422
8216,90.0,0.16,0.0,0.02,0.2,0.0,0.4434001788299103
5343,60.0,0.16,2.0,0.02,2.0,2.0,0.34852913554435294
5884,60.0,0.64,2.0,2.0,2.0,0.0,0.4196577441939227
2363,30.0,0.32,0.0,2.0,0.2,2.0,0.3742564487391093
595,10.0,0.64,0.02,0.02,0.0,2.0,0.4661659826551179
5710,60.0,0.64,0.02,0.0,2.0,0.2,0.4245773636395718
6495,70.0,0.32,0.02,0.02,2.0,2.0,0.35549351637048593
702,10.0,0.64,0.2,2.0,2.0,0.2,0.41431587879583065
8819,90.0,0.64,0.02,2.0,0.0,2.0,0.41341474223908936
3631,40.0,0.64,0.0,0.2,2.0,2.0,0.3941813054875957
5628,60.0,0.32,2.0,2.0,2.0,0.0,0.4174541803203508
4269,50.0,0.16,0.2,0.2,2.0,0.02,0.4335948934723172
3600,40.0,0.64,0.0,0.02,0.0,0.0,0.43526604864814056
7025,70.0,1.28,0.02,2.0,0.0,0.02,0.4522952792585906
3678,40.0,0.64,0.02,0.02,2.0,0.2,0.42037905754715443
6741,70.0,0.64,0.02,0.02,0.02,0.02,0.4496447073497185
4088,40.0,1.28,2.0,2.0,0.2,0.0,0.42311442848176883
723,10.0,0.64,2.0,0.02,0.0,2.0,0.45760930173039743
6199,70.0,0.16,0.0,2.0,0.02,2.0,0.4229092665375408
2536,30.0,0.32,2.0,0.2,0.2,0.0,0.4433301170593986
281,10.0,0.32,0.0,0.02,0.2,0.02,0.4342904705131665
7976,80.0,1.28,0.0,0.2,0.2,0.0,0.4612896703887066
4550,50.0,0.32,2.0,0.0,0.02,0.2,0.4472399973713635
8133,80.0,1.28,2.0,0.0,0.02,0.02,0.43144341479562925
93,10.0,0.16,0.02,0.02,2.0,0.02,0.4025202831306355
2832,30.0,1.28,0.0,0.02,0.0,0.0,0.4512422552412361
1142,20.0,0.16,0.02,2.0,0.02,0.2,0.44188950835406815
2124,30.0,0.16,0.02,0.0,2.0,0.0,0.43075843188026924
1596,20.0,0.64,0.0,2.0,2.0,0.0,0.4465263917779287
5077,50.0,1.28,2.0,0.02,0.02,0.02,0.462711725657311
7458,80.0,0.32,0.0,0.2,0.0,0.2,0.47281560742856876
7504,80.0,0.32,0.02,0.02,0.0,0.0,0.44125920613217456
2120,30.0,0.16,0.02,0.0,0.2,0.0,0.437287726560846
4211,50.0,0.16,0.02,2.0,0.0,2.0,0.4434556303495578
5508,60.0,0.32,0.2,0.0,0.02,0.0,0.4376653251749847
8413,90.0,0.16,2.0,0.02,2.0,0.02,0.3879609959506235
8697,90.0,0.32,2.0,2.0,0.2,0.02,0.4438236414682232
7576,80.0,0.32,0.2,0.02,0.2,0.0,0.4525421487509487
5826,60.0,0.64,2.0,0.0,0.0,0.2,0.4357244479966314
4939,50.0,1.28,0.02,0.0,0.2,2.0,0.3917730487351178
4930,50.0,1.28,0.02,0.0,0.0,0.2,0.45967681157137585
1394,20.0,0.32,0.02,2.0,0.0,0.2,0.45999499167636726
5720,60.0,0.64,0.02,0.02,0.2,0.0,0.4569801651888056
6541,70.0,0.32,0.2,0.0,2.0,0.02,0.4482730503609651
2807,30.0,0.64,2.0,2.0,0.02,2.0,0.4153045677482571
6675,70.0,0.64,0.0,0.02,0.0,2.0,0.4860045208689217
5403,60.0,0.32,0.0,0.02,0.2,2.0,0.3878230578785643
6845,70.0,0.64,0.2,2.0,2.0,0.02,0.45087265321678677
6653,70.0,0.32,2.0,2.0,2.0,0.02,0.41182839244409586
2421,30.0,0.32,0.02,2.0,0.02,0.02,0.44903597885342117
4767,50.0,0.64,0.2,0.02,2.0,2.0,0.3791257370176433
1482,20.0,0.32,2.0,0.0,0.2,0.2,0.4205190000356598
3829,40.0,0.64,2.0,2.0,0.02,0.02,0.45268804637075805
6703,70.0,0.64,0.0,0.2,2.0,2.0,0.3787455289169517
3762,40.0,0.64,0.2,2.0,0.0,0.2,0.449076387656866
5779,60.0,0.64,0.2,0.02,0.0,2.0,0.4544257402406635
7436,80.0,0.32,0.0,0.0,2.0,0.0,0.4549024134182622
783,10.0,1.28,0.0,0.0,2.0,2.0,0.3765727649346676
4985,50.0,1.28,0.02,2.0,0.2,0.02,0.4317860159794019
565,10.0,0.64,0.0,2.0,0.02,0.02,0.4457717880414045
7003,70.0,1.28,0.02,0.02,0.2,2.0,0.39992998259501994
8268,90.0,0.16,0.02,0.0,2.0,0.0,0.4516306572865394
2031,20.0,1.28,2.0,0.2,2.0,2.0,0.386639717494315
7161,70.0,1.28,2.0,2.0,0.2,0.02,0.42583151981935474
3278,40.0,0.16,2.0,0.0,2.0,0.2,0.3978875132268848
3773,40.0,0.64,0.2,2.0,2.0,0.02,0.4606594598005241
3181,40.0,0.16,0.02,0.2,2.0,0.02,0.4436303877502766
564,10.0,0.64,0.0,2.0,0.02,0.0,0.42876687335129654
