,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
6071,60.0,1.28,0.2,2.0,0.02,2.0,0.38614940283652877
5569,60.0,0.32,2.0,0.0,0.0,0.02,0.44617376072954057
3269,40.0,0.16,2.0,0.0,0.02,0.02,0.42681635368066223
1437,20.0,0.32,0.2,0.02,2.0,0.02,0.4111187131696083
3668,40.0,0.64,0.02,0.02,0.02,0.0,0.40126860085678223
2722,30.0,0.64,0.2,0.2,0.0,0.2,0.42631043294602483
6275,70.0,0.16,0.2,0.0,0.0,2.0,0.4428841793652307
3225,40.0,0.16,0.2,0.02,0.2,0.02,0.4219696503648754
8329,90.0,0.16,0.2,0.0,0.2,0.02,0.4246341997016609
4795,50.0,0.64,0.2,2.0,0.2,2.0,0.36801632576532295
4612,50.0,0.64,0.0,0.0,0.02,0.0,0.41018431447669274
5495,60.0,0.32,0.02,2.0,0.02,2.0,0.3983331804101606
7166,70.0,1.28,2.0,2.0,2.0,0.2,0.3818353982645874
1098,20.0,0.16,0.02,0.0,0.2,0.2,0.38844244844769416
640,10.0,0.64,0.2,0.0,0.0,0.0,0.38810109408734805
2005,20.0,1.28,2.0,0.02,0.02,0.02,0.41678430011594064
4139,50.0,0.16,0.0,0.2,0.2,2.0,0.3661845673012637
5933,60.0,1.28,0.0,0.2,2.0,0.02,0.43715772794100705
1311,20.0,0.32,0.0,0.02,2.0,2.0,0.3510707771193322
2171,30.0,0.16,0.02,2.0,0.2,2.0,0.36984131262781295
624,10.0,0.64,0.02,2.0,0.0,0.0,0.4007378051132128
2689,30.0,0.64,0.2,0.0,0.0,0.02,0.43806523327001634
8562,90.0,0.32,0.02,2.0,0.0,0.2,0.433921510134084
470,10.0,0.32,2.0,0.02,0.02,0.2,0.4038058236130734
7316,80.0,0.16,0.2,0.02,0.02,0.0,0.43184208694018145
7524,80.0,0.32,0.02,0.2,0.02,0.0,0.42482591877438697
9041,90.0,1.28,0.02,0.02,0.0,0.02,0.4346107878734779
9011,90.0,1.28,0.0,2.0,0.0,2.0,0.3705166245002054
2140,30.0,0.16,0.02,0.02,2.0,0.0,0.41599752859801437
2704,30.0,0.64,0.2,0.02,0.0,0.0,0.4023963150565631
7460,80.0,0.32,0.0,0.2,0.02,0.0,0.4240629006495978
4238,50.0,0.16,0.2,0.0,2.0,0.2,0.38601455367528803
1046,20.0,0.16,0.0,0.02,0.02,0.2,0.42516180302928325
7950,80.0,1.28,0.0,0.0,2.0,0.2,0.3860429048091959
7026,70.0,1.28,0.02,2.0,0.0,0.2,0.4351716093386411
433,10.0,0.32,0.2,2.0,0.0,0.02,0.4194665026685824
4891,50.0,1.28,0.0,0.02,0.2,2.0,0.3830612109278375
4638,50.0,0.64,0.0,0.02,2.0,0.2,0.4100906155193409
7898,80.0,0.64,2.0,0.02,0.2,0.2,0.376916791156688
6098,60.0,1.28,2.0,0.02,0.0,0.2,0.4441034756238819
2065,30.0,0.16,0.0,0.02,0.0,0.02,0.4339648343683979
6372,70.0,0.16,2.0,0.2,0.02,0.0,0.4304882269822136
7024,70.0,1.28,0.02,2.0,0.0,0.0,0.4264934194532272
7400,80.0,0.16,2.0,0.2,0.2,0.0,0.3969863838743311
3538,40.0,0.32,2.0,0.02,0.0,0.2,0.4448913164293931
3025,30.0,1.28,2.0,0.02,0.0,0.02,0.42394154360967923
2052,30.0,0.16,0.0,0.0,0.02,0.0,0.42199148665197117
6524,70.0,0.32,0.02,2.0,2.0,0.0,0.4158214279034781
7483,80.0,0.32,0.0,2.0,0.2,2.0,0.34986313144193
6109,60.0,1.28,2.0,0.02,2.0,0.02,0.3846788899657619
8776,90.0,0.64,0.02,0.0,0.2,0.0,0.4269763693062586
6516,70.0,0.32,0.02,2.0,0.02,0.0,0.4291783124591414
7323,80.0,0.16,0.2,0.02,0.2,2.0,0.3662677803962955
3090,40.0,0.16,0.0,0.02,0.0,0.2,0.4401959276169745
8974,90.0,1.28,0.0,0.0,2.0,0.2,0.3806586246241873
2635,30.0,0.64,0.02,0.0,0.2,2.0,0.3782376858052532
8250,90.0,0.16,0.0,2.0,0.2,0.2,0.40158117187270387
3489,40.0,0.32,0.2,0.2,0.0,0.02,0.4158615536122323
3516,40.0,0.32,0.2,2.0,2.0,0.0,0.41404393329775574
7553,80.0,0.32,0.2,0.0,0.0,0.02,0.4355685883763443
5887,60.0,0.64,2.0,2.0,2.0,2.0,0.374461211907122
7879,80.0,0.64,2.0,0.0,0.02,2.0,0.38040864022171583
9114,90.0,1.28,0.2,0.02,0.2,0.2,0.4212462798551022
5733,60.0,0.64,0.02,0.2,0.02,0.02,0.4245771087312103
1124,20.0,0.16,0.02,0.2,0.02,0.0,0.4155538695344616
5341,60.0,0.16,2.0,0.02,2.0,0.02,0.3883017088175423
3283,40.0,0.16,2.0,0.02,0.0,2.0,0.4362671181262309
1502,20.0,0.32,2.0,0.02,2.0,0.2,0.37571105726890786
8206,90.0,0.16,0.0,0.0,2.0,0.2,0.378479647628496
4321,50.0,0.16,2.0,0.2,0.0,0.02,0.4490426950699146
3667,40.0,0.64,0.02,0.02,0.0,2.0,0.4161511447774503
4870,50.0,1.28,0.0,0.0,0.02,0.2,0.43795504149916875
7051,70.0,1.28,0.2,0.0,0.2,2.0,0.37517125731255396
3058,30.0,1.28,2.0,2.0,0.0,0.2,0.4085609494445885
3899,40.0,1.28,0.0,2.0,0.2,2.0,0.3659788049536215
4481,50.0,0.32,0.2,0.0,0.0,0.02,0.43453324473394506
1504,20.0,0.32,2.0,0.2,0.0,0.0,0.43074879880685435
8576,90.0,0.32,0.2,0.0,0.0,0.0,0.4206241564339362
5782,60.0,0.64,0.2,0.02,0.02,0.2,0.4332308548331396
8993,90.0,1.28,0.0,0.2,0.0,0.02,0.43826582046024054
263,10.0,0.32,0.0,0.0,0.02,2.0,0.41281484666634366
872,10.0,1.28,0.02,0.2,0.2,0.0,0.397986260180811
2332,30.0,0.32,0.0,0.02,2.0,0.0,0.4277268762450294
3681,40.0,0.64,0.02,0.2,0.0,0.02,0.43498001489348753
7095,70.0,1.28,0.2,2.0,0.02,2.0,0.38724332397632927
1097,20.0,0.16,0.02,0.0,0.2,0.02,0.41132597950805116
8893,90.0,0.64,0.2,2.0,2.0,0.02,0.4219202717313906
7080,70.0,1.28,0.2,0.2,0.2,0.0,0.42307097700322854
8066,80.0,1.28,0.2,0.0,0.0,0.2,0.4603291598799219
7390,80.0,0.16,2.0,0.02,2.0,0.2,0.35926678690131875
8823,90.0,0.64,0.02,2.0,0.02,2.0,0.3838190132296379
1939,20.0,1.28,0.2,0.02,0.0,2.0,0.3979311264348741
5964,60.0,1.28,0.02,0.0,2.0,0.0,0.4151308044612832
954,10.0,1.28,0.2,2.0,0.2,0.2,0.3941496027318271
1853,20.0,1.28,0.0,2.0,2.0,0.02,0.418513099061961
6044,60.0,1.28,0.2,0.02,2.0,0.0,0.4273056210266408
1688,20.0,0.64,0.2,0.02,0.2,0.0,0.4123171383441691
14,10.0,0.16,0.0,0.0,2.0,0.2,0.372604081905398
249,10.0,0.16,2.0,2.0,0.2,0.02,0.394957624564632
5432,60.0,0.32,0.0,2.0,0.2,0.0,0.4164241807584112
453,10.0,0.32,2.0,0.0,0.02,0.02,0.41864807332261633
5098,50.0,1.28,2.0,0.2,0.2,0.2,0.4065322095095363
2258,30.0,0.16,2.0,0.02,0.0,0.2,0.4396075983398071
4758,50.0,0.64,0.2,0.02,0.02,0.2,0.44011085885669926
4026,40.0,1.28,0.2,2.0,0.2,0.2,0.4073650493163719
7817,80.0,0.64,0.2,0.0,0.2,0.02,0.42790317747704987
2783,30.0,0.64,2.0,0.02,2.0,2.0,0.3539371654725028
4521,50.0,0.32,0.2,0.2,0.2,0.02,0.4248345982879128
1387,20.0,0.32,0.02,0.2,0.2,2.0,0.36710163888154906
8939,90.0,0.64,2.0,0.2,0.2,2.0,0.36953492735099697
2849,30.0,1.28,0.0,0.2,0.0,0.02,0.41861094258136167
8325,90.0,0.16,0.2,0.0,0.02,0.02,0.4316372819533813
7466,80.0,0.32,0.0,0.2,0.2,0.2,0.42457016431271977
8303,90.0,0.16,0.02,0.2,2.0,2.0,0.3360560416459256
3701,40.0,0.64,0.02,2.0,0.02,0.02,0.42639912569970223
7962,80.0,1.28,0.0,0.02,0.2,0.2,0.4053476187660355
6655,70.0,0.32,2.0,2.0,2.0,2.0,0.35013296842267366
4400,50.0,0.32,0.0,2.0,0.0,0.0,0.4255222146816642
8448,90.0,0.32,0.0,0.0,0.0,0.0,0.4269760166662148
2483,30.0,0.32,0.2,2.0,0.0,2.0,0.41120671628629024
5060,50.0,1.28,2.0,0.0,0.02,0.0,0.4339309902274743
190,10.0,0.16,0.2,2.0,2.0,0.2,0.37368771444808846
7612,80.0,0.32,0.2,2.0,2.0,0.0,0.4194685907266941
8378,90.0,0.16,0.2,2.0,0.2,0.2,0.40526782913871184
9113,90.0,1.28,0.2,0.02,0.2,0.02,0.424984187586731
2022,20.0,1.28,2.0,0.2,0.02,0.2,0.41283658966707354
2838,30.0,1.28,0.0,0.02,0.02,0.2,0.42366637937271084
7676,80.0,0.32,2.0,2.0,2.0,0.0,0.3999471605090515
8510,90.0,0.32,0.0,2.0,2.0,0.2,0.38191121068711437
1105,20.0,0.16,0.02,0.02,0.0,0.02,0.42680032104612897
3846,40.0,1.28,0.0,0.0,0.02,0.2,0.4199458289017161
2526,30.0,0.32,2.0,0.02,2.0,0.2,0.37830487797083345
7133,70.0,1.28,2.0,0.02,2.0,0.02,0.37658922658546523
5803,60.0,0.64,0.2,0.2,0.2,2.0,0.37401243827204406
2393,30.0,0.32,0.02,0.02,0.2,0.02,0.42747284135556296
1953,20.0,1.28,0.2,0.2,0.0,0.02,0.41391373235813655
8682,90.0,0.32,2.0,0.2,0.2,0.2,0.39286093648444553
6707,70.0,0.64,0.0,2.0,0.0,2.0,0.4002983181304916
2252,30.0,0.16,2.0,0.0,2.0,0.0,0.3868826510758311
7102,70.0,1.28,0.2,2.0,2.0,0.2,0.4155093810807259
1693,20.0,0.64,0.2,0.02,2.0,0.02,0.4202872073221918
2759,30.0,0.64,2.0,0.0,0.02,2.0,0.3876720361804294
6758,70.0,0.64,0.02,0.2,0.02,0.2,0.4312461022133854
3512,40.0,0.32,0.2,2.0,0.2,0.0,0.4282021844393849
8139,80.0,1.28,2.0,0.0,0.2,2.0,0.3777392074837969
4894,50.0,1.28,0.0,0.02,2.0,0.2,0.3850813031264586
1063,20.0,0.16,0.0,0.2,0.02,2.0,0.4073868222795
8660,90.0,0.32,2.0,0.02,0.02,0.0,0.43451150371686537
1277,20.0,0.16,2.0,2.0,2.0,0.02,0.39320291366622157
8184,80.0,1.28,2.0,2.0,0.2,0.0,0.41622982400697434
5155,60.0,0.16,0.0,0.2,0.0,2.0,0.42789210798257604
2903,30.0,1.28,0.02,0.02,0.02,2.0,0.3879918534265358
2277,30.0,0.16,2.0,0.2,0.02,0.02,0.41916799115229164
8975,90.0,1.28,0.0,0.0,2.0,2.0,0.3549622036498694
8654,90.0,0.32,2.0,0.0,2.0,0.2,0.36996028549159754
1833,20.0,1.28,0.0,0.2,0.2,0.02,0.413954331066405
4686,50.0,0.64,0.02,0.0,2.0,0.2,0.40927652312851165
2323,30.0,0.32,0.0,0.02,0.0,2.0,0.41899677003601615
7743,80.0,0.64,0.0,2.0,2.0,2.0,0.36766505218112405
4438,50.0,0.32,0.02,0.02,0.02,0.2,0.43260337795318354
2895,30.0,1.28,0.02,0.0,2.0,2.0,0.36034939031102736
3252,40.0,0.16,0.2,2.0,0.02,0.0,0.4213003205381389
4242,50.0,0.16,0.2,0.02,0.0,0.2,0.44160906121957677
1310,20.0,0.32,0.0,0.02,2.0,0.2,0.39684487405887914
573,10.0,0.64,0.0,2.0,2.0,0.02,0.4047242921185623
6266,70.0,0.16,0.02,2.0,0.2,0.2,0.4130701770667977
2411,30.0,0.32,0.02,0.2,0.2,2.0,0.3833706029304243
5473,60.0,0.32,0.02,0.2,0.0,0.02,0.42846100009906674
1980,20.0,1.28,0.2,2.0,2.0,0.0,0.4045131112948005
5053,50.0,1.28,0.2,2.0,2.0,0.02,0.4140679298903394
2061,30.0,0.16,0.0,0.0,2.0,0.02,0.41096899102313156
55,10.0,0.16,0.0,2.0,0.02,2.0,0.41147148135114775
3263,40.0,0.16,0.2,2.0,2.0,2.0,0.3343042892360724
111,10.0,0.16,0.02,0.2,2.0,2.0,0.3603659104613801
7368,80.0,0.16,2.0,0.0,0.2,0.0,0.40338017797430714
2551,30.0,0.32,2.0,2.0,0.02,2.0,0.40417169704482636
5644,60.0,0.64,0.0,0.0,2.0,0.0,0.42659963599622475
3907,40.0,1.28,0.02,0.0,0.0,2.0,0.4327951940716046
8078,80.0,1.28,0.2,0.0,2.0,0.2,0.3895770528891471
3300,40.0,0.16,2.0,0.2,0.02,0.0,0.43250468828852057
1741,20.0,0.64,2.0,0.0,2.0,0.02,0.39348359041378456
2584,30.0,0.64,0.0,0.02,0.2,0.0,0.42791675207337604
659,10.0,0.64,0.2,0.02,0.0,2.0,0.4375897851796263
9135,90.0,1.28,0.2,0.2,2.0,2.0,0.3506554393214318
1203,20.0,0.16,0.2,2.0,0.0,2.0,0.41366986639845815
1918,20.0,1.28,0.02,2.0,2.0,0.2,0.36744880286402654
3455,40.0,0.32,0.02,2.0,2.0,2.0,0.3605405340652473
7343,80.0,0.16,0.2,0.2,2.0,2.0,0.32505671918685897
1246,20.0,0.16,2.0,0.02,2.0,0.2,0.381991936251751
8590,90.0,0.32,0.2,0.0,2.0,0.2,0.39500779838535655
1740,20.0,0.64,2.0,0.0,2.0,0.0,0.38534744324109416
5228,60.0,0.16,0.02,0.2,2.0,0.0,0.410685281769875
8195,90.0,0.16,0.0,0.0,0.0,2.0,0.4347373135369657
7360,80.0,0.16,2.0,0.0,0.0,0.0,0.4316946790094809
2748,30.0,0.64,0.2,2.0,2.0,0.0,0.4210537657179487
4997,50.0,1.28,0.2,0.0,0.02,0.02,0.4248753959728012
8321,90.0,0.16,0.2,0.0,0.0,0.02,0.4259708128301574
216,10.0,0.16,2.0,0.02,0.2,0.0,0.3938358318331616
4341,50.0,0.16,2.0,2.0,0.02,0.02,0.42388708657102087
1005,10.0,1.28,2.0,0.2,2.0,0.02,0.3804396490999585
1051,20.0,0.16,0.0,0.02,0.2,2.0,0.37329653479401054
5611,60.0,0.32,2.0,0.2,0.2,2.0,0.3663055745864166
9000,90.0,1.28,0.0,0.2,0.2,0.0,0.42147717715899435
7132,70.0,1.28,2.0,0.02,2.0,0.0,0.4031466994096709
6842,70.0,0.64,0.2,2.0,0.2,0.2,0.4176536619811079
6633,70.0,0.32,2.0,0.2,0.2,0.02,0.4294516328669767
3353,40.0,0.32,0.0,0.02,0.2,0.02,0.42963305913005373
8684,90.0,0.32,2.0,0.2,2.0,0.0,0.40454878453923016
3388,40.0,0.32,0.0,2.0,2.0,0.0,0.4223118181818516
6583,70.0,0.32,0.2,2.0,0.02,2.0,0.38928529290299674
9119,90.0,1.28,0.2,0.02,2.0,2.0,0.3547917522050247
8178,80.0,1.28,2.0,2.0,0.0,0.2,0.43047546775647066
3550,40.0,0.32,2.0,0.02,2.0,0.2,0.36358697142367546
5286,60.0,0.16,0.2,0.2,0.02,0.2,0.43567549481434703
3997,40.0,1.28,0.2,0.02,2.0,0.02,0.4159399161406356
1904,20.0,1.28,0.02,2.0,0.0,0.0,0.40276913932618236
2353,30.0,0.32,0.0,2.0,0.0,0.02,0.4262146600382583
4124,50.0,0.16,0.0,0.02,2.0,0.0,0.415943070175229
2766,30.0,0.64,2.0,0.0,2.0,0.2,0.3665702003908758
2401,30.0,0.32,0.02,0.2,0.0,0.02,0.4305170349524486
4202,50.0,0.16,0.02,0.2,0.2,0.2,0.4073760673374614
1146,20.0,0.16,0.02,2.0,0.2,0.2,0.4135344785407
6213,70.0,0.16,0.02,0.0,0.02,0.02,0.4304642037994053
5738,60.0,0.64,0.02,0.2,0.2,0.2,0.41461506959140193
6640,70.0,0.32,2.0,2.0,0.0,0.0,0.4299278564532935
8304,90.0,0.16,0.02,2.0,0.0,0.0,0.41303617336905957
2554,30.0,0.32,2.0,2.0,0.2,0.2,0.396184424470034
8079,80.0,1.28,0.2,0.0,2.0,2.0,0.35964864846519307
4092,40.0,1.28,2.0,2.0,2.0,0.0,0.41551779529935995
1179,20.0,0.16,0.2,0.02,0.2,2.0,0.3776847963629621
8477,90.0,0.32,0.0,0.02,2.0,0.02,0.4316895323530207
5529,60.0,0.32,0.2,0.02,0.2,0.02,0.42129509777369556
1807,20.0,1.28,0.0,0.0,2.0,2.0,0.37621915469368433
9093,90.0,1.28,0.2,0.0,0.02,0.02,0.4302342152901445
8226,90.0,0.16,0.0,0.2,0.0,0.2,0.443133795362986
5015,50.0,1.28,0.2,0.02,0.02,2.0,0.40790100967748844
5225,60.0,0.16,0.02,0.2,0.2,0.02,0.4236346180777664
7041,70.0,1.28,0.2,0.0,0.0,0.02,0.4164605117968414
5445,60.0,0.32,0.02,0.0,0.02,0.02,0.4315187434201616
3281,40.0,0.16,2.0,0.02,0.0,0.02,0.44764901736025065
8155,80.0,1.28,2.0,0.02,0.2,2.0,0.37538683735528605
2355,30.0,0.32,0.0,2.0,0.0,2.0,0.4137959660841918
9001,90.0,1.28,0.0,0.2,0.2,0.02,0.4304438405540237
5695,60.0,0.64,0.0,2.0,2.0,2.0,0.3654434952901076
2427,30.0,0.32,0.02,2.0,0.2,2.0,0.3727651374188273
6059,60.0,1.28,0.2,0.2,0.2,2.0,0.3776886739260594
8824,90.0,0.64,0.02,2.0,0.2,0.0,0.42975207684089867
5576,60.0,0.32,2.0,0.0,0.2,0.0,0.4229281854879275
3233,40.0,0.16,0.2,0.2,0.0,0.02,0.42217588330819844
4430,50.0,0.32,0.02,0.0,2.0,0.2,0.39069724979058856
2785,30.0,0.64,2.0,0.2,0.0,0.02,0.43122926172207593
1837,20.0,1.28,0.0,0.2,2.0,0.02,0.4023923863455042
5663,60.0,0.64,0.0,0.02,2.0,2.0,0.35913317769949904
2619,30.0,0.64,0.0,2.0,0.2,2.0,0.38145217180591856
4753,50.0,0.64,0.2,0.02,0.0,0.02,0.4246225765397899
5397,60.0,0.32,0.0,0.02,0.02,0.02,0.43799408404268425
7820,80.0,0.64,0.2,0.0,2.0,0.0,0.42982996663928547
552,10.0,0.64,0.0,0.2,0.2,0.0,0.39285516135906157
7484,80.0,0.32,0.0,2.0,2.0,0.0,0.4093777368649933
4874,50.0,1.28,0.0,0.0,0.2,0.2,0.42283107136496517
3017,30.0,1.28,2.0,0.0,0.2,0.02,0.42219400775378085
4985,50.0,1.28,0.02,2.0,0.2,0.02,0.42202747179512573
8706,90.0,0.64,0.0,0.0,0.0,0.2,0.4273744873401331
2853,30.0,1.28,0.0,0.2,0.02,0.02,0.4211529931217084
1181,20.0,0.16,0.2,0.02,2.0,0.02,0.40077106102748644
3664,40.0,0.64,0.02,0.02,0.0,0.0,0.41645910697988336
332,10.0,0.32,0.02,0.0,2.0,0.0,0.38550809459872637
7965,80.0,1.28,0.0,0.02,2.0,0.02,0.41508493105881566
5159,60.0,0.16,0.0,0.2,0.02,2.0,0.3971964232284216
2669,30.0,0.64,0.02,0.2,2.0,0.02,0.42287261339088705
3936,40.0,1.28,0.02,0.2,0.0,0.0,0.4062512702069361
6619,70.0,0.32,2.0,0.02,0.2,2.0,0.36840554966618183
8873,90.0,0.64,0.2,0.2,0.2,0.02,0.4168617200287925
1122,20.0,0.16,0.02,0.2,0.0,0.2,0.4330391019166353
6776,70.0,0.64,0.02,2.0,0.2,0.0,0.41944169604262127
3450,40.0,0.32,0.02,2.0,0.2,0.2,0.41151337757730566
563,10.0,0.64,0.0,2.0,0.0,2.0,0.41668807128578245
717,10.0,0.64,2.0,0.0,2.0,0.02,0.3904742441414436
4304,50.0,0.16,2.0,0.02,0.0,0.0,0.4299937344790531
3373,40.0,0.32,0.0,0.2,2.0,0.02,0.4197034539372709
9171,90.0,1.28,2.0,0.02,0.0,2.0,0.44688969935145945
7276,80.0,0.16,0.02,0.2,2.0,0.0,0.4147638177853044
4778,50.0,0.64,0.2,0.2,0.2,0.2,0.41043909773743437
5850,60.0,0.64,2.0,0.02,0.2,0.2,0.39100813913570276
3021,30.0,1.28,2.0,0.0,2.0,0.02,0.3966391706422326
5029,50.0,1.28,0.2,0.2,0.02,0.02,0.42595282656545225
3571,40.0,0.32,2.0,2.0,0.0,2.0,0.3952731299987273
5894,60.0,1.28,0.0,0.0,0.02,0.2,0.4240298532155843
8129,80.0,1.28,2.0,0.0,0.0,0.02,0.4028670310664346
4706,50.0,0.64,0.02,0.2,0.0,0.2,0.4435865552937963
156,10.0,0.16,0.2,0.02,2.0,0.0,0.4016189845191627
2758,30.0,0.64,2.0,0.0,0.02,0.2,0.4414187406156558
4640,50.0,0.64,0.0,0.2,0.0,0.0,0.4132714142642221
7160,70.0,1.28,2.0,2.0,0.2,0.0,0.4246289851736132
8293,90.0,0.16,0.02,0.2,0.02,0.02,0.43124072753217757
1952,20.0,1.28,0.2,0.2,0.0,0.0,0.41048381209435186
5449,60.0,0.32,0.02,0.0,0.2,0.02,0.4272026246761717
3286,40.0,0.16,2.0,0.02,0.02,0.2,0.44511309558029216
4994,50.0,1.28,0.2,0.0,0.0,0.2,0.4394682719898431
3836,40.0,0.64,2.0,2.0,2.0,0.0,0.42225232901753473
59,10.0,0.16,0.0,2.0,0.2,2.0,0.3787316022176825
6208,70.0,0.16,0.02,0.0,0.0,0.0,0.41683039179502973
5258,60.0,0.16,0.2,0.0,0.2,0.2,0.4106869730002478
74,10.0,0.16,0.02,0.0,0.2,0.2,0.3886852826182977
7745,80.0,0.64,0.02,0.0,0.0,0.02,0.4406142208417317
498,10.0,0.32,2.0,2.0,0.0,0.2,0.42932990526594444
8758,90.0,0.64,0.0,2.0,0.02,0.2,0.42918530521435133
2552,30.0,0.32,2.0,2.0,0.2,0.0,0.422871211245397
5253,60.0,0.16,0.2,0.0,0.02,0.02,0.43254142697021
3116,40.0,0.16,0.0,0.2,2.0,0.0,0.41493237901343316
8010,80.0,1.28,0.02,0.0,0.2,0.2,0.41038195001851874
7614,80.0,0.32,0.2,2.0,2.0,0.2,0.38482500964506433
4579,50.0,0.32,2.0,0.2,0.0,2.0,0.4230358890290177
7245,80.0,0.16,0.02,0.0,2.0,0.02,0.40933316698350464
4865,50.0,1.28,0.0,0.0,0.0,0.02,0.4309348240240844
1938,20.0,1.28,0.2,0.02,0.0,0.2,0.4194967047146252
5217,60.0,0.16,0.02,0.2,0.0,0.02,0.4347042695159441
8816,90.0,0.64,0.02,2.0,0.0,0.0,0.42073091733454004
6043,60.0,1.28,0.2,0.02,0.2,2.0,0.38468237828084045
2225,30.0,0.16,0.2,2.0,0.0,0.02,0.42597845892822667
2149,30.0,0.16,0.02,0.2,0.02,0.02,0.42046077623380224
8296,90.0,0.16,0.02,0.2,0.2,0.0,0.41436644913261006
5971,60.0,1.28,0.02,0.02,0.0,2.0,0.4384628327226574
8568,90.0,0.32,0.02,2.0,0.2,0.0,0.41860984370347853
8549,90.0,0.32,0.02,0.2,0.02,0.02,0.4290885084351887
2764,30.0,0.64,2.0,0.0,2.0,0.0,0.3917257747241541
30,10.0,0.16,0.0,0.02,2.0,0.2,0.39248718940125504
6119,60.0,1.28,2.0,0.2,0.02,2.0,0.393661334038356
4650,50.0,0.64,0.0,0.2,0.2,0.2,0.4172378934346773
6855,70.0,0.64,2.0,0.0,0.02,2.0,0.39195120577975584
3152,40.0,0.16,0.02,0.02,0.0,0.0,0.4299587213358269
8322,90.0,0.16,0.2,0.0,0.0,0.2,0.43833018800433315
7948,80.0,1.28,0.0,0.0,2.0,0.0,0.43084047661426333
8045,80.0,1.28,0.02,0.2,2.0,0.02,0.423490722301652
7346,80.0,0.16,0.2,2.0,0.0,0.2,0.4417749774019515
6647,70.0,0.32,2.0,2.0,0.02,2.0,0.3846529174049637
3763,40.0,0.64,0.2,2.0,0.0,2.0,0.39653472190615763
1927,20.0,1.28,0.2,0.0,0.02,2.0,0.39623852762441697
7333,80.0,0.16,0.2,0.2,0.02,0.02,0.4432392994943348
7671,80.0,0.32,2.0,2.0,0.02,2.0,0.3882704366843692
3306,40.0,0.16,2.0,0.2,0.2,0.2,0.39820430160545195
672,10.0,0.64,0.2,0.2,0.0,0.0,0.4201029863564754
7326,80.0,0.16,0.2,0.02,2.0,0.2,0.37611639002374203
9162,90.0,1.28,2.0,0.0,0.2,0.2,0.407308976223278
2267,30.0,0.16,2.0,0.02,0.2,2.0,0.3541130897458196
3023,30.0,1.28,2.0,0.0,2.0,2.0,0.3561468695946178
8387,90.0,0.16,2.0,0.0,0.0,2.0,0.431380381910787
4187,50.0,0.16,0.02,0.02,0.2,2.0,0.35129159700349943
6481,70.0,0.32,0.02,0.02,0.0,0.02,0.4230149447789835
7755,80.0,0.64,0.02,0.0,0.2,2.0,0.3745664310062846
342,10.0,0.32,0.02,0.02,0.02,0.2,0.4204872378906118
6434,70.0,0.32,0.0,0.2,0.0,0.2,0.44283406460942487
8140,80.0,1.28,2.0,0.0,2.0,0.0,0.39496838918217386
