,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
182,10.0,0.16,0.2,2.0,0.02,0.2,0.43747099504086967
3981,40.0,1.28,0.2,0.0,2.0,0.02,0.4590264992429699
4216,50.0,0.16,0.02,2.0,0.2,0.0,0.4612495556163599
8108,80.0,1.28,0.2,0.2,2.0,0.0,0.4589399483789797
381,10.0,0.32,0.02,2.0,2.0,0.02,0.43961435536947474
7021,70.0,1.28,0.02,0.2,2.0,0.02,0.4631930356973122
7643,80.0,0.32,2.0,0.02,0.2,2.0,0.3379752240866086
4142,50.0,0.16,0.0,0.2,2.0,0.2,0.39384469812122885
2671,30.0,0.64,0.02,0.2,2.0,2.0,0.36939353780510287
623,10.0,0.64,0.02,0.2,2.0,2.0,0.39205187709347494
7879,80.0,0.64,2.0,0.0,0.02,2.0,0.40532556180138857
736,10.0,0.64,2.0,0.2,0.0,0.0,0.43188593262909764
211,10.0,0.16,2.0,0.02,0.0,2.0,0.45422733353058703
6273,70.0,0.16,0.2,0.0,0.0,0.02,0.45151730416025393
7500,80.0,0.32,0.02,0.0,2.0,0.0,0.4304796826628494
6576,70.0,0.32,0.2,2.0,0.0,0.0,0.4621819153675021
3989,40.0,1.28,0.2,0.02,0.02,0.02,0.46306305467397796
7501,80.0,0.32,0.02,0.0,2.0,0.02,0.466043823329507
2186,30.0,0.16,0.2,0.0,0.2,0.2,0.44378263671673973
5295,60.0,0.16,0.2,0.2,2.0,2.0,0.33262324811993427
3651,40.0,0.64,0.02,0.0,0.0,2.0,0.4525811275013256
8878,90.0,0.64,0.2,0.2,2.0,0.2,0.427772002801769
540,10.0,0.64,0.0,0.02,2.0,0.0,0.4576970513522517
7589,80.0,0.32,0.2,0.2,0.02,0.02,0.4542939603931871
7779,80.0,0.64,0.02,0.2,0.0,2.0,0.4625138266417923
9160,90.0,1.28,2.0,0.0,0.2,0.0,0.4644151404281283
4915,50.0,1.28,0.0,2.0,0.0,2.0,0.3791859831709105
6007,60.0,1.28,0.02,2.0,0.02,2.0,0.3798142070786983
2407,30.0,0.32,0.02,0.2,0.02,2.0,0.42499904082101947
6609,70.0,0.32,2.0,0.02,0.0,0.02,0.45440395539664086
6264,70.0,0.16,0.02,2.0,0.2,0.0,0.44704639471820845
3320,40.0,0.16,2.0,2.0,0.2,0.0,0.45276388997796096
2794,30.0,0.64,2.0,0.2,0.2,0.2,0.4433833678379051
6374,70.0,0.16,2.0,0.2,0.02,0.2,0.4435001149698185
9010,90.0,1.28,0.0,2.0,0.0,0.2,0.4426086675380544
3399,40.0,0.32,0.02,0.0,0.02,2.0,0.4251793709445294
6163,70.0,0.16,0.0,0.02,0.0,2.0,0.4557992030901819
4871,50.0,1.28,0.0,0.0,0.02,2.0,0.41697152780545305
9210,90.0,1.28,2.0,2.0,0.2,0.2,0.4249916249754927
5822,60.0,0.64,0.2,2.0,2.0,0.2,0.4144766574753949
20,10.0,0.16,0.0,0.02,0.02,0.0,0.430740582577417
585,10.0,0.64,0.02,0.0,0.2,0.02,0.41116389833642003
5462,60.0,0.32,0.02,0.02,0.02,0.2,0.46086854510014325
260,10.0,0.32,0.0,0.0,0.02,0.0,0.4517618297493217
403,10.0,0.32,0.2,0.02,0.0,2.0,0.44693022232596946
7786,80.0,0.64,0.02,0.2,0.2,0.2,0.4666033160689635
7973,80.0,1.28,0.0,0.2,0.02,0.02,0.45952040266015237
8227,90.0,0.16,0.0,0.2,0.0,2.0,0.4651944900273112
9107,90.0,1.28,0.2,0.02,0.0,2.0,0.4566004288826001
4945,50.0,1.28,0.02,0.02,0.0,0.02,0.4200137789713629
1313,20.0,0.32,0.0,0.2,0.0,0.02,0.46130107352707606
7951,80.0,1.28,0.0,0.0,2.0,2.0,0.36153643005786357
4779,50.0,0.64,0.2,0.2,0.2,2.0,0.39472192503300485
2503,30.0,0.32,2.0,0.0,0.02,2.0,0.4391936748192756
7419,80.0,0.16,2.0,2.0,0.2,2.0,0.3221966811999501
7311,80.0,0.16,0.2,0.0,2.0,2.0,0.310490523906375
6079,60.0,1.28,0.2,2.0,2.0,2.0,0.36200443065056
8061,80.0,1.28,0.02,2.0,2.0,0.02,0.42893928911074025
5301,60.0,0.16,0.2,2.0,0.02,0.02,0.46870866854178606
5325,60.0,0.16,2.0,0.0,2.0,0.02,0.40288712236345403
5368,60.0,0.16,2.0,2.0,0.2,0.0,0.45704926756731007
5115,50.0,1.28,2.0,2.0,0.2,2.0,0.3956179328831251
6871,70.0,0.64,2.0,0.02,0.02,2.0,0.39838490746554167
5196,60.0,0.16,0.02,0.0,2.0,0.0,0.44758580226694633
7138,70.0,1.28,2.0,0.2,0.0,0.2,0.4514900293641123
8736,90.0,0.64,0.0,0.2,0.0,0.0,0.4540573747368145
2464,30.0,0.32,0.2,0.2,0.0,0.0,0.4532082788890994
249,10.0,0.16,2.0,2.0,0.2,0.02,0.4085212326000189
6469,70.0,0.32,0.02,0.0,0.02,0.02,0.44773570043094857
2909,30.0,1.28,0.02,0.02,2.0,0.02,0.44522989322911044
1280,20.0,0.32,0.0,0.0,0.0,0.0,0.46086545813254953
2614,30.0,0.64,0.0,2.0,0.02,0.2,0.46706199102452584
6113,60.0,1.28,2.0,0.2,0.0,0.02,0.4289793914950161
5913,60.0,1.28,0.0,0.02,0.2,0.02,0.46032499903115226
9066,90.0,1.28,0.02,0.2,0.2,0.2,0.41471560854819406
430,10.0,0.32,0.2,0.2,2.0,0.2,0.41856143132727774
7645,80.0,0.32,2.0,0.02,2.0,0.02,0.4226741887007616
5740,60.0,0.64,0.02,0.2,2.0,0.0,0.439637314664718
383,10.0,0.32,0.02,2.0,2.0,2.0,0.38756125968176375
3010,30.0,1.28,2.0,0.0,0.0,0.2,0.42374130851714475
245,10.0,0.16,2.0,2.0,0.02,0.02,0.45746981138765574
3262,40.0,0.16,0.2,2.0,2.0,0.2,0.39264539299437173
4949,50.0,1.28,0.02,0.02,0.02,0.02,0.46660136570563054
519,10.0,0.64,0.0,0.0,0.02,2.0,0.4342616095288653
1209,20.0,0.16,0.2,2.0,0.2,0.02,0.43907782185621164
4675,50.0,0.64,0.02,0.0,0.0,2.0,0.4335851986261377
9041,90.0,1.28,0.02,0.02,0.0,0.02,0.4323588451250687
8150,80.0,1.28,2.0,0.02,0.02,0.2,0.45076148131918947
6511,70.0,0.32,0.02,0.2,2.0,2.0,0.3402269541160767
2850,30.0,1.28,0.0,0.2,0.0,0.2,0.45767598755691064
6325,70.0,0.16,0.2,2.0,0.02,0.02,0.46176261230786075
6650,70.0,0.32,2.0,2.0,0.2,0.2,0.43052997940018617
6588,70.0,0.32,0.2,2.0,2.0,0.0,0.4544036758284046
1407,20.0,0.32,0.02,2.0,2.0,2.0,0.3439007794336786
5366,60.0,0.16,2.0,2.0,0.02,0.2,0.45413610992190995
8185,80.0,1.28,2.0,2.0,0.2,0.02,0.46432236251419023
3451,40.0,0.32,0.02,2.0,0.2,2.0,0.35272228789229176
7013,70.0,1.28,0.02,0.2,0.02,0.02,0.4605809773762181
5022,50.0,1.28,0.2,0.02,2.0,0.2,0.42293167855447045
4867,50.0,1.28,0.0,0.0,0.0,2.0,0.44601431093155414
3492,40.0,0.32,0.2,0.2,0.02,0.0,0.4425686474922079
1009,10.0,1.28,2.0,2.0,0.0,0.02,0.4223545020811371
6812,70.0,0.64,0.2,0.02,2.0,0.0,0.4636589276450394
7042,70.0,1.28,0.2,0.0,0.0,0.2,0.38758134836158026
5100,50.0,1.28,2.0,0.2,2.0,0.0,0.42988751393217045
875,10.0,1.28,0.02,0.2,0.2,2.0,0.38594045910146496
1891,20.0,1.28,0.02,0.2,0.0,2.0,0.4003265636216373
4465,50.0,0.32,0.02,2.0,0.0,0.02,0.43810595678584474
8042,80.0,1.28,0.02,0.2,0.2,0.2,0.4472655953291824
3443,40.0,0.32,0.02,2.0,0.0,2.0,0.4151627652035833
4515,50.0,0.32,0.2,0.2,0.0,2.0,0.4672187878710142
1859,20.0,1.28,0.02,0.0,0.0,2.0,0.4286407323511647
8572,90.0,0.32,0.02,2.0,2.0,0.0,0.44176251326474425
804,10.0,1.28,0.0,0.2,0.02,0.0,0.42492142164314106
4688,50.0,0.64,0.02,0.02,0.0,0.0,0.44894888370954505
7905,80.0,0.64,2.0,0.2,0.0,0.02,0.44726885694462737
6192,70.0,0.16,0.0,2.0,0.0,0.0,0.4504897441981977
2810,30.0,0.64,2.0,2.0,0.2,0.2,0.41001893121191146
218,10.0,0.16,2.0,0.02,0.2,0.2,0.4261004371277198
5092,50.0,1.28,2.0,0.2,0.02,0.0,0.4619199036759183
177,10.0,0.16,0.2,2.0,0.0,0.02,0.44954259543797737
8196,90.0,0.16,0.0,0.0,0.02,0.0,0.449670216534829
6148,70.0,0.16,0.0,0.0,0.02,0.0,0.44805621500045184
410,10.0,0.32,0.2,0.02,0.2,0.2,0.4330073629347261
2180,30.0,0.16,0.2,0.0,0.02,0.0,0.4366592527353493
1925,20.0,1.28,0.2,0.0,0.02,0.02,0.4651906468143423
4390,50.0,0.32,0.0,0.2,0.02,0.2,0.46593106313550453
1978,20.0,1.28,0.2,2.0,0.2,0.2,0.42639169791401177
4117,50.0,0.16,0.0,0.02,0.02,0.02,0.4473651635753545
9199,90.0,1.28,2.0,0.2,2.0,2.0,0.33881122476850667
5489,60.0,0.32,0.02,2.0,0.0,0.02,0.4660326905160467
818,10.0,1.28,0.0,2.0,0.0,0.2,0.4374989203871774
2142,30.0,0.16,0.02,0.02,2.0,0.2,0.40625914038658884
6139,60.0,1.28,2.0,2.0,0.2,2.0,0.38349128546257233
1467,20.0,0.32,0.2,2.0,0.2,2.0,0.4100171108813662
5906,60.0,1.28,0.0,0.02,0.0,0.2,0.4235474850905112
7481,80.0,0.32,0.0,2.0,0.2,0.02,0.46194890347538237
4581,50.0,0.32,2.0,0.2,0.02,0.02,0.45367710996429583
2809,30.0,0.64,2.0,2.0,0.2,0.02,0.46037817581421103
3200,40.0,0.16,0.2,0.0,0.0,0.0,0.45323233748609976
7371,80.0,0.16,2.0,0.0,0.2,2.0,0.319169739337574
367,10.0,0.32,0.02,0.2,2.0,2.0,0.3426204469551707
1360,20.0,0.32,0.02,0.02,0.0,0.0,0.4214197765197237
3126,40.0,0.16,0.0,2.0,0.02,0.2,0.4576123889022565
2517,30.0,0.32,2.0,0.02,0.02,0.02,0.4530337485215577
1117,20.0,0.16,0.02,0.02,2.0,0.02,0.44471352500839534
9126,90.0,1.28,0.2,0.2,0.02,0.2,0.4742062870341601
