,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
6806,70.0,0.64,0.2,0.02,0.02,0.2,0.49382568161376933
2148,30.0,0.16,0.02,0.2,0.02,0.0,0.4835773403405556
260,10.0,0.32,0.0,0.0,0.02,0.0,0.4704577171701628
8365,90.0,0.16,0.2,0.2,2.0,0.02,0.47735646391986614
283,10.0,0.32,0.0,0.02,0.2,2.0,0.41708823493811203
8685,90.0,0.32,2.0,0.2,2.0,0.02,0.4561657655868193
4482,50.0,0.32,0.2,0.0,0.0,0.2,0.49918490601307924
2064,30.0,0.16,0.0,0.02,0.0,0.0,0.47766235572261406
1083,20.0,0.16,0.0,2.0,0.2,2.0,0.4332957044788781
5363,60.0,0.16,2.0,2.0,0.0,2.0,0.48657820832274096
334,10.0,0.32,0.02,0.0,2.0,0.2,0.45207215463904077
3062,30.0,1.28,2.0,2.0,0.02,0.2,0.47163250915240684
4069,40.0,1.28,2.0,0.2,0.02,0.02,0.4896794269916733
9098,90.0,1.28,0.2,0.0,0.2,0.2,0.46853142377717855
4581,50.0,0.32,2.0,0.2,0.02,0.02,0.49759691330630235
4480,50.0,0.32,0.2,0.0,0.0,0.0,0.45047265059255803
879,10.0,1.28,0.02,0.2,2.0,2.0,0.423885726302959
159,10.0,0.16,0.2,0.02,2.0,2.0,0.39526344369530503
1415,20.0,0.32,0.2,0.0,0.02,2.0,0.47786608189994745
5971,60.0,1.28,0.02,0.02,0.0,2.0,0.48765591502571193
6374,70.0,0.16,2.0,0.2,0.02,0.2,0.48301970584443926
9179,90.0,1.28,2.0,0.02,0.2,2.0,0.43292469951852564
5909,60.0,1.28,0.0,0.02,0.02,0.02,0.4817763768771586
2158,30.0,0.16,0.02,0.2,2.0,0.2,0.4458908149625419
8275,90.0,0.16,0.02,0.02,0.0,2.0,0.500796083331162
4726,50.0,0.64,0.02,2.0,0.02,0.2,0.4904864311527385
1125,20.0,0.16,0.02,0.2,0.02,0.02,0.4656955051773874
7528,80.0,0.32,0.02,0.2,0.2,0.0,0.48502646204021427
3233,40.0,0.16,0.2,0.2,0.0,0.02,0.48768773519236686
2122,30.0,0.16,0.02,0.0,0.2,0.2,0.45562164887003237
1449,20.0,0.32,0.2,0.2,0.2,0.02,0.47385711428792576
7625,80.0,0.32,2.0,0.0,0.2,0.02,0.4804342446619451
7205,80.0,0.16,0.0,0.2,0.02,0.02,0.4911337549711446
3848,40.0,1.28,0.0,0.0,0.2,0.0,0.4498630998220435
3422,40.0,0.32,0.02,0.02,2.0,0.2,0.45675484694519225
1482,20.0,0.32,2.0,0.0,0.2,0.2,0.4614957098312835
3480,40.0,0.32,0.2,0.02,0.2,0.0,0.4669991204459023
2604,30.0,0.64,0.0,0.2,2.0,0.0,0.4605604855342912
8697,90.0,0.32,2.0,2.0,0.2,0.02,0.4706546103043582
948,10.0,1.28,0.2,2.0,0.02,0.0,0.45448914533133666
3453,40.0,0.32,0.02,2.0,2.0,0.02,0.49033089653028183
5817,60.0,0.64,0.2,2.0,0.2,0.02,0.49159366346112227
5434,60.0,0.32,0.0,2.0,0.2,0.2,0.4685141294052957
6873,70.0,0.64,2.0,0.02,0.2,0.02,0.484810722907812
7286,80.0,0.16,0.02,2.0,0.02,0.2,0.49242230025346906
1119,20.0,0.16,0.02,0.02,2.0,2.0,0.3981252463649245
8740,90.0,0.64,0.0,0.2,0.02,0.0,0.4681319519106956
1293,20.0,0.32,0.0,0.0,2.0,0.02,0.4679016934519415
1852,20.0,1.28,0.0,2.0,2.0,0.0,0.45585698507631195
3718,40.0,0.64,0.2,0.0,0.02,0.2,0.48411936001471056
4475,50.0,0.32,0.02,2.0,0.2,2.0,0.4276877888055666
61,10.0,0.16,0.0,2.0,2.0,0.02,0.43834588999619595
3742,40.0,0.64,0.2,0.02,2.0,0.2,0.4606588351809168
6281,70.0,0.16,0.2,0.0,0.2,0.02,0.4887068190274768
6462,70.0,0.32,0.0,2.0,2.0,0.2,0.45580479320434847
5369,60.0,0.16,2.0,2.0,0.2,0.02,0.47475810319851836
3666,40.0,0.64,0.02,0.02,0.0,0.2,0.47033261220847095
7825,80.0,0.64,0.2,0.02,0.0,0.02,0.4820205168141692
6939,70.0,1.28,0.0,0.02,0.2,2.0,0.4269492226454674
4090,40.0,1.28,2.0,2.0,0.2,0.2,0.44220768375448133
8175,80.0,1.28,2.0,0.2,2.0,2.0,0.40520287889927914
7020,70.0,1.28,0.02,0.2,2.0,0.0,0.48086272081918063
1693,20.0,0.64,0.2,0.02,2.0,0.02,0.47270106456918837
6319,70.0,0.16,0.2,0.2,2.0,2.0,0.3987993938703174
5443,60.0,0.32,0.02,0.0,0.0,2.0,0.49744170247934444
3170,40.0,0.16,0.02,0.2,0.0,0.2,0.49912417499053974
2737,30.0,0.64,0.2,2.0,0.0,0.02,0.4796375622644666
6715,70.0,0.64,0.0,2.0,0.2,2.0,0.41660043268883945
4777,50.0,0.64,0.2,0.2,0.2,0.02,0.4895642410151413
8123,80.0,1.28,0.2,2.0,0.2,2.0,0.43684162530337123
8800,90.0,0.64,0.02,0.2,0.0,0.0,0.4610703632452445
6060,60.0,1.28,0.2,0.2,2.0,0.0,0.484579994197029
8563,90.0,0.32,0.02,2.0,0.0,2.0,0.47821093471684617
6059,60.0,1.28,0.2,0.2,0.2,2.0,0.42231464505616706
