,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
9093,90.0,1.28,0.2,0.0,0.02,0.02,0.4039589943497402
7055,70.0,1.28,0.2,0.0,2.0,2.0,0.37534103544485503
2982,30.0,1.28,0.2,0.2,0.02,0.2,0.40754974406340866
839,10.0,1.28,0.02,0.0,0.02,2.0,0.3792371357791287
1394,20.0,0.32,0.02,2.0,0.0,0.2,0.4262124549639733
2902,30.0,1.28,0.02,0.02,0.02,0.2,0.4182718906841398
8892,90.0,0.64,0.2,2.0,2.0,0.0,0.42054105531789054
2434,30.0,0.32,0.2,0.0,0.0,0.2,0.422552108125597
586,10.0,0.64,0.02,0.0,0.2,0.2,0.41863620794708767
225,10.0,0.16,2.0,0.2,0.0,0.02,0.4250096574867652
3810,40.0,0.64,2.0,0.2,0.0,0.2,0.3956657426306034
1902,20.0,1.28,0.02,0.2,2.0,0.2,0.40268779731635457
1307,20.0,0.32,0.0,0.02,0.2,2.0,0.4058721119883133
4524,50.0,0.32,0.2,0.2,2.0,0.0,0.4203615372671799
2775,30.0,0.64,2.0,0.02,0.02,2.0,0.3931651953966789
314,10.0,0.32,0.0,2.0,0.2,0.2,0.4078226188636916
1608,20.0,0.64,0.02,0.0,0.2,0.0,0.4068380668325818
2940,30.0,1.28,0.02,2.0,2.0,0.0,0.4242736583775302
2851,30.0,1.28,0.0,0.2,0.0,2.0,0.3992671537867224
4283,50.0,0.16,0.2,2.0,0.2,2.0,0.3825264501449871
4572,50.0,0.32,2.0,0.02,2.0,0.0,0.42090028535394625
379,10.0,0.32,0.02,2.0,0.2,2.0,0.3973086677096683
2255,30.0,0.16,2.0,0.0,2.0,2.0,0.3474428079498621
2807,30.0,0.64,2.0,2.0,0.02,2.0,0.4026965717762302
7546,80.0,0.32,0.02,2.0,0.2,0.2,0.43063583671814404
7805,80.0,0.64,0.02,2.0,2.0,0.02,0.4335998414581893
4754,50.0,0.64,0.2,0.02,0.0,0.2,0.40023541945522395
8194,90.0,0.16,0.0,0.0,0.0,0.2,0.4207294382038756
6221,70.0,0.16,0.02,0.0,2.0,0.02,0.4358149077240943
7087,70.0,1.28,0.2,0.2,2.0,2.0,0.3788468345549733
2225,30.0,0.16,0.2,2.0,0.0,0.02,0.4297366902652851
7662,80.0,0.32,2.0,0.2,2.0,0.2,0.3920033798577795
3920,40.0,1.28,0.02,0.02,0.0,0.0,0.40742741564586443
8831,90.0,0.64,0.02,2.0,2.0,2.0,0.38261320174215285
3840,40.0,1.28,0.0,0.0,0.0,0.0,0.3891336973873319
8562,90.0,0.32,0.02,2.0,0.0,0.2,0.4355573830216078
5297,60.0,0.16,0.2,2.0,0.0,0.02,0.4321707961231473
7380,80.0,0.16,2.0,0.02,0.02,0.0,0.4153446654260981
1313,20.0,0.32,0.0,0.2,0.0,0.02,0.41475492098376443
1035,20.0,0.16,0.0,0.0,0.2,2.0,0.3801961499159588
5583,60.0,0.32,2.0,0.0,2.0,2.0,0.3769631877087945
1906,20.0,1.28,0.02,2.0,0.0,0.2,0.4328988195706303
1128,20.0,0.16,0.02,0.2,0.2,0.0,0.42355756784837695
2023,20.0,1.28,2.0,0.2,0.02,2.0,0.40061114544249027
5333,60.0,0.16,2.0,0.02,0.02,0.02,0.4276725275526359
5932,60.0,1.28,0.0,0.2,2.0,0.0,0.411779119575813
