,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
3190,40.0,0.16,0.02,2.0,0.02,0.2,0.380904669990198
9080,90.0,1.28,0.02,2.0,0.2,0.0,0.3892671589646671
6145,70.0,0.16,0.0,0.0,0.0,0.02,0.3874760125709612
1447,20.0,0.32,0.2,0.2,0.02,2.0,0.34592272864370815
8965,90.0,1.28,0.0,0.0,0.02,0.02,0.38167303705886774
8749,90.0,0.64,0.0,0.2,2.0,0.02,0.3797533901170752
3316,40.0,0.16,2.0,2.0,0.02,0.0,0.3751522970207769
3378,40.0,0.32,0.0,2.0,0.0,0.2,0.389565368440571
3586,40.0,0.64,0.0,0.0,0.0,0.2,0.3706294451583043
4194,50.0,0.16,0.02,0.2,0.0,0.2,0.39930768767008135
1530,20.0,0.32,2.0,2.0,0.2,0.2,0.3230775550271697
8412,90.0,0.16,2.0,0.02,2.0,0.0,0.2835063811460977
2172,30.0,0.16,0.02,2.0,2.0,0.0,0.36763021358264797
1817,20.0,1.28,0.0,0.02,0.2,0.02,0.3885406204773781
4915,50.0,1.28,0.0,2.0,0.0,2.0,0.2843518783360838
4790,50.0,0.64,0.2,2.0,0.02,0.2,0.3779704760608479
3154,40.0,0.16,0.02,0.02,0.0,0.2,0.388110701790578
4081,40.0,1.28,2.0,2.0,0.0,0.02,0.35850372573702044
287,10.0,0.32,0.0,0.02,2.0,2.0,0.27356112256393583
6276,70.0,0.16,0.2,0.0,0.02,0.0,0.39270544553366654
6935,70.0,1.28,0.0,0.02,0.02,2.0,0.30736371174722454
203,10.0,0.16,2.0,0.0,0.2,2.0,0.313611732787599
4127,50.0,0.16,0.0,0.02,2.0,2.0,0.2484464261329518
7353,80.0,0.16,0.2,2.0,0.2,0.02,0.37875274340231246
2357,30.0,0.32,0.0,2.0,0.02,0.02,0.3853596268424346
2028,20.0,1.28,2.0,0.2,2.0,0.0,0.33975348432235464
667,10.0,0.64,0.2,0.02,0.2,2.0,0.3084351716820487
5984,60.0,1.28,0.02,0.2,0.0,0.0,0.3855425297392944
7833,80.0,0.64,0.2,0.02,0.2,0.02,0.3858080987466033
3581,40.0,0.32,2.0,2.0,2.0,0.02,0.31879279574935526
7318,80.0,0.16,0.2,0.02,0.02,0.2,0.37706421121124617
4402,50.0,0.32,0.0,2.0,0.0,0.2,0.38808213943230396
6752,70.0,0.64,0.02,0.2,0.0,0.0,0.3837404742793655
7641,80.0,0.32,2.0,0.02,0.2,0.02,0.3408954121507133
8214,90.0,0.16,0.0,0.02,0.02,0.2,0.381337871301223
6530,70.0,0.32,0.2,0.0,0.0,0.2,0.3969395921588688
2850,30.0,1.28,0.0,0.2,0.0,0.2,0.3711442128852856
4503,50.0,0.32,0.2,0.02,0.02,2.0,0.30272409900463493
4126,50.0,0.16,0.0,0.02,2.0,0.2,0.30984954839181206
6569,70.0,0.32,0.2,0.2,0.2,0.02,0.3821490959194755
5483,60.0,0.32,0.02,0.2,0.2,2.0,0.2962520386068486
4708,50.0,0.64,0.02,0.2,0.02,0.0,0.3947828456839293
8630,90.0,0.32,0.2,2.0,0.02,0.2,0.37170249217501944
9148,90.0,1.28,0.2,2.0,2.0,0.0,0.38811374474704147
669,10.0,0.64,0.2,0.02,2.0,0.02,0.35347247031066237
6462,70.0,0.32,0.0,2.0,2.0,0.2,0.322048934817781
4481,50.0,0.32,0.2,0.0,0.0,0.02,0.3850961382504793
8313,90.0,0.16,0.02,2.0,0.2,0.02,0.3818614517806017
8674,90.0,0.32,2.0,0.2,0.0,0.2,0.39165495123074295
763,10.0,0.64,2.0,2.0,0.2,2.0,0.29124651580996164
5528,60.0,0.32,0.2,0.02,0.2,0.0,0.37949889664611325
9092,90.0,1.28,0.2,0.0,0.02,0.0,0.39219536666493365
1183,20.0,0.16,0.2,0.02,2.0,2.0,0.2520855593637398
1767,20.0,0.64,2.0,0.2,0.02,2.0,0.3229520133076254
1836,20.0,1.28,0.0,0.2,2.0,0.0,0.37566091793541917
168,10.0,0.16,0.2,0.2,0.2,0.0,0.3219938757215816
8364,90.0,0.16,0.2,0.2,2.0,0.0,0.3763694220559005
7366,80.0,0.16,2.0,0.0,0.02,0.2,0.37122531344391574
5741,60.0,0.64,0.02,0.2,2.0,0.02,0.37574943176013964
8986,90.0,1.28,0.0,0.02,0.2,0.2,0.33940997754733593
26,10.0,0.16,0.0,0.02,0.2,0.2,0.3364023840668801
7306,80.0,0.16,0.2,0.0,0.2,0.2,0.3355880206095436
7358,80.0,0.16,0.2,2.0,2.0,0.2,0.302086433899596
3026,30.0,1.28,2.0,0.02,0.0,0.2,0.37437757244556635
2886,30.0,1.28,0.02,0.0,0.02,0.2,0.3768359028764083
3071,30.0,1.28,2.0,2.0,2.0,2.0,0.28767656557800325
8704,90.0,0.64,0.0,0.0,0.0,0.0,0.3590298207609553
4573,50.0,0.32,2.0,0.02,2.0,0.02,0.3162266224574406
5012,50.0,1.28,0.2,0.02,0.02,0.0,0.37155080926999523
7472,80.0,0.32,0.0,2.0,0.0,0.0,0.381949885088979
633,10.0,0.64,0.02,2.0,0.2,0.02,0.3490000314890502
664,10.0,0.64,0.2,0.02,0.2,0.0,0.3390830938200079
5746,60.0,0.64,0.02,2.0,0.0,0.2,0.3747320094710285
5126,60.0,0.16,0.0,0.0,0.02,0.2,0.37803171531677116
6261,70.0,0.16,0.02,2.0,0.02,0.02,0.38230949799506153
9078,90.0,1.28,0.02,2.0,0.02,0.2,0.3712230922004529
7186,80.0,0.16,0.0,0.02,0.0,0.2,0.39403194781939777
5389,60.0,0.32,0.0,0.0,2.0,0.02,0.3702534710466975
1567,20.0,0.64,0.0,0.02,2.0,2.0,0.2893236726957786
5065,50.0,1.28,2.0,0.0,0.2,0.02,0.33128299125330946
498,10.0,0.32,2.0,2.0,0.0,0.2,0.38041576644780234
5261,60.0,0.16,0.2,0.0,2.0,0.02,0.3596943694112737
6661,70.0,0.64,0.0,0.0,0.02,0.02,0.3892052403177372
7824,80.0,0.64,0.2,0.02,0.0,0.0,0.36704247120642425
7417,80.0,0.16,2.0,2.0,0.2,0.02,0.3519078742323533
5641,60.0,0.64,0.0,0.0,0.2,0.02,0.3833217828387137
6104,60.0,1.28,2.0,0.02,0.2,0.0,0.3600157126170921
2326,30.0,0.32,0.0,0.02,0.02,0.2,0.37714727993306335
5419,60.0,0.32,0.0,0.2,0.2,2.0,0.28449937717475116
8439,90.0,0.16,2.0,2.0,0.02,2.0,0.2947204084977042
1250,20.0,0.16,2.0,0.2,0.0,0.2,0.38708946606464545
5825,60.0,0.64,2.0,0.0,0.0,0.02,0.3718163799973639
2157,30.0,0.16,0.02,0.2,2.0,0.02,0.34727643089365123
4372,50.0,0.32,0.0,0.02,0.02,0.0,0.3783875689836981
4827,50.0,0.64,2.0,0.02,0.2,2.0,0.3002110770279408
8625,90.0,0.32,0.2,2.0,0.0,0.02,0.39125048798865775
4092,40.0,1.28,2.0,2.0,2.0,0.0,0.35268845899766327
2199,30.0,0.16,0.2,0.02,0.02,2.0,0.3566960324731809
5492,60.0,0.32,0.02,2.0,0.02,0.0,0.3973205105709282
877,10.0,1.28,0.02,0.2,2.0,0.02,0.3160105468750737
8934,90.0,0.64,2.0,0.2,0.02,0.2,0.38401966791234365
6381,70.0,0.16,2.0,0.2,2.0,0.02,0.299071024276899
8040,80.0,1.28,0.02,0.2,0.2,0.0,0.3700578376562437
960,10.0,1.28,2.0,0.0,0.0,0.0,0.3559601658967041
7926,80.0,0.64,2.0,2.0,0.02,0.2,0.3570642476553172
809,10.0,1.28,0.0,0.2,0.2,0.02,0.3459705031275536
6518,70.0,0.32,0.02,2.0,0.02,0.2,0.37515088337530617
629,10.0,0.64,0.02,2.0,0.02,0.02,0.36338597684563934
7041,70.0,1.28,0.2,0.0,0.0,0.02,0.3771020326826661
5470,60.0,0.32,0.02,0.02,2.0,0.2,0.3138712137729626
7991,80.0,1.28,0.0,2.0,0.02,2.0,0.30040901745002463
1408,20.0,0.32,0.2,0.0,0.0,0.0,0.39444276842692766
7436,80.0,0.32,0.0,0.0,2.0,0.0,0.3842003889712154
5418,60.0,0.32,0.0,0.2,0.2,0.2,0.35429380937040655
4457,50.0,0.32,0.02,0.2,0.2,0.02,0.38153047846707044
3454,40.0,0.32,0.02,2.0,2.0,0.2,0.3251629786186575
6611,70.0,0.32,2.0,0.02,0.0,2.0,0.38445255436279435
2129,30.0,0.16,0.02,0.02,0.0,0.02,0.3947101690657508
4345,50.0,0.16,2.0,2.0,0.2,0.02,0.3520735903650538
8541,90.0,0.32,0.02,0.02,2.0,0.02,0.3731413366154735
4700,50.0,0.64,0.02,0.02,2.0,0.0,0.3879047995892692
6305,70.0,0.16,0.2,0.2,0.0,0.02,0.3852867977701383
4800,50.0,0.64,2.0,0.0,0.0,0.0,0.35879052995188393
5543,60.0,0.32,0.2,0.2,0.02,2.0,0.31787217304102955
2903,30.0,1.28,0.02,0.02,0.02,2.0,0.3069574101831788
7618,80.0,0.32,2.0,0.0,0.0,0.2,0.384869888359376
5024,50.0,1.28,0.2,0.2,0.0,0.0,0.37834874575554667
1486,20.0,0.32,2.0,0.0,2.0,0.2,0.29575205945303545
1693,20.0,0.64,0.2,0.02,2.0,0.02,0.3772082926744111
4284,50.0,0.16,0.2,2.0,2.0,0.0,0.3728688820384854
3131,40.0,0.16,0.0,2.0,0.2,2.0,0.29639369738354765
3952,40.0,1.28,0.02,2.0,0.0,0.0,0.37562291576629364
2688,30.0,0.64,0.2,0.0,0.0,0.0,0.36515660131604055
6239,70.0,0.16,0.02,0.02,2.0,2.0,0.24925400609536358
5738,60.0,0.64,0.02,0.2,0.2,0.2,0.3702839212301181
8311,90.0,0.16,0.02,2.0,0.02,2.0,0.3344638076150799
3611,40.0,0.64,0.0,0.02,0.2,2.0,0.2957448269940608
8647,90.0,0.32,2.0,0.0,0.02,2.0,0.30498628298581887
2506,30.0,0.32,2.0,0.0,0.2,0.2,0.3209733759057865
5726,60.0,0.64,0.02,0.02,2.0,0.2,0.3366506912676805
1299,20.0,0.32,0.0,0.02,0.0,2.0,0.3727762659771161
2152,30.0,0.16,0.02,0.2,0.2,0.0,0.3675443699093131
6905,70.0,0.64,2.0,2.0,0.2,0.02,0.36148316944291764
914,10.0,1.28,0.2,0.02,0.0,0.2,0.3579535836266996
7600,80.0,0.32,0.2,2.0,0.0,0.0,0.39296586502698216
982,10.0,1.28,2.0,0.02,0.02,0.2,0.31836984943878766
793,10.0,1.28,0.0,0.02,0.2,0.02,0.3598803807470861
5382,60.0,0.32,0.0,0.0,0.02,0.2,0.38630009221682693
4063,40.0,1.28,2.0,0.02,2.0,2.0,0.2671573384947422
7202,80.0,0.16,0.0,0.2,0.0,0.2,0.3906279177862262
8688,90.0,0.32,2.0,2.0,0.0,0.0,0.3964476485111251
4966,50.0,1.28,0.02,0.2,0.02,0.2,0.37473817330406956
4362,50.0,0.32,0.0,0.0,0.2,0.2,0.3591769078041268
4266,50.0,0.16,0.2,0.2,0.2,0.2,0.34250940982385214
6668,70.0,0.64,0.0,0.0,2.0,0.0,0.39077585282388777
5548,60.0,0.32,0.2,0.2,2.0,0.0,0.37347241793296615
2164,30.0,0.16,0.02,2.0,0.02,0.0,0.3970880388411514
6085,60.0,1.28,2.0,0.0,0.02,0.02,0.3874845603965667
8621,90.0,0.32,0.2,0.2,2.0,0.02,0.36907506061565626
1734,20.0,0.64,2.0,0.0,0.02,0.2,0.3562668917913968
1025,20.0,0.16,0.0,0.0,0.0,0.02,0.39147360141728327
178,10.0,0.16,0.2,2.0,0.0,0.2,0.3595217002324429
7498,80.0,0.32,0.02,0.0,0.2,0.2,0.35472510931524914
7169,80.0,0.16,0.0,0.0,0.0,0.02,0.37849457302685807
7964,80.0,1.28,0.0,0.02,2.0,0.0,0.388492350663754
2873,30.0,1.28,0.0,2.0,0.2,0.02,0.3763028104834475
8068,80.0,1.28,0.2,0.0,0.02,0.0,0.38101134897161765
3252,40.0,0.16,0.2,2.0,0.02,0.0,0.38678740417576324
65,10.0,0.16,0.02,0.0,0.0,0.02,0.3420649398164755
5074,50.0,1.28,2.0,0.02,0.0,0.2,0.35780941835258406
4252,50.0,0.16,0.2,0.02,2.0,0.0,0.37727569277497547
3150,40.0,0.16,0.02,0.0,2.0,0.2,0.2967582386424221
5294,60.0,0.16,0.2,0.2,2.0,0.2,0.3135425319266068
8094,80.0,1.28,0.2,0.02,2.0,0.2,0.2798747074470091
6592,70.0,0.32,2.0,0.0,0.0,0.0,0.3945234598836485
1307,20.0,0.32,0.0,0.02,0.2,2.0,0.2869211364617566
8079,80.0,1.28,0.2,0.0,2.0,2.0,0.2675788082799852
4608,50.0,0.64,0.0,0.0,0.0,0.0,0.36648009175769136
8438,90.0,0.16,2.0,2.0,0.02,0.2,0.3583835411490599
4379,50.0,0.32,0.0,0.02,0.2,2.0,0.27721924186933183
3185,40.0,0.16,0.02,2.0,0.0,0.02,0.3951385702228305
6240,70.0,0.16,0.02,0.2,0.0,0.0,0.39356213233318776
7074,70.0,1.28,0.2,0.2,0.0,0.2,0.3671651307727478
4580,50.0,0.32,2.0,0.2,0.02,0.0,0.3856285022727924
4992,50.0,1.28,0.2,0.0,0.0,0.0,0.38495460279804933
4158,50.0,0.16,0.0,2.0,2.0,0.2,0.299423777674316
7300,80.0,0.16,0.2,0.0,0.02,0.0,0.3822910353459213
8141,80.0,1.28,2.0,0.0,2.0,0.02,0.32724178581682445
2881,30.0,1.28,0.02,0.0,0.0,0.02,0.35436671740451575
3216,40.0,0.16,0.2,0.02,0.0,0.0,0.38607706186513596
1576,20.0,0.64,0.0,0.2,0.2,0.0,0.37539974291496375
3561,40.0,0.32,2.0,0.2,0.2,0.02,0.36266533264697537
7085,70.0,1.28,0.2,0.2,2.0,0.02,0.37169001123604994
4431,50.0,0.32,0.02,0.0,2.0,2.0,0.2669365806411732
5445,60.0,0.32,0.02,0.0,0.02,0.02,0.38563271759741324
7055,70.0,1.28,0.2,0.0,2.0,2.0,0.26869514435882963
3176,40.0,0.16,0.02,0.2,0.2,0.0,0.38261147761356035
8408,90.0,0.16,2.0,0.02,0.2,0.0,0.35552647838676477
8262,90.0,0.16,0.02,0.0,0.02,0.2,0.3802399464707972
1402,20.0,0.32,0.02,2.0,0.2,0.2,0.34079600280715433
7827,80.0,0.64,0.2,0.02,0.0,2.0,0.368074160178414
8865,90.0,0.64,0.2,0.2,0.0,0.02,0.38924657204464047
1513,20.0,0.32,2.0,0.2,0.2,0.02,0.3678590690927102
7886,80.0,0.64,2.0,0.0,2.0,0.2,0.2826176209687241
6122,60.0,1.28,2.0,0.2,0.2,0.2,0.3066714854743939
5739,60.0,0.64,0.02,0.2,0.2,2.0,0.3047553860210763
1703,20.0,0.64,0.2,0.2,0.02,2.0,0.3196012824153839
567,10.0,0.64,0.0,2.0,0.02,2.0,0.33263004802669854
4688,50.0,0.64,0.02,0.02,0.0,0.0,0.37617268948242466
2101,30.0,0.16,0.0,2.0,0.02,0.02,0.38807921784020805
2419,30.0,0.32,0.02,2.0,0.0,2.0,0.35823871820230374
2144,30.0,0.16,0.02,0.2,0.0,0.0,0.39819124014433765
2977,30.0,1.28,0.2,0.2,0.0,0.02,0.3774220173775511
7813,80.0,0.64,0.2,0.0,0.02,0.02,0.38826115410659284
8277,90.0,0.16,0.02,0.02,0.02,0.02,0.3745999580456442
5267,60.0,0.16,0.2,0.02,0.0,2.0,0.3848419422469296
3333,40.0,0.32,0.0,0.0,0.02,0.02,0.38812301704965535
84,10.0,0.16,0.02,0.02,0.02,0.0,0.3370969460505977
1539,20.0,0.64,0.0,0.0,0.0,2.0,0.3614527716106655
7770,80.0,0.64,0.02,0.02,0.2,0.2,0.3622457961854895
530,10.0,0.64,0.0,0.02,0.0,0.2,0.38190166003225673
8036,80.0,1.28,0.02,0.2,0.02,0.0,0.3774688029512831
5752,60.0,0.64,0.02,2.0,0.2,0.0,0.3858734144399216
4056,40.0,1.28,2.0,0.02,0.2,0.0,0.33899971213169505
157,10.0,0.16,0.2,0.02,2.0,0.02,0.31658991601913006
5475,60.0,0.32,0.02,0.2,0.0,2.0,0.37714137865894115
1504,20.0,0.32,2.0,0.2,0.0,0.0,0.380901888205834
1132,20.0,0.16,0.02,0.2,2.0,0.0,0.3465677735141022
8784,90.0,0.64,0.02,0.02,0.0,0.0,0.39143281902319726
5337,60.0,0.16,2.0,0.02,0.2,0.02,0.3485865740527223
1894,20.0,1.28,0.02,0.2,0.02,0.2,0.355573509163431
6625,70.0,0.32,2.0,0.2,0.0,0.02,0.3931441921051099
6674,70.0,0.64,0.0,0.02,0.0,0.2,0.37618037168182084
3878,40.0,1.28,0.0,0.2,0.02,0.2,0.3836368399667976
4588,50.0,0.32,2.0,0.2,2.0,0.0,0.34649641444554086
7908,80.0,0.64,2.0,0.2,0.02,0.0,0.39254370327722155
5339,60.0,0.16,2.0,0.02,0.2,2.0,0.27454801338668755
2804,30.0,0.64,2.0,2.0,0.02,0.0,0.38505557041406324
6987,70.0,1.28,0.02,0.0,0.2,2.0,0.28876796803894256
5167,60.0,0.16,0.0,0.2,2.0,2.0,0.2532301478441294
7678,80.0,0.32,2.0,2.0,2.0,0.2,0.2662145226946937
2692,30.0,0.64,0.2,0.0,0.02,0.0,0.3677695068211347
7022,70.0,1.28,0.02,0.2,2.0,0.2,0.31654246224659754
2710,30.0,0.64,0.2,0.02,0.02,0.2,0.3843779480077054
5985,60.0,1.28,0.02,0.2,0.0,0.02,0.37056090013368664
1654,20.0,0.64,0.02,2.0,0.02,0.2,0.36590578454708517
2883,30.0,1.28,0.02,0.0,0.0,2.0,0.3499954338538321
1031,20.0,0.16,0.0,0.0,0.02,2.0,0.3630681318996678
4921,50.0,1.28,0.0,2.0,0.2,0.02,0.3747652086393229
3894,40.0,1.28,0.0,2.0,0.02,0.2,0.3563787298063481
5127,60.0,0.16,0.0,0.0,0.02,2.0,0.32043904200548146
927,10.0,1.28,0.2,0.02,2.0,2.0,0.29715127313159895
1800,20.0,1.28,0.0,0.0,0.2,0.0,0.3937230117087
4534,50.0,0.32,0.2,2.0,0.02,0.2,0.3668736716342444
3304,40.0,0.16,2.0,0.2,0.2,0.0,0.35457294162253217
8728,90.0,0.64,0.0,0.02,0.2,0.0,0.36805514897285135
6941,70.0,1.28,0.0,0.02,2.0,0.02,0.3724278543284928
4743,50.0,0.64,0.2,0.0,0.02,2.0,0.3271802760987041
1350,20.0,0.32,0.02,0.0,0.02,0.2,0.36699939573063134
6508,70.0,0.32,0.02,0.2,2.0,0.0,0.3769429195528318
5764,60.0,0.64,0.2,0.0,0.02,0.0,0.38256974433717045
1903,20.0,1.28,0.02,0.2,2.0,2.0,0.2687004459974619
7102,70.0,1.28,0.2,2.0,2.0,0.2,0.3120338760843921
2286,30.0,0.16,2.0,0.2,2.0,0.2,0.2812991668519131
1968,20.0,1.28,0.2,2.0,0.0,0.0,0.38129554235754487
2052,30.0,0.16,0.0,0.0,0.02,0.0,0.38930246855478834
1801,20.0,1.28,0.0,0.0,0.2,0.02,0.3748982774559443
3388,40.0,0.32,0.0,2.0,2.0,0.0,0.3796586142483325
1675,20.0,0.64,0.2,0.0,0.2,2.0,0.3119578056561553
1857,20.0,1.28,0.02,0.0,0.0,0.02,0.36807479307027663
6131,60.0,1.28,2.0,2.0,0.0,2.0,0.29809259936128285
2761,30.0,0.64,2.0,0.0,0.2,0.02,0.3544354050827964
4205,50.0,0.16,0.02,0.2,2.0,0.02,0.35261166417918455
2037,20.0,1.28,2.0,2.0,0.02,0.02,0.34984843792009274
8596,90.0,0.32,0.2,0.02,0.02,0.0,0.37540499482817147
3859,40.0,1.28,0.0,0.02,0.0,2.0,0.31863853618105337
7706,80.0,0.64,0.0,0.02,0.2,0.2,0.36801449514177076
5810,60.0,0.64,0.2,2.0,0.0,0.2,0.37450316598778305
2120,30.0,0.16,0.02,0.0,0.2,0.0,0.37017549535497624
4889,50.0,1.28,0.0,0.02,0.2,0.02,0.3889544111876852
136,10.0,0.16,0.2,0.0,0.2,0.0,0.3288636172692106
8817,90.0,0.64,0.02,2.0,0.0,0.02,0.3897838829515555
4320,50.0,0.16,2.0,0.2,0.0,0.0,0.3901211924385831
5926,60.0,1.28,0.0,0.2,0.02,0.2,0.3710350116470724
4978,50.0,1.28,0.02,2.0,0.0,0.2,0.36011107862610636
7535,80.0,0.32,0.02,0.2,2.0,2.0,0.2723164268422979
6308,70.0,0.16,0.2,0.2,0.02,0.0,0.3887487708745063
2196,30.0,0.16,0.2,0.02,0.02,0.0,0.3855970979931964
434,10.0,0.32,0.2,2.0,0.0,0.2,0.3693346625345167
6766,70.0,0.64,0.02,0.2,2.0,0.2,0.3202475689277258
2717,30.0,0.64,0.2,0.02,2.0,0.02,0.3739142847662853
2191,30.0,0.16,0.2,0.0,2.0,2.0,0.25469272984624597
5758,60.0,0.64,0.02,2.0,2.0,0.2,0.3191868870202672
8342,90.0,0.16,0.2,0.02,0.02,0.2,0.3683410016737278
680,10.0,0.64,0.2,0.2,0.2,0.0,0.3510870285227974
4513,50.0,0.32,0.2,0.2,0.0,0.02,0.379861865723439
5955,60.0,1.28,0.02,0.0,0.0,2.0,0.3355159946109797
7791,80.0,0.64,0.02,0.2,2.0,2.0,0.2851565248999012
8795,90.0,0.64,0.02,0.02,0.2,2.0,0.28767943288447995
6347,70.0,0.16,2.0,0.0,0.2,2.0,0.2954046215899401
527,10.0,0.64,0.0,0.0,2.0,2.0,0.2985052640367546
7744,80.0,0.64,0.02,0.0,0.0,0.0,0.377109987412579
8799,90.0,0.64,0.02,0.02,2.0,2.0,0.288947004433581
4115,50.0,0.16,0.0,0.02,0.0,2.0,0.3816356695158669
1301,20.0,0.32,0.0,0.02,0.02,0.02,0.3908818034570094
3600,40.0,0.64,0.0,0.02,0.0,0.0,0.372825705033076
1855,20.0,1.28,0.0,2.0,2.0,2.0,0.2845164092964783
736,10.0,0.64,2.0,0.2,0.0,0.0,0.3479379157009032
8065,80.0,1.28,0.2,0.0,0.0,0.02,0.35841407133188213
673,10.0,0.64,0.2,0.2,0.0,0.02,0.3705556241475593
6084,60.0,1.28,2.0,0.0,0.02,0.0,0.3865707416826985
6480,70.0,0.32,0.02,0.02,0.0,0.0,0.38623429014216937
49,10.0,0.16,0.0,2.0,0.0,0.02,0.3539942918074316
322,10.0,0.32,0.02,0.0,0.0,0.2,0.3934247049912035
274,10.0,0.32,0.0,0.02,0.0,0.2,0.3894705597289345
522,10.0,0.64,0.0,0.0,0.2,0.2,0.35885775123519237
4810,50.0,0.64,2.0,0.0,0.2,0.2,0.3405135186422792
177,10.0,0.16,0.2,2.0,0.0,0.02,0.3551931583077222
1759,20.0,0.64,2.0,0.02,2.0,2.0,0.27681610398063855
4596,50.0,0.32,2.0,2.0,0.02,0.0,0.3743630017335982
4468,50.0,0.32,0.02,2.0,0.02,0.0,0.3870716494767265
6939,70.0,1.28,0.0,0.02,0.2,2.0,0.28905251695663325
6703,70.0,0.64,0.0,0.2,2.0,2.0,0.27239488880860996
3732,40.0,0.64,0.2,0.02,0.02,0.0,0.3821307403811528
7266,80.0,0.16,0.02,0.2,0.0,0.2,0.3921357794025052
270,10.0,0.32,0.0,0.0,2.0,0.2,0.30860578255315047
8017,80.0,1.28,0.02,0.02,0.0,0.02,0.37997481685823015
6618,70.0,0.32,2.0,0.02,0.2,0.2,0.31470002621666265
6504,70.0,0.32,0.02,0.2,0.2,0.0,0.3883284798083388
4373,50.0,0.32,0.0,0.02,0.02,0.02,0.38595442101958066
2709,30.0,0.64,0.2,0.02,0.02,0.02,0.3812637365264974
912,10.0,1.28,0.2,0.02,0.0,0.0,0.3389242026940152
2859,30.0,1.28,0.0,0.2,0.2,2.0,0.3038811052499416
2239,30.0,0.16,0.2,2.0,2.0,2.0,0.25100910264327664
5551,60.0,0.32,0.2,0.2,2.0,2.0,0.26757963618545494
4204,50.0,0.16,0.02,0.2,2.0,0.0,0.38038564645308554
1214,20.0,0.16,0.2,2.0,2.0,0.2,0.30595040533577234
4119,50.0,0.16,0.0,0.02,0.02,2.0,0.3355866035637205
4953,50.0,1.28,0.02,0.02,0.2,0.02,0.37696952591705757
2475,30.0,0.32,0.2,0.2,0.2,2.0,0.2850094396700786
6828,70.0,0.64,0.2,0.2,2.0,0.0,0.38699137007225026
8797,90.0,0.64,0.02,0.02,2.0,0.02,0.3687393856435484
5885,60.0,0.64,2.0,2.0,2.0,0.02,0.3283672624216585
3707,40.0,0.64,0.02,2.0,0.2,2.0,0.2858053603127342
3046,30.0,1.28,2.0,0.2,0.02,0.2,0.3474144335853589
7392,80.0,0.16,2.0,0.2,0.0,0.0,0.39414428477062957
2476,30.0,0.32,0.2,0.2,2.0,0.0,0.3720460759993126
5214,60.0,0.16,0.02,0.02,2.0,0.2,0.2966950555245771
3349,40.0,0.32,0.0,0.02,0.02,0.02,0.38420858143883924
3119,40.0,0.16,0.0,0.2,2.0,2.0,0.2517929958673612
8333,90.0,0.16,0.2,0.0,2.0,0.02,0.35702887522238974
6301,70.0,0.16,0.2,0.02,2.0,0.02,0.363702885240619
344,10.0,0.32,0.02,0.02,0.2,0.0,0.3619554356045028
4404,50.0,0.32,0.0,2.0,0.02,0.0,0.38352357762613787
