,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
6534,70.0,0.32,0.2,0.0,0.02,0.2,0.5039862701130423
6133,60.0,1.28,2.0,2.0,0.02,0.02,0.4844192049536153
9089,90.0,1.28,0.2,0.0,0.0,0.02,0.42642766943080157
745,10.0,0.64,2.0,0.2,0.2,0.02,0.4559782055251117
8337,90.0,0.16,0.2,0.02,0.0,0.02,0.4610390785367965
729,10.0,0.64,2.0,0.02,0.2,0.02,0.4442904108287691
5454,60.0,0.32,0.02,0.0,2.0,0.2,0.46173495204950327
93,10.0,0.16,0.02,0.02,2.0,0.02,0.444628652922786
4440,50.0,0.32,0.02,0.02,0.2,0.0,0.47306941739538694
2550,30.0,0.32,2.0,2.0,0.02,0.2,0.4974707554395632
4423,50.0,0.32,0.02,0.0,0.02,2.0,0.4794920110639449
8255,90.0,0.16,0.0,2.0,2.0,2.0,0.38153728895620553
8329,90.0,0.16,0.2,0.0,0.2,0.02,0.49103475823796305
5748,60.0,0.64,0.02,2.0,0.02,0.0,0.4627245812642853
7734,80.0,0.64,0.0,2.0,0.02,0.2,0.5064044304936797
733,10.0,0.64,2.0,0.02,2.0,0.02,0.44565358371450015
6659,70.0,0.64,0.0,0.0,0.0,2.0,0.4443322505029167
6335,70.0,0.16,0.2,2.0,2.0,2.0,0.3768540875133061
6326,70.0,0.16,0.2,2.0,0.02,0.2,0.4827953605156987
5123,60.0,0.16,0.0,0.0,0.0,2.0,0.49455823095171486
6106,60.0,1.28,2.0,0.02,0.2,0.2,0.46079316918071933
3536,40.0,0.32,2.0,0.02,0.0,0.0,0.471425633555365
3202,40.0,0.16,0.2,0.0,0.0,0.2,0.4824464781438993
3714,40.0,0.64,0.2,0.0,0.0,0.2,0.4221868488153762
7746,80.0,0.64,0.02,0.0,0.0,0.2,0.4165956853238863
6755,70.0,0.64,0.02,0.2,0.0,2.0,0.46227768427688753
42,10.0,0.16,0.0,0.2,0.2,0.2,0.4265073455567711
2374,30.0,0.32,0.02,0.0,0.02,0.2,0.4926466154977534
5945,60.0,1.28,0.0,2.0,0.2,0.02,0.47362899008722426
2337,30.0,0.32,0.0,0.2,0.0,0.02,0.4611564100178276
5537,60.0,0.32,0.2,0.2,0.0,0.02,0.46444311180713044
2617,30.0,0.64,0.0,2.0,0.2,0.02,0.49356250879079955
8875,90.0,0.64,0.2,0.2,0.2,2.0,0.43570106913322537
8831,90.0,0.64,0.02,2.0,2.0,2.0,0.4433039966272639
3416,40.0,0.32,0.02,0.02,0.2,0.0,0.4845513099772022
7402,80.0,0.16,2.0,0.2,0.2,0.2,0.4509349314038793
7992,80.0,1.28,0.0,2.0,0.2,0.0,0.46829697213417165
835,10.0,1.28,0.02,0.0,0.0,2.0,0.43062340794750525
1757,20.0,0.64,2.0,0.02,2.0,0.02,0.4588136022897608
8423,90.0,0.16,2.0,0.2,0.02,2.0,0.44761213393678406
615,10.0,0.64,0.02,0.2,0.02,2.0,0.4467539930813973
1300,20.0,0.32,0.0,0.02,0.02,0.0,0.45147441136262967
5408,60.0,0.32,0.0,0.2,0.0,0.0,0.4792516916709719
6936,70.0,1.28,0.0,0.02,0.2,0.0,0.47837206421971845
5259,60.0,0.16,0.2,0.0,0.2,2.0,0.40484508908037015
6317,70.0,0.16,0.2,0.2,2.0,0.02,0.48581334202590054
1519,20.0,0.32,2.0,0.2,2.0,2.0,0.43321907747915056
2020,20.0,1.28,2.0,0.2,0.02,0.0,0.47772788113685544
3473,40.0,0.32,0.2,0.02,0.0,0.02,0.45453784947852865
433,10.0,0.32,0.2,2.0,0.0,0.02,0.45628734967782164
2797,30.0,0.64,2.0,0.2,2.0,0.02,0.4479948885597997
6587,70.0,0.32,0.2,2.0,0.2,2.0,0.4386501519453366
8934,90.0,0.64,2.0,0.2,0.02,0.2,0.49084838500507505
38,10.0,0.16,0.0,0.2,0.02,0.2,0.44818407401646226
7944,80.0,1.28,0.0,0.0,0.2,0.0,0.47341691117964685
2465,30.0,0.32,0.2,0.2,0.0,0.02,0.4708803602170584
1890,20.0,1.28,0.02,0.2,0.0,0.2,0.4563021230910932
4306,50.0,0.16,2.0,0.02,0.0,0.2,0.4783192805180007
5778,60.0,0.64,0.2,0.02,0.0,0.2,0.4266362066853092
4319,50.0,0.16,2.0,0.02,2.0,2.0,0.3775393713972061
925,10.0,1.28,0.2,0.02,2.0,0.02,0.45148340468269466
1048,20.0,0.16,0.0,0.02,0.2,0.0,0.4696342783155824
3477,40.0,0.32,0.2,0.02,0.02,0.02,0.4884631440060746
2239,30.0,0.16,0.2,2.0,2.0,2.0,0.3807577750683881
5255,60.0,0.16,0.2,0.0,0.02,2.0,0.4265299658098475
6484,70.0,0.32,0.02,0.02,0.02,0.0,0.48556990128038385
5525,60.0,0.32,0.2,0.02,0.02,0.02,0.5005329672217131
8666,90.0,0.32,2.0,0.02,0.2,0.2,0.44896989418451155
6056,60.0,1.28,0.2,0.2,0.2,0.0,0.47865776183350445
7327,80.0,0.16,0.2,0.02,2.0,2.0,0.3800714254859421
1257,20.0,0.16,2.0,0.2,0.2,0.02,0.4650948027501554
1374,20.0,0.32,0.02,0.02,2.0,0.2,0.45878409850678403
955,10.0,1.28,0.2,2.0,0.2,2.0,0.4321099448818597
3559,40.0,0.32,2.0,0.2,0.02,2.0,0.4660883799991683
8728,90.0,0.64,0.0,0.02,0.2,0.0,0.48486052773717325
4863,50.0,0.64,2.0,2.0,2.0,2.0,0.43088676449449637
4632,50.0,0.64,0.0,0.02,0.2,0.0,0.4815919513188033
5754,60.0,0.64,0.02,2.0,0.2,0.2,0.4926198887882183
6225,70.0,0.16,0.02,0.02,0.0,0.02,0.4707242832504826
5613,60.0,0.32,2.0,0.2,2.0,0.02,0.4395680353411664
521,10.0,0.64,0.0,0.0,0.2,0.02,0.4492841053744983
5313,60.0,0.16,2.0,0.0,0.0,0.02,0.4753975407602009
5138,60.0,0.16,0.0,0.02,0.0,0.2,0.47419743079430776
8253,90.0,0.16,0.0,2.0,2.0,0.02,0.4854163808281007
4334,50.0,0.16,2.0,0.2,2.0,0.2,0.4065426227794219
2543,30.0,0.32,2.0,0.2,2.0,2.0,0.4172344132162552
7149,70.0,1.28,2.0,0.2,2.0,0.02,0.4600134419677748
1905,20.0,1.28,0.02,2.0,0.0,0.02,0.49372808822873876
8454,90.0,0.32,0.0,0.0,0.02,0.2,0.49828746481664077
2483,30.0,0.32,0.2,2.0,0.0,2.0,0.46999372728291267
6414,70.0,0.32,0.0,0.0,2.0,0.2,0.4659386439241267
7522,80.0,0.32,0.02,0.2,0.0,0.2,0.4817907397930557
6772,70.0,0.64,0.02,2.0,0.02,0.0,0.48844377393806365
5725,60.0,0.64,0.02,0.02,2.0,0.02,0.48935271557148496
2334,30.0,0.32,0.0,0.02,2.0,0.2,0.46626556735147334
6917,70.0,1.28,0.0,0.0,0.02,0.02,0.46735490091199666
2048,30.0,0.16,0.0,0.0,0.0,0.0,0.4803484304909108
3339,40.0,0.32,0.0,0.0,0.2,2.0,0.42915293727487
6499,70.0,0.32,0.02,0.2,0.0,2.0,0.48379558950636903
8237,90.0,0.16,0.0,0.2,2.0,0.02,0.476786435116035
9111,90.0,1.28,0.2,0.02,0.02,2.0,0.46967950986276347
8912,90.0,0.64,2.0,0.02,0.0,0.0,0.42067861726915934
6800,70.0,0.64,0.2,0.02,0.0,0.0,0.44210761443554164
4970,50.0,1.28,0.02,0.2,0.2,0.2,0.47596691133654623
4169,50.0,0.16,0.02,0.0,0.2,0.02,0.4833732939703213
9052,90.0,1.28,0.02,0.02,2.0,0.0,0.476571163223681
2850,30.0,1.28,0.0,0.2,0.0,0.2,0.48041625693851
8838,90.0,0.64,0.2,0.0,0.02,0.2,0.4898332343688125
2708,30.0,0.64,0.2,0.02,0.02,0.0,0.4635823577015093
5301,60.0,0.16,0.2,2.0,0.02,0.02,0.4693309118417084
2551,30.0,0.32,2.0,2.0,0.02,2.0,0.45560524588119783
8553,90.0,0.32,0.02,0.2,0.2,0.02,0.485875395536461
7711,80.0,0.64,0.0,0.02,2.0,2.0,0.42842914912413366
2496,30.0,0.32,2.0,0.0,0.0,0.0,0.47382496827997755
8294,90.0,0.16,0.02,0.2,0.02,0.2,0.49016230910179587
7958,80.0,1.28,0.0,0.02,0.02,0.2,0.4816430177132534
1090,20.0,0.16,0.02,0.0,0.0,0.2,0.4756287426927858
8367,90.0,0.16,0.2,0.2,2.0,2.0,0.37585304084887017
4127,50.0,0.16,0.0,0.02,2.0,2.0,0.3810799978161606
8342,90.0,0.16,0.2,0.02,0.02,0.2,0.499100838903017
5484,60.0,0.32,0.02,0.2,2.0,0.0,0.4692489843539997
5938,60.0,1.28,0.0,2.0,0.0,0.2,0.4818933185269615
7370,80.0,0.16,2.0,0.0,0.2,0.2,0.4493268022886698
1142,20.0,0.16,0.02,2.0,0.02,0.2,0.4840399848548973
2669,30.0,0.64,0.02,0.2,2.0,0.02,0.4754407665607711
6784,70.0,0.64,0.2,0.0,0.0,0.0,0.43802224057345335
8972,90.0,1.28,0.0,0.0,2.0,0.0,0.47772728724974617
8313,90.0,0.16,0.02,2.0,0.2,0.02,0.507358436005157
2214,30.0,0.16,0.2,0.2,0.02,0.2,0.48252479325385383
4745,50.0,0.64,0.2,0.0,0.2,0.02,0.49073560960055435
4961,50.0,1.28,0.02,0.2,0.0,0.02,0.4530767002626992
7974,80.0,1.28,0.0,0.2,0.02,0.2,0.48883619656256194
8523,90.0,0.32,0.02,0.0,0.2,2.0,0.4342070473728433
4436,50.0,0.32,0.02,0.02,0.02,0.0,0.4707575204340399
2126,30.0,0.16,0.02,0.0,2.0,0.2,0.4377650244095182
8476,90.0,0.32,0.0,0.02,2.0,0.0,0.46795959248924507
8910,90.0,0.64,2.0,0.0,2.0,0.2,0.44057313700717526
2109,30.0,0.16,0.0,2.0,2.0,0.02,0.4712354005303303
4882,50.0,1.28,0.0,0.02,0.0,0.2,0.46329857353645787
793,10.0,1.28,0.0,0.02,0.2,0.02,0.44787742811835246
6553,70.0,0.32,0.2,0.02,0.2,0.02,0.4929710838750112
6701,70.0,0.64,0.0,0.2,2.0,0.02,0.49516510652503243
7772,80.0,0.64,0.02,0.02,2.0,0.0,0.4721370206437038
1724,20.0,0.64,0.2,2.0,2.0,0.0,0.4860107167260679
3866,40.0,1.28,0.0,0.02,0.2,0.2,0.4732276830819029
588,10.0,0.64,0.02,0.0,2.0,0.0,0.45160024502039353
3331,40.0,0.32,0.0,0.0,0.0,2.0,0.4928095550002519
6977,70.0,1.28,0.02,0.0,0.0,0.02,0.42787340948799113
3769,40.0,0.64,0.2,2.0,0.2,0.02,0.48403496467200324
7486,80.0,0.32,0.0,2.0,2.0,0.2,0.4676416938573965
4373,50.0,0.32,0.0,0.02,0.02,0.02,0.4856646338946011
1837,20.0,1.28,0.0,0.2,2.0,0.02,0.47867574117614803
1740,20.0,0.64,2.0,0.0,2.0,0.0,0.44145570015756264
26,10.0,0.16,0.0,0.02,0.2,0.2,0.46731362348147515
8863,90.0,0.64,0.2,0.02,2.0,2.0,0.4233733792933222
4317,50.0,0.16,2.0,0.02,2.0,0.02,0.45033343377967083
1598,20.0,0.64,0.0,2.0,2.0,0.2,0.4787906994853718
5284,60.0,0.16,0.2,0.2,0.02,0.0,0.48096925796070605
4019,40.0,1.28,0.2,2.0,0.0,2.0,0.4479216747631942
1231,20.0,0.16,2.0,0.0,2.0,2.0,0.37789289334720116
2988,30.0,1.28,0.2,0.2,2.0,0.0,0.4766080332922203
7789,80.0,0.64,0.02,0.2,2.0,0.02,0.4933857831989624
6741,70.0,0.64,0.02,0.02,0.02,0.02,0.49565023547403253
3592,40.0,0.64,0.0,0.0,0.2,0.0,0.4722643732073906
3884,40.0,1.28,0.0,0.2,2.0,0.0,0.4713694936018756
5341,60.0,0.16,2.0,0.02,2.0,0.02,0.43674244440055615
5898,60.0,1.28,0.0,0.0,0.2,0.2,0.47432459873047966
4779,50.0,0.64,0.2,0.2,0.2,2.0,0.4497226132946705
3793,40.0,0.64,2.0,0.02,0.0,0.02,0.45098587990229244
6204,70.0,0.16,0.0,2.0,2.0,0.0,0.48172411069233817
6376,70.0,0.16,2.0,0.2,0.2,0.0,0.4801461585752107
3710,40.0,0.64,0.02,2.0,2.0,0.2,0.47059774056279413
5279,60.0,0.16,0.2,0.02,2.0,2.0,0.38118226227341284
439,10.0,0.32,0.2,2.0,0.02,2.0,0.4649232678343544
7510,80.0,0.32,0.02,0.02,0.02,0.2,0.4976313709982282
8196,90.0,0.16,0.0,0.0,0.02,0.0,0.46473778967815865
6098,60.0,1.28,2.0,0.02,0.0,0.2,0.42393296583809637
3305,40.0,0.16,2.0,0.2,0.2,0.02,0.4935110982287859
6327,70.0,0.16,0.2,2.0,0.02,2.0,0.43952799575363727
524,10.0,0.64,0.0,0.0,2.0,0.0,0.44960619256086437
3781,40.0,0.64,2.0,0.0,0.02,0.02,0.47348857900453173
5127,60.0,0.16,0.0,0.0,0.02,2.0,0.4533051294151378
1425,20.0,0.32,0.2,0.02,0.0,0.02,0.4459468511049368
3597,40.0,0.64,0.0,0.0,2.0,0.02,0.4932831964306983
406,10.0,0.32,0.2,0.02,0.02,0.2,0.4657383657476469
2012,20.0,1.28,2.0,0.02,2.0,0.0,0.4605868644086329
4965,50.0,1.28,0.02,0.2,0.02,0.02,0.4821195784452648
8311,90.0,0.16,0.02,2.0,0.02,2.0,0.46069533849899774
2627,30.0,0.64,0.02,0.0,0.0,2.0,0.4312250246227126
6111,60.0,1.28,2.0,0.02,2.0,2.0,0.40129558039370733
8932,90.0,0.64,2.0,0.2,0.02,0.0,0.48689992723604825
495,10.0,0.32,2.0,0.2,2.0,2.0,0.4106014566915126
2304,30.0,0.32,0.0,0.0,0.0,0.0,0.4411679079850811
2378,30.0,0.32,0.02,0.0,0.2,0.2,0.47053915432927224
111,10.0,0.16,0.02,0.2,2.0,2.0,0.3883062048959365
8892,90.0,0.64,0.2,2.0,2.0,0.0,0.46927756982725205
3113,40.0,0.16,0.0,0.2,0.2,0.02,0.4787692576077147
7759,80.0,0.64,0.02,0.0,2.0,2.0,0.4111121721682739
799,10.0,1.28,0.0,0.02,2.0,2.0,0.43057274121746414
3505,40.0,0.32,0.2,2.0,0.0,0.02,0.49153798261610193
1980,20.0,1.28,0.2,2.0,2.0,0.0,0.4564737642223825
2301,30.0,0.16,2.0,2.0,2.0,0.02,0.43571682948005863
8981,90.0,1.28,0.0,0.02,0.02,0.02,0.4873494788269589
8072,80.0,1.28,0.2,0.0,0.2,0.0,0.4768117320461695
3210,40.0,0.16,0.2,0.0,0.2,0.2,0.4894182378934305
857,10.0,1.28,0.02,0.02,0.2,0.02,0.44480331065712797
4750,50.0,0.64,0.2,0.0,2.0,0.2,0.4503246000750636
517,10.0,0.64,0.0,0.0,0.02,0.02,0.44651422155892456
1396,20.0,0.32,0.02,2.0,0.02,0.0,0.46358448049246864
7431,80.0,0.32,0.0,0.0,0.02,2.0,0.4610941368786151
2199,30.0,0.16,0.2,0.02,0.02,2.0,0.4681972903577416
2955,30.0,1.28,0.2,0.0,0.2,2.0,0.4408734918924837
8333,90.0,0.16,0.2,0.0,2.0,0.02,0.4854275321377561
6209,70.0,0.16,0.02,0.0,0.0,0.02,0.4682195183731046
6017,60.0,1.28,0.2,0.0,0.0,0.02,0.40713092270418394
8560,90.0,0.32,0.02,2.0,0.0,0.0,0.48057242456387317
8701,90.0,0.32,2.0,2.0,2.0,0.02,0.42870303904181833
5602,60.0,0.32,2.0,0.2,0.0,0.2,0.47400235517421146
4984,50.0,1.28,0.02,2.0,0.2,0.0,0.49021785564448855
927,10.0,1.28,0.2,0.02,2.0,2.0,0.4140209262949946
5238,60.0,0.16,0.02,2.0,0.02,0.2,0.48279558664546657
3296,40.0,0.16,2.0,0.2,0.0,0.0,0.48077354972591596
3679,40.0,0.64,0.02,0.02,2.0,2.0,0.44077647639940615
5692,60.0,0.64,0.0,2.0,2.0,0.0,0.47089999857968945
8792,90.0,0.64,0.02,0.02,0.2,0.0,0.4821892085476987
961,10.0,1.28,2.0,0.0,0.0,0.02,0.45273501960061313
2381,30.0,0.32,0.02,0.0,2.0,0.02,0.48680593013351386
141,10.0,0.16,0.2,0.0,2.0,0.02,0.44595854114918587
349,10.0,0.32,0.02,0.02,2.0,0.02,0.46633690419818147
5845,60.0,0.64,2.0,0.02,0.02,0.02,0.46023880980766496
1882,20.0,1.28,0.02,0.02,0.2,0.2,0.464256477953115
5777,60.0,0.64,0.2,0.02,0.0,0.02,0.45459419000648155
2694,30.0,0.64,0.2,0.0,0.02,0.2,0.47275173109378443
5963,60.0,1.28,0.02,0.0,0.2,2.0,0.44181255762419747
6427,70.0,0.32,0.0,0.02,0.2,2.0,0.4371988595741827
1924,20.0,1.28,0.2,0.0,0.02,0.0,0.45261079599997583
5025,50.0,1.28,0.2,0.2,0.0,0.02,0.4382101022236455
2674,30.0,0.64,0.02,2.0,0.0,0.2,0.4824635620026396
3110,40.0,0.16,0.0,0.2,0.02,0.2,0.49310067527460916
1494,20.0,0.32,2.0,0.02,0.02,0.2,0.4772264759722101
1536,20.0,0.64,0.0,0.0,0.0,0.0,0.44729136101028233
4923,50.0,1.28,0.0,2.0,0.2,2.0,0.43756646543406197
8457,90.0,0.32,0.0,0.0,0.2,0.02,0.4932447612133991
2033,20.0,1.28,2.0,2.0,0.0,0.02,0.4780954695660271
7861,80.0,0.64,0.2,2.0,0.02,0.02,0.4933750478413482
8008,80.0,1.28,0.02,0.0,0.2,0.0,0.47263478256368374
2393,30.0,0.32,0.02,0.02,0.2,0.02,0.492970089944052
7839,80.0,0.64,0.2,0.02,2.0,2.0,0.4194930397509198
2962,30.0,1.28,0.2,0.02,0.0,0.2,0.43622132510052763
4880,50.0,1.28,0.0,0.02,0.0,0.0,0.4131612237500656
8950,90.0,0.64,2.0,2.0,0.02,0.2,0.5000281655503072
6906,70.0,0.64,2.0,2.0,0.2,0.2,0.459277038293255
4271,50.0,0.16,0.2,0.2,2.0,2.0,0.3771718654782096
6818,70.0,0.64,0.2,0.2,0.0,0.2,0.4750830877657801
8059,80.0,1.28,0.02,2.0,0.2,2.0,0.4354567561627087
772,10.0,1.28,0.0,0.0,0.02,0.0,0.4441258990528859
6535,70.0,0.32,0.2,0.0,0.02,2.0,0.45827506741442176
1555,20.0,0.64,0.0,0.02,0.0,2.0,0.4255042158878405
1073,20.0,0.16,0.0,2.0,0.0,0.02,0.4768298029274879
4476,50.0,0.32,0.02,2.0,2.0,0.0,0.4701304143197055
5361,60.0,0.16,2.0,2.0,0.0,0.02,0.4890057969347958
6051,60.0,1.28,0.2,0.2,0.0,2.0,0.492895838952631
2159,30.0,0.16,0.02,0.2,2.0,2.0,0.37912410306225997
7938,80.0,1.28,0.0,0.0,0.0,0.2,0.44114090972419184
3826,40.0,0.64,2.0,2.0,0.0,0.2,0.4883394564474421
9046,90.0,1.28,0.02,0.02,0.02,0.2,0.4798370077056879
3199,40.0,0.16,0.02,2.0,2.0,2.0,0.3775827143983618
5274,60.0,0.16,0.2,0.02,0.2,0.2,0.46827668147562335
6066,60.0,1.28,0.2,2.0,0.0,0.2,0.49605483209945456
1146,20.0,0.16,0.02,2.0,0.2,0.2,0.47071059309092517
6173,70.0,0.16,0.0,0.02,2.0,0.02,0.48088751572479355
4443,50.0,0.32,0.02,0.02,0.2,2.0,0.43218681638116596
2724,30.0,0.64,0.2,0.2,0.02,0.0,0.4660231374981077
8726,90.0,0.64,0.0,0.02,0.02,0.2,0.48401681429980914
6086,60.0,1.28,2.0,0.0,0.02,0.2,0.4740089847451524
3755,40.0,0.64,0.2,0.2,0.2,2.0,0.4578748717526215
579,10.0,0.64,0.02,0.0,0.0,2.0,0.4621660033372448
5721,60.0,0.64,0.02,0.02,0.2,0.02,0.49354543105836673
8430,90.0,0.16,2.0,0.2,2.0,0.2,0.42562085956953877
3609,40.0,0.64,0.0,0.02,0.2,0.02,0.479925303611544
5348,60.0,0.16,2.0,0.2,0.02,0.0,0.4906892013920531
5149,60.0,0.16,0.0,0.02,2.0,0.02,0.47479960266771665
3818,40.0,0.64,2.0,0.2,0.2,0.2,0.455198376273449
285,10.0,0.32,0.0,0.02,2.0,0.02,0.4694544435891851
7541,80.0,0.32,0.02,2.0,0.02,0.02,0.4957615588226445
3759,40.0,0.64,0.2,0.2,2.0,2.0,0.44429803355992104
3364,40.0,0.32,0.0,0.2,0.02,0.0,0.45903657775235135
1941,20.0,1.28,0.2,0.02,0.02,0.02,0.4708457952885327
4151,50.0,0.16,0.0,2.0,0.02,2.0,0.46817493696153134
4278,50.0,0.16,0.2,2.0,0.02,0.2,0.49807218035750933
6449,70.0,0.32,0.0,2.0,0.0,0.02,0.49267163308568307
7634,80.0,0.32,2.0,0.02,0.0,0.2,0.4710727081714576
3678,40.0,0.64,0.02,0.02,2.0,0.2,0.48233053735916354
6166,70.0,0.16,0.0,0.02,0.02,0.2,0.47680565758714716
595,10.0,0.64,0.02,0.02,0.0,2.0,0.49970388512602365
6397,70.0,0.16,2.0,2.0,2.0,0.02,0.44283253948435775
6870,70.0,0.64,2.0,0.02,0.02,0.2,0.47966192221377907
2172,30.0,0.16,0.02,2.0,2.0,0.0,0.44217586937389847
2937,30.0,1.28,0.02,2.0,0.2,0.02,0.48360742848637694
1027,20.0,0.16,0.0,0.0,0.0,2.0,0.46619437329453434
8744,90.0,0.64,0.0,0.2,0.2,0.0,0.4809814561111209
5535,60.0,0.32,0.2,0.02,2.0,2.0,0.4007942958189367
2567,30.0,0.64,0.0,0.0,0.02,2.0,0.44210653439009995
4232,50.0,0.16,0.2,0.0,0.2,0.0,0.45252971951098725
2106,30.0,0.16,0.0,2.0,0.2,0.2,0.4765321377985599
2387,30.0,0.32,0.02,0.02,0.0,2.0,0.4796040905917075
4267,50.0,0.16,0.2,0.2,0.2,2.0,0.4335192987157115
3390,40.0,0.32,0.0,2.0,2.0,0.2,0.4594768503198714
4490,50.0,0.32,0.2,0.0,0.2,0.2,0.4892919474466975
6691,70.0,0.64,0.0,0.2,0.0,2.0,0.4540925326336673
3602,40.0,0.64,0.0,0.02,0.0,0.2,0.41469243884676954
