,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
3637,40.0,0.64,0.0,2.0,0.02,0.02,0.45727040133108204
5574,60.0,0.32,2.0,0.0,0.02,0.2,0.4282391989321691
4785,50.0,0.64,0.2,2.0,0.0,0.02,0.44799546321110234
2060,30.0,0.16,0.0,0.0,2.0,0.0,0.4427771894478756
249,10.0,0.16,2.0,2.0,0.2,0.02,0.41547750049411125
6184,70.0,0.16,0.0,0.2,0.2,0.0,0.44680127350476384
59,10.0,0.16,0.0,2.0,0.2,2.0,0.3866358210128876
3122,40.0,0.16,0.0,2.0,0.0,0.2,0.457457532679277
6894,70.0,0.64,2.0,0.2,2.0,0.2,0.37604368624361917
7198,80.0,0.16,0.0,0.02,2.0,0.2,0.38871960845639114
5383,60.0,0.32,0.0,0.0,0.02,2.0,0.4155370254837656
4188,50.0,0.16,0.02,0.02,2.0,0.0,0.43393754427854386
7984,80.0,1.28,0.0,2.0,0.0,0.0,0.44711326944822627
8713,90.0,0.64,0.0,0.0,0.2,0.02,0.44916975446806173
6114,60.0,1.28,2.0,0.2,0.0,0.2,0.4443338300848139
8375,90.0,0.16,0.2,2.0,0.02,2.0,0.4046370123236927
629,10.0,0.64,0.02,2.0,0.02,0.02,0.42938770700362383
4080,40.0,1.28,2.0,2.0,0.0,0.0,0.4291915115276136
5756,60.0,0.64,0.02,2.0,2.0,0.0,0.4324021251301544
6364,70.0,0.16,2.0,0.02,2.0,0.0,0.39149218787386053
3155,40.0,0.16,0.02,0.02,0.0,2.0,0.46583175642281344
8151,80.0,1.28,2.0,0.02,0.02,2.0,0.39839671814051864
7053,70.0,1.28,0.2,0.0,2.0,0.02,0.44259105018559247
7083,70.0,1.28,0.2,0.2,0.2,2.0,0.3920123018492139
5583,60.0,0.32,2.0,0.0,2.0,2.0,0.353139980533936
4798,50.0,0.64,0.2,2.0,2.0,0.2,0.41612803101424045
5429,60.0,0.32,0.0,2.0,0.02,0.02,0.45526311231230354
6327,70.0,0.16,0.2,2.0,0.02,2.0,0.3859634048348177
2070,30.0,0.16,0.0,0.02,0.02,0.2,0.4493296171553228
1957,20.0,1.28,0.2,0.2,0.02,0.02,0.4501531994666124
956,10.0,1.28,0.2,2.0,2.0,0.0,0.42188149942294845
157,10.0,0.16,0.2,0.02,2.0,0.02,0.39259330398760883
1073,20.0,0.16,0.0,2.0,0.0,0.02,0.4561743823248327
6541,70.0,0.32,0.2,0.0,2.0,0.02,0.44467678740834804
8285,90.0,0.16,0.02,0.02,2.0,0.02,0.44994723830859984
4800,50.0,0.64,2.0,0.0,0.0,0.0,0.399462500533684
3974,40.0,1.28,0.2,0.0,0.02,0.2,0.44959707096334894
2250,30.0,0.16,2.0,0.0,0.2,0.2,0.41711529045272083
5493,60.0,0.32,0.02,2.0,0.02,0.02,0.4553162709028246
6415,70.0,0.32,0.0,0.0,2.0,2.0,0.3603735050885636
6935,70.0,1.28,0.0,0.02,0.02,2.0,0.38849127645320275
6540,70.0,0.32,0.2,0.0,2.0,0.0,0.4414195247477418
