,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
7964,80.0,1.28,0.0,0.02,2.0,0.0,0.4708358743356359
9179,90.0,1.28,2.0,0.02,0.2,2.0,0.3776967313297638
5620,60.0,0.32,2.0,2.0,0.02,0.0,0.48454521824168534
411,10.0,0.32,0.2,0.02,0.2,2.0,0.41138485623242094
7533,80.0,0.32,0.02,0.2,2.0,0.02,0.48441937039464944
1670,20.0,0.64,0.2,0.0,0.02,0.2,0.4683988032835235
2054,30.0,0.16,0.0,0.0,0.02,0.2,0.4829579711722979
8186,80.0,1.28,2.0,2.0,0.2,0.2,0.4467932804419915
3956,40.0,1.28,0.02,2.0,0.02,0.0,0.46838914733355275
4495,50.0,0.32,0.2,0.0,2.0,2.0,0.3532522451232165
3617,40.0,0.64,0.0,0.2,0.0,0.02,0.4717471237952444
4674,50.0,0.64,0.02,0.0,0.0,0.2,0.43305008623356
2581,30.0,0.64,0.0,0.02,0.02,0.02,0.45310377855325085
2675,30.0,0.64,0.02,2.0,0.0,2.0,0.4519319721928826
8747,90.0,0.64,0.0,0.2,0.2,2.0,0.37625256277949415
4054,40.0,1.28,2.0,0.02,0.02,0.2,0.4651601761710567
2446,30.0,0.32,0.2,0.0,2.0,0.2,0.4261076045586603
5692,60.0,0.64,0.0,2.0,2.0,0.0,0.45939534359267115
4225,50.0,0.16,0.2,0.0,0.0,0.02,0.4762898230189379
5333,60.0,0.16,2.0,0.02,0.02,0.02,0.47895279785284933
1851,20.0,1.28,0.0,2.0,0.2,2.0,0.39913121787942707
1620,20.0,0.64,0.02,0.02,0.02,0.0,0.465055730713005
1262,20.0,0.16,2.0,0.2,2.0,0.2,0.35146081421963526
8715,90.0,0.64,0.0,0.0,0.2,2.0,0.37898712067050344
3070,30.0,1.28,2.0,2.0,2.0,0.2,0.41587759304374916
3355,40.0,0.32,0.0,0.02,0.2,2.0,0.3806256311238282
8976,90.0,1.28,0.0,0.02,0.0,0.0,0.4552506537067954
8326,90.0,0.16,0.2,0.0,0.02,0.2,0.47979957783106547
4945,50.0,1.28,0.02,0.02,0.0,0.02,0.4657805615063483
4728,50.0,0.64,0.02,2.0,0.2,0.0,0.4678583425537072
6798,70.0,0.64,0.2,0.0,2.0,0.2,0.44276983665121755
1,10.0,0.16,0.0,0.0,0.0,0.02,0.4490037502956308
841,10.0,1.28,0.02,0.0,0.2,0.02,0.4743516385855603
6863,70.0,0.64,2.0,0.0,2.0,2.0,0.36659098854431593
6217,70.0,0.16,0.02,0.0,0.2,0.02,0.4799855612749919
3329,40.0,0.32,0.0,0.0,0.0,0.02,0.4752133555811641
8007,80.0,1.28,0.02,0.0,0.02,2.0,0.39686052688683926
6175,70.0,0.16,0.0,0.02,2.0,2.0,0.31048938489039335
3545,40.0,0.32,2.0,0.02,0.2,0.02,0.4645226874562703
3007,30.0,1.28,0.2,2.0,2.0,2.0,0.3910198348425005
3197,40.0,0.16,0.02,2.0,2.0,0.02,0.4551775311118235
3823,40.0,0.64,2.0,0.2,2.0,2.0,0.359015560715368
5979,60.0,1.28,0.02,0.02,0.2,2.0,0.3844009737116948
3516,40.0,0.32,0.2,2.0,2.0,0.0,0.4689179312836017
5832,60.0,0.64,2.0,0.0,0.2,0.0,0.472016200024019
2807,30.0,0.64,2.0,2.0,0.02,2.0,0.42201419885446545
1193,20.0,0.16,0.2,0.2,0.2,0.02,0.4729500040738732
5886,60.0,0.64,2.0,2.0,2.0,0.2,0.37579209286915866
224,10.0,0.16,2.0,0.2,0.0,0.0,0.43258065058282097
3766,40.0,0.64,0.2,2.0,0.02,0.2,0.4829288236408844
8699,90.0,0.32,2.0,2.0,0.2,2.0,0.3464940115079831
1741,20.0,0.64,2.0,0.0,2.0,0.02,0.41390027073568797
8909,90.0,0.64,2.0,0.0,2.0,0.02,0.4508855630215415
4799,50.0,0.64,0.2,2.0,2.0,2.0,0.3819922957691682
5189,60.0,0.16,0.02,0.0,0.02,0.02,0.4748910447963251
5352,60.0,0.16,2.0,0.2,0.2,0.0,0.460854370184601
3443,40.0,0.32,0.02,2.0,0.0,2.0,0.4680524242007487
8658,90.0,0.32,2.0,0.02,0.0,0.2,0.4891533654018878
8506,90.0,0.32,0.0,2.0,0.2,0.2,0.4498328394530726
2372,30.0,0.32,0.02,0.0,0.02,0.0,0.479801958751597
5949,60.0,1.28,0.0,2.0,2.0,0.02,0.4964216034780012
1630,20.0,0.64,0.02,0.02,2.0,0.2,0.44172002141541616
401,10.0,0.32,0.2,0.02,0.0,0.02,0.47518360503612733
7583,80.0,0.32,0.2,0.02,2.0,2.0,0.3489385493495471
2235,30.0,0.16,0.2,2.0,0.2,2.0,0.38166991122250415
4240,50.0,0.16,0.2,0.02,0.0,0.0,0.4829275071126304
2766,30.0,0.64,2.0,0.0,2.0,0.2,0.3970595784633201
935,10.0,1.28,0.2,0.2,0.02,2.0,0.42150594001340225
8648,90.0,0.32,2.0,0.0,0.2,0.0,0.45280055288559556
7086,70.0,1.28,0.2,0.2,2.0,0.2,0.4205557941525128
7512,80.0,0.32,0.02,0.02,0.2,0.0,0.466265695757438
3508,40.0,0.32,0.2,2.0,0.02,0.0,0.47401165034082976
90,10.0,0.16,0.02,0.02,0.2,0.2,0.4509642593809309
5567,60.0,0.32,0.2,2.0,2.0,2.0,0.3379949658849664
2780,30.0,0.64,2.0,0.02,2.0,0.0,0.4143904557870721
4938,50.0,1.28,0.02,0.0,0.2,0.2,0.4452646087667957
1477,20.0,0.32,2.0,0.0,0.02,0.02,0.48076337600213626
3805,40.0,0.64,2.0,0.02,2.0,0.02,0.430580793012877
6479,70.0,0.32,0.02,0.0,2.0,2.0,0.3506374113817853
8088,80.0,1.28,0.2,0.02,0.2,0.0,0.46358677391859987
2116,30.0,0.16,0.02,0.0,0.02,0.0,0.4792710503528563
2325,30.0,0.32,0.0,0.02,0.02,0.02,0.47629150229746986
7616,80.0,0.32,2.0,0.0,0.0,0.0,0.4863660101883174
3993,40.0,1.28,0.2,0.02,0.2,0.02,0.4699460308616965
1739,20.0,0.64,2.0,0.0,0.2,2.0,0.38417179300195164
7252,80.0,0.16,0.02,0.02,0.02,0.0,0.4605373337391846
2746,30.0,0.64,0.2,2.0,0.2,0.2,0.47462394826002896
3680,40.0,0.64,0.02,0.2,0.0,0.0,0.47914070905422584
4531,50.0,0.32,0.2,2.0,0.0,2.0,0.455979819991122
7552,80.0,0.32,0.2,0.0,0.0,0.0,0.45756862653683084
5186,60.0,0.16,0.02,0.0,0.0,0.2,0.4794172411263651
8298,90.0,0.16,0.02,0.2,0.2,0.2,0.4232952696778193
2206,30.0,0.16,0.2,0.02,2.0,0.2,0.40787450967696265
5258,60.0,0.16,0.2,0.0,0.2,0.2,0.4461333744879606
4105,50.0,0.16,0.0,0.0,0.2,0.02,0.4673171649729802
3686,40.0,0.64,0.02,0.2,0.02,0.2,0.47522710010116664
5364,60.0,0.16,2.0,2.0,0.02,0.0,0.476623394815523
8804,90.0,0.64,0.02,0.2,0.02,0.0,0.4798034655206125
887,10.0,1.28,0.02,2.0,0.02,2.0,0.3927483691120681
5945,60.0,1.28,0.0,2.0,0.2,0.02,0.47127185893991713
346,10.0,0.32,0.02,0.02,0.2,0.2,0.42765392559194804
297,10.0,0.32,0.0,0.2,0.2,0.02,0.45770765562645166
7255,80.0,0.16,0.02,0.02,0.02,2.0,0.43354203973373473
755,10.0,0.64,2.0,2.0,0.0,2.0,0.4170738097923755
6816,70.0,0.64,0.2,0.2,0.0,0.0,0.4651938716331072
4637,50.0,0.64,0.0,0.02,2.0,0.02,0.48791298862151344
2831,30.0,1.28,0.0,0.0,2.0,2.0,0.36463947296760685
1257,20.0,0.16,2.0,0.2,0.2,0.02,0.45301105942147185
1287,20.0,0.32,0.0,0.0,0.02,2.0,0.44658462544698746
2740,30.0,0.64,0.2,2.0,0.02,0.0,0.46534531599364215
9140,90.0,1.28,0.2,2.0,0.02,0.0,0.4669577184129788
3269,40.0,0.16,2.0,0.0,0.02,0.02,0.4759382119477758
2060,30.0,0.16,0.0,0.0,2.0,0.0,0.4471561653565946
1880,20.0,1.28,0.02,0.02,0.2,0.0,0.4591826282638485
6535,70.0,0.32,0.2,0.0,0.02,2.0,0.4143505151237986
3767,40.0,0.64,0.2,2.0,0.02,2.0,0.3969490494536493
7587,80.0,0.32,0.2,0.2,0.0,2.0,0.478625932327795
4454,50.0,0.32,0.02,0.2,0.02,0.2,0.4750365535635671
4439,50.0,0.32,0.02,0.02,0.02,2.0,0.43067970294609603
8408,90.0,0.16,2.0,0.02,0.2,0.0,0.4585372031612299
3420,40.0,0.32,0.02,0.02,2.0,0.0,0.4633253179777182
3746,40.0,0.64,0.2,0.2,0.0,0.2,0.4754325002386871
6279,70.0,0.16,0.2,0.0,0.02,2.0,0.4323890519166506
2730,30.0,0.64,0.2,0.2,0.2,0.2,0.46764164056223123
5951,60.0,1.28,0.0,2.0,2.0,2.0,0.3568309190792256
4666,50.0,0.64,0.0,2.0,0.2,0.2,0.45921735142759174
1317,20.0,0.32,0.0,0.2,0.02,0.02,0.4650627122977804
3906,40.0,1.28,0.02,0.0,0.0,0.2,0.45730663376129205
6273,70.0,0.16,0.2,0.0,0.0,0.02,0.46921086544839086
6773,70.0,0.64,0.02,2.0,0.02,0.02,0.4737885198129399
1397,20.0,0.32,0.02,2.0,0.02,0.02,0.48311585542334606
6450,70.0,0.32,0.0,2.0,0.0,0.2,0.4796193892036609
6836,70.0,0.64,0.2,2.0,0.02,0.0,0.46817331656936
3882,40.0,1.28,0.0,0.2,0.2,0.2,0.44569331734894746
7299,80.0,0.16,0.2,0.0,0.0,2.0,0.48800531816374565
1936,20.0,1.28,0.2,0.02,0.0,0.0,0.44800827527421744
3511,40.0,0.32,0.2,2.0,0.02,2.0,0.4216693235139878
4955,50.0,1.28,0.02,0.02,0.2,2.0,0.37836913147151335
3012,30.0,1.28,2.0,0.0,0.02,0.0,0.47482541459586375
8303,90.0,0.16,0.02,0.2,2.0,2.0,0.3099850046860283
5079,50.0,1.28,2.0,0.02,0.02,2.0,0.4143039343865319
7653,80.0,0.32,2.0,0.2,0.02,0.02,0.4656262545849934
6785,70.0,0.64,0.2,0.0,0.0,0.02,0.4695145306704291
1761,20.0,0.64,2.0,0.2,0.0,0.02,0.4838973670996457
1445,20.0,0.32,0.2,0.2,0.02,0.02,0.4819908849049208
5504,60.0,0.32,0.2,0.0,0.0,0.0,0.46296218506609454
8989,90.0,1.28,0.0,0.02,2.0,0.02,0.4907071600682586
5407,60.0,0.32,0.0,0.02,2.0,2.0,0.3477242501253547
4143,50.0,0.16,0.0,0.2,2.0,2.0,0.310395153490152
8084,80.0,1.28,0.2,0.02,0.02,0.0,0.46056056280063623
6211,70.0,0.16,0.02,0.0,0.0,2.0,0.49538446408189685
3156,40.0,0.16,0.02,0.02,0.02,0.0,0.47881338371950105
4340,50.0,0.16,2.0,2.0,0.02,0.0,0.4706237379165721
3467,40.0,0.32,0.2,0.0,0.2,2.0,0.3600021285839129
5007,50.0,1.28,0.2,0.0,2.0,2.0,0.35599031611309173
8973,90.0,1.28,0.0,0.0,2.0,0.02,0.47257616595208246
5871,60.0,0.64,2.0,0.2,2.0,2.0,0.36216737490229944
6325,70.0,0.16,0.2,2.0,0.02,0.02,0.47029707063442105
9146,90.0,1.28,0.2,2.0,0.2,0.2,0.449291743687753
6381,70.0,0.16,2.0,0.2,2.0,0.02,0.39880024370286205
2403,30.0,0.32,0.02,0.2,0.0,2.0,0.4818522243148725
2828,30.0,1.28,0.0,0.0,2.0,0.0,0.45470410747593193
7706,80.0,0.64,0.0,0.02,0.2,0.2,0.4586027025153654
5656,60.0,0.64,0.0,0.02,0.2,0.0,0.47057033413191207
2447,30.0,0.32,0.2,0.0,2.0,2.0,0.3664673183754491
6944,70.0,1.28,0.0,0.2,0.0,0.0,0.47701478939272085
7780,80.0,0.64,0.02,0.2,0.02,0.0,0.48857295755959873
8609,90.0,0.32,0.2,0.2,0.0,0.02,0.4827398312683563
7826,80.0,0.64,0.2,0.02,0.0,0.2,0.48578099437729816
469,10.0,0.32,2.0,0.02,0.02,0.02,0.46331039966010296
9099,90.0,1.28,0.2,0.0,0.2,2.0,0.37651449455928865
6152,70.0,0.16,0.0,0.0,0.2,0.0,0.4699046717593062
220,10.0,0.16,2.0,0.02,2.0,0.0,0.4215994823965447
1764,20.0,0.64,2.0,0.2,0.02,0.0,0.4718946313362723
4662,50.0,0.64,0.0,2.0,0.02,0.2,0.4608919602130496
2315,30.0,0.32,0.0,0.0,0.2,2.0,0.38272752652369635
1082,20.0,0.16,0.0,2.0,0.2,0.2,0.46210173805049076
7203,80.0,0.16,0.0,0.2,0.0,2.0,0.4956188004169635
4928,50.0,1.28,0.02,0.0,0.0,0.0,0.46216370008934166
3999,40.0,1.28,0.2,0.02,2.0,2.0,0.36347510920491466
758,10.0,0.64,2.0,2.0,0.02,0.2,0.45327601642571463
4487,50.0,0.32,0.2,0.0,0.02,2.0,0.42637903250494325
452,10.0,0.32,2.0,0.0,0.02,0.0,0.4706179296868459
2678,30.0,0.64,0.02,2.0,0.02,0.2,0.4794353324593022
1522,20.0,0.32,2.0,2.0,0.0,0.2,0.4782599795010509
7029,70.0,1.28,0.02,2.0,0.02,0.02,0.483171997142917
4519,50.0,0.32,0.2,0.2,0.02,2.0,0.40216239826869915
811,10.0,1.28,0.0,0.2,0.2,2.0,0.37027555802284784
2344,30.0,0.32,0.0,0.2,0.2,0.0,0.4676612170744614
4310,50.0,0.16,2.0,0.02,0.02,0.2,0.4770145650553372
7687,80.0,0.64,0.0,0.0,0.02,2.0,0.4133278212195952
628,10.0,0.64,0.02,2.0,0.02,0.0,0.45880591525315173
7628,80.0,0.32,2.0,0.0,2.0,0.0,0.4325665326187388
813,10.0,1.28,0.0,0.2,2.0,0.02,0.4478559602526817
8729,90.0,0.64,0.0,0.02,0.2,0.02,0.47544136025783085
4635,50.0,0.64,0.0,0.02,0.2,2.0,0.4047825335644735
2569,30.0,0.64,0.0,0.0,0.2,0.02,0.4618719415196245
3847,40.0,1.28,0.0,0.0,0.02,2.0,0.3974667821602252
1587,20.0,0.64,0.0,2.0,0.0,2.0,0.4484391305229724
7932,80.0,0.64,2.0,2.0,2.0,0.0,0.449043761736378
8417,90.0,0.16,2.0,0.2,0.0,0.02,0.4688119186205519
6928,70.0,1.28,0.0,0.02,0.0,0.0,0.45282450123011675
6860,70.0,0.64,2.0,0.0,2.0,0.0,0.45506582105459115
7786,80.0,0.64,0.02,0.2,0.2,0.2,0.4724658818349906
7693,80.0,0.64,0.0,0.0,2.0,0.02,0.4734144436134595
4949,50.0,1.28,0.02,0.02,0.02,0.02,0.48497487195193534
4996,50.0,1.28,0.2,0.0,0.02,0.0,0.46811406904414665
1201,20.0,0.16,0.2,2.0,0.0,0.02,0.4867665110579302
969,10.0,1.28,2.0,0.0,0.2,0.02,0.45008653872698046
1815,20.0,1.28,0.0,0.02,0.02,2.0,0.4253350482491053
7617,80.0,0.32,2.0,0.0,0.0,0.02,0.485321967102248
3531,40.0,0.32,2.0,0.0,0.2,2.0,0.3823420906606036
2598,30.0,0.64,0.0,0.2,0.02,0.2,0.4609991905746805
4036,40.0,1.28,2.0,0.0,0.02,0.0,0.4692559909466462
3104,40.0,0.16,0.0,0.2,0.0,0.0,0.47412958982122033
2854,30.0,1.28,0.0,0.2,0.02,0.2,0.48642484669729874
5870,60.0,0.64,2.0,0.2,2.0,0.2,0.39767207562801576
4223,50.0,0.16,0.02,2.0,2.0,2.0,0.3258731844527228
4658,50.0,0.64,0.0,2.0,0.0,0.2,0.47872260553755724
7744,80.0,0.64,0.02,0.0,0.0,0.0,0.4743923510773084
6930,70.0,1.28,0.0,0.02,0.0,0.2,0.4781084937908128
1015,10.0,1.28,2.0,2.0,0.02,2.0,0.3727589053585029
3107,40.0,0.16,0.0,0.2,0.0,2.0,0.48785510569512275
5706,60.0,0.64,0.02,0.0,0.2,0.2,0.4745190945003776
6990,70.0,1.28,0.02,0.0,2.0,0.2,0.43034379022872177
8940,90.0,0.64,2.0,0.2,2.0,0.0,0.4627264627697997
6471,70.0,0.32,0.02,0.0,0.02,2.0,0.44524661862294096
5251,60.0,0.16,0.2,0.0,0.0,2.0,0.49707200131944135
70,10.0,0.16,0.02,0.0,0.02,0.2,0.4505144447611831
23,10.0,0.16,0.0,0.02,0.02,2.0,0.4389613679637595
5913,60.0,1.28,0.0,0.02,0.2,0.02,0.48061376440455783
7675,80.0,0.32,2.0,2.0,0.2,2.0,0.3583381116460057
2579,30.0,0.64,0.0,0.02,0.0,2.0,0.47344064823821375
3031,30.0,1.28,2.0,0.02,0.02,2.0,0.40578316709100104
1095,20.0,0.16,0.02,0.0,0.02,2.0,0.47033819133387983
2754,30.0,0.64,2.0,0.0,0.0,0.2,0.47998843432781124
1530,20.0,0.32,2.0,2.0,0.2,0.2,0.42685061588711926
1592,20.0,0.64,0.0,2.0,0.2,0.0,0.47283489597681533
1302,20.0,0.32,0.0,0.02,0.02,0.2,0.48667438379323436
2096,30.0,0.16,0.0,2.0,0.0,0.0,0.4828968517116591
8179,80.0,1.28,2.0,2.0,0.0,2.0,0.3812093339891458
6716,70.0,0.64,0.0,2.0,2.0,0.0,0.4591633073253359
2411,30.0,0.32,0.02,0.2,0.2,2.0,0.3688926483011692
