,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
4421,50.0,0.32,0.02,0.0,0.02,0.02,0.47275279680915205
2182,30.0,0.16,0.2,0.0,0.02,0.2,0.46535919868036674
7078,70.0,1.28,0.2,0.2,0.02,0.2,0.458121980336475
9197,90.0,1.28,2.0,0.2,2.0,0.02,0.3854865291995542
6756,70.0,0.64,0.02,0.2,0.02,0.0,0.46403524328390916
4320,50.0,0.16,2.0,0.2,0.0,0.0,0.4701512718451859
964,10.0,1.28,2.0,0.0,0.02,0.0,0.3962804259684953
8006,80.0,1.28,0.02,0.0,0.02,0.2,0.4373070930051651
959,10.0,1.28,0.2,2.0,2.0,2.0,0.36050794888582643
8372,90.0,0.16,0.2,2.0,0.02,0.0,0.46595029147250333
5436,60.0,0.32,0.0,2.0,2.0,0.0,0.4671783942331668
9050,90.0,1.28,0.02,0.02,0.2,0.2,0.4278786618267979
5088,50.0,1.28,2.0,0.2,0.0,0.0,0.45825669817598763
5800,60.0,0.64,0.2,0.2,0.2,0.0,0.47044402851859585
5657,60.0,0.64,0.0,0.02,0.2,0.02,0.46136613947055816
3552,40.0,0.32,2.0,0.2,0.0,0.0,0.45136426562028387
4051,40.0,1.28,2.0,0.02,0.0,2.0,0.40062875537150205
6575,70.0,0.32,0.2,0.2,2.0,2.0,0.3342857136781999
6356,70.0,0.16,2.0,0.02,0.02,0.0,0.455082950233392
6400,70.0,0.32,0.0,0.0,0.0,0.0,0.4435254104403606
2883,30.0,1.28,0.02,0.0,0.0,2.0,0.4267458400815025
1126,20.0,0.16,0.02,0.2,0.02,0.2,0.45277199558261827
8484,90.0,0.32,0.0,0.2,0.02,0.0,0.4735976619157051
2158,30.0,0.16,0.02,0.2,2.0,0.2,0.36743238328504907
4942,50.0,1.28,0.02,0.0,2.0,0.2,0.3690789134918639
4859,50.0,0.64,2.0,2.0,0.2,2.0,0.3395320643789457
2376,30.0,0.32,0.02,0.0,0.2,0.0,0.4769610679795633
2384,30.0,0.32,0.02,0.02,0.0,0.0,0.4782767267980423
6742,70.0,0.64,0.02,0.02,0.02,0.2,0.45056656908347836
1822,20.0,1.28,0.0,0.02,2.0,0.2,0.36949709536972286
4154,50.0,0.16,0.0,2.0,0.2,0.2,0.38633968822130693
8068,80.0,1.28,0.2,0.0,0.02,0.0,0.4776129138259537
1343,20.0,0.32,0.0,2.0,2.0,2.0,0.3408605554447179
1910,20.0,1.28,0.02,2.0,0.02,0.2,0.43036630424960215
6779,70.0,0.64,0.02,2.0,0.2,2.0,0.3499216728783276
4301,50.0,0.16,2.0,0.0,2.0,0.02,0.3959899462036902
231,10.0,0.16,2.0,0.2,0.02,2.0,0.393959702802525
7304,80.0,0.16,0.2,0.0,0.2,0.0,0.46162987556060103
4012,40.0,1.28,0.2,0.2,2.0,0.0,0.46798089557515016
2528,30.0,0.32,2.0,0.2,0.0,0.0,0.4673914186817791
7947,80.0,1.28,0.0,0.0,0.2,2.0,0.3638203611344931
1506,20.0,0.32,2.0,0.2,0.0,0.2,0.4827908915835536
6937,70.0,1.28,0.0,0.02,0.2,0.02,0.467484171193671
3390,40.0,0.32,0.0,2.0,2.0,0.2,0.36732903878553863
4193,50.0,0.16,0.02,0.2,0.0,0.02,0.4644590245210605
9109,90.0,1.28,0.2,0.02,0.02,0.02,0.47554257936103655
4446,50.0,0.32,0.02,0.02,2.0,0.2,0.38009625762962257
6510,70.0,0.32,0.02,0.2,2.0,0.2,0.3769102331072396
3141,40.0,0.16,0.02,0.0,0.02,0.02,0.4666044860846025
8216,90.0,0.16,0.0,0.02,0.2,0.0,0.4738749742079717
4343,50.0,0.16,2.0,2.0,0.02,2.0,0.3996167702772972
3274,40.0,0.16,2.0,0.0,0.2,0.2,0.3797902790070261
6850,70.0,0.64,2.0,0.0,0.0,0.2,0.4373037310165908
1989,20.0,1.28,2.0,0.0,0.02,0.02,0.42852049827751965
5693,60.0,0.64,0.0,2.0,2.0,0.02,0.4602698535253084
6604,70.0,0.32,2.0,0.0,2.0,0.0,0.41742522918083175
8203,90.0,0.16,0.0,0.0,0.2,2.0,0.34461169213666565
7488,80.0,0.32,0.02,0.0,0.0,0.0,0.46500488513486166
5558,60.0,0.32,0.2,2.0,0.02,0.2,0.4560162291054236
2977,30.0,1.28,0.2,0.2,0.0,0.02,0.4644013723953189
4162,50.0,0.16,0.02,0.0,0.0,0.2,0.4719467383382048
8952,90.0,0.64,2.0,2.0,0.2,0.0,0.43661254649353903
6365,70.0,0.16,2.0,0.02,2.0,0.02,0.3838133668238497
8837,90.0,0.64,0.2,0.0,0.02,0.02,0.4586774641562074
1014,10.0,1.28,2.0,2.0,0.02,0.2,0.40079312266330547
3020,30.0,1.28,2.0,0.0,2.0,0.0,0.39015769124349853
1365,20.0,0.32,0.02,0.02,0.02,0.02,0.4623973115844271
6422,70.0,0.32,0.0,0.02,0.02,0.2,0.44678632890938946
6072,60.0,1.28,0.2,2.0,0.2,0.0,0.45301317368533817
1792,20.0,1.28,0.0,0.0,0.0,0.0,0.4245641165789614
41,10.0,0.16,0.0,0.2,0.2,0.02,0.39543411868715
8613,90.0,0.32,0.2,0.2,0.02,0.02,0.46086548557397194
8170,80.0,1.28,2.0,0.2,0.2,0.2,0.4018433638325171
4052,40.0,1.28,2.0,0.02,0.02,0.0,0.4520079169002911
4765,50.0,0.64,0.2,0.02,2.0,0.02,0.4606544467545498
7595,80.0,0.32,0.2,0.2,0.2,2.0,0.35394204564721016
9198,90.0,1.28,2.0,0.2,2.0,0.2,0.36649180169111645
6085,60.0,1.28,2.0,0.0,0.02,0.02,0.4463646145723913
4922,50.0,1.28,0.0,2.0,0.2,0.2,0.4150641594508805
3929,40.0,1.28,0.02,0.02,0.2,0.02,0.4507494311334128
8911,90.0,0.64,2.0,0.0,2.0,2.0,0.33323127871090485
8877,90.0,0.64,0.2,0.2,2.0,0.02,0.4647009593556807
5708,60.0,0.64,0.02,0.0,2.0,0.0,0.4669145813100665
3711,40.0,0.64,0.02,2.0,2.0,2.0,0.33898278321666075
8466,90.0,0.32,0.0,0.02,0.0,0.2,0.4724793350453491
7690,80.0,0.64,0.0,0.0,0.2,0.2,0.4335465043798142
428,10.0,0.32,0.2,0.2,2.0,0.0,0.4338649889420478
9190,90.0,1.28,2.0,0.2,0.02,0.2,0.4570325930801427
6899,70.0,0.64,2.0,2.0,0.0,2.0,0.37186211050938556
5392,60.0,0.32,0.0,0.02,0.0,0.0,0.466568326360608
3767,40.0,0.64,0.2,2.0,0.02,2.0,0.34163706034881447
5770,60.0,0.64,0.2,0.0,0.2,0.2,0.43318585421709904
8622,90.0,0.32,0.2,0.2,2.0,0.2,0.37068726736035096
3027,30.0,1.28,2.0,0.02,0.0,2.0,0.38507687437451005
5482,60.0,0.32,0.02,0.2,0.2,0.2,0.4248459646389734
4710,50.0,0.64,0.02,0.2,0.02,0.2,0.4249679980296679
5510,60.0,0.32,0.2,0.0,0.02,0.2,0.44757398854752567
5149,60.0,0.16,0.0,0.02,2.0,0.02,0.41859678648900345
1676,20.0,0.64,0.2,0.0,2.0,0.0,0.45080156295648216
6815,70.0,0.64,0.2,0.02,2.0,2.0,0.35532064765837157
144,10.0,0.16,0.2,0.02,0.0,0.0,0.42465834215663323
1422,20.0,0.32,0.2,0.0,2.0,0.2,0.3778274083007036
5485,60.0,0.32,0.02,0.2,2.0,0.02,0.45077846086457934
6660,70.0,0.64,0.0,0.0,0.02,0.0,0.46542001197296023
1321,20.0,0.32,0.0,0.2,0.2,0.02,0.46266513837884554
2787,30.0,0.64,2.0,0.2,0.0,2.0,0.4436562993958282
1616,20.0,0.64,0.02,0.02,0.0,0.0,0.47129751430355676
8530,90.0,0.32,0.02,0.02,0.0,0.2,0.4714860085201095
5717,60.0,0.64,0.02,0.02,0.02,0.02,0.4703013915802221
8297,90.0,0.16,0.02,0.2,0.2,0.02,0.4613121095257719
6334,70.0,0.16,0.2,2.0,2.0,0.2,0.35553332354790945
6059,60.0,1.28,0.2,0.2,0.2,2.0,0.3617547479145317
2481,30.0,0.32,0.2,2.0,0.0,0.02,0.48013579112298205
8055,80.0,1.28,0.02,2.0,0.02,2.0,0.36963538799294404
2441,30.0,0.32,0.2,0.0,0.2,0.02,0.4459368971735754
130,10.0,0.16,0.2,0.0,0.0,0.2,0.44548731817563986
2871,30.0,1.28,0.0,2.0,0.02,2.0,0.38444778763487425
8903,90.0,0.64,2.0,0.0,0.02,2.0,0.3795359747122772
4383,50.0,0.32,0.0,0.02,2.0,2.0,0.3222666859388521
8926,90.0,0.64,2.0,0.02,2.0,0.2,0.3417031115028115
4543,50.0,0.32,0.2,2.0,2.0,2.0,0.3182140779531282
7836,80.0,0.64,0.2,0.02,2.0,0.0,0.47124141745634307
8648,90.0,0.32,2.0,0.0,0.2,0.0,0.44575337538372767
3602,40.0,0.64,0.0,0.02,0.0,0.2,0.46162585712937115
8668,90.0,0.32,2.0,0.02,2.0,0.0,0.4116707026917148
3042,30.0,1.28,2.0,0.2,0.0,0.2,0.4384791416040135
8166,80.0,1.28,2.0,0.2,0.02,0.2,0.4401965181083296
5950,60.0,1.28,0.0,2.0,2.0,0.2,0.3985047960234731
3821,40.0,0.64,2.0,0.2,2.0,0.02,0.39714414716183066
5518,60.0,0.32,0.2,0.0,2.0,0.2,0.394078113040344
5709,60.0,0.64,0.02,0.0,2.0,0.02,0.4529705298497141
3826,40.0,0.64,2.0,2.0,0.0,0.2,0.414407575486713
2070,30.0,0.16,0.0,0.02,0.02,0.2,0.4673090898793903
2248,30.0,0.16,2.0,0.0,0.2,0.0,0.4291296066703908
1068,20.0,0.16,0.0,0.2,2.0,0.0,0.4386154886642475
2234,30.0,0.16,0.2,2.0,0.2,0.2,0.42018529079989075
6441,70.0,0.32,0.0,0.2,0.2,0.02,0.47662533434742704
385,10.0,0.32,0.2,0.0,0.0,0.02,0.43135309644918945
840,10.0,1.28,0.02,0.0,0.2,0.0,0.4229537198581213
812,10.0,1.28,0.0,0.2,2.0,0.0,0.40737019255441054
7262,80.0,0.16,0.02,0.02,2.0,0.2,0.3699612517528743
7546,80.0,0.32,0.02,2.0,0.2,0.2,0.4208277193833197
7977,80.0,1.28,0.0,0.2,0.2,0.02,0.47839052319473657
8107,80.0,1.28,0.2,0.2,0.2,2.0,0.36410206188308997
3964,40.0,1.28,0.02,2.0,2.0,0.0,0.4461337741935516
4698,50.0,0.64,0.02,0.02,0.2,0.2,0.44003227347829565
8408,90.0,0.16,2.0,0.02,0.2,0.0,0.4251500872133023
4030,40.0,1.28,0.2,2.0,2.0,0.2,0.4121443597040554
1650,20.0,0.64,0.02,2.0,0.0,0.2,0.46517647082596264
1622,20.0,0.64,0.02,0.02,0.02,0.2,0.4524865813303478
5154,60.0,0.16,0.0,0.2,0.0,0.2,0.48379720925700925
2152,30.0,0.16,0.02,0.2,0.2,0.0,0.4462634296986579
1584,20.0,0.64,0.0,2.0,0.0,0.0,0.4756886128520458
8855,90.0,0.64,0.2,0.02,0.02,2.0,0.40088555156035466
7897,80.0,0.64,2.0,0.02,0.2,0.02,0.4285273315578411
5599,60.0,0.32,2.0,0.02,2.0,2.0,0.3173134974155692
8988,90.0,1.28,0.0,0.02,2.0,0.0,0.4767294722929515
9172,90.0,1.28,2.0,0.02,0.02,0.0,0.45850444993686845
2339,30.0,0.32,0.0,0.2,0.0,2.0,0.4506465730342289
3730,40.0,0.64,0.2,0.02,0.0,0.2,0.451914796990387
3053,30.0,1.28,2.0,0.2,2.0,0.02,0.38229096419096553
848,10.0,1.28,0.02,0.02,0.0,0.0,0.4081178291846414
6186,70.0,0.16,0.0,0.2,0.2,0.2,0.4246498613140091
128,10.0,0.16,0.2,0.0,0.0,0.0,0.4292737691046638
4133,50.0,0.16,0.0,0.2,0.02,0.02,0.4525077133474768
2074,30.0,0.16,0.0,0.02,0.2,0.2,0.4257272373944039
7798,80.0,0.64,0.02,2.0,0.02,0.2,0.46473119473812446
2,10.0,0.16,0.0,0.0,0.0,0.2,0.43060675523603703
8437,90.0,0.16,2.0,2.0,0.02,0.02,0.45405084807135676
7923,80.0,0.64,2.0,2.0,0.0,2.0,0.40149258571886826
8173,80.0,1.28,2.0,0.2,2.0,0.02,0.3951494580559984
3213,40.0,0.16,0.2,0.0,2.0,0.02,0.4338340994795886
3247,40.0,0.16,0.2,0.2,2.0,2.0,0.30058619681361914
3449,40.0,0.32,0.02,2.0,0.2,0.02,0.4684464192181595
5684,60.0,0.64,0.0,2.0,0.02,0.0,0.4752048194992972
1040,20.0,0.16,0.0,0.02,0.0,0.0,0.4736971418756258
226,10.0,0.16,2.0,0.2,0.0,0.2,0.41176382854910704
1784,20.0,0.64,2.0,2.0,0.2,0.0,0.43168768414765685
681,10.0,0.64,0.2,0.2,0.2,0.02,0.4393058744952555
8520,90.0,0.32,0.02,0.0,0.2,0.0,0.4603804039406604
7721,80.0,0.64,0.0,0.2,0.2,0.02,0.4764260851459057
5464,60.0,0.32,0.02,0.02,0.2,0.0,0.46839447983369137
3857,40.0,1.28,0.0,0.02,0.0,0.02,0.4449751348506561
4531,50.0,0.32,0.2,2.0,0.0,2.0,0.41416281852634157
3698,40.0,0.64,0.02,2.0,0.0,0.2,0.4668121862945907
518,10.0,0.64,0.0,0.0,0.02,0.2,0.4386967642375317
2641,30.0,0.64,0.02,0.02,0.0,0.02,0.4616928193312889
4209,50.0,0.16,0.02,2.0,0.0,0.02,0.47974182230275564
5608,60.0,0.32,2.0,0.2,0.2,0.0,0.4465076170387948
7053,70.0,1.28,0.2,0.0,2.0,0.02,0.45889785030304264
5328,60.0,0.16,2.0,0.02,0.0,0.0,0.4604665265775698
5379,60.0,0.32,0.0,0.0,0.0,2.0,0.4471664811769912
8801,90.0,0.64,0.02,0.2,0.0,0.02,0.4858779664026205
8512,90.0,0.32,0.02,0.0,0.0,0.0,0.4676694860334731
8240,90.0,0.16,0.0,2.0,0.0,0.0,0.46609764436375173
7920,80.0,0.64,2.0,2.0,0.0,0.0,0.47660879388497485
2264,30.0,0.16,2.0,0.02,0.2,0.0,0.43462531626066464
6062,60.0,1.28,0.2,0.2,2.0,0.2,0.3999432683712287
3009,30.0,1.28,2.0,0.0,0.0,0.02,0.374687205337036
2770,30.0,0.64,2.0,0.02,0.0,0.2,0.4480738734438582
3292,40.0,0.16,2.0,0.02,2.0,0.0,0.40190318193965735
3683,40.0,0.64,0.02,0.2,0.0,2.0,0.4426253702386128
8863,90.0,0.64,0.2,0.02,2.0,2.0,0.356444522720803
9159,90.0,1.28,2.0,0.0,0.02,2.0,0.3836312079704579
8304,90.0,0.16,0.02,2.0,0.0,0.0,0.47173804618276094
1851,20.0,1.28,0.0,2.0,0.2,2.0,0.3662968416232019
5735,60.0,0.64,0.02,0.2,0.02,2.0,0.38722298808405
937,10.0,1.28,0.2,0.2,0.2,0.02,0.42042927735227886
5763,60.0,0.64,0.2,0.0,0.0,2.0,0.3897857873831466
4196,50.0,0.16,0.02,0.2,0.02,0.0,0.4796154372236437
3090,40.0,0.16,0.0,0.02,0.0,0.2,0.48015215389829397
5350,60.0,0.16,2.0,0.2,0.02,0.2,0.4194177566281099
625,10.0,0.64,0.02,2.0,0.0,0.02,0.4324591693632331
3412,40.0,0.32,0.02,0.02,0.02,0.0,0.476513000042498
2774,30.0,0.64,2.0,0.02,0.02,0.2,0.44446799391956715
8163,80.0,1.28,2.0,0.2,0.0,2.0,0.398275309920862
6842,70.0,0.64,0.2,2.0,0.2,0.2,0.4195570073594363
7928,80.0,0.64,2.0,2.0,0.2,0.0,0.46092233245437125
2828,30.0,1.28,0.0,0.0,2.0,0.0,0.461978767472342
341,10.0,0.32,0.02,0.02,0.02,0.02,0.4397070420353238
7408,80.0,0.16,2.0,2.0,0.0,0.0,0.46536214405482446
7169,80.0,0.16,0.0,0.0,0.0,0.02,0.4740838089047798
5654,60.0,0.64,0.0,0.02,0.02,0.2,0.4543834055928516
4775,50.0,0.64,0.2,0.2,0.02,2.0,0.3832045120155508
4571,50.0,0.32,2.0,0.02,0.2,2.0,0.3545107194857934
7367,80.0,0.16,2.0,0.0,0.02,2.0,0.3795842566907082
5053,50.0,1.28,0.2,2.0,2.0,0.02,0.46078829514471603
1715,20.0,0.64,0.2,2.0,0.0,2.0,0.368888336895825
4433,50.0,0.32,0.02,0.02,0.0,0.02,0.45342245037510726
7477,80.0,0.32,0.0,2.0,0.02,0.02,0.4708575209838456
852,10.0,1.28,0.02,0.02,0.02,0.0,0.4277667131842556
2137,30.0,0.16,0.02,0.02,0.2,0.02,0.451119066491143
5247,60.0,0.16,0.02,2.0,2.0,2.0,0.29334228961879644
5589,60.0,0.32,2.0,0.02,0.02,0.02,0.45640110194515826
2839,30.0,1.28,0.0,0.02,0.02,2.0,0.3878865682188344
6563,70.0,0.32,0.2,0.2,0.0,2.0,0.4643010912887347
210,10.0,0.16,2.0,0.02,0.0,0.2,0.4362523737790235
6185,70.0,0.16,0.0,0.2,0.2,0.02,0.46513413873740517
1631,20.0,0.64,0.02,0.02,2.0,2.0,0.35874185334069214
1912,20.0,1.28,0.02,2.0,0.2,0.0,0.44150688241671426
3159,40.0,0.16,0.02,0.02,0.02,2.0,0.38499620800623724
6020,60.0,1.28,0.2,0.0,0.02,0.0,0.46975748043412163
7888,80.0,0.64,2.0,0.02,0.0,0.0,0.45379081503077173
1324,20.0,0.32,0.0,0.2,2.0,0.0,0.4389207207996833
3061,30.0,1.28,2.0,2.0,0.02,0.02,0.4461274311256719
8544,90.0,0.32,0.02,0.2,0.0,0.0,0.48119442867280565
4390,50.0,0.32,0.0,0.2,0.02,0.2,0.4504313193571555
5061,50.0,1.28,2.0,0.0,0.02,0.02,0.457815047788536
2316,30.0,0.32,0.0,0.0,2.0,0.0,0.4517907830022994
2238,30.0,0.16,0.2,2.0,2.0,0.2,0.363690561813416
6366,70.0,0.16,2.0,0.02,2.0,0.2,0.3186751086134247
1889,20.0,1.28,0.02,0.2,0.0,0.02,0.4480684894738092
4921,50.0,1.28,0.0,2.0,0.2,0.02,0.4625063282635414
6337,70.0,0.16,2.0,0.0,0.0,0.02,0.4756322988726564
3083,40.0,0.16,0.0,0.0,0.2,2.0,0.317821283047665
7168,80.0,0.16,0.0,0.0,0.0,0.0,0.4579397106913804
8171,80.0,1.28,2.0,0.2,0.2,2.0,0.3517495526138113
1112,20.0,0.16,0.02,0.02,0.2,0.0,0.4351934274864929
53,10.0,0.16,0.0,2.0,0.02,0.02,0.42540286600730415
1620,20.0,0.64,0.02,0.02,0.02,0.0,0.45335413628235155
1001,10.0,1.28,2.0,0.2,0.2,0.02,0.4023894242408249
8574,90.0,0.32,0.02,2.0,2.0,0.2,0.3985077035284579
6917,70.0,1.28,0.0,0.0,0.02,0.02,0.4612512180234802
6957,70.0,1.28,0.0,0.2,2.0,0.02,0.447276730399537
9074,90.0,1.28,0.02,2.0,0.0,0.2,0.44925065692591665
5975,60.0,1.28,0.02,0.02,0.02,2.0,0.3826355294712368
7444,80.0,0.32,0.0,0.02,0.02,0.0,0.4588252634589328
8434,90.0,0.16,2.0,2.0,0.0,0.2,0.4553569565712852
3915,40.0,1.28,0.02,0.0,0.2,2.0,0.3706091027715314
2930,30.0,1.28,0.02,2.0,0.0,0.2,0.42348994712042326
5605,60.0,0.32,2.0,0.2,0.02,0.02,0.4441518484737113
8979,90.0,1.28,0.0,0.02,0.0,2.0,0.3779565454545371
4000,40.0,1.28,0.2,0.2,0.0,0.0,0.4521641055246171
6625,70.0,0.32,2.0,0.2,0.0,0.02,0.4571166335569012
392,10.0,0.32,0.2,0.0,0.2,0.0,0.44950278383920644
6767,70.0,0.64,0.02,0.2,2.0,2.0,0.3343474593693856
5642,60.0,0.64,0.0,0.0,0.2,0.2,0.44494880625357586
8846,90.0,0.64,0.2,0.0,2.0,0.2,0.3869584147380193
7410,80.0,0.16,2.0,2.0,0.0,0.2,0.458483154172855
5490,60.0,0.32,0.02,2.0,0.0,0.2,0.4667330663766966
9099,90.0,1.28,0.2,0.0,0.2,2.0,0.36819360795166317
1140,20.0,0.16,0.02,2.0,0.02,0.0,0.4456762450094945
7778,80.0,0.64,0.02,0.2,0.0,0.2,0.46578805794606193
3956,40.0,1.28,0.02,2.0,0.02,0.0,0.48891590616665836
8650,90.0,0.32,2.0,0.0,0.2,0.2,0.36532718307172646
7375,80.0,0.16,2.0,0.0,2.0,2.0,0.28772610548828254
7092,70.0,1.28,0.2,2.0,0.02,0.0,0.46882705730737173
6091,60.0,1.28,2.0,0.0,0.2,2.0,0.3624629893282166
2080,30.0,0.16,0.0,0.2,0.0,0.0,0.4717776795284443
4184,50.0,0.16,0.02,0.02,0.2,0.0,0.472257839441806
2886,30.0,1.28,0.02,0.0,0.02,0.2,0.46582556698658684
3605,40.0,0.64,0.0,0.02,0.02,0.02,0.4704952456521946
2291,30.0,0.16,2.0,2.0,0.0,2.0,0.4381024215482218
4412,50.0,0.32,0.0,2.0,2.0,0.0,0.471379724615636
7189,80.0,0.16,0.0,0.02,0.02,0.02,0.46905257037739906
5165,60.0,0.16,0.0,0.2,2.0,0.02,0.4463484536217501
5130,60.0,0.16,0.0,0.0,0.2,0.2,0.4056876943897386
8981,90.0,1.28,0.0,0.02,0.02,0.02,0.4667541081055992
3393,40.0,0.32,0.02,0.0,0.0,0.02,0.47699822908218903
5680,60.0,0.64,0.0,2.0,0.0,0.0,0.48887050404440807
7072,70.0,1.28,0.2,0.2,0.0,0.0,0.4739388553375549
1161,20.0,0.16,0.2,0.0,0.2,0.02,0.4397433295134702
5322,60.0,0.16,2.0,0.0,0.2,0.2,0.3818241085671521
616,10.0,0.64,0.02,0.2,0.2,0.0,0.435888392506714
4062,40.0,1.28,2.0,0.02,2.0,0.2,0.38373062300444893
8905,90.0,0.64,2.0,0.0,0.2,0.02,0.4416301729203371
7725,80.0,0.64,0.0,0.2,2.0,0.02,0.4715591314200779
5296,60.0,0.16,0.2,2.0,0.0,0.0,0.47296516315485576
818,10.0,1.28,0.0,2.0,0.0,0.2,0.4066130554427579
4898,50.0,1.28,0.0,0.2,0.0,0.2,0.45679179852741864
2367,30.0,0.32,0.0,2.0,2.0,2.0,0.3211608845188163
6624,70.0,0.32,2.0,0.2,0.0,0.0,0.4777994847446857
