,num_factors,theta,lambda_d,lambda_t,lambda_st,lambda_sd,AUPR
5560,60.0,0.32,0.2,2.0,0.2,0.0,0.4468800820477129
1934,20.0,1.28,0.2,0.0,2.0,0.2,0.3669807924112225
2147,30.0,0.16,0.02,0.2,0.0,2.0,0.44575556350120676
5773,60.0,0.64,0.2,0.0,2.0,0.02,0.43864307267030955
8930,90.0,0.64,2.0,0.2,0.0,0.2,0.4390381657683846
4952,50.0,1.28,0.02,0.02,0.2,0.0,0.4326544758066049
8532,90.0,0.32,0.02,0.02,0.02,0.0,0.43731450557943863
693,10.0,0.64,0.2,2.0,0.02,0.02,0.42366750532473296
1728,20.0,0.64,2.0,0.0,0.0,0.0,0.449157237173267
4864,50.0,1.28,0.0,0.0,0.0,0.0,0.45380166708915187
854,10.0,1.28,0.02,0.02,0.02,0.2,0.3901280448728418
3552,40.0,0.32,2.0,0.2,0.0,0.0,0.44685083475665593
463,10.0,0.32,2.0,0.0,2.0,2.0,0.3346293170834629
1512,20.0,0.32,2.0,0.2,0.2,0.0,0.42311417250206484
3119,40.0,0.16,0.0,0.2,2.0,2.0,0.300446628414734
4282,50.0,0.16,0.2,2.0,0.2,0.2,0.4082450532108228
7810,80.0,0.64,0.2,0.0,0.0,0.2,0.4237774345532929
2685,30.0,0.64,0.02,2.0,2.0,0.02,0.43295163021276506
754,10.0,0.64,2.0,2.0,0.0,0.2,0.4341745176036159
7979,80.0,1.28,0.0,0.2,0.2,2.0,0.3777378144733058
5496,60.0,0.32,0.02,2.0,0.2,0.0,0.45411886212054
4509,50.0,0.32,0.2,0.02,2.0,0.02,0.4344237270460175
2887,30.0,1.28,0.02,0.0,0.02,2.0,0.39664428760070525
8474,90.0,0.32,0.0,0.02,0.2,0.2,0.4160686845278453
4184,50.0,0.16,0.02,0.02,0.2,0.0,0.44654517647482594
7965,80.0,1.28,0.0,0.02,2.0,0.02,0.44031934923160854
2467,30.0,0.32,0.2,0.2,0.0,2.0,0.45640806673708867
5708,60.0,0.64,0.02,0.0,2.0,0.0,0.445177369513375
5666,60.0,0.64,0.0,0.2,0.0,0.2,0.45152878141123026
4563,50.0,0.32,2.0,0.02,0.0,2.0,0.44715587979703464
6927,70.0,1.28,0.0,0.0,2.0,2.0,0.34419362104311657
169,10.0,0.16,0.2,0.2,0.2,0.02,0.37456055502052743
5038,50.0,1.28,0.2,0.2,2.0,0.2,0.3928475479202516
1804,20.0,1.28,0.0,0.0,2.0,0.0,0.4108095845533862
3990,40.0,1.28,0.2,0.02,0.02,0.2,0.44795143728453607
5436,60.0,0.32,0.0,2.0,2.0,0.0,0.43867499031301993
3566,40.0,0.32,2.0,0.2,2.0,0.2,0.358521391127569
6063,60.0,1.28,0.2,0.2,2.0,2.0,0.3518190127022219
4460,50.0,0.32,0.02,0.2,2.0,0.0,0.4538846199215435
591,10.0,0.64,0.02,0.0,2.0,2.0,0.35888423454612856
7178,80.0,0.16,0.0,0.0,0.2,0.2,0.40903768664734
6230,70.0,0.16,0.02,0.02,0.02,0.2,0.43089957539352075
127,10.0,0.16,0.02,2.0,2.0,2.0,0.31951135141394693
7453,80.0,0.32,0.0,0.02,2.0,0.02,0.4388323915156671
8347,90.0,0.16,0.2,0.02,0.2,2.0,0.33697009395922095
4401,50.0,0.32,0.0,2.0,0.0,0.02,0.4542144079716337
293,10.0,0.32,0.0,0.2,0.02,0.02,0.4085306403721002
7294,80.0,0.16,0.02,2.0,2.0,0.2,0.3433255597301371
1301,20.0,0.32,0.0,0.02,0.02,0.02,0.44393827096882454
9106,90.0,1.28,0.2,0.02,0.0,0.2,0.4512291151952195
4964,50.0,1.28,0.02,0.2,0.02,0.0,0.4443206574700358
736,10.0,0.64,2.0,0.2,0.0,0.0,0.4228501948399383
1336,20.0,0.32,0.0,2.0,0.2,0.0,0.4316772308814798
8946,90.0,0.64,2.0,2.0,0.0,0.2,0.45154755590970724
3414,40.0,0.32,0.02,0.02,0.02,0.2,0.4584837580264879
7089,70.0,1.28,0.2,2.0,0.0,0.02,0.4451016745851155
1734,20.0,0.64,2.0,0.0,0.02,0.2,0.4265909230075881
820,10.0,1.28,0.0,2.0,0.02,0.0,0.40515155164136585
6771,70.0,0.64,0.02,2.0,0.0,2.0,0.3885172802801268
3817,40.0,0.64,2.0,0.2,0.2,0.02,0.4281045602152115
633,10.0,0.64,0.02,2.0,0.2,0.02,0.4155849975673038
7341,80.0,0.16,0.2,0.2,2.0,0.02,0.4324458047519042
8090,80.0,1.28,0.2,0.02,0.2,0.2,0.42944066258361346
8015,80.0,1.28,0.02,0.0,2.0,2.0,0.33883569767980126
2359,30.0,0.32,0.0,2.0,0.02,2.0,0.38171658597551666
6866,70.0,0.64,2.0,0.02,0.0,0.2,0.4315143874369236
2931,30.0,1.28,0.02,2.0,0.0,2.0,0.3828762253772886
440,10.0,0.32,0.2,2.0,0.2,0.0,0.4193403591483629
5779,60.0,0.64,0.2,0.02,0.0,2.0,0.4300496190427903
1028,20.0,0.16,0.0,0.0,0.02,0.0,0.4261759961080883
3266,40.0,0.16,2.0,0.0,0.0,0.2,0.4571673986881013
3216,40.0,0.16,0.2,0.02,0.0,0.0,0.4600639039686674
7360,80.0,0.16,2.0,0.0,0.0,0.0,0.46510803589671834
5376,60.0,0.32,0.0,0.0,0.0,0.0,0.4384587425199348
7098,70.0,1.28,0.2,2.0,0.2,0.2,0.41469020057841527
7026,70.0,1.28,0.02,2.0,0.0,0.2,0.42706439750111486
8971,90.0,1.28,0.0,0.0,0.2,2.0,0.36138718677817694
7394,80.0,0.16,2.0,0.2,0.0,0.2,0.4471863780572765
5332,60.0,0.16,2.0,0.02,0.02,0.0,0.4344162716761166
5120,60.0,0.16,0.0,0.0,0.0,0.0,0.4605998239606612
6850,70.0,0.64,2.0,0.0,0.0,0.2,0.438044914000198
4437,50.0,0.32,0.02,0.02,0.02,0.02,0.44894668949625677
8957,90.0,0.64,2.0,2.0,2.0,0.02,0.3867630894458412
7240,80.0,0.16,0.02,0.0,0.2,0.0,0.45455602178956006
5595,60.0,0.32,2.0,0.02,0.2,2.0,0.3220846175396222
5538,60.0,0.32,0.2,0.2,0.0,0.2,0.444712398194868
5990,60.0,1.28,0.02,0.2,0.02,0.2,0.43339422707103653
5401,60.0,0.32,0.0,0.02,0.2,0.02,0.44682035047806357
1491,20.0,0.32,2.0,0.02,0.0,2.0,0.45221773498578055
2477,30.0,0.32,0.2,0.2,2.0,0.02,0.4358183705102885
5345,60.0,0.16,2.0,0.2,0.0,0.02,0.4673066589128106
4961,50.0,1.28,0.02,0.2,0.0,0.02,0.4758034621663311
2708,30.0,0.64,0.2,0.02,0.02,0.0,0.4318236291906993
2363,30.0,0.32,0.0,2.0,0.2,2.0,0.34692050335693
6346,70.0,0.16,2.0,0.0,0.2,0.2,0.37991586581708287
2193,30.0,0.16,0.2,0.02,0.0,0.02,0.4427630121654798
5939,60.0,1.28,0.0,2.0,0.0,2.0,0.3573560862710326
172,10.0,0.16,0.2,0.2,2.0,0.0,0.38187449152869735
7960,80.0,1.28,0.0,0.02,0.2,0.0,0.4347179054032531
5863,60.0,0.64,2.0,0.2,0.02,2.0,0.38740147038199413
8095,80.0,1.28,0.2,0.02,2.0,2.0,0.326083999905234
7094,70.0,1.28,0.2,2.0,0.02,0.2,0.4159079934745668
4662,50.0,0.64,0.0,2.0,0.02,0.2,0.4230301869631924
987,10.0,1.28,2.0,0.02,0.2,2.0,0.36693071446876785
7536,80.0,0.32,0.02,2.0,0.0,0.0,0.44854940487505884
7183,80.0,0.16,0.0,0.0,2.0,2.0,0.2985763289501706
339,10.0,0.32,0.02,0.02,0.0,2.0,0.442319091628544
4328,50.0,0.16,2.0,0.2,0.2,0.0,0.4218119719218921
7531,80.0,0.32,0.02,0.2,0.2,2.0,0.3581958367378369
1274,20.0,0.16,2.0,2.0,0.2,0.2,0.3895481505596847
365,10.0,0.32,0.02,0.2,2.0,0.02,0.40412572073213904
892,10.0,1.28,0.02,2.0,2.0,0.0,0.39102959296083917
7717,80.0,0.64,0.0,0.2,0.02,0.02,0.4484294099063463
7009,70.0,1.28,0.02,0.2,0.0,0.02,0.45294518435791653
3753,40.0,0.64,0.2,0.2,0.2,0.02,0.4410405788987226
1225,20.0,0.16,2.0,0.0,0.2,0.02,0.4115431646306966
6582,70.0,0.32,0.2,2.0,0.02,0.2,0.44220519404884956
8988,90.0,1.28,0.0,0.02,2.0,0.0,0.428813531149815
1293,20.0,0.32,0.0,0.0,2.0,0.02,0.42202209359097986
4706,50.0,0.64,0.02,0.2,0.0,0.2,0.45610140225838297
8688,90.0,0.32,2.0,2.0,0.0,0.0,0.4496647813066717
5652,60.0,0.64,0.0,0.02,0.02,0.0,0.42930021515007555
6324,70.0,0.16,0.2,2.0,0.02,0.0,0.45129833561164345
7637,80.0,0.32,2.0,0.02,0.02,0.02,0.4518643739232045
6729,70.0,0.64,0.02,0.0,0.2,0.02,0.4512950913100178
2087,30.0,0.16,0.0,0.2,0.02,2.0,0.41100707177841117
7553,80.0,0.32,0.2,0.0,0.0,0.02,0.45430066726699014
7929,80.0,0.64,2.0,2.0,0.2,0.02,0.41906530161608646
5850,60.0,0.64,2.0,0.02,0.2,0.2,0.3793662619745257
6473,70.0,0.32,0.02,0.0,0.2,0.02,0.4513573944620647
6708,70.0,0.64,0.0,2.0,0.02,0.0,0.4437574535218154
8798,90.0,0.64,0.02,0.02,2.0,0.2,0.3936872843790017
8205,90.0,0.16,0.0,0.0,2.0,0.02,0.4262640844914497
3590,40.0,0.64,0.0,0.0,0.02,0.2,0.44590298372464604
773,10.0,1.28,0.0,0.0,0.02,0.02,0.4213615493059054
3636,40.0,0.64,0.0,2.0,0.02,0.0,0.4369801201263859
1677,20.0,0.64,0.2,0.0,2.0,0.02,0.42660614757424176
8154,80.0,1.28,2.0,0.02,0.2,0.2,0.4029932783325228
2360,30.0,0.32,0.0,2.0,0.2,0.0,0.43843729540854887
6320,70.0,0.16,0.2,2.0,0.0,0.0,0.44506215609170025
7067,70.0,1.28,0.2,0.02,0.2,2.0,0.3615071687704525
823,10.0,1.28,0.0,2.0,0.02,2.0,0.3524560481519983
7216,80.0,0.16,0.0,2.0,0.0,0.0,0.4502667707718114
3522,40.0,0.32,2.0,0.0,0.0,0.2,0.46942533805484576
4380,50.0,0.32,0.0,0.02,2.0,0.0,0.4423210920504389
7210,80.0,0.16,0.0,0.2,0.2,0.2,0.3992645154167392
1258,20.0,0.16,2.0,0.2,0.2,0.2,0.40637848879366417
3994,40.0,1.28,0.2,0.02,0.2,0.2,0.41251811649001774
4341,50.0,0.16,2.0,2.0,0.02,0.02,0.43260656941793824
6987,70.0,1.28,0.02,0.0,0.2,2.0,0.37158510690892155
3508,40.0,0.32,0.2,2.0,0.02,0.0,0.4444636735213095
2172,30.0,0.16,0.02,2.0,2.0,0.0,0.4247902663639297
9137,90.0,1.28,0.2,2.0,0.0,0.02,0.4655125433117288
1650,20.0,0.64,0.02,2.0,0.0,0.2,0.44217148697008324
4116,50.0,0.16,0.0,0.02,0.02,0.0,0.4532012877235818
3333,40.0,0.32,0.0,0.0,0.02,0.02,0.45058474589593683
7356,80.0,0.16,0.2,2.0,2.0,0.0,0.44114773470696483
792,10.0,1.28,0.0,0.02,0.2,0.0,0.4195387100778279
8604,90.0,0.32,0.2,0.02,2.0,0.0,0.45564931310682977
1707,20.0,0.64,0.2,0.2,0.2,2.0,0.3800431090540838
6130,60.0,1.28,2.0,2.0,0.0,0.2,0.41797741335894995
5543,60.0,0.32,0.2,0.2,0.02,2.0,0.3826880729866491
6183,70.0,0.16,0.0,0.2,0.02,2.0,0.3723827788395162
6264,70.0,0.16,0.02,2.0,0.2,0.0,0.45602994749156317
1610,20.0,0.64,0.02,0.0,0.2,0.2,0.42324096553506085
6678,70.0,0.64,0.0,0.02,0.02,0.2,0.43374225241129766
8758,90.0,0.64,0.0,2.0,0.02,0.2,0.43772890816339227
2992,30.0,1.28,0.2,2.0,0.0,0.0,0.44147371746526165
7001,70.0,1.28,0.02,0.02,0.2,0.02,0.4417464825628775
2495,30.0,0.32,0.2,2.0,2.0,2.0,0.3443468158707169
7078,70.0,1.28,0.2,0.2,0.02,0.2,0.4580540957554742
3385,40.0,0.32,0.0,2.0,0.2,0.02,0.44808076858034407
7654,80.0,0.32,2.0,0.2,0.02,0.2,0.4471827601051082
5600,60.0,0.32,2.0,0.2,0.0,0.0,0.4789846802289574
2672,30.0,0.64,0.02,2.0,0.0,0.0,0.43257232631842535
7307,80.0,0.16,0.2,0.0,0.2,2.0,0.3345025781196557
1833,20.0,1.28,0.0,0.2,0.2,0.02,0.4450212818335694
8096,80.0,1.28,0.2,0.2,0.0,0.0,0.43573675938847795
312,10.0,0.32,0.0,2.0,0.2,0.0,0.401949150987148
3550,40.0,0.32,2.0,0.02,2.0,0.2,0.3488393829257442
5534,60.0,0.32,0.2,0.02,2.0,0.2,0.3843302520607781
5383,60.0,0.32,0.0,0.0,0.02,2.0,0.378102877588346
4796,50.0,0.64,0.2,2.0,2.0,0.0,0.4493002863735965
5615,60.0,0.32,2.0,0.2,2.0,2.0,0.31361135434857595
7277,80.0,0.16,0.02,0.2,2.0,0.02,0.43263722788476533
2948,30.0,1.28,0.2,0.0,0.02,0.0,0.43922795344274557
880,10.0,1.28,0.02,2.0,0.0,0.0,0.4100026137534815
2611,30.0,0.64,0.0,2.0,0.0,2.0,0.3927208259194802
3672,40.0,0.64,0.02,0.02,0.2,0.0,0.4325869587154313
6690,70.0,0.64,0.0,0.2,0.0,0.2,0.4704878380654636
4114,50.0,0.16,0.0,0.02,0.0,0.2,0.47526749529327705
1711,20.0,0.64,0.2,0.2,2.0,2.0,0.35706515158371416
4001,40.0,1.28,0.2,0.2,0.0,0.02,0.46710725753209137
8040,80.0,1.28,0.02,0.2,0.2,0.0,0.444860890917438
2068,30.0,0.16,0.0,0.02,0.02,0.0,0.44310197183704914
8276,90.0,0.16,0.02,0.02,0.02,0.0,0.4405925588666745
2139,30.0,0.16,0.02,0.02,0.2,2.0,0.347749314040401
5987,60.0,1.28,0.02,0.2,0.0,2.0,0.4425696341910609
7904,80.0,0.64,2.0,0.2,0.0,0.0,0.45301949044594525
6724,70.0,0.64,0.02,0.0,0.02,0.0,0.4535843030548318
1302,20.0,0.32,0.0,0.02,0.02,0.2,0.44782648301232864
6018,60.0,1.28,0.2,0.0,0.0,0.2,0.42898865768043803
2565,30.0,0.64,0.0,0.0,0.02,0.02,0.446533376652715
7378,80.0,0.16,2.0,0.02,0.0,0.2,0.4729692830841661
4499,50.0,0.32,0.2,0.02,0.0,2.0,0.44276250532886735
7171,80.0,0.16,0.0,0.0,0.0,2.0,0.4460808918811241
8677,90.0,0.32,2.0,0.2,0.02,0.02,0.4455623338563911
1351,20.0,0.32,0.02,0.0,0.02,2.0,0.42054719347249053
5149,60.0,0.16,0.0,0.02,2.0,0.02,0.423919314926622
218,10.0,0.16,2.0,0.02,0.2,0.2,0.37896446908095094
5099,50.0,1.28,2.0,0.2,0.2,2.0,0.3825358201024259
8354,90.0,0.16,0.2,0.2,0.0,0.2,0.4660985249707276
3588,40.0,0.64,0.0,0.0,0.02,0.0,0.45486431074296274
3271,40.0,0.16,2.0,0.0,0.02,2.0,0.4041719485641235
4194,50.0,0.16,0.02,0.2,0.0,0.2,0.46137462535341583
6557,70.0,0.32,0.2,0.02,2.0,0.02,0.4421053926907433
5128,60.0,0.16,0.0,0.0,0.2,0.0,0.4412420792402416
5959,60.0,1.28,0.02,0.0,0.02,2.0,0.3819864937361082
8940,90.0,0.64,2.0,0.2,2.0,0.0,0.4157108342036012
1968,20.0,1.28,0.2,2.0,0.0,0.0,0.41305748975703066
8671,90.0,0.32,2.0,0.02,2.0,2.0,0.30964722241179904
7254,80.0,0.16,0.02,0.02,0.02,0.2,0.46161851825000283
1628,20.0,0.64,0.02,0.02,2.0,0.0,0.43029254238648673
2620,30.0,0.64,0.0,2.0,2.0,0.0,0.4339184565884647
9035,90.0,1.28,0.02,0.0,0.2,2.0,0.3593561674137253
2798,30.0,0.64,2.0,0.2,2.0,0.2,0.36114424603883366
6023,60.0,1.28,0.2,0.0,0.02,2.0,0.3800498441842788
7784,80.0,0.64,0.02,0.2,0.2,0.0,0.4380651143874718
7457,80.0,0.32,0.0,0.2,0.0,0.02,0.46939766883790374
8925,90.0,0.64,2.0,0.02,2.0,0.02,0.4044892126019679
6108,60.0,1.28,2.0,0.02,2.0,0.0,0.3850738546010598
1067,20.0,0.16,0.0,0.2,0.2,2.0,0.3395591103966965
8674,90.0,0.32,2.0,0.2,0.0,0.2,0.47340776130108936
6343,70.0,0.16,2.0,0.0,0.02,2.0,0.38192673207932126
4711,50.0,0.64,0.02,0.2,0.02,2.0,0.3835107983444434
5904,60.0,1.28,0.0,0.02,0.0,0.0,0.4587687142284839
5381,60.0,0.32,0.0,0.0,0.02,0.02,0.44876183832285566
5667,60.0,0.64,0.0,0.2,0.0,2.0,0.43671295284150946
7125,70.0,1.28,2.0,0.02,0.02,0.02,0.4430698346882807
1966,20.0,1.28,0.2,0.2,2.0,0.2,0.3703043266209682
4800,50.0,0.64,2.0,0.0,0.0,0.0,0.4355449884611156
6939,70.0,1.28,0.0,0.02,0.2,2.0,0.3555894020500493
8521,90.0,0.32,0.02,0.0,0.2,0.02,0.44555857975369095
137,10.0,0.16,0.2,0.0,0.2,0.02,0.41343148327692153
4714,50.0,0.64,0.02,0.2,0.2,0.2,0.4225607107054328
8228,90.0,0.16,0.0,0.2,0.02,0.0,0.45026493441801424
2977,30.0,1.28,0.2,0.2,0.0,0.02,0.3975563563607086
484,10.0,0.32,2.0,0.2,0.02,0.0,0.42796084760794156
3813,40.0,0.64,2.0,0.2,0.02,0.02,0.44649742776304596
8294,90.0,0.16,0.02,0.2,0.02,0.2,0.4450690945757883
5956,60.0,1.28,0.02,0.0,0.02,0.0,0.44204581290214884
4967,50.0,1.28,0.02,0.2,0.02,2.0,0.3776520486110612
3495,40.0,0.32,0.2,0.2,0.02,2.0,0.38411806926933734
809,10.0,1.28,0.0,0.2,0.2,0.02,0.42265359819907705
1417,20.0,0.32,0.2,0.0,0.2,0.02,0.4505100926692661
1988,20.0,1.28,2.0,0.0,0.02,0.0,0.4564958755919955
8985,90.0,1.28,0.0,0.02,0.2,0.02,0.442111205873788
4562,50.0,0.32,2.0,0.02,0.0,0.2,0.45692717989286
8651,90.0,0.32,2.0,0.0,0.2,2.0,0.34158221558970997
6244,70.0,0.16,0.02,0.2,0.02,0.0,0.4496211340474684
8027,80.0,1.28,0.02,0.02,0.2,2.0,0.3628822105148562
3300,40.0,0.16,2.0,0.2,0.02,0.0,0.4224993680811194
2822,30.0,1.28,0.0,0.0,0.02,0.2,0.43394587941354235
4646,50.0,0.64,0.0,0.2,0.02,0.2,0.42490764990398616
7136,70.0,1.28,2.0,0.2,0.0,0.0,0.45523932964947833
712,10.0,0.64,2.0,0.0,0.2,0.0,0.4007066515240147
64,10.0,0.16,0.02,0.0,0.0,0.0,0.41480416797858627
26,10.0,0.16,0.0,0.02,0.2,0.2,0.404704352652543
3525,40.0,0.32,2.0,0.0,0.02,0.02,0.44715420582676874
2864,30.0,1.28,0.0,2.0,0.0,0.0,0.4427938135916775
1958,20.0,1.28,0.2,0.2,0.02,0.2,0.4074818808723869
8753,90.0,0.64,0.0,2.0,0.0,0.02,0.4410877146407922
3269,40.0,0.16,2.0,0.0,0.02,0.02,0.4455415805798294
5512,60.0,0.32,0.2,0.0,0.2,0.0,0.4369386229442779
5382,60.0,0.32,0.0,0.0,0.02,0.2,0.45360279992006414
2702,30.0,0.64,0.2,0.0,2.0,0.2,0.3952217781186414
7617,80.0,0.32,2.0,0.0,0.0,0.02,0.4653839413894755
4663,50.0,0.64,0.0,2.0,0.02,2.0,0.3784176317208809
8048,80.0,1.28,0.02,2.0,0.0,0.0,0.44082005428825916
5755,60.0,0.64,0.02,2.0,0.2,2.0,0.3614035458234562
3564,40.0,0.32,2.0,0.2,2.0,0.0,0.3976047257448593
7296,80.0,0.16,0.2,0.0,0.0,0.0,0.45262488895973496
772,10.0,1.28,0.0,0.0,0.02,0.0,0.41460098987580285
5358,60.0,0.16,2.0,0.2,2.0,0.2,0.32474475698650085
515,10.0,0.64,0.0,0.0,0.0,2.0,0.379749482518426
5832,60.0,0.64,2.0,0.0,0.2,0.0,0.4171706466034463
1937,20.0,1.28,0.2,0.02,0.0,0.02,0.46901279182588596
6245,70.0,0.16,0.02,0.2,0.02,0.02,0.4487273541100084
7539,80.0,0.32,0.02,2.0,0.0,2.0,0.41628658143380504
2587,30.0,0.64,0.0,0.02,0.2,2.0,0.36747640837339773
5225,60.0,0.16,0.02,0.2,0.2,0.02,0.440238491559944
1771,20.0,0.64,2.0,0.2,0.2,2.0,0.3691461313734758
2895,30.0,1.28,0.02,0.0,2.0,2.0,0.3473168685562487
4873,50.0,1.28,0.0,0.0,0.2,0.02,0.4450837589864295
9052,90.0,1.28,0.02,0.02,2.0,0.0,0.4435110533250928
2235,30.0,0.16,0.2,2.0,0.2,2.0,0.35133257145931773
1270,20.0,0.16,2.0,2.0,0.02,0.2,0.4348407527587701
5837,60.0,0.64,2.0,0.0,2.0,0.02,0.40363957266569056
329,10.0,0.32,0.02,0.0,0.2,0.02,0.3971384943101604
5025,50.0,1.28,0.2,0.2,0.0,0.02,0.4454103255369069
1043,20.0,0.16,0.0,0.02,0.0,2.0,0.43460503952600954
3242,40.0,0.16,0.2,0.2,0.2,0.2,0.4068576001214586
4118,50.0,0.16,0.0,0.02,0.02,0.2,0.44474484835706724
8807,90.0,0.64,0.02,0.2,0.02,2.0,0.3631736443129348
4095,40.0,1.28,2.0,2.0,2.0,2.0,0.3445907274759041
1930,20.0,1.28,0.2,0.0,0.2,0.2,0.3799481192919057
8434,90.0,0.16,2.0,2.0,0.0,0.2,0.4331701316185941
1872,20.0,1.28,0.02,0.02,0.0,0.0,0.4656258417793998
1387,20.0,0.32,0.02,0.2,0.2,2.0,0.3545037620755785
3643,40.0,0.64,0.0,2.0,0.2,2.0,0.36171599950660416
8593,90.0,0.32,0.2,0.02,0.0,0.02,0.4539232975883303
1341,20.0,0.32,0.0,2.0,2.0,0.02,0.4279035050261019
8442,90.0,0.16,2.0,2.0,0.2,0.2,0.35666732412951035
3134,40.0,0.16,0.0,2.0,2.0,0.2,0.36878223368476476
3371,40.0,0.32,0.0,0.2,0.2,2.0,0.34333018621430106
338,10.0,0.32,0.02,0.02,0.0,0.2,0.43899554012090714
6693,70.0,0.64,0.0,0.2,0.02,0.02,0.4445684901626192
5284,60.0,0.16,0.2,0.2,0.02,0.0,0.44007438018037404
3388,40.0,0.32,0.0,2.0,2.0,0.0,0.45449494653626127
2387,30.0,0.32,0.02,0.02,0.0,2.0,0.45413591702306505
5591,60.0,0.32,2.0,0.02,0.02,2.0,0.3743868520761885
4310,50.0,0.16,2.0,0.02,0.02,0.2,0.44870378896939833
4080,40.0,1.28,2.0,2.0,0.0,0.0,0.43934335637726035
6268,70.0,0.16,0.02,2.0,2.0,0.0,0.44220351373543393
3687,40.0,0.64,0.02,0.2,0.02,2.0,0.3967569822927342
938,10.0,1.28,0.2,0.2,0.2,0.2,0.4058028307352219
5677,60.0,0.64,0.0,0.2,2.0,0.02,0.4444130206723771
1626,20.0,0.64,0.02,0.02,0.2,0.2,0.42568251151932934
8355,90.0,0.16,0.2,0.2,0.0,2.0,0.44431870920903377
6367,70.0,0.16,2.0,0.02,2.0,2.0,0.29732743443928966
1841,20.0,1.28,0.0,2.0,0.0,0.02,0.4418785048214145
5993,60.0,1.28,0.02,0.2,0.2,0.02,0.4590335322378291
6165,70.0,0.16,0.0,0.02,0.02,0.02,0.4456512325517293
9079,90.0,1.28,0.02,2.0,0.02,2.0,0.38059617104510945
